"Status","Year","Function_of_post","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Finance","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Finance","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Outside London","Heterosexual / straight","35","35","31580","33000"
"In post","2022","Analysis","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Geography","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Outside London","Heterosexual / straight","45","45","34370","32350"
"In post","2022","Analysis","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Analysis","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Medicine","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","London","Heterosexual / straight","95","95","41920","37430"
"In post","2022","Analysis","Operational Delivery","London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","London","Unknown","40","40","45770","41750"
"In post","2022","Analysis","Operational Delivery","Outside London","Heterosexual / straight","425","405","33510","30810"
"In post","2022","Analysis","Operational Delivery","Outside London","LGBO","30","30","31610","30210"
"In post","2022","Analysis","Operational Delivery","Outside London","Undeclared","45","40","36810","31700"
"In post","2022","Analysis","Operational Delivery","Outside London","Unknown","180","170","32370","30210"
"In post","2022","Analysis","Operational Research","London","Heterosexual / straight","170","160","52170","54160"
"In post","2022","Analysis","Operational Research","London","LGBO","25","25","[c]","[c]"
"In post","2022","Analysis","Operational Research","London","Undeclared","30","25","[c]","[c]"
"In post","2022","Analysis","Operational Research","London","Unknown","35","35","47940","48230"
"In post","2022","Analysis","Operational Research","Outside London","Heterosexual / straight","195","185","39360","38810"
"In post","2022","Analysis","Operational Research","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Operational Research","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Operational Research","Outside London","Unknown","225","215","42600","47010"
"In post","2022","Analysis","Operational Research","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","London","Heterosexual / straight","240","225","61280","54110"
"In post","2022","Analysis","Other","London","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Other","London","Undeclared","35","30","63700","57250"
"In post","2022","Analysis","Other","London","Unknown","45","45","44610","36290"
"In post","2022","Analysis","Other","Outside London","Heterosexual / straight","35","30","48690","42290"
"In post","2022","Analysis","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Policy","London","Heterosexual / straight","235","220","51060","53360"
"In post","2022","Analysis","Policy","London","LGBO","25","25","[c]","[c]"
"In post","2022","Analysis","Policy","London","Undeclared","60","60","52070","53360"
"In post","2022","Analysis","Policy","London","Unknown","30","30","57600","51190"
"In post","2022","Analysis","Policy","Outside London","Heterosexual / straight","155","145","44380","41990"
"In post","2022","Analysis","Policy","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Policy","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","Analysis","Policy","Outside London","Unknown","35","30","44340","47500"
"In post","2022","Analysis","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Outside London","Heterosexual / straight","215","205","35870","35900"
"In post","2022","Analysis","Science and Engineering","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Outside London","Undeclared","30","30","36580","35900"
"In post","2022","Analysis","Science and Engineering","Outside London","Unknown","400","385","36280","32380"
"In post","2022","Analysis","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","London","Heterosexual / straight","280","270","46830","42470"
"In post","2022","Analysis","Social Research","London","LGBO","40","40","45670","41540"
"In post","2022","Analysis","Social Research","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Social Research","London","Unknown","35","35","45320","42010"
"In post","2022","Analysis","Social Research","Outside London","Heterosexual / straight","510","480","39640","38340"
"In post","2022","Analysis","Social Research","Outside London","LGBO","65","65","36110","31850"
"In post","2022","Analysis","Social Research","Outside London","Undeclared","35","35","36160","32150"
"In post","2022","Analysis","Social Research","Outside London","Unknown","105","100","40040","38340"
"In post","2022","Analysis","Statistics","London","Heterosexual / straight","620","600","48650","43810"
"In post","2022","Analysis","Statistics","London","LGBO","55","55","47320","43810"
"In post","2022","Analysis","Statistics","London","Undeclared","70","65","46410","43820"
"In post","2022","Analysis","Statistics","London","Unknown","95","95","44310","40230"
"In post","2022","Analysis","Statistics","Outside London","Heterosexual / straight","855","820","42050","38340"
"In post","2022","Analysis","Statistics","Outside London","LGBO","110","105","37730","33440"
"In post","2022","Analysis","Statistics","Outside London","Undeclared","80","75","38440","36050"
"In post","2022","Analysis","Statistics","Outside London","Unknown","180","175","41190","38340"
"In post","2022","Analysis","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","London","Heterosexual / straight","60","55","43450","37770"
"In post","2022","Analysis","Unknown","London","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Unknown","Outside London","Heterosexual / straight","40","40","37150","33220"
"In post","2022","Analysis","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Unknown","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Commercial","London","Heterosexual / straight","460","450","47380","42890"
"In post","2022","Commercial","Commercial","London","LGBO","45","45","44520","41200"
"In post","2022","Commercial","Commercial","London","Undeclared","105","100","47630","44270"
"In post","2022","Commercial","Commercial","London","Unknown","125","120","43600","40650"
"In post","2022","Commercial","Commercial","Outside London","Heterosexual / straight","2400","2320","38280","36500"
"In post","2022","Commercial","Commercial","Outside London","LGBO","115","115","35370","33000"
"In post","2022","Commercial","Commercial","Outside London","Undeclared","320","300","38210","36810"
"In post","2022","Commercial","Commercial","Outside London","Unknown","465","445","35720","33350"
"In post","2022","Commercial","Commercial","Overseas","Heterosexual / straight","30","30","49940","43300"
"In post","2022","Commercial","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","London","Heterosexual / straight","165","165","52810","48380"
"In post","2022","Commercial","Operational Delivery","London","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","London","Undeclared","15","10","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","London","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","Outside London","Heterosexual / straight","130","125","32650","31230"
"In post","2022","Commercial","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","Outside London","Unknown","30","30","28720","25710"
"In post","2022","Commercial","Other","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other","Outside London","Heterosexual / straight","70","65","41720","40110"
"In post","2022","Commercial","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Other","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Policy","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Policy","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Policy","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Policy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Project Delivery","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Project Delivery","Outside London","Heterosexual / straight","60","55","46080","40800"
"In post","2022","Commercial","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Project Delivery","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Project Delivery","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Property","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Outside London","Heterosexual / straight","100","100","40800","40680"
"In post","2022","Commercial","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","London","Heterosexual / straight","165","160","77410","67040"
"In post","2022","Commercial","Unknown","London","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","Unknown","London","Unknown","625","615","72900","65640"
"In post","2022","Commercial","Unknown","Outside London","Heterosexual / straight","130","125","60180","52750"
"In post","2022","Commercial","Unknown","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Unknown","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","Outside London","Unknown","650","645","66940","64500"
"In post","2022","Commercial","Unknown","Unknown","Heterosexual / straight","35","35","47280","49700"
"In post","2022","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","Veterinarian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","London","Heterosexual / straight","1135","1105","47640","43810"
"In post","2022","Communications","Communications","London","LGBO","130","125","44190","41340"
"In post","2022","Communications","Communications","London","Undeclared","230","225","45690","40650"
"In post","2022","Communications","Communications","London","Unknown","365","355","46220","42470"
"In post","2022","Communications","Communications","Outside London","Heterosexual / straight","1110","1065","37190","34530"
"In post","2022","Communications","Communications","Outside London","LGBO","75","75","35020","32180"
"In post","2022","Communications","Communications","Outside London","Undeclared","145","135","36540","33640"
"In post","2022","Communications","Communications","Outside London","Unknown","235","230","37660","34570"
"In post","2022","Communications","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","London","Heterosexual / straight","10","10","[c]","[c]"
