"Status","Year","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Heterosexual / straight","50","50","54170","55220"
"In post","2022","Crown Commercial Service","London","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","Heterosexual / straight","550","535","39310","38330"
"In post","2022","Crown Commercial Service","Outside London","LGBO","35","35","36510","34680"
"In post","2022","Crown Commercial Service","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","Unknown","120","120","36310","31480"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Heterosexual / straight","2015","1895","36260","31230"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","LGBO","115","110","33170","27580"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Undeclared","115","105","40300","36130"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","Unknown","105","100","45080","42570"
"In post","2022","Crown Prosecution Service","London","Heterosexual / straight","1310","1250","44320","39750"
"In post","2022","Crown Prosecution Service","London","LGBO","90","85","44000","33550"
"In post","2022","Crown Prosecution Service","London","Undeclared","70","70","44980","53050"
"In post","2022","Crown Prosecution Service","London","Unknown","310","285","44100","36240"
"In post","2022","Crown Prosecution Service","Outside London","Heterosexual / straight","3830","3580","39840","37890"
"In post","2022","Crown Prosecution Service","Outside London","LGBO","195","190","36730","28430"
"In post","2022","Crown Prosecution Service","Outside London","Undeclared","155","145","37280","31240"
"In post","2022","Crown Prosecution Service","Outside London","Unknown","1070","960","43480","48080"
"In post","2022","Crown Prosecution Service","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","Heterosexual / straight","150","145","29710","28150"
"In post","2022","Defence Electronics and Components Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","Undeclared","275","265","29600","29470"
"In post","2022","Defence Electronics and Components Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Heterosexual / straight","155","150","25520","22180"
"In post","2022","Defence Equipment and Support","London","LGBO","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Unknown","15","15","[c]","[c]"
"In post","2022","Defence Equipment and Support","Outside London","Heterosexual / straight","8365","8065","37040","34000"
"In post","2022","Defence Equipment and Support","Outside London","LGBO","285","280","33270","31600"
"In post","2022","Defence Equipment and Support","Outside London","Undeclared","1140","1090","38990","37860"
"In post","2022","Defence Equipment and Support","Outside London","Unknown","695","665","33840","31950"
"In post","2022","Defence Equipment and Support","Overseas","Heterosexual / straight","50","50","42360","41180"
"In post","2022","Defence Equipment and Support","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Outside London","Heterosexual / straight","960","930","41720","39500"
"In post","2022","Defence Science and Technology Laboratory","Outside London","LGBO","110","110","35300","29230"
"In post","2022","Defence Science and Technology Laboratory","Outside London","Undeclared","70","70","41890","42010"
"In post","2022","Defence Science and Technology Laboratory","Outside London","Unknown","3510","3375","41070","38110"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","3875","3785","50120","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","450","445","47700","44300"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","495","485","50450","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","420","415","46710","40220"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Heterosexual / straight","585","570","42440","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","LGBO","60","60","40920","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Undeclared","60","55","52380","49310"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","65","65","43130","36740"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","1320","1295","48100","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","London","LGBO","190","185","46540","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Undeclared","125","125","45930","48000"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Unknown","150","145","46850","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","170","170","41850","34960"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","London","Heterosexual / straight","1420","1365","50460","53420"
"In post","2022","Department for Education (excl. agencies)","London","LGBO","155","150","50870","53420"
"In post","2022","Department for Education (excl. agencies)","London","Undeclared","155","150","49460","53420"
"In post","2022","Department for Education (excl. agencies)","London","Unknown","360","345","49480","53420"
"In post","2022","Department for Education (excl. agencies)","Outside London","Heterosexual / straight","3205","3085","41450","36780"
"In post","2022","Department for Education (excl. agencies)","Outside London","LGBO","245","240","39140","36500"
"In post","2022","Department for Education (excl. agencies)","Outside London","Undeclared","305","300","42090","37100"
"In post","2022","Department for Education (excl. agencies)","Outside London","Unknown","455","440","39740","36500"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","1860","1805","45050","39680"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","230","225","44730","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Undeclared","185","180","42920","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","515","500","43430","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Heterosexual / straight","2775","2670","40420","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","LGBO","200","195","38360","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Undeclared","280","265","39440","36090"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","445","425","39330","36520"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","London","Heterosexual / straight","1505","1485","47160","42430"
"In post","2022","Department for International Trade","London","LGBO","180","180","44860","39430"
"In post","2022","Department for International Trade","London","Undeclared","130","130","46890","46530"
"In post","2022","Department for International Trade","London","Unknown","685","685","44720","38540"
"In post","2022","Department for International Trade","Outside London","Heterosexual / straight","140","135","43180","40230"
"In post","2022","Department for International Trade","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Outside London","Unknown","45","45","41580","47970"
"In post","2022","Department for International Trade","Overseas","Heterosexual / straight","95","95","55920","53750"
"In post","2022","Department for International Trade","Overseas","LGBO","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Overseas","Unknown","60","60","53220","51970"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Heterosexual / straight","1570","1535","49000","53130"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","LGBO","205","205","46380","42330"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Undeclared","155","150","47810","44000"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","280","275","48690","42980"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Heterosexual / straight","850","820","40110","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","LGBO","95","95","38930","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Undeclared","70","70","40910","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Unknown","80","75","35930","32000"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","London","Heterosexual / straight","1980","1930","51210","54110"
"In post","2022","Department for Transport (excl. agencies)","London","LGBO","205","200","49690","46310"
"In post","2022","Department for Transport (excl. agencies)","London","Undeclared","250","240","50590","47060"
"In post","2022","Department for Transport (excl. agencies)","London","Unknown","585","565","43920","42470"
"In post","2022","Department for Transport (excl. agencies)","Outside London","Heterosexual / straight","455","435","42550","38650"
"In post","2022","Department for Transport (excl. agencies)","Outside London","LGBO","50","50","39770","38650"
"In post","2022","Department for Transport (excl. agencies)","Outside London","Undeclared","50","50","50440","39040"
"In post","2022","Department for Transport (excl. agencies)","Outside London","Unknown","95","90","43700","38650"
"In post","2022","Department for Transport (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","6605","6240","34180","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","London","LGBO","425","410","36360","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","London","Undeclared","770","705","32620","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","London","Unknown","2165","1955","33370","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Outside London","Heterosexual / straight","55185","49605","27590","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Outside London","LGBO","3450","3295","27170","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Outside London","Undeclared","6575","5835","26900","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","15680","13500","26650","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","410","380","31540","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","30","30","27950","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","55","50","30340","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","100","90","30970","27570"
"In post","2022","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","1415","1370","49700","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","London","LGBO","200","195","47930","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","London","Undeclared","1060","1035","47370","41990"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outside London","Heterosexual / straight","815","780","46210","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outside London","LGBO","75","75","41010","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outside London","Undeclared","465","445","44160","38920"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Disclosure Scotland","Outside London","Heterosexual / straight","220","210","30850","25930"
"In post","2022","Disclosure Scotland","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Disclosure Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Disclosure Scotland","Outside London","Unknown","100","95","25670","23230"
"In post","2022","Driver and Vehicle Licensing Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Outside London","Heterosexual / straight","4020","3625","27070","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Outside London","LGBO","185","175","24530","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Outside London","Undeclared","1400","1165","25480","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Outside London","Unknown","750","670","24360","21840"
"In post","2022","Driver and Vehicle Standards Agency","London","Heterosexual / straight","215","205","32580","30780"
"In post","2022","Driver and Vehicle Standards Agency","London","LGBO","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","London","Undeclared","70","65","32560","30780"
"In post","2022","Driver and Vehicle Standards Agency","London","Unknown","65","65","30600","30470"
"In post","2022","Driver and Vehicle Standards Agency","Outside London","Heterosexual / straight","2670","2525","30180","26830"
"In post","2022","Driver and Vehicle Standards Agency","Outside London","LGBO","145","140","29060","26700"
"In post","2022","Driver and Vehicle Standards Agency","Outside London","Undeclared","760","685","29350","26780"
"In post","2022","Driver and Vehicle Standards Agency","Outside London","Unknown","980","945","27310","26470"
"In post","2022","Education and Skills Funding Agency","London","Heterosexual / straight","190","185","48780","45250"
"In post","2022","Education and Skills Funding Agency","London","LGBO","15","15","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","London","Undeclared","30","25","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","London","Unknown","65","65","50470","48140"
"In post","2022","Education and Skills Funding Agency","Outside London","Heterosexual / straight","1155","1115","39990","36500"
"In post","2022","Education and Skills Funding Agency","Outside London","LGBO","80","80","37010","36500"
"In post","2022","Education and Skills Funding Agency","Outside London","Undeclared","95","90","40880","37100"
"In post","2022","Education and Skills Funding Agency","Outside London","Unknown","275","265","40570","37100"
"In post","2022","Education and Skills Funding Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Outside London","Heterosexual / straight","200","195","59540","65280"
"In post","2022","Education Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Education Scotland","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2022","Education Scotland","Outside London","Unknown","115","110","54580","54340"
"In post","2022","Estyn","Outside London","Heterosexual / straight","95","90","59530","75480"
"In post","2022","Estyn","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Estyn","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","FCDO Services","London","Heterosexual / straight","120","115","48580","45630"
"In post","2022","FCDO Services","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","London","Undeclared","15","15","[c]","[c]"
"In post","2022","FCDO Services","London","Unknown","30","30","[c]","[c]"
"In post","2022","FCDO Services","Outside London","Heterosexual / straight","640","610","38450","33510"
"In post","2022","FCDO Services","Outside London","LGBO","30","25","[c]","[c]"
"In post","2022","FCDO Services","Outside London","Undeclared","55","55","43100","42080"
"In post","2022","FCDO Services","Outside London","Unknown","70","65","41700","42080"
"In post","2022","FCDO Services","Overseas","Heterosexual / straight","85","85","39410","39260"
"In post","2022","FCDO Services","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2022","FCDO Services","Overseas","Unknown","25","25","[c]","[c]"
"In post","2022","Food Standards Agency","London","Heterosexual / straight","170","170","44180","40350"
"In post","2022","Food Standards Agency","London","LGBO","20","20","[c]","[c]"
"In post","2022","Food Standards Agency","London","Undeclared","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","London","Unknown","20","20","[c]","[c]"
"In post","2022","Food Standards Agency","Outside London","Heterosexual / straight","855","830","37270","32830"
"In post","2022","Food Standards Agency","Outside London","LGBO","45","45","38600","37350"
"In post","2022","Food Standards Agency","Outside London","Undeclared","100","95","37380","34890"
"In post","2022","Food Standards Agency","Outside London","Unknown","215","205","31310","26750"
"In post","2022","Food Standards Scotland","Outside London","Heterosexual / straight","170","165","36190","31540"
"In post","2022","Food Standards Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Food Standards Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Food Standards Scotland","Outside London","Unknown","110","105","35260","31540"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Heterosexual / straight","2630","2565","50490","47340"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","LGBO","200","200","49650","44880"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Undeclared","310","305","51340","47750"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","750","730","49170","51500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Heterosexual / straight","750","720","39450","33930"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","LGBO","35","35","38400","33930"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Undeclared","50","45","38300","33930"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","265","260","39710","38500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Heterosexual / straight","1470","1465","52350","53470"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","LGBO","135","135","52010","53190"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Undeclared","180","180","50800","53470"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","300","295","54230","55060"
"In post","2022","Forestry and Land Scotland","Outside London","Heterosexual / straight","320","305","35010","31060"
"In post","2022","Forestry and Land Scotland","Outside London","LGBO","20","15","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Outside London","Undeclared","35","35","31880","31060"
"In post","2022","Forestry and Land Scotland","Outside London","Unknown","645","625","31990","28980"
"In post","2022","Government Actuary's Department","London","Heterosexual / straight","160","150","67810","62730"
"In post","2022","Government Actuary's Department","London","LGBO","5","5","[c]","[c]"
"In post","2022","Government Actuary's Department","London","Undeclared","25","20","[c]","[c]"
"In post","2022","Government Actuary's Department","London","Unknown","20","20","[c]","[c]"
"In post","2022","Government Actuary's Department","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Government Actuary's Department","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","Heterosexual / straight","145","140","51970","52140"
"In post","2022","Government Internal Audit Agency","London","LGBO","10","10","[c]","[c]"
"In post","2022","Government Internal Audit Agency","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Outside London","Heterosexual / straight","240","225","46410","44350"
"In post","2022","Government Internal Audit Agency","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Outside London","Undeclared","30","30","47340","43250"
"In post","2022","Government Internal Audit Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","London","Heterosexual / straight","1660","1555","52970","51250"
"In post","2022","Government Legal Department","London","LGBO","155","150","53740","51250"
"In post","2022","Government Legal Department","London","Undeclared","170","160","54340","52730"
"In post","2022","Government Legal Department","London","Unknown","510","465","58480","63830"
"In post","2022","Government Legal Department","Outside London","Heterosexual / straight","90","85","53820","51870"
"In post","2022","Government Legal Department","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Government Legal Department","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2022","Government Legal Department","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Government Property Agency","London","Heterosexual / straight","75","75","53020","54700"
"In post","2022","Government Property Agency","London","LGBO","5","5","[c]","[c]"
"In post","2022","Government Property Agency","London","Undeclared","[c]","[c]","[c]","[c]"
