"Status","Year","Age","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Finance","Finance","30","30","20760","20380"
"In post","2022","16-19","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Operational Delivery","10","10","21070","21300"
"In post","2022","16-19","Human Resources","Human Resources","15","15","21850","21190"
"In post","2022","16-19","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Operational Delivery","30","30","21720","22200"
"In post","2022","16-19","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Operational Delivery","525","490","21920","21260"
"In post","2022","16-19","No function","Other","30","30","22720","21260"
"In post","2022","16-19","No function","Policy","40","40","24560","25000"
"In post","2022","16-19","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Science and Engineering","30","30","18610","17450"
"In post","2022","16-19","No function","Tax","40","40","21520","21250"
"In post","2022","16-19","No function","Unknown","10","10","24080","23970"
"In post","2022","16-19","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Other","20","20","18390","18030"
"In post","2022","16-19","Project Delivery","Project Delivery","10","10","20220","19460"
"In post","2022","16-19","Project Delivery","Science and Engineering","80","80","18200","17140"
"In post","2022","16-19","Property","Property","35","35","22620","24080"
"In post","2022","16-19","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Security","10","10","21390","21150"
"In post","2022","16-19","Security","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","50","45","23190","21680"
"In post","2022","16-19","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","45","45","19080","16720"
"In post","2022","16-19","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","65","60","22200","21050"
"In post","2022","20-29","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Digital, Data and Technology","45","45","37420","35510"
"In post","2022","20-29","Analysis","Economics","810","805","37680","34260"
"In post","2022","20-29","Analysis","Finance","10","10","35640","34040"
"In post","2022","20-29","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Human Resources","10","10","30590","31990"
"In post","2022","20-29","Analysis","Intelligence Analysis","20","20","26870","26030"
"In post","2022","20-29","Analysis","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Medicine","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Operational Delivery","185","185","32050","30210"
"In post","2022","20-29","Analysis","Operational Research","200","195","35280","34080"
"In post","2022","20-29","Analysis","Other","110","105","36710","33260"
"In post","2022","20-29","Analysis","Policy","190","190","40910","37000"
"In post","2022","20-29","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Science and Engineering","135","135","28290","29230"
"In post","2022","20-29","Analysis","Social Research","470","465","35610","33710"
"In post","2022","20-29","Analysis","Statistics","710","700","36340","34260"
"In post","2022","20-29","Analysis","Tax","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Unknown","80","75","29860","25110"
"In post","2022","20-29","Commercial","Commercial","790","785","32910","30940"
"In post","2022","20-29","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Finance","15","15","32830","30450"
"In post","2022","20-29","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Operational Delivery","80","75","34130","33000"
"In post","2022","20-29","Commercial","Other","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Policy","10","10","41280","37300"
"In post","2022","20-29","Commercial","Project Delivery","10","10","34510","33870"
"In post","2022","20-29","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Science and Engineering","20","20","30410","31600"
"In post","2022","20-29","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","150","150","47940","51110"
"In post","2022","20-29","Communications","Commercial","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Communications","740","735","35060","33120"
"In post","2022","20-29","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Operational Delivery","455","450","28110","26590"
"In post","2022","20-29","Communications","Other","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Policy","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Tax","820","810","28010","26820"
"In post","2022","20-29","Communications","Unknown","175","175","35260","34550"
"In post","2022","20-29","Counter Fraud","Counter Fraud","635","625","27390","27570"
"In post","2022","20-29","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Intelligence Analysis","60","60","33960","33080"
"In post","2022","20-29","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Legal","425","420","29680","26820"
"In post","2022","20-29","Counter Fraud","Operational Delivery","415","410","27280","26590"
"In post","2022","20-29","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Other","10","10","43680","46130"
"In post","2022","20-29","Counter Fraud","Tax","175","175","36540","33080"
"In post","2022","20-29","Counter Fraud","Unknown","310","305","30380","26820"
"In post","2022","20-29","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Operational Delivery","590","570","22660","21250"
"In post","2022","20-29","Debt","Other","300","290","21870","21260"
"In post","2022","20-29","Debt","Tax","360","350","21710","21250"
"In post","2022","20-29","Debt","Unknown","35","35","24230","21250"
"In post","2022","20-29","Digital, Data & Technology","Commercial","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Communications","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","2475","2460","33390","32260"
"In post","2022","20-29","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Knowledge and Information Management","105","105","27700","26670"
"In post","2022","20-29","Digital, Data & Technology","Medicine","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Operational Delivery","85","80","33490","33080"
"In post","2022","20-29","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Policy","45","45","36570","36370"
"In post","2022","20-29","Digital, Data & Technology","Project Delivery","15","15","34510","34260"
"In post","2022","20-29","Digital, Data & Technology","Science and Engineering","170","170","29020","30930"
"In post","2022","20-29","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Tax","10","10","33060","33080"
"In post","2022","20-29","Digital, Data & Technology","Unknown","295","295","40430","37260"
"In post","2022","20-29","Finance","Commercial","60","60","31280","31530"
"In post","2022","20-29","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Corporate Finance","15","15","33650","31520"
"In post","2022","20-29","Finance","Digital, Data and Technology","50","50","33610","30500"
"In post","2022","20-29","Finance","Economics","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Finance","1280","1260","33050","30450"
"In post","2022","20-29","Finance","Human Resources","10","10","30180","28120"
"In post","2022","20-29","Finance","Operational Delivery","175","170","25130","21250"
"In post","2022","20-29","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Policy","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Project Delivery","10","10","28560","29660"
"In post","2022","20-29","Finance","Property","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Security","25","25","36530","36650"
"In post","2022","20-29","Finance","Statistics","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Tax","25","25","30270","26820"
"In post","2022","20-29","Finance","Unknown","80","80","39020","37610"
"In post","2022","20-29","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","Operational Delivery","375","370","22350","21300"
"In post","2022","20-29","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Human Resources","1165","1150","31430","29370"
"In post","2022","20-29","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Operational Delivery","155","155","27970","27570"
"In post","2022","20-29","Human Resources","Other","10","10","26010","26040"
"In post","2022","20-29","Human Resources","Policy","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Project Delivery","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Tax","25","25","27490","26590"
"In post","2022","20-29","Human Resources","Unknown","280","280","31920","28330"
"In post","2022","20-29","Internal Audit","Internal Audit","45","45","34400","33420"
"In post","2022","20-29","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Other","5","5","[c]","[c]"
"In post","2022","20-29","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Knowledge and Information Management","15","15","32070","27570"
"In post","2022","20-29","Legal","Legal","735","735","38940","40000"
"In post","2022","20-29","Legal","Operational Delivery","705","695","24370","23770"
"In post","2022","20-29","Legal","Other","155","150","27970","26950"
"In post","2022","20-29","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Legal","Tax","30","30","41940","33370"
"In post","2022","20-29","Legal","Unknown","35","35","40940","37610"
"In post","2022","20-29","No function","Commercial","40","40","37210","35530"
"In post","2022","20-29","No function","Communications","65","65","35650","32940"
"In post","2022","20-29","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Digital, Data and Technology","40","40","35870","34260"
"In post","2022","20-29","No function","Economics","200","200","39630","34710"
"In post","2022","20-29","No function","Finance","30","30","39230","37030"
"In post","2022","20-29","No function","Geography","110","110","25600","26740"
"In post","2022","20-29","No function","Human Resources","25","25","39110","33750"
"In post","2022","20-29","No function","Intelligence Analysis","65","65","27770","26330"
"In post","2022","20-29","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","International Trade","510","505","38390","38160"
"In post","2022","20-29","No function","Knowledge and Information Management","120","120","32570","29260"
"In post","2022","20-29","No function","Legal","160","160","32410","30450"
"In post","2022","20-29","No function","Medicine","20","20","39880","40550"
"In post","2022","20-29","No function","Operational Delivery","30970","30350","26010","25110"
"In post","2022","20-29","No function","Operational Research","70","70","34360","30920"
"In post","2022","20-29","No function","Other","1300","1285","27630","27570"
"In post","2022","20-29","No function","Planning","35","35","34930","33210"
"In post","2022","20-29","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Policy","6985","6950","38430","34710"
"In post","2022","20-29","No function","Project Delivery","130","130","37090","34020"
"In post","2022","20-29","No function","Property","10","10","[c]","[c]"
"In post","2022","20-29","No function","Psychology","395","390","27700","27700"
"In post","2022","20-29","No function","Science and Engineering","1515","1500","29610","29230"
"In post","2022","20-29","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Statistics","10","10","[c]","[c]"
"In post","2022","20-29","No function","Tax","2700","2640","29290","26590"
"In post","2022","20-29","No function","Unknown","3440","3425","32500","29250"
"In post","2022","20-29","No function","Veterinarian","15","15","29870","29180"
"In post","2022","20-29","Project Delivery","Commercial","130","130","27750","28220"
"In post","2022","20-29","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Digital, Data and Technology","25","25","35820","38070"
"In post","2022","20-29","Project Delivery","Economics","20","20","38380","33630"
"In post","2022","20-29","Project Delivery","Finance","45","45","29830","30420"
"In post","2022","20-29","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Knowledge and Information Management","10","10","32960","32000"
"In post","2022","20-29","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Operational Delivery","245","245","29210","27570"
"In post","2022","20-29","Project Delivery","Other","420","415","25300","23650"
"In post","2022","20-29","Project Delivery","Policy","225","225","40880","38600"
"In post","2022","20-29","Project Delivery","Project Delivery","1605","1595","33800","33000"
"In post","2022","20-29","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Science and Engineering","905","900","28470","27540"
"In post","2022","20-29","Project Delivery","Security","5","5","[c]","[c]"
"In post","2022","20-29","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Tax","50","50","32560","33080"
"In post","2022","20-29","Project Delivery","Unknown","75","75","38470","34550"
"In post","2022","20-29","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Finance","10","10","[c]","[c]"
"In post","2022","20-29","Property","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Property","Operational Delivery","210","205","24110","22010"
"In post","2022","20-29","Property","Other","50","50","25870","24100"
"In post","2022","20-29","Property","Policy","5","5","[c]","[c]"
"In post","2022","20-29","Property","Project Delivery","15","15","37200","34260"
"In post","2022","20-29","Property","Property","815","805","30040","28500"
"In post","2022","20-29","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Unknown","15","15","36120","34550"
"In post","2022","20-29","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Intelligence Analysis","250","250","33270","33000"
"In post","2022","20-29","Security","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","20-29","Security","Other","5","5","[c]","[c]"
"In post","2022","20-29","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Security","1055","1055","27390","26180"
"In post","2022","20-29","Security","Unknown","200","200","28920","26670"
"In post","2022","20-29","Unknown","Commercial","20","20","31900","28660"
"In post","2022","20-29","Unknown","Communications","60","60","37670","36850"
"In post","2022","20-29","Unknown","Counter Fraud","10","10","25140","24880"
"In post","2022","20-29","Unknown","Digital, Data and Technology","280","275","37520","36550"
"In post","2022","20-29","Unknown","Economics","140","135","39300","35050"
"In post","2022","20-29","Unknown","Finance","210","210","32330","30200"
"In post","2022","20-29","Unknown","Human Resources","105","105","33370","30820"
"In post","2022","20-29","Unknown","Intelligence Analysis","105","100","27070","24890"
"In post","2022","20-29","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Knowledge and Information Management","15","15","30130","25860"
"In post","2022","20-29","Unknown","Legal","20","20","35590","31210"
"In post","2022","20-29","Unknown","Medicine","110","100","31190","31530"
"In post","2022","20-29","Unknown","Operational Delivery","3775","3695","25120","24880"
"In post","2022","20-29","Unknown","Operational Research","45","45","37220","36590"
"In post","2022","20-29","Unknown","Other","1195","1185","26980","26110"
"In post","2022","20-29","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Policy","1150","1145","39640","37000"
"In post","2022","20-29","Unknown","Project Delivery","230","225","35490","35050"
"In post","2022","20-29","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Science and Engineering","160","160","33260","33000"
"In post","2022","20-29","Unknown","Security","25","25","29480","27140"
"In post","2022","20-29","Unknown","Social Research","90","85","37000","33650"
"In post","2022","20-29","Unknown","Statistics","110","110","30780","30100"
"In post","2022","20-29","Unknown","Unknown","2880","2840","30050","27940"
"In post","2022","30-39","Analysis","Commercial","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Digital, Data and Technology","50","45","43710","41990"
"In post","2022","30-39","Analysis","Economics","305","295","56630","55410"
"In post","2022","30-39","Analysis","Finance","15","15","51390","52670"
"In post","2022","30-39","Analysis","Geography","15","15","33130","33000"
"In post","2022","30-39","Analysis","Human Resources","15","15","46030","49170"
"In post","2022","30-39","Analysis","Intelligence Analysis","25","25","35260","32100"
"In post","2022","30-39","Analysis","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Medicine","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Operational Delivery","225","220","36550","34260"
"In post","2022","30-39","Analysis","Operational Research","215","210","46300","47010"
"In post","2022","30-39","Analysis","Other","125","120","55680","53620"
"In post","2022","30-39","Analysis","Policy","175","165","51180","52150"
"In post","2022","30-39","Analysis","Project Delivery","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Science and Engineering","205","200","37320","36580"
"In post","2022","30-39","Analysis","Social Research","325","305","43400","39300"
"In post","2022","30-39","Analysis","Statistics","595","570","44640","40700"
"In post","2022","30-39","Analysis","Tax","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Unknown","30","30","55230","55210"
"In post","2022","30-39","Commercial","Commercial","1040","1005","38910","37420"
"In post","2022","30-39","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Finance","15","15","41570","36050"
"In post","2022","30-39","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Operational Delivery","80","80","39430","37240"
"In post","2022","30-39","Commercial","Other","25","20","37420","36000"
"In post","2022","30-39","Commercial","Policy","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Project Delivery","25","25","41040","39520"
"In post","2022","30-39","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Science and Engineering","30","30","37980","39700"
"In post","2022","30-39","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","385","385","61600","62010"
"In post","2022","30-39","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Communications","990","960","43810","40650"
"In post","2022","30-39","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Finance","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Human Resources","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Knowledge and Information Management","20","20","43320","41880"
"In post","2022","30-39","Communications","Operational Delivery","575","555","30730","26820"
"In post","2022","30-39","Communications","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Other","10","10","39710","37340"
"In post","2022","30-39","Communications","Policy","10","10","52560","51450"
"In post","2022","30-39","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Tax","870","840","29340","26820"
"In post","2022","30-39","Communications","Unknown","205","205","45470","40600"
"In post","2022","30-39","Counter Fraud","Counter Fraud","840","790","29160","27570"
"In post","2022","30-39","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Intelligence Analysis","80","75","38570","37770"
"In post","2022","30-39","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Legal","770","755","31820","31020"
"In post","2022","30-39","Counter Fraud","Operational Delivery","735","710","31050","30750"
"In post","2022","30-39","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Other","55","55","42850","40520"
"In post","2022","30-39","Counter Fraud","Tax","460","450","41090","37930"
"In post","2022","30-39","Counter Fraud","Unknown","215","215","33440","30880"
"In post","2022","30-39","Debt","Operational Delivery","590","545","23980","21250"
"In post","2022","30-39","Debt","Other","450","390","22480","21260"
"In post","2022","30-39","Debt","Tax","220","210","22270","21250"
"In post","2022","30-39","Debt","Unknown","35","30","23440","21250"
"In post","2022","30-39","Digital, Data & Technology","Commercial","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Communications","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Digital, Data and Technology","3995","3925","41270","38550"
"In post","2022","30-39","Digital, Data & Technology","Finance","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Knowledge and Information Management","160","155","33510","33000"
"In post","2022","30-39","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Operational Delivery","115","115","38670","36130"
"In post","2022","30-39","Digital, Data & Technology","Operational Research","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Other","10","10","33390","32680"
"In post","2022","30-39","Digital, Data & Technology","Policy","80","80","45290","40230"
"In post","2022","30-39","Digital, Data & Technology","Project Delivery","35","30","36120","34000"
"In post","2022","30-39","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Science and Engineering","290","275","37450","38200"
"In post","2022","30-39","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Tax","20","20","41670","40520"
"In post","2022","30-39","Digital, Data & Technology","Unknown","515","505","49830","54700"
"In post","2022","30-39","Finance","Commercial","100","95","37540","33150"
"In post","2022","30-39","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Corporate Finance","30","30","43630","39900"
"In post","2022","30-39","Finance","Digital, Data and Technology","50","50","37140","36500"
"In post","2022","30-39","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Finance","1830","1760","41470","38330"
"In post","2022","30-39","Finance","Human Resources","10","10","27360","26330"
"In post","2022","30-39","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Operational Delivery","240","225","29410","26820"
"In post","2022","30-39","Finance","Other","10","10","37270","32270"
"In post","2022","30-39","Finance","Policy","20","20","45830","51420"
"In post","2022","30-39","Finance","Project Delivery","15","10","44650","48540"
"In post","2022","30-39","Finance","Property","10","10","40890","36500"
"In post","2022","30-39","Finance","Security","55","55","43240","39960"
"In post","2022","30-39","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Tax","25","25","35410","33370"
"In post","2022","30-39","Finance","Unknown","100","100","45980","43810"
"In post","2022","30-39","Grants Management","Finance","[c]","[c]","[c]","[c]"
