"Status","Year","Age","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Counter Fraud","Female","255","180","27780","27570"
"In post","2022","65+","Counter Fraud","Male","270","185","33410","28920"
"In post","2022","65+","Debt","Female","145","100","24260","22080"
"In post","2022","65+","Debt","Male","85","65","25910","22080"
"In post","2022","65+","Digital, Data & Technology","Female","115","90","33180","31740"
"In post","2022","65+","Digital, Data & Technology","Male","245","205","39790","36460"
"In post","2022","65+","Finance","Female","120","95","30880","27510"
"In post","2022","65+","Finance","Male","110","95","37350","35710"
"In post","2022","65+","Grants Management","Female","40","30","23610","21300"
"In post","2022","65+","Grants Management","Male","25","20","[c]","[c]"
"In post","2022","65+","Human Resources","Female","110","80","32750","27570"
"In post","2022","65+","Human Resources","Male","75","60","33800","28920"
"In post","2022","65+","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Male","10","10","[c]","[c]"
"In post","2022","65+","Legal","Female","110","85","43460","33370"
"In post","2022","65+","Legal","Male","120","90","53950","57540"
"In post","2022","65+","No function","Female","3705","2685","27410","25110"
"In post","2022","65+","No function","Male","3320","2510","31580","27570"
"In post","2022","65+","Project Delivery","Female","155","115","36340","33440"
"In post","2022","65+","Project Delivery","Male","400","330","42780","40580"
"In post","2022","65+","Property","Female","105","85","28890","26880"
"In post","2022","65+","Property","Male","275","245","34110","33000"
"In post","2022","65+","Security","Female","30","25","28220","24350"
"In post","2022","65+","Security","Male","270","235","29070","25000"
"In post","2022","65+","Unknown","Female","920","740","29100","25630"
"In post","2022","65+","Unknown","Male","1340","1145","32510","29080"
"In post","2022","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Female","10","10","[c]","[c]"
"In post","2022","Unknown","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Female","70","[c]","21300","21170"
"Leaver CS","2022","16-19","No function","Male","55","[c]","20120","20370"
"Leaver CS","2022","16-19","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Female","115","[c]","27100","25000"
"Leaver CS","2022","20-29","Analysis","Male","160","[c]","29880","29230"
"Leaver CS","2022","20-29","Commercial","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Male","55","[c]","32450","29480"
"Leaver CS","2022","20-29","Communications","Female","90","[c]","30740","29540"
"Leaver CS","2022","20-29","Communications","Male","45","[c]","31930","30940"
"Leaver CS","2022","20-29","Counter Fraud","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Female","110","[c]","31430","29080"
"Leaver CS","2022","20-29","Digital, Data & Technology","Male","225","[c]","31720","30210"
"Leaver CS","2022","20-29","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Male","60","[c]","27590","25340"
"Leaver CS","2022","20-29","Grants Management","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Female","110","[c]","27070","26890"
"Leaver CS","2022","20-29","Human Resources","Male","55","[c]","27440","26940"
"Leaver CS","2022","20-29","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Female","95","[c]","28010","25280"
"Leaver CS","2022","20-29","Legal","Male","60","[c]","32970","27350"
"Leaver CS","2022","20-29","No function","Female","3730","[c]","25860","24180"
"Leaver CS","2022","20-29","No function","Male","2725","[c]","25830","23720"
"Leaver CS","2022","20-29","Project Delivery","Female","100","[c]","29470","25880"
"Leaver CS","2022","20-29","Project Delivery","Male","170","[c]","27900","26590"
"Leaver CS","2022","20-29","Property","Female","35","[c]","23500","21550"
"Leaver CS","2022","20-29","Property","Male","55","[c]","26330","25000"
"Leaver CS","2022","20-29","Security","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Male","95","[c]","27960","26680"
"Leaver CS","2022","20-29","Unknown","Female","1200","[c]","25900","24880"
"Leaver CS","2022","20-29","Unknown","Male","1155","[c]","26540","24880"
"Leaver CS","2022","30-39","Analysis","Female","60","[c]","39300","37420"
"Leaver CS","2022","30-39","Analysis","Male","75","[c]","41500","36840"
"Leaver CS","2022","30-39","Commercial","Female","50","[c]","51070","42770"
"Leaver CS","2022","30-39","Commercial","Male","60","[c]","51510","51410"
"Leaver CS","2022","30-39","Communications","Female","75","[c]","41950","40050"
"Leaver CS","2022","30-39","Communications","Male","60","[c]","42770","40470"
"Leaver CS","2022","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Female","115","[c]","42070","38690"
"Leaver CS","2022","30-39","Digital, Data & Technology","Male","235","[c]","42600","39410"
"Leaver CS","2022","30-39","Finance","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Male","40","[c]","46440","46760"
"Leaver CS","2022","30-39","Grants Management","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Female","90","[c]","34280","30300"
"Leaver CS","2022","30-39","Human Resources","Male","45","[c]","36770","35590"
"Leaver CS","2022","30-39","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Female","105","[c]","46250","51250"
"Leaver CS","2022","30-39","Legal","Male","55","[c]","50130","52520"
"Leaver CS","2022","30-39","No function","Female","2525","[c]","31690","27570"
"Leaver CS","2022","30-39","No function","Male","2195","[c]","33130","27570"
"Leaver CS","2022","30-39","Project Delivery","Female","100","[c]","40890","38500"
"Leaver CS","2022","30-39","Project Delivery","Male","155","[c]","38090","37200"
"Leaver CS","2022","30-39","Property","Female","55","[c]","30000","22130"
"Leaver CS","2022","30-39","Property","Male","35","[c]","35400","33300"
"Leaver CS","2022","30-39","Security","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Male","90","[c]","30560","27750"
"Leaver CS","2022","30-39","Unknown","Female","870","[c]","29860","27470"
"Leaver CS","2022","30-39","Unknown","Male","855","[c]","31680","27940"
"Leaver CS","2022","40-49","Analysis","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Female","60","[c]","53400","51250"
"Leaver CS","2022","40-49","Commercial","Male","35","[c]","71830","65000"
"Leaver CS","2022","40-49","Communications","Female","45","[c]","51570","49740"
"Leaver CS","2022","40-49","Communications","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Female","90","[c]","48620","42120"
"Leaver CS","2022","40-49","Digital, Data & Technology","Male","180","[c]","49940","46270"
"Leaver CS","2022","40-49","Finance","Female","50","[c]","46070","40510"
"Leaver CS","2022","40-49","Finance","Male","35","[c]","45840","42100"
"Leaver CS","2022","40-49","Grants Management","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Female","80","[c]","41200","38200"
"Leaver CS","2022","40-49","Human Resources","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Female","70","[c]","56870","55610"
"Leaver CS","2022","40-49","Legal","Male","45","[c]","60520","55000"
"Leaver CS","2022","40-49","No function","Female","1945","[c]","35130","27570"
"Leaver CS","2022","40-49","No function","Male","1390","[c]","35950","28220"
"Leaver CS","2022","40-49","Project Delivery","Female","80","[c]","44280","40000"
"Leaver CS","2022","40-49","Project Delivery","Male","100","[c]","44780","41090"
"Leaver CS","2022","40-49","Property","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Male","40","[c]","32460","25860"
"Leaver CS","2022","40-49","Security","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Male","60","[c]","31930","27680"
"Leaver CS","2022","40-49","Unknown","Female","805","[c]","31290","27570"
"Leaver CS","2022","40-49","Unknown","Male","575","[c]","35820","29290"
"Leaver CS","2022","50-59","Analysis","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Female","50","[c]","62660","45010"
"Leaver CS","2022","50-59","Commercial","Male","60","[c]","69350","65240"
"Leaver CS","2022","50-59","Communications","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Female","35","[c]","28250","27570"
"Leaver CS","2022","50-59","Counter Fraud","Male","35","[c]","31380","27570"
"Leaver CS","2022","50-59","Debt","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Female","60","[c]","40750","38260"
"Leaver CS","2022","50-59","Digital, Data & Technology","Male","135","[c]","48700","45750"
"Leaver CS","2022","50-59","Finance","Female","50","[c]","39470","38330"
"Leaver CS","2022","50-59","Finance","Male","55","[c]","50400","42940"
"Leaver CS","2022","50-59","Grants Management","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Female","80","[c]","39630","34290"
"Leaver CS","2022","50-59","Human Resources","Male","45","[c]","45250","43890"
"Leaver CS","2022","50-59","Internal Audit","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Female","80","[c]","47440","50980"
"Leaver CS","2022","50-59","Legal","Male","60","[c]","53660","53350"
"Leaver CS","2022","50-59","No function","Female","2550","[c]","34300","27570"
"Leaver CS","2022","50-59","No function","Male","1860","[c]","36000","27570"
"Leaver CS","2022","50-59","Project Delivery","Female","90","[c]","41750","37930"
"Leaver CS","2022","50-59","Project Delivery","Male","155","[c]","46160","40580"
"Leaver CS","2022","50-59","Property","Female","60","[c]","32310","22130"
"Leaver CS","2022","50-59","Property","Male","70","[c]","34210","30020"
"Leaver CS","2022","50-59","Security","Female","45","[c]","35570","33300"
"Leaver CS","2022","50-59","Security","Male","170","[c]","33960","39070"
"Leaver CS","2022","50-59","Unknown","Female","1270","[c]","32620","27570"
"Leaver CS","2022","50-59","Unknown","Male","1030","[c]","34630","29430"
"Leaver CS","2022","60-64","Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Female","30","[c]","45340","42080"
"Leaver CS","2022","60-64","Commercial","Male","40","[c]","57110","45500"
"Leaver CS","2022","60-64","Communications","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Female","65","[c]","27880","27570"
"Leaver CS","2022","60-64","Counter Fraud","Male","50","[c]","33730","27570"
"Leaver CS","2022","60-64","Debt","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Female","35","[c]","39620","34450"
"Leaver CS","2022","60-64","Digital, Data & Technology","Male","110","[c]","43780","40670"
