"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Commercial","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Operational Delivery","Heterosexual / straight","40","40","48780","44080"
"In post","2022","Asian","Commercial","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Science and Engineering","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Communications","Heterosexual / straight","120","120","40680","38160"
"In post","2022","Asian","Communications","Communications","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Communications","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Communications","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Communications","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Operational Delivery","Heterosexual / straight","180","175","30030","26820"
"In post","2022","Asian","Communications","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Communications","Operational Delivery","Unknown","30","30","[c]","[c]"
"In post","2022","Asian","Communications","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Tax","Heterosexual / straight","240","235","28850","26820"
"In post","2022","Asian","Communications","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Tax","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Communications","Tax","Unknown","40","40","28790","26820"
"In post","2022","Asian","Communications","Unknown","Heterosexual / straight","35","35","40040","33220"
"In post","2022","Asian","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Counter Fraud","Heterosexual / straight","475","440","28470","27570"
"In post","2022","Asian","Counter Fraud","Counter Fraud","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Counter Fraud","Undeclared","30","25","26660","25110"
"In post","2022","Asian","Counter Fraud","Counter Fraud","Unknown","85","75","27250","25110"
"In post","2022","Asian","Counter Fraud","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Legal","Heterosexual / straight","135","135","33110","31020"
"In post","2022","Asian","Counter Fraud","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Legal","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Legal","Unknown","30","30","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Operational Delivery","Heterosexual / straight","215","200","30310","28610"
"In post","2022","Asian","Counter Fraud","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Operational Delivery","Unknown","60","55","28240","26820"
"In post","2022","Asian","Counter Fraud","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Other","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Other","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Tax","Heterosexual / straight","125","120","38070","33440"
"In post","2022","Asian","Counter Fraud","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Tax","Unknown","30","30","36220","33440"
"In post","2022","Asian","Counter Fraud","Unknown","Heterosexual / straight","55","55","32670","30750"
"In post","2022","Asian","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Debt","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Operational Delivery","Heterosexual / straight","225","195","23770","21250"
"In post","2022","Asian","Debt","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Debt","Operational Delivery","Undeclared","25","20","[c]","[c]"
"In post","2022","Asian","Debt","Operational Delivery","Unknown","85","70","26940","26400"
"In post","2022","Asian","Debt","Other","Heterosexual / straight","225","190","22670","21260"
"In post","2022","Asian","Debt","Other","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Debt","Other","Undeclared","20","15","[c]","[c]"
"In post","2022","Asian","Debt","Other","Unknown","55","40","22740","21260"
"In post","2022","Asian","Debt","Tax","Heterosexual / straight","75","75","21640","21250"
"In post","2022","Asian","Debt","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Tax","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","895","885","41730","37590"
"In post","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","LGBO","30","30","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","Undeclared","55","55","41780","40520"
"In post","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","Unknown","100","100","42610","40000"
"In post","2022","Asian","Digital, Data & Technology","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Human Resources","Unknown","[c]","[c]","[c]","[c]"
