"Status","Year","Age","Disability","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Male","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","AO","Male","5","5","[c]","[c]"
"In post","2022","16-19","Undeclared","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AA","Female","50","45","19980","20890"
"In post","2022","16-19","Unknown","AA","Male","55","50","19980","20890"
"In post","2022","16-19","Unknown","AO","Female","135","130","22220","21250"
"In post","2022","16-19","Unknown","AO","Male","125","120","22170","21260"
"In post","2022","16-19","Unknown","EO","Female","45","45","25190","25000"
"In post","2022","16-19","Unknown","EO","Male","85","85","21590","21150"
"In post","2022","16-19","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Male","35","35","17850","16720"
"In post","2022","20-29","Declared disabled","AA","Female","90","85","20950","20890"
"In post","2022","20-29","Declared disabled","AA","Male","90","90","20790","20890"
"In post","2022","20-29","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","AO","Female","870","830","22540","21260"
"In post","2022","20-29","Declared disabled","AO","Male","645","635","23000","21260"
"In post","2022","20-29","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","EO","Female","1060","1040","27590","27570"
"In post","2022","20-29","Declared disabled","EO","Male","665","660","27200","27570"
"In post","2022","20-29","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","G6","Female","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","G6","Male","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","G7","Female","200","195","53400","53380"
"In post","2022","20-29","Declared disabled","G7","Male","120","115","53840","53380"
"In post","2022","20-29","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","HEO","Female","740","735","32950","33080"
"In post","2022","20-29","Declared disabled","HEO","Male","485","480","33020","33080"
"In post","2022","20-29","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","SEO","Female","240","235","39670","40050"
"In post","2022","20-29","Declared disabled","SEO","Male","185","185","39990","40050"
"In post","2022","20-29","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Female","300","300","25980","24090"
"In post","2022","20-29","Declared disabled","Unknown","Male","70","70","26520","26350"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","AA","Female","905","870","20670","20890"
"In post","2022","20-29","Declared non-disabled","AA","Male","715","710","20570","20890"
"In post","2022","20-29","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","AO","Female","7600","7320","22890","21300"
"In post","2022","20-29","Declared non-disabled","AO","Male","6455","6375","23550","21680"
"In post","2022","20-29","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","EO","Female","8125","7990","27280","27500"
"In post","2022","20-29","Declared non-disabled","EO","Male","6070","6045","27140","27230"
"In post","2022","20-29","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","G6","Female","105","105","65210","64700"
"In post","2022","20-29","Declared non-disabled","G6","Male","95","95","65220","65210"
"In post","2022","20-29","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","G7","Female","1525","1520","53820","53380"
"In post","2022","20-29","Declared non-disabled","G7","Male","1325","1320","54550","54110"
"In post","2022","20-29","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","HEO","Female","5815","5765","32830","33000"
"In post","2022","20-29","Declared non-disabled","HEO","Male","4925","4915","32830","33080"
"In post","2022","20-29","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","SEO","Female","2295","2285","40230","40070"
"In post","2022","20-29","Declared non-disabled","SEO","Male","1900","1900","40280","40110"
"In post","2022","20-29","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Female","1950","1915","25980","24090"
"In post","2022","20-29","Declared non-disabled","Unknown","Male","570","565","26380","25750"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","AA","Female","50","50","20720","20890"
"In post","2022","20-29","Undeclared","AA","Male","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","AO","Female","285","275","22850","21260"
"In post","2022","20-29","Undeclared","AO","Male","335","330","23560","21680"
"In post","2022","20-29","Undeclared","EO","Female","325","320","27550","27570"
"In post","2022","20-29","Undeclared","EO","Male","320","320","27550","27570"
"In post","2022","20-29","Undeclared","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","G6","Male","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","G7","Female","75","75","53760","53370"
"In post","2022","20-29","Undeclared","G7","Male","100","100","53870","53380"
"In post","2022","20-29","Undeclared","HEO","Female","300","300","33040","33070"
"In post","2022","20-29","Undeclared","HEO","Male","295","295","33360","33210"
"In post","2022","20-29","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","SEO","Female","95","95","40080","40180"
"In post","2022","20-29","Undeclared","SEO","Male","120","120","40150","40050"
"In post","2022","20-29","Undeclared","Unknown","Female","65","65","25510","24090"
"In post","2022","20-29","Undeclared","Unknown","Male","35","35","28110","27990"
"In post","2022","20-29","Unknown","AA","Female","560","530","21100","20950"
"In post","2022","20-29","Unknown","AA","Male","535","525","20950","20890"
"In post","2022","20-29","Unknown","AO","Female","3855","3720","22830","21680"
"In post","2022","20-29","Unknown","AO","Male","3550","3500","23330","21680"
"In post","2022","20-29","Unknown","EO","Female","3660","3615","27720","27130"
"In post","2022","20-29","Unknown","EO","Male","2925","2915","27480","26820"
"In post","2022","20-29","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","G6","Female","65","65","65020","64500"
"In post","2022","20-29","Unknown","G6","Male","60","60","66280","65440"
"In post","2022","20-29","Unknown","G7","Female","715","710","53960","53380"
"In post","2022","20-29","Unknown","G7","Male","630","625","54640","53420"
"In post","2022","20-29","Unknown","HEO","Female","3375","3360","32190","32120"
"In post","2022","20-29","Unknown","HEO","Male","2795","2790","32580","32790"
"In post","2022","20-29","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SEO","Female","1055","1045","40500","40600"
"In post","2022","20-29","Unknown","SEO","Male","925","920","40430","40520"
"In post","2022","20-29","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Female","755","730","24690","24090"
"In post","2022","20-29","Unknown","Unknown","Male","505","500","27330","26110"
"In post","2022","30-39","Declared disabled","AA","Female","115","100","20230","20890"
"In post","2022","30-39","Declared disabled","AA","Male","115","110","20920","20890"
"In post","2022","30-39","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","AO","Female","1035","895","22410","21260"
"In post","2022","30-39","Declared disabled","AO","Male","885","860","23700","21550"
"In post","2022","30-39","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","EO","Female","1345","1240","27690","27570"
"In post","2022","30-39","Declared disabled","EO","Male","930","920","27800","27570"
"In post","2022","30-39","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","G6","Female","165","155","65740","64730"
"In post","2022","30-39","Declared disabled","G6","Male","125","125","66760","65380"
"In post","2022","30-39","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","G7","Female","520","500","54060","53600"
"In post","2022","30-39","Declared disabled","G7","Male","440","435","54350","54280"
"In post","2022","30-39","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","HEO","Female","850","810","33100","33080"
"In post","2022","30-39","Declared disabled","HEO","Male","650","645","33470","33200"
"In post","2022","30-39","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","SCS level","Female","35","30","81200","74480"
"In post","2022","30-39","Declared disabled","SCS level","Male","35","35","79790","75740"
"In post","2022","30-39","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","SEO","Female","610","590","40920","40220"
"In post","2022","30-39","Declared disabled","SEO","Male","430","430","41050","40520"
"In post","2022","30-39","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Female","500","465","29080","28200"
"In post","2022","30-39","Declared disabled","Unknown","Male","125","120","30100","28450"
"In post","2022","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","AA","Female","745","645","20520","20890"
"In post","2022","30-39","Declared non-disabled","AA","Male","725","710","20880","20890"
"In post","2022","30-39","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","AO","Female","8040","6805","22670","21300"
"In post","2022","30-39","Declared non-disabled","AO","Male","6840","6735","24620","22600"
"In post","2022","30-39","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","EO","Female","9890","8990","27440","27570"
"In post","2022","30-39","Declared non-disabled","EO","Male","7730","7675","27770","27570"
"In post","2022","30-39","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","G6","Female","1530","1460","66620","65440"
"In post","2022","30-39","Declared non-disabled","G6","Male","1410","1390","67190","66000"
"In post","2022","30-39","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","G7","Female","4795","4570","54040","53600"
"In post","2022","30-39","Declared non-disabled","G7","Male","4590","4555","54380","54160"
"In post","2022","30-39","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","HEO","Female","6960","6595","33160","33080"
"In post","2022","30-39","Declared non-disabled","HEO","Male","6125","6090","33560","33300"
"In post","2022","30-39","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","SCS level","Female","385","365","79450","75250"
"In post","2022","30-39","Declared non-disabled","SCS level","Male","355","350","80080","75580"
"In post","2022","30-39","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","SEO","Female","5320","5075","41020","40230"
"In post","2022","30-39","Declared non-disabled","SEO","Male","4825","4800","41160","40520"
"In post","2022","30-39","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","Female","2325","2130","30190","30210"
"In post","2022","30-39","Declared non-disabled","Unknown","Male","810","800","32640","31420"
"In post","2022","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","AA","Female","65","55","20660","20890"
"In post","2022","30-39","Undeclared","AA","Male","90","90","21130","20890"
"In post","2022","30-39","Undeclared","AO","Female","550","465","23230","21260"
"In post","2022","30-39","Undeclared","AO","Male","570","560","25130","22080"
"In post","2022","30-39","Undeclared","EO","Female","700","640","27950","27570"
"In post","2022","30-39","Undeclared","EO","Male","635","630","28670","27570"
"In post","2022","30-39","Undeclared","G6","Female","85","85","66130","65290"
"In post","2022","30-39","Undeclared","G6","Male","95","95","67580","66170"
"In post","2022","30-39","Undeclared","G7","Female","275","265","54370","53940"
"In post","2022","30-39","Undeclared","G7","Male","315","315","55290","54700"
"In post","2022","30-39","Undeclared","HEO","Female","425","405","33060","33080"
"In post","2022","30-39","Undeclared","HEO","Male","455","450","33920","33370"
"In post","2022","30-39","Undeclared","SCS level","Female","20","15","[c]","[c]"
"In post","2022","30-39","Undeclared","SCS level","Male","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","SEO","Female","305","295","41010","40180"
"In post","2022","30-39","Undeclared","SEO","Male","365","365","41860","40580"
"In post","2022","30-39","Undeclared","Unknown","Female","135","125","30260","28690"
"In post","2022","30-39","Undeclared","Unknown","Male","55","55","32520","32690"
"In post","2022","30-39","Unknown","AA","Female","370","315","20790","20890"
"In post","2022","30-39","Unknown","AA","Male","320","310","21280","20920"
"In post","2022","30-39","Unknown","AO","Female","2415","2155","22810","21680"
"In post","2022","30-39","Unknown","AO","Male","2490","2445","24610","22600"
"In post","2022","30-39","Unknown","EO","Female","2690","2535","28290","27230"
"In post","2022","30-39","Unknown","EO","Male","2725","2710","28550","27130"
"In post","2022","30-39","Unknown","G6","Female","515","490","66860","66150"
"In post","2022","30-39","Unknown","G6","Male","485","480","68050","66230"
"In post","2022","30-39","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","G7","Female","1690","1630","54580","53480"
"In post","2022","30-39","Unknown","G7","Male","1590","1580","55430","54540"
"In post","2022","30-39","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","HEO","Female","2045","1950","33760","33300"
"In post","2022","30-39","Unknown","HEO","Male","2125","2115","34020","33370"
"In post","2022","30-39","Unknown","SCS level","Female","115","115","80970","75800"
"In post","2022","30-39","Unknown","SCS level","Male","110","105","80940","75570"
"In post","2022","30-39","Unknown","SEO","Female","1490","1430","40980","40520"
"In post","2022","30-39","Unknown","SEO","Male","1505","1495","41020","40520"
"In post","2022","30-39","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Female","760","680","27610","24800"
"In post","2022","30-39","Unknown","Unknown","Male","615","610","34020","32530"
"In post","2022","40-49","Declared disabled","AA","Female","160","135","20490","20480"
"In post","2022","40-49","Declared disabled","AA","Male","160","155","20500","20480"
"In post","2022","40-49","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","AO","Female","1730","1425","22220","21260"
"In post","2022","40-49","Declared disabled","AO","Male","1080","1030","23610","21260"
"In post","2022","40-49","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","EO","Female","2270","2015","27760","27570"
"In post","2022","40-49","Declared disabled","EO","Male","1340","1310","28210","27570"
"In post","2022","40-49","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","G6","Female","275","260","67600","66250"
"In post","2022","40-49","Declared disabled","G6","Male","205","200","67980","67500"
"In post","2022","40-49","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","G7","Female","620","590","54410","54090"
"In post","2022","40-49","Declared disabled","G7","Male","445","440","54980","54700"
"In post","2022","40-49","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","HEO","Female","1065","1000","33290","33080"
"In post","2022","40-49","Declared disabled","HEO","Male","755","745","34000","33370"
"In post","2022","40-49","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","SCS level","Female","95","90","84680","78010"
"In post","2022","40-49","Declared disabled","SCS level","Male","80","80","87800","80000"
"In post","2022","40-49","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","SEO","Female","775","740","41240","40520"
"In post","2022","40-49","Declared disabled","SEO","Male","545","545","41540","40520"
"In post","2022","40-49","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","Female","690","640","32110","31420"
"In post","2022","40-49","Declared disabled","Unknown","Male","180","175","33290","32690"
"In post","2022","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","AA","Female","850","740","20430","20890"
"In post","2022","40-49","Declared non-disabled","AA","Male","845","835","20720","20560"
"In post","2022","40-49","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","AO","Female","9255","7685","22260","21260"
"In post","2022","40-49","Declared non-disabled","AO","Male","5915","5785","24510","21840"
"In post","2022","40-49","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","EO","Female","11460","10160","27660","27570"
"In post","2022","40-49","Declared non-disabled","EO","Male","7820","7735","28020","27570"
"In post","2022","40-49","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","G6","Female","2340","2170","68240","66870"
"In post","2022","40-49","Declared non-disabled","G6","Male","2295","2275","68540","67230"
"In post","2022","40-49","Declared non-disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","G7","Female","5375","5015","55110","54400"
"In post","2022","40-49","Declared non-disabled","G7","Male","5050","5010","55530","55100"
"In post","2022","40-49","Declared non-disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","HEO","Female","6460","6030","33660","33300"
"In post","2022","40-49","Declared non-disabled","HEO","Male","5305","5255","34110","33370"
"In post","2022","40-49","Declared non-disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","SCS level","Female","1045","985","85340","78560"
"In post","2022","40-49","Declared non-disabled","SCS level","Male","1065","1055","88430","81890"
"In post","2022","40-49","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","SEO","Female","5840","5475","41850","40580"
"In post","2022","40-49","Declared non-disabled","SEO","Male","5080","5045","42190","40580"
"In post","2022","40-49","Declared non-disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","Female","2365","2145","33600","34340"
"In post","2022","40-49","Declared non-disabled","Unknown","Male","900","890","36600","36470"
"In post","2022","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","AA","Female","105","90","21280","20920"
"In post","2022","40-49","Undeclared","AA","Male","130","125","21420","20920"
"In post","2022","40-49","Undeclared","AO","Female","765","640","23730","21840"
"In post","2022","40-49","Undeclared","AO","Male","795","775","26760","25080"
"In post","2022","40-49","Undeclared","EO","Female","755","685","28110","27570"
"In post","2022","40-49","Undeclared","EO","Male","815","805","29040","27570"
"In post","2022","40-49","Undeclared","G6","Female","110","105","68160","66410"
"In post","2022","40-49","Undeclared","G6","Male","155","155","69320","67910"
"In post","2022","40-49","Undeclared","G7","Female","250","240","55530","55100"
"In post","2022","40-49","Undeclared","G7","Male","330","330","55770","55210"
"In post","2022","40-49","Undeclared","HEO","Female","485","460","33930","33370"
"In post","2022","40-49","Undeclared","HEO","Male","580","575","34670","33370"
"In post","2022","40-49","Undeclared","SCS level","Female","45","45","83790","80000"
"In post","2022","40-49","Undeclared","SCS level","Male","50","50","85180","81130"
"In post","2022","40-49","Undeclared","SEO","Female","380","365","43300","41650"
"In post","2022","40-49","Undeclared","SEO","Male","465","460","42860","41100"
"In post","2022","40-49","Undeclared","Unknown","Female","155","145","34110","37170"
"In post","2022","40-49","Undeclared","Unknown","Male","75","70","37280","35020"
"In post","2022","40-49","Unknown","AA","Female","330","290","20800","20890"
"In post","2022","40-49","Unknown","AA","Male","295","285","21010","20890"
"In post","2022","40-49","Unknown","AO","Female","1890","1640","22610","21810"
"In post","2022","40-49","Unknown","AO","Male","1530","1490","24850","22080"
"In post","2022","40-49","Unknown","EO","Female","1820","1675","28310","27230"
"In post","2022","40-49","Unknown","EO","Male","1640","1625","28740","27230"
"In post","2022","40-49","Unknown","G6","Female","620","580","69890","67460"
"In post","2022","40-49","Unknown","G6","Male","595","590","69980","67970"
"In post","2022","40-49","Unknown","G7","Female","1395","1305","55300","54270"
"In post","2022","40-49","Unknown","G7","Male","1330","1320","56080","54700"
"In post","2022","40-49","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","HEO","Female","1435","1345","34630","33370"
"In post","2022","40-49","Unknown","HEO","Male","1325","1315","35070","33370"
"In post","2022","40-49","Unknown","SCS level","Female","295","285","90120","83070"
"In post","2022","40-49","Unknown","SCS level","Male","280","280","95710","90870"
"In post","2022","40-49","Unknown","SEO","Female","1185","1120","41790","40580"
"In post","2022","40-49","Unknown","SEO","Male","1170","1160","42320","40670"
"In post","2022","40-49","Unknown","Unknown","Female","605","540","30470","28200"
"In post","2022","40-49","Unknown","Unknown","Male","570","555","38250","33650"
"In post","2022","50-59","Declared disabled","AA","Female","350","310","20540","20310"
"In post","2022","50-59","Declared disabled","AA","Male","345","325","20640","20480"
"In post","2022","50-59","Declared disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","AO","Female","3115","2640","22130","21260"
"In post","2022","50-59","Declared disabled","AO","Male","1770","1665","23720","21490"
"In post","2022","50-59","Declared disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","EO","Female","3970","3535","27900","27570"
"In post","2022","50-59","Declared disabled","EO","Male","2195","2110","28580","27570"
"In post","2022","50-59","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","G6","Female","260","250","69580","67930"
"In post","2022","50-59","Declared disabled","G6","Male","220","215","71410","69530"
"In post","2022","50-59","Declared disabled","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","G7","Female","745","720","55520","55210"
"In post","2022","50-59","Declared disabled","G7","Male","610","600","56560","55270"
"In post","2022","50-59","Declared disabled","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","HEO","Female","1450","1370","33880","33370"
"In post","2022","50-59","Declared disabled","HEO","Male","1165","1140","34840","33840"
"In post","2022","50-59","Declared disabled","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","SCS level","Female","100","100","87880","80000"
"In post","2022","50-59","Declared disabled","SCS level","Male","105","105","97330","89570"
"In post","2022","50-59","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","SEO","Female","1065","1010","41600","40580"
"In post","2022","50-59","Declared disabled","SEO","Male","855","835","43500","41970"
"In post","2022","50-59","Declared disabled","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","Female","780","735","31990","28690"
"In post","2022","50-59","Declared disabled","Unknown","Male","305","300","34990","33380"
"In post","2022","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","AA","Female","1545","1365","20430","20480"
"In post","2022","50-59","Declared non-disabled","AA","Male","1825","1785","20610","20310"
"In post","2022","50-59","Declared non-disabled","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","AO","Female","13490","11585","22190","21260"
"In post","2022","50-59","Declared non-disabled","AO","Male","7750","7430","24770","21960"
"In post","2022","50-59","Declared non-disabled","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","EO","Female","15685","14140","27870","27570"
