"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Corporate Finance","London","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","London","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","London","Female","95","90","42210","33380"
"In post","2022","Attorney General's Departments","Counter Fraud","London","Male","150","145","49470","42310"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","Female","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","Male","55","55","46520","40540"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North East (England)","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Wales","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Wales","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Female","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East Midlands (England)","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","London","Female","40","35","37960","31570"
"In post","2022","Attorney General's Departments","Finance","London","Male","35","35","39610","31560"
"In post","2022","Attorney General's Departments","Finance","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North West (England)","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","Female","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","London","Female","95","90","40120","33900"
"In post","2022","Attorney General's Departments","Human Resources","London","Male","35","35","38030","31560"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","Female","40","40","30520","29280"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","Female","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Female","155","135","50910","50560"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Male","90","90","51680","51470"
"In post","2022","Attorney General's Departments","Legal","East of England","Female","170","150","53030","53050"
"In post","2022","Attorney General's Departments","Legal","East of England","Male","90","90","57360","59930"
"In post","2022","Attorney General's Departments","Legal","London","Female","1820","1650","59200","58970"
"In post","2022","Attorney General's Departments","Legal","London","Male","960","935","61560","62730"
"In post","2022","Attorney General's Departments","Legal","North East (England)","Female","95","85","52840","54200"
"In post","2022","Attorney General's Departments","Legal","North East (England)","Male","65","60","52920","55610"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Female","270","245","52000","53350"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Male","200","195","53960","55610"
"In post","2022","Attorney General's Departments","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Female","230","205","55080","54390"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Male","140","135","58600","61930"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Female","125","115","52180","51470"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Male","80","80","54370","55610"
"In post","2022","Attorney General's Departments","Legal","Wales","Female","120","110","51420","53350"
"In post","2022","Attorney General's Departments","Legal","Wales","Male","85","80","53850","55610"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Female","210","190","51930","51470"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Male","110","105","54690","55610"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","Female","265","240","52260","51470"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","Male","160","155","56330","55610"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","Female","135","125","25850","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","Male","45","45","25950","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","Female","175","155","26890","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","Male","45","45","28560","27010"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Female","510","465","27960","26970"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Male","240","235","29170","27050"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","Female","125","110","25760","23720"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","Male","35","35","27460","23720"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","Female","330","300","26410","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","Male","110","105","26230","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","Female","245","225","28150","26970"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","Male","85","85","27540","24590"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","Female","85","80","26400","24600"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","Male","35","35","26910","26220"
"In post","2022","Attorney General's Departments","Operational Delivery","Wales","Female","125","120","26120","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","Wales","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","West Midlands (England)","Female","180","170","25910","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","West Midlands (England)","Male","55","55","26450","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","Female","230","200","26550","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","Male","70","70","26240","25480"
"In post","2022","Attorney General's Departments","Other","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","London","Female","285","270","33520","27580"
"In post","2022","Attorney General's Departments","Other","London","Male","175","170","35400","30100"
"In post","2022","Attorney General's Departments","Other","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South West (England)","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","London","Female","60","55","53400","54760"
"In post","2022","Attorney General's Departments","Policy","London","Male","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","North West (England)","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","London","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","London","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","North West (England)","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","London","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","London","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","London","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","East of England","Female","30","30","35920","38330"
"In post","2022","Cabinet Office","Commercial","East of England","Male","40","40","38950","34460"
"In post","2022","Cabinet Office","Commercial","London","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","London","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","North West (England)","Female","105","105","34890","31250"
"In post","2022","Cabinet Office","Commercial","North West (England)","Male","70","70","36610","38330"
"In post","2022","Cabinet Office","Commercial","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","Wales","Female","30","25","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","Wales","Male","35","35","35010","31250"
"In post","2022","Cabinet Office","Commercial","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","North West (England)","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Communications","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","East of England","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","East of England","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","London","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","London","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","North West (England)","Female","20","15","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","North West (England)","Male","35","35","41570","38980"
"In post","2022","Cabinet Office","Digital, Data and Technology","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","Wales","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","Wales","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
