"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Internal Audit","SCS level","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","SEO/HEO","345","320","40870","40690"
"In post","2022","Declared non-disabled","Legal","AA/AO","970","880","22650","22200"
"In post","2022","Declared non-disabled","Legal","EO","1435","1345","28080","27870"
"In post","2022","Declared non-disabled","Legal","G6/G7","4210","3885","59610","58040"
"In post","2022","Declared non-disabled","Legal","SCS level","355","340","87910","82720"
"In post","2022","Declared non-disabled","Legal","SEO/HEO","1525","1460","39870","38180"
"In post","2022","Declared non-disabled","No function","AA/AO","58835","52590","22990","21260"
"In post","2022","Declared non-disabled","No function","EO","50925","46785","28110","27570"
"In post","2022","Declared non-disabled","No function","G6/G7","17240","16665","58580","55430"
"In post","2022","Declared non-disabled","No function","SCS level","2295","2205","88180","80000"
"In post","2022","Declared non-disabled","No function","SEO/HEO","36595","35075","37080","35900"
"In post","2022","Declared non-disabled","No function","Unknown","11715","10910","30540","28200"
"In post","2022","Declared non-disabled","Project Delivery","AA/AO","410","355","21870","21260"
"In post","2022","Declared non-disabled","Project Delivery","EO","2350","2230","24840","25750"
"In post","2022","Declared non-disabled","Project Delivery","G6/G7","5120","4975","58050","55620"
"In post","2022","Declared non-disabled","Project Delivery","SCS level","465","455","92650","84220"
"In post","2022","Declared non-disabled","Project Delivery","SEO/HEO","9260","8900","36610","36910"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","1145","1120","41100","39760"
"In post","2022","Declared non-disabled","Property","AA/AO","940","875","21070","21840"
"In post","2022","Declared non-disabled","Property","EO","1210","1140","26740","26880"
"In post","2022","Declared non-disabled","Property","G6/G7","1275","1240","58610","57150"
"In post","2022","Declared non-disabled","Property","SCS level","80","80","90130","82120"
"In post","2022","Declared non-disabled","Property","SEO/HEO","2740","2635","37640","36460"
"In post","2022","Declared non-disabled","Property","Unknown","40","40","22810","24080"
"In post","2022","Declared non-disabled","Security","AA/AO","3395","3310","26120","21830"
"In post","2022","Declared non-disabled","Security","EO","960","930","31730","28670"
"In post","2022","Declared non-disabled","Security","G6/G7","410","405","59500","58040"
"In post","2022","Declared non-disabled","Security","SCS level","40","40","91290","83880"
"In post","2022","Declared non-disabled","Security","SEO/HEO","1775","1735","38860","37280"
"In post","2022","Declared non-disabled","Security","Unknown","130","130","32850","28610"
"In post","2022","Declared non-disabled","Unknown","AA/AO","12845","11820","22210","21680"
"In post","2022","Declared non-disabled","Unknown","EO","15930","14885","27470","27230"
"In post","2022","Declared non-disabled","Unknown","G6/G7","6900","6645","62120","61440"
"In post","2022","Declared non-disabled","Unknown","SCS level","760","735","88770","82810"
"In post","2022","Declared non-disabled","Unknown","SEO/HEO","16920","16325","38030","37460"
"In post","2022","Declared non-disabled","Unknown","Unknown","50","50","39530","35200"
"In post","2022","Undeclared","Analysis","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Analysis","G6/G7","95","90","60140","59730"
"In post","2022","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","SEO/HEO","145","140","37010","36840"
"In post","2022","Undeclared","Commercial","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","EO","40","40","27190","26670"
"In post","2022","Undeclared","Commercial","G6/G7","60","60","59100","55350"
"In post","2022","Undeclared","Commercial","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","SEO/HEO","145","140","38340","39260"
"In post","2022","Undeclared","Commercial","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","AA/AO","30","25","[c]","[c]"
"In post","2022","Undeclared","Communications","EO","105","105","27090","26820"
"In post","2022","Undeclared","Communications","G6/G7","45","40","59530","58430"
"In post","2022","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","SEO/HEO","135","130","36730","34810"
"In post","2022","Undeclared","Counter Fraud","AA/AO","130","110","22370","21540"
"In post","2022","Undeclared","Counter Fraud","EO","360","325","28280","27570"
"In post","2022","Undeclared","Counter Fraud","G6/G7","110","105","59420","55210"
"In post","2022","Undeclared","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","SEO/HEO","350","340","36380","34390"
"In post","2022","Undeclared","Debt","AA/AO","250","220","21790","21260"
"In post","2022","Undeclared","Debt","EO","60","55","28110","27570"
"In post","2022","Undeclared","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","AA/AO","65","60","21900","21380"
"In post","2022","Undeclared","Digital, Data & Technology","EO","220","215","27920","26930"
"In post","2022","Undeclared","Digital, Data & Technology","G6/G7","265","260","58770","56690"
"In post","2022","Undeclared","Digital, Data & Technology","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","SEO/HEO","630","615","37970","37300"
"In post","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","AA/AO","75","65","21790","21830"
"In post","2022","Undeclared","Finance","EO","120","110","27310","26900"
"In post","2022","Undeclared","Finance","G6/G7","130","130","59250","57860"
"In post","2022","Undeclared","Finance","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","SEO/HEO","290","280","37780","36870"
"In post","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Grants Management","EO","20","15","[c]","[c]"
"In post","2022","Undeclared","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","AA/AO","100","90","21590","21350"
"In post","2022","Undeclared","Human Resources","EO","130","120","27520","27570"
"In post","2022","Undeclared","Human Resources","G6/G7","95","95","57880","55210"
"In post","2022","Undeclared","Human Resources","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","SEO/HEO","280","270","37010","36200"
"In post","2022","Undeclared","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Legal","AA/AO","25","25","[c]","[c]"
"In post","2022","Undeclared","Legal","EO","35","30","28210","27580"
"In post","2022","Undeclared","Legal","G6/G7","160","145","63170","64680"
"In post","2022","Undeclared","Legal","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","Legal","SEO/HEO","80","75","40820","37470"
"In post","2022","Undeclared","No function","AA/AO","6625","5880","25060","22080"
"In post","2022","Undeclared","No function","EO","4285","4000","28990","27570"
"In post","2022","Undeclared","No function","G6/G7","1130","1105","59090","55660"
"In post","2022","Undeclared","No function","SCS level","125","120","84750","79510"
"In post","2022","Undeclared","No function","SEO/HEO","3140","3015","37870","36720"
"In post","2022","Undeclared","No function","Unknown","765","710","31030","28690"
"In post","2022","Undeclared","Project Delivery","AA/AO","30","30","22360","21300"
"In post","2022","Undeclared","Project Delivery","EO","150","140","25360","26280"
"In post","2022","Undeclared","Project Delivery","G6/G7","320","310","57900","55210"
"In post","2022","Undeclared","Project Delivery","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","SEO/HEO","760","725","37250","37930"
"In post","2022","Undeclared","Project Delivery","Unknown","110","110","44020","41650"
"In post","2022","Undeclared","Property","AA/AO","100","90","21170","21960"
"In post","2022","Undeclared","Property","EO","140","135","26930","26950"
"In post","2022","Undeclared","Property","G6/G7","105","100","59490","58250"
"In post","2022","Undeclared","Property","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Property","SEO/HEO","290","275","38600","37300"
"In post","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","AA/AO","420","410","28020","22810"
"In post","2022","Undeclared","Security","EO","125","125","35460","33240"
"In post","2022","Undeclared","Security","G6/G7","45","45","60320","57400"
"In post","2022","Undeclared","Security","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","SEO/HEO","260","255","41070","39200"
"In post","2022","Undeclared","Security","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","AA/AO","910","845","21770","21680"
"In post","2022","Undeclared","Unknown","EO","1055","975","27700","27370"
"In post","2022","Undeclared","Unknown","G6/G7","385","375","62110","60310"
"In post","2022","Undeclared","Unknown","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","SEO/HEO","1140","1105","37690","37000"
"In post","2022","Undeclared","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","AA/AO","40","40","21520","21260"
"In post","2022","Unknown","Analysis","EO","195","185","26380","26000"
"In post","2022","Unknown","Analysis","G6/G7","535","510","57990","54170"
"In post","2022","Unknown","Analysis","SCS level","30","30","94910","83260"
"In post","2022","Unknown","Analysis","SEO/HEO","985","965","35530","35460"
"In post","2022","Unknown","Commercial","AA/AO","90","85","23480","22560"
"In post","2022","Unknown","Commercial","EO","170","165","26670","26350"
"In post","2022","Unknown","Commercial","G6/G7","1280","1265","63660","62450"
"In post","2022","Unknown","Commercial","SCS level","160","155","110680","111370"
"In post","2022","Unknown","Commercial","SEO/HEO","665","645","37050","37660"
"In post","2022","Unknown","Commercial","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","AA/AO","130","120","21880","21250"
"In post","2022","Unknown","Communications","EO","1185","1150","26860","26820"
"In post","2022","Unknown","Communications","G6/G7","345","335","58700","55410"
"In post","2022","Unknown","Communications","SCS level","35","35","92180","89680"
"In post","2022","Unknown","Communications","SEO/HEO","910","895","36260","33370"
"In post","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","AA/AO","315","280","22270","21260"
"In post","2022","Unknown","Counter Fraud","EO","1160","1105","28030","26820"
"In post","2022","Unknown","Counter Fraud","G6/G7","200","190","59140","55310"
"In post","2022","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","SEO/HEO","1050","1010","36410","34350"
"In post","2022","Unknown","Debt","AA/AO","1165","1070","21670","21250"
"In post","2022","Unknown","Debt","EO","205","195","27940","26820"
"In post","2022","Unknown","Debt","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Debt","SEO/HEO","40","35","36900","34000"
"In post","2022","Unknown","Digital, Data & Technology","AA/AO","180","175","22200","21290"
"In post","2022","Unknown","Digital, Data & Technology","EO","735","720","27850","27130"
"In post","2022","Unknown","Digital, Data & Technology","G6/G7","1130","1110","57970","55210"
"In post","2022","Unknown","Digital, Data & Technology","SCS level","60","60","97030","90100"
"In post","2022","Unknown","Digital, Data & Technology","SEO/HEO","2080","2045","37660","36840"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","AA/AO","425","365","21840","21250"
"In post","2022","Unknown","Finance","EO","365","355","26500","26590"
"In post","2022","Unknown","Finance","G6/G7","415","410","57960","55210"
"In post","2022","Unknown","Finance","SCS level","55","55","87460","80640"
"In post","2022","Unknown","Finance","SEO/HEO","900","885","37070","36820"
"In post","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","AA/AO","305","275","21870","21260"
"In post","2022","Unknown","Human Resources","EO","420","405","27370","26820"
"In post","2022","Unknown","Human Resources","G6/G7","250","245","58000","55740"
"In post","2022","Unknown","Human Resources","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Human Resources","SEO/HEO","640","620","35990","35980"
"In post","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SEO/HEO","30","30","39440","40580"
"In post","2022","Unknown","Legal","AA/AO","425","405","23060","23720"
"In post","2022","Unknown","Legal","EO","420","395","27600","26970"
"In post","2022","Unknown","Legal","G6/G7","1105","1030","58070","55610"
"In post","2022","Unknown","Legal","SCS level","50","50","94120","82720"
"In post","2022","Unknown","Legal","SEO/HEO","375","360","37820","38000"
"In post","2022","Unknown","No function","AA/AO","17045","15630","22800","21640"
"In post","2022","Unknown","No function","EO","10660","10190","29660","28200"
"In post","2022","Unknown","No function","G6/G7","4415","4295","58200","55210"
"In post","2022","Unknown","No function","SCS level","700","675","96250","89300"
"In post","2022","Unknown","No function","SEO/HEO","11645","11295","36130","34500"
"In post","2022","Unknown","No function","Unknown","3425","3090","27710","25780"
"In post","2022","Unknown","Project Delivery","AA/AO","75","70","22480","22080"
"In post","2022","Unknown","Project Delivery","EO","535","510","24460","25770"
"In post","2022","Unknown","Project Delivery","G6/G7","1215","1190","58230","55620"
"In post","2022","Unknown","Project Delivery","SCS level","75","75","93180","85380"
"In post","2022","Unknown","Project Delivery","SEO/HEO","1705","1640","37250","37930"
"In post","2022","Unknown","Project Delivery","Unknown","190","185","40550","37450"
"In post","2022","Unknown","Property","AA/AO","645","620","22070","21750"
"In post","2022","Unknown","Property","EO","395","385","26860","26350"
"In post","2022","Unknown","Property","G6/G7","215","210","57220","55000"
"In post","2022","Unknown","Property","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Property","SEO/HEO","565","555","37220","36720"
"In post","2022","Unknown","Security","AA/AO","1480","1455","28570","25000"
"In post","2022","Unknown","Security","EO","260","250","30760","27500"
"In post","2022","Unknown","Security","G6/G7","105","105","58390","55640"
"In post","2022","Unknown","Security","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Security","SEO/HEO","370","360","37960","36680"
"In post","2022","Unknown","Security","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","3420","3270","22310","21680"
"In post","2022","Unknown","Unknown","EO","4185","4005","27450","27230"
"In post","2022","Unknown","Unknown","G6/G7","2155","2075","62450","61440"
"In post","2022","Unknown","Unknown","SCS level","165","160","94100","84710"
"In post","2022","Unknown","Unknown","SEO/HEO","4230","4115","38810","38160"
"In post","2022","Unknown","Unknown","Unknown","2000","1995","37350","34160"
"Leaver CS","2022","Declared disabled","Analysis","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","AA/AO","30","[c]","21490","21260"
"Leaver CS","2022","Declared disabled","Debt","EO","[c]","[c]","[c]","[c]"
