"Status","Year","Parent_department","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Project Delivery","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","London","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","London","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","London","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","London","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","London","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","Outside London","Female","180","175","34980","31560"
"In post","2022","Cabinet Office","Commercial","Outside London","Male","155","155","36570","38330"
"In post","2022","Cabinet Office","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","London","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","London","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","Outside London","Female","35","35","43030","41000"
"In post","2022","Cabinet Office","Digital, Data and Technology","Outside London","Male","80","80","43450","38980"
"In post","2022","Cabinet Office","Finance","London","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","Outside London","Female","40","35","43240","40020"
"In post","2022","Cabinet Office","Finance","Outside London","Male","45","45","53370","51100"
"In post","2022","Cabinet Office","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","Outside London","Female","40","40","40930","34870"
"In post","2022","Cabinet Office","Human Resources","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","London","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","London","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","Outside London","Female","100","100","38990","38980"
"In post","2022","Cabinet Office","Operational Delivery","Outside London","Male","80","80","39280","31250"
"In post","2022","Cabinet Office","Other","London","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Other","London","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Other","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","London","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Policy","London","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Policy","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Policy","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","London","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","London","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Property","London","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Property","London","Male","45","45","51390","54700"
"In post","2022","Cabinet Office","Property","Outside London","Female","40","40","48590","49700"
"In post","2022","Cabinet Office","Property","Outside London","Male","45","45","53100","52400"
"In post","2022","Cabinet Office","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","London","Female","3380","3315","47420","40600"
"In post","2022","Cabinet Office","Unknown","London","Male","2990","2980","53160","54700"
"In post","2022","Cabinet Office","Unknown","Outside London","Female","1675","1595","40480","33300"
"In post","2022","Cabinet Office","Unknown","Outside London","Male","1345","1330","45340","35790"
"In post","2022","Cabinet Office","Unknown","Unknown","Female","245","240","36570","32000"
"In post","2022","Cabinet Office","Unknown","Unknown","Male","230","230","38310","32000"
"In post","2022","Chancellor's other departments","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","London","Female","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","London","Male","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","London","Male","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","London","Female","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","London","Male","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","London","Female","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","London","Female","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","London","Female","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","London","Female","90","80","62380","65470"
"In post","2022","Chancellor's other departments","Other","London","Male","140","135","70510","60020"
"In post","2022","Chancellor's other departments","Other","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","London","Male","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","Female","5","5","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Charity Commission","Communications","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","Male","35","35","34240","29160"
"In post","2022","Charity Commission","Finance","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Charity Commission","Finance","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","London","Female","10","10","[c]","[c]"
"In post","2022","Charity Commission","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Charity Commission","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","London","Female","30","30","40570","37910"
"In post","2022","Charity Commission","Operational Delivery","London","Male","15","15","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","Outside London","Female","155","145","29130","29160"
"In post","2022","Charity Commission","Operational Delivery","Outside London","Male","90","85","30360","29160"
"In post","2022","Charity Commission","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Charity Commission","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","London","Female","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","London","Male","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","London","Female","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","London","Male","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","London","Female","25","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","London","Male","45","45","59860","58260"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","London","Female","40","40","62340","56360"
"In post","2022","Competition and Markets Authority","Economics","London","Male","55","50","65860","61650"
"In post","2022","Competition and Markets Authority","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","London","Female","30","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","London","Male","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","London","Female","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","London","Male","25","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","London","Female","75","70","64130","59870"
"In post","2022","Competition and Markets Authority","Legal","London","Male","65","60","73830","72430"
"In post","2022","Competition and Markets Authority","Legal","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","London","Male","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","London","Female","180","170","59880","56410"
"In post","2022","Competition and Markets Authority","Project Delivery","London","Male","155","155","65380","59870"
"In post","2022","Competition and Markets Authority","Project Delivery","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","London","Female","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","London","Male","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","Female","125","120","42370","41290"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","Male","110","110","45350","45150"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","London","Female","85","80","48440","45100"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","London","Male","65","65","44870","43830"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","Outside London","Female","65","60","39750","38200"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","Outside London","Male","50","50","35980","32730"
"In post","2022","Department for Business, Energy and Industrial Strategy","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","Female","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","Male","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","Female","190","170","30990","30660"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","Male","180","175","33990","34390"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","Female","55","50","45690","44250"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","Male","100","100","46180","43490"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","Female","275","265","38510","36680"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","Male","665","655","40920","38000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","London","Female","100","95","46300","39640"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","London","Male","150","150","47520","40040"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","London","Female","85","80","51520","53290"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","London","Male","90","90","53600","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","Outside London","Female","110","100","36830","32730"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","Outside London","Male","80","80","38900","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","London","Female","95","90","47480","46010"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","London","Male","35","35","52000","47080"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","Female","210","195","37820","34000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","Male","70","65","41710","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","Female","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","Male","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","London","Female","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","London","Male","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","Outside London","Female","60","60","46670","43000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","Outside London","Male","40","35","48960","43740"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","Female","370","355","40890","36000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","Male","315","310","46190","41960"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","Female","1980","1800","28370","24330"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","Male","1335","1290","31460","26380"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","London","Female","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","London","Male","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other","Outside London","Female","45","45","41550","39820"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Policy","London","Female","2010","1940","49030","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy","Policy","London","Male","2035","2015","51050","53380"
