"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","EO","Female","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","EO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","G6/G7","Female","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","G6/G7","Male","60","60","65300","66200"
"In post","2022","Attorney General's Departments","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","SEO/HEO","Female","45","45","36790","35240"
"In post","2022","Attorney General's Departments","Counter Fraud","SEO/HEO","Male","70","70","38780","40000"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","EO","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","EO","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","G6/G7","Male","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","SEO/HEO","Female","35","35","35810","35290"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","SEO/HEO","Male","50","50","37790","38180"
"In post","2022","Attorney General's Departments","Finance","AA/AO","Female","45","40","22410","22200"
"In post","2022","Attorney General's Departments","Finance","AA/AO","Male","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","EO","Female","30","30","26970","26970"
"In post","2022","Attorney General's Departments","Finance","EO","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","SEO/HEO","Female","35","35","33610","32520"
"In post","2022","Attorney General's Departments","Finance","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","EO","Female","35","35","26770","26950"
"In post","2022","Attorney General's Departments","Human Resources","EO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","G6/G7","Female","40","40","57040","54220"
"In post","2022","Attorney General's Departments","Human Resources","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","SEO/HEO","Female","80","75","33980","32330"
"In post","2022","Attorney General's Departments","Human Resources","SEO/HEO","Male","35","35","33650","31640"
"In post","2022","Attorney General's Departments","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","EO","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","EO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","EO","Female","140","135","28500","27050"
"In post","2022","Attorney General's Departments","Legal","EO","Male","65","65","28630","27350"
"In post","2022","Attorney General's Departments","Legal","G6/G7","Female","2890","2580","57350","55610"
"In post","2022","Attorney General's Departments","Legal","G6/G7","Male","1675","1625","59110","57000"
"In post","2022","Attorney General's Departments","Legal","SCS level","Female","160","150","85110","81670"
"In post","2022","Attorney General's Departments","Legal","SCS level","Male","110","105","87000","82500"
"In post","2022","Attorney General's Departments","Legal","SEO/HEO","Female","275","255","39110","38520"
"In post","2022","Attorney General's Departments","Legal","SEO/HEO","Male","135","130","38640","38000"
"In post","2022","Attorney General's Departments","Operational Delivery","AA/AO","Female","1005","900","22710","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","AA/AO","Male","345","335","22660","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","EO","Female","875","790","27860","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","EO","Male","290","285","28090","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","G6/G7","Female","45","40","61750","59670"
"In post","2022","Attorney General's Departments","Operational Delivery","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","SEO/HEO","Female","220","215","34830","33310"
"In post","2022","Attorney General's Departments","Operational Delivery","SEO/HEO","Male","90","90","34730","33310"
"In post","2022","Attorney General's Departments","Other","AA/AO","Female","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","EO","Female","180","170","27470","26950"
"In post","2022","Attorney General's Departments","Other","EO","Male","75","70","27380","26950"
"In post","2022","Attorney General's Departments","Other","G6/G7","Female","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","G6/G7","Male","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","SEO/HEO","Female","70","70","33820","31640"
"In post","2022","Attorney General's Departments","Other","SEO/HEO","Male","55","55","33780","31670"
"In post","2022","Attorney General's Departments","Policy","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","EO","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","EO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","G6/G7","Female","45","40","59830","56710"
"In post","2022","Attorney General's Departments","Policy","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","EO","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","EO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","G6/G7","Female","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","SEO/HEO","Female","35","35","35000","33120"
"In post","2022","Attorney General's Departments","Project Delivery","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","EO","Female","30","30","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","EO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","SEO/HEO","Female","145","135","35180","36600"
"In post","2022","Cabinet Office","Commercial","SEO/HEO","Male","140","140","35950","38330"
"In post","2022","Cabinet Office","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","EO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","EO","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","G6/G7","Male","40","40","58200","56160"
"In post","2022","Cabinet Office","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","SEO/HEO","Male","40","40","36690","38330"
"In post","2022","Cabinet Office","Finance","EO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","EO","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Finance","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","EO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","EO","Female","20","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","EO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","G6/G7","Female","50","50","54760","52070"
"In post","2022","Cabinet Office","Operational Delivery","G6/G7","Male","35","35","57250","57300"
"In post","2022","Cabinet Office","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","SEO/HEO","Female","35","35","36580","38330"
"In post","2022","Cabinet Office","Operational Delivery","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","EO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Other","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","G6/G7","Female","15","10","[c]","[c]"
"In post","2022","Cabinet Office","Policy","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","EO","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Property","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Property","G6/G7","Male","55","55","57370","57000"
"In post","2022","Cabinet Office","Property","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Property","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Property","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Property","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","AA/AO","Female","270","245","21770","21050"
"In post","2022","Cabinet Office","Unknown","AA/AO","Male","190","185","21910","21170"
"In post","2022","Cabinet Office","Unknown","EO","Female","555","530","26640","27500"
"In post","2022","Cabinet Office","Unknown","EO","Male","355","350","26720","27500"
"In post","2022","Cabinet Office","Unknown","G6/G7","Female","1815","1765","59630","56340"
"In post","2022","Cabinet Office","Unknown","G6/G7","Male","1815","1805","60810","57920"
"In post","2022","Cabinet Office","Unknown","SCS level","Female","305","300","94270","85000"
"In post","2022","Cabinet Office","Unknown","SCS level","Male","420","420","105050","95000"
"In post","2022","Cabinet Office","Unknown","SEO/HEO","Female","2355","2315","33670","32960"
"In post","2022","Cabinet Office","Unknown","SEO/HEO","Male","1790","1780","33940","33300"
"In post","2022","Chancellor's other departments","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
