"Status","Year","Profession_of_post","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Southern Scotland","Outside London","Female","30","30","39420","39630"
"In post","2022","Commercial","Southern Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","Female","55","50","36760","36500"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","Male","45","45","41320","37100"
"In post","2022","Commercial","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","Outside London","Female","60","60","33490","33000"
"In post","2022","Commercial","West Central Scotland","Outside London","Male","70","70","34310","33000"
"In post","2022","Commercial","West Midlands","Outside London","Female","80","75","38970","36780"
"In post","2022","Commercial","West Midlands","Outside London","Male","70","70","36760","36420"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","Female","105","95","33230","31040"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","Male","95","95","33280","30730"
"In post","2022","Commercial","West Yorkshire","Outside London","Female","180","170","41500","36820"
"In post","2022","Commercial","West Yorkshire","Outside London","Male","130","125","41530","36890"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","35","35","35160","33000"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","45","45","33340","33000"
"In post","2022","Communications","Cheshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Communications","Cheshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Communications","Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Outside London","Female","55","50","39970","40180"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Communications","Devon","Outside London","Female","30","25","[c]","[c]"
"In post","2022","Communications","Devon","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","Outside London","Female","30","25","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Communications","East Anglia","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Communications","East Anglia","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Communications","East Wales","Outside London","Female","165","150","39650","38160"
"In post","2022","Communications","East Wales","Outside London","Male","110","110","40330","38160"
"In post","2022","Communications","East Yorkshire and Northern Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Yorkshire and Northern Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Outside London","Female","30","30","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Communications","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","105","95","35920","33660"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","90","85","37510","35700"
"In post","2022","Communications","Greater Manchester","Outside London","Female","65","60","35290","32010"
"In post","2022","Communications","Greater Manchester","Outside London","Male","40","40","34200","30270"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","Female","100","95","34750","33000"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","Male","70","70","33090","31860"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Communications","Highlands and Islands","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Highlands and Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Inner London - East","London","Female","150","140","45050","40450"
"In post","2022","Communications","Inner London - East","London","Male","95","95","50630","44310"
"In post","2022","Communications","Inner London - West","London","Female","1135","1095","46670","43750"
"In post","2022","Communications","Inner London - West","London","Male","750","745","47510","43300"
"In post","2022","Communications","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lancashire","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Communications","Lancashire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Communications","Lincolnshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Merseyside","Outside London","Female","45","45","41090","39330"
"In post","2022","Communications","Merseyside","Outside London","Male","35","35","39920","37910"
"In post","2022","Communications","North Yorkshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Communications","North Yorkshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Northumberland, and Tyne and Wear","Outside London","Female","40","35","36780","33370"
"In post","2022","Communications","Northumberland, and Tyne and Wear","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Communications","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outer London - South","London","Female","20","20","[c]","[c]"
"In post","2022","Communications","Outer London - South","London","Male","20","20","[c]","[c]"
"In post","2022","Communications","Outer London - West and North West","London","Female","20","20","[c]","[c]"
"In post","2022","Communications","Outer London - West and North West","London","Male","20","20","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","Female","5","5","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Communications","Shropshire and Staffordshire","Outside London","Female","35","30","37110","35280"
"In post","2022","Communications","Shropshire and Staffordshire","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Communications","South Yorkshire","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Communications","South Yorkshire","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Communications","Southern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Southern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Surrey, East and West Sussex","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Communications","Surrey, East and West Sussex","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Tees Valley and Durham","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Communications","Tees Valley and Durham","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Central Scotland","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Communications","West Central Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Communications","West Midlands","Outside London","Female","65","60","42890","39670"
"In post","2022","Communications","West Midlands","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Communications","West Wales and The Valleys","Outside London","Female","70","60","32090","30450"
"In post","2022","Communications","West Wales and The Valleys","Outside London","Male","40","35","33090","29430"
"In post","2022","Communications","West Yorkshire","Outside London","Female","60","60","47270","49530"
"In post","2022","Communications","West Yorkshire","Outside London","Male","30","30","49310","49860"
"In post","2022","Corporate Finance","Devon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Devon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Dorset and Somerset","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Corporate Finance","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","East Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","East Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Hampshire and Isle of Wight","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Corporate Finance","Hampshire and Isle of Wight","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Inner London - East","London","Female","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Inner London - East","London","Male","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Inner London - West","London","Female","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Inner London - West","London","Male","25","20","[c]","[c]"
"In post","2022","Corporate Finance","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","North Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","North Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Central Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Corporate Finance","West Central Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Bedfordshire and Hertfordshire","Outside London","Female","60","55","29110","29290"
"In post","2022","Counter Fraud","Bedfordshire and Hertfordshire","Outside London","Male","50","50","32920","30030"
"In post","2022","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","70","60","27970","29090"
"In post","2022","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","25","20","[c]","[c]"
"In post","2022","Counter Fraud","Cheshire","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Counter Fraud","Cheshire","Outside London","Male","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Cornwall and Isles of Scilly","Outside London","Female","35","35","28610","27570"
"In post","2022","Counter Fraud","Cornwall and Isles of Scilly","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Cumbria","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Counter Fraud","Cumbria","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Derbyshire and Nottinghamshire","Outside London","Female","115","95","27280","27570"
"In post","2022","Counter Fraud","Derbyshire and Nottinghamshire","Outside London","Male","100","90","29440","27570"
"In post","2022","Counter Fraud","Devon","Outside London","Female","55","45","27110","27570"
"In post","2022","Counter Fraud","Devon","Outside London","Male","45","40","28990","27570"
"In post","2022","Counter Fraud","Dorset and Somerset","Outside London","Female","60","55","27690","27570"
"In post","2022","Counter Fraud","Dorset and Somerset","Outside London","Male","30","25","[c]","[c]"
"In post","2022","Counter Fraud","East Anglia","Outside London","Female","60","55","26900","27570"
"In post","2022","Counter Fraud","East Anglia","Outside London","Male","50","45","28960","27570"
"In post","2022","Counter Fraud","East Wales","Outside London","Female","130","110","25480","24500"
"In post","2022","Counter Fraud","East Wales","Outside London","Male","90","85","27300","25000"
"In post","2022","Counter Fraud","East Yorkshire and Northern Lincolnshire","Outside London","Female","40","35","27950","27570"
"In post","2022","Counter Fraud","East Yorkshire and Northern Lincolnshire","Outside London","Male","45","40","28230","27570"
"In post","2022","Counter Fraud","Eastern Scotland","Outside London","Female","95","80","26700","27570"
"In post","2022","Counter Fraud","Eastern Scotland","Outside London","Male","60","55","27100","27570"
"In post","2022","Counter Fraud","Essex","Outside London","Female","70","65","30220","29290"
"In post","2022","Counter Fraud","Essex","Outside London","Male","40","35","34290","31880"
"In post","2022","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","70","60","27730","27570"
"In post","2022","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","50","45","28200","27570"
"In post","2022","Counter Fraud","Greater Manchester","Outside London","Female","125","110","29800","27570"
"In post","2022","Counter Fraud","Greater Manchester","Outside London","Male","125","115","31530","27570"
"In post","2022","Counter Fraud","Hampshire and Isle of Wight","Outside London","Female","75","60","28290","27570"
"In post","2022","Counter Fraud","Hampshire and Isle of Wight","Outside London","Male","30","30","29090","27570"
"In post","2022","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","35","30","28610","27570"
"In post","2022","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","25","20","[c]","[c]"
"In post","2022","Counter Fraud","Highlands and Islands","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Highlands and Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Inner London - East","London","Female","80","75","31100","31060"
"In post","2022","Counter Fraud","Inner London - East","London","Male","75","75","33150","31880"
"In post","2022","Counter Fraud","Inner London - West","London","Female","175","160","39680","33100"
"In post","2022","Counter Fraud","Inner London - West","London","Male","205","200","46560","40270"
"In post","2022","Counter Fraud","Kent","Outside London","Female","185","165","27960","25110"
"In post","2022","Counter Fraud","Kent","Outside London","Male","95","95","27920","25110"
"In post","2022","Counter Fraud","Lancashire","Outside London","Female","90","80","28250","27570"
"In post","2022","Counter Fraud","Lancashire","Outside London","Male","70","70","29560","27570"
"In post","2022","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Outside London","Female","55","50","27740","27570"
"In post","2022","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Lincolnshire","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Counter Fraud","Lincolnshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Merseyside","Outside London","Female","150","135","27780","27570"
"In post","2022","Counter Fraud","Merseyside","Outside London","Male","100","100","29670","27570"
"In post","2022","Counter Fraud","North Eastern Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Counter Fraud","North Eastern Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Counter Fraud","North Yorkshire","Outside London","Female","30","25","29390","27570"
"In post","2022","Counter Fraud","North Yorkshire","Outside London","Male","40","40","31080","30810"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northumberland, and Tyne and Wear","Outside London","Female","210","190","28050","27570"
"In post","2022","Counter Fraud","Northumberland, and Tyne and Wear","Outside London","Male","125","120","28970","27570"
"In post","2022","Counter Fraud","Outer London - East and North East","London","Female","325","275","27780","25110"
"In post","2022","Counter Fraud","Outer London - East and North East","London","Male","185","180","29230","30020"
"In post","2022","Counter Fraud","Outer London - South","London","Female","50","45","32510","31880"
"In post","2022","Counter Fraud","Outer London - South","London","Male","35","35","35940","34730"
"In post","2022","Counter Fraud","Outer London - West and North West","London","Female","80","70","31720","31130"
"In post","2022","Counter Fraud","Outer London - West and North West","London","Male","50","50","33910","31880"
"In post","2022","Counter Fraud","Shropshire and Staffordshire","Outside London","Female","60","50","27930","27570"
"In post","2022","Counter Fraud","Shropshire and Staffordshire","Outside London","Male","40","35","28660","27570"
"In post","2022","Counter Fraud","South Yorkshire","Outside London","Female","90","80","28380","27570"
"In post","2022","Counter Fraud","South Yorkshire","Outside London","Male","45","40","28190","27570"
"In post","2022","Counter Fraud","Southern Scotland","Outside London","Female","145","125","23680","21260"
"In post","2022","Counter Fraud","Southern Scotland","Outside London","Male","65","65","24070","21260"
"In post","2022","Counter Fraud","Surrey, East and West Sussex","Outside London","Female","95","85","28730","27570"
"In post","2022","Counter Fraud","Surrey, East and West Sussex","Outside London","Male","75","70","29700","28490"
"In post","2022","Counter Fraud","Tees Valley and Durham","Outside London","Female","145","120","24980","25560"
"In post","2022","Counter Fraud","Tees Valley and Durham","Outside London","Male","70","65","25560","25840"
"In post","2022","Counter Fraud","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","West Central Scotland","Outside London","Female","210","190","26950","27570"
"In post","2022","Counter Fraud","West Central Scotland","Outside London","Male","145","130","27010","27570"
"In post","2022","Counter Fraud","West Midlands","Outside London","Female","240","210","28300","27570"
"In post","2022","Counter Fraud","West Midlands","Outside London","Male","145","135","29510","27570"
"In post","2022","Counter Fraud","West Wales and The Valleys","Outside London","Female","190","165","26590","27570"
"In post","2022","Counter Fraud","West Wales and The Valleys","Outside London","Male","170","160","27810","27570"
"In post","2022","Counter Fraud","West Yorkshire","Outside London","Female","135","115","29650","27570"
"In post","2022","Counter Fraud","West Yorkshire","Outside London","Male","90","85","30570","27570"
"In post","2022","Digital, Data and Technology","Bedfordshire and Hertfordshire","Outside London","Female","35","35","37250","34710"
"In post","2022","Digital, Data and Technology","Bedfordshire and Hertfordshire","Outside London","Male","110","110","37120","36300"
"In post","2022","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","95","90","42180","36980"
"In post","2022","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","180","180","41350","38610"
"In post","2022","Digital, Data and Technology","Cheshire","Outside London","Female","90","85","40120","36740"
"In post","2022","Digital, Data and Technology","Cheshire","Outside London","Male","130","130","39750","39270"
"In post","2022","Digital, Data and Technology","Cornwall and Isles of Scilly","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Cornwall and Isles of Scilly","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Cumbria","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Cumbria","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","Derbyshire and Nottinghamshire","Outside London","Female","100","95","39970","36500"
"In post","2022","Digital, Data and Technology","Derbyshire and Nottinghamshire","Outside London","Male","145","145","38430","33840"
"In post","2022","Digital, Data and Technology","Devon","Outside London","Female","280","260","35860","36200"
"In post","2022","Digital, Data and Technology","Devon","Outside London","Male","685","670","37830","37330"
"In post","2022","Digital, Data and Technology","Dorset and Somerset","Outside London","Female","60","55","35780","33290"
"In post","2022","Digital, Data and Technology","Dorset and Somerset","Outside London","Male","215","215","38690","36460"
"In post","2022","Digital, Data and Technology","East Anglia","Outside London","Female","90","80","34200","30820"
"In post","2022","Digital, Data and Technology","East Anglia","Outside London","Male","190","185","35180","33300"
"In post","2022","Digital, Data and Technology","East Wales","Outside London","Female","390","370","40750","38000"
"In post","2022","Digital, Data and Technology","East Wales","Outside London","Male","785","775","41530","38160"
"In post","2022","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Eastern Scotland","Outside London","Female","100","95","38440","37250"
"In post","2022","Digital, Data and Technology","Eastern Scotland","Outside London","Male","215","215","38900","35000"
"In post","2022","Digital, Data and Technology","Essex","Outside London","Female","65","60","39570","40180"
"In post","2022","Digital, Data and Technology","Essex","Outside London","Male","185","175","37430","35140"
"In post","2022","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","560","530","37650","33690"
"In post","2022","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","960","945","40490","38740"
"In post","2022","Digital, Data and Technology","Greater Manchester","Outside London","Female","395","385","41580","36950"
"In post","2022","Digital, Data and Technology","Greater Manchester","Outside London","Male","810","800","44420","40150"
"In post","2022","Digital, Data and Technology","Hampshire and Isle of Wight","Outside London","Female","195","190","35420","33070"
"In post","2022","Digital, Data and Technology","Hampshire and Isle of Wight","Outside London","Male","360","355","38240","36040"
"In post","2022","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","60","55","30240","26350"
"In post","2022","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","75","75","31190","27570"
"In post","2022","Digital, Data and Technology","Highlands and Islands","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","Highlands and Islands","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Inner London - East","London","Female","310","305","48770","42320"
