"Status","Year","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data and Technology","South East (England)","1075","1050","39040","35850"
"In post","2022","Digital, Data and Technology","South West (England)","2785","2695","38510","37000"
"In post","2022","Digital, Data and Technology","Unknown","20","20","43910","40670"
"In post","2022","Digital, Data and Technology","Wales","2215","2165","40400","38160"
"In post","2022","Digital, Data and Technology","West Midlands (England)","1205","1175","40140","36500"
"In post","2022","Digital, Data and Technology","Yorkshire and The Humber","1575","1530","42800","39580"
"In post","2022","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Economics","London","1645","1610","49120","51500"
"In post","2022","Economics","North East (England)","20","20","37320","31000"
"In post","2022","Economics","North West (England)","60","60","39340","33380"
"In post","2022","Economics","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Economics","Overseas","35","35","56860","55620"
"In post","2022","Economics","Scotland","35","35","48650","48500"
"In post","2022","Economics","South East (England)","20","20","42670","36470"
"In post","2022","Economics","South West (England)","15","15","42690","39780"
"In post","2022","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Wales","180","175","37950","30790"
"In post","2022","Economics","West Midlands (England)","20","20","49940","49780"
"In post","2022","Economics","Yorkshire and The Humber","45","40","41000","36820"
"In post","2022","Finance","East Midlands (England)","325","315","34970","33080"
"In post","2022","Finance","East of England","505","485","36960","33300"
"In post","2022","Finance","London","2910","2850","48950","44500"
"In post","2022","Finance","North East (England)","615","585","39940","36050"
"In post","2022","Finance","North West (England)","1250","1180","36920","33370"
"In post","2022","Finance","Northern Ireland","65","65","36590","34050"
"In post","2022","Finance","Overseas","80","80","38690","33300"
"In post","2022","Finance","Scotland","510","475","34080","33000"
"In post","2022","Finance","South East (England)","1450","1400","37140","33300"
"In post","2022","Finance","South West (England)","1795","1720","38590","33300"
"In post","2022","Finance","Unknown","30","30","38020","33730"
"In post","2022","Finance","Wales","790","745","38210","33300"
"In post","2022","Finance","West Midlands (England)","810","785","39290","36400"
"In post","2022","Finance","Yorkshire and The Humber","1195","1140","38820","35310"
"In post","2022","Geography","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","10","10","27050","29200"
"In post","2022","Geography","London","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South East (England)","10","10","[c]","[c]"
"In post","2022","Geography","South West (England)","440","420","31470","33290"
"In post","2022","Geography","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Geography","West Midlands (England)","10","10","35850","33300"
"In post","2022","Geography","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Human Resources","East Midlands (England)","435","410","38150","33730"
"In post","2022","Human Resources","East of England","285","270","36110","33000"
"In post","2022","Human Resources","London","2750","2665","46410","41950"
"In post","2022","Human Resources","North East (England)","320","300","37190","33370"
"In post","2022","Human Resources","North West (England)","1320","1245","35150","31970"
"In post","2022","Human Resources","Northern Ireland","15","15","36510","32730"
"In post","2022","Human Resources","Overseas","40","40","42940","35610"
"In post","2022","Human Resources","Scotland","790","745","30240","26670"
"In post","2022","Human Resources","South East (England)","565","540","36810","33000"
"In post","2022","Human Resources","South West (England)","1025","955","36340","33290"
"In post","2022","Human Resources","Unknown","20","15","35710","32390"
"In post","2022","Human Resources","Wales","875","825","35620","31370"
"In post","2022","Human Resources","West Midlands (England)","425","405","37640","33370"
"In post","2022","Human Resources","Yorkshire and The Humber","740","705","39380","35310"
"In post","2022","Inspector of Education and Training","East Midlands (England)","100","95","61260","51360"
"In post","2022","Inspector of Education and Training","East of England","90","90","64380","64500"
"In post","2022","Inspector of Education and Training","London","85","85","65050","51360"
"In post","2022","Inspector of Education and Training","North East (England)","45","45","64800","64500"
"In post","2022","Inspector of Education and Training","North West (England)","125","120","64170","64500"
"In post","2022","Inspector of Education and Training","South East (England)","125","120","64800","64500"
"In post","2022","Inspector of Education and Training","South West (England)","100","100","67210","72990"
"In post","2022","Inspector of Education and Training","Wales","80","75","73200","75480"
"In post","2022","Inspector of Education and Training","West Midlands (England)","95","95","66590","70500"
"In post","2022","Inspector of Education and Training","Yorkshire and The Humber","95","90","66870","70500"
"In post","2022","Intelligence Analysis","East Midlands (England)","140","135","30100","27380"
"In post","2022","Intelligence Analysis","East of England","415","405","32290","33000"
"In post","2022","Intelligence Analysis","London","1245","1190","38940","36140"
"In post","2022","Intelligence Analysis","North East (England)","75","75","33390","32560"
"In post","2022","Intelligence Analysis","North West (England)","355","340","28840","26850"
"In post","2022","Intelligence Analysis","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","75","75","44150","40580"
"In post","2022","Intelligence Analysis","Scotland","70","65","31970","31040"
"In post","2022","Intelligence Analysis","South East (England)","420","400","28570","27370"
"In post","2022","Intelligence Analysis","South West (England)","55","50","31920","27380"
"In post","2022","Intelligence Analysis","Wales","60","60","29530","27380"
"In post","2022","Intelligence Analysis","West Midlands (England)","85","85","31880","28890"
"In post","2022","Intelligence Analysis","Yorkshire and The Humber","240","225","29070","27370"
"In post","2022","Internal Audit","East Midlands (England)","25","25","45090","43710"
"In post","2022","Internal Audit","East of England","25","25","40560","40580"
"In post","2022","Internal Audit","London","220","210","52400","49870"
"In post","2022","Internal Audit","North East (England)","45","40","44900","43280"
"In post","2022","Internal Audit","North West (England)","60","60","42460","40690"
"In post","2022","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","60","60","39720","38500"
"In post","2022","Internal Audit","South East (England)","70","65","38360","38650"
"In post","2022","Internal Audit","South West (England)","110","105","43290","42090"
"In post","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wales","55","50","45730","41980"
"In post","2022","Internal Audit","West Midlands (England)","50","45","51770","46380"
"In post","2022","Internal Audit","Yorkshire and The Humber","50","50","48210","46870"
"In post","2022","International Trade","East Midlands (England)","20","20","36570","33370"
"In post","2022","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","London","1235","1220","47410","44030"
"In post","2022","International Trade","North East (England)","30","30","39300","34430"
"In post","2022","International Trade","North West (England)","50","50","38440","33370"
"In post","2022","International Trade","Northern Ireland","15","15","38190","33370"
"In post","2022","International Trade","Overseas","160","160","55790","53750"
"In post","2022","International Trade","Scotland","25","25","48750","47980"
"In post","2022","International Trade","South East (England)","10","10","42020","40520"
"In post","2022","International Trade","South West (England)","15","15","42410","33370"
"In post","2022","International Trade","Wales","15","15","47580","47980"
"In post","2022","International Trade","West Midlands (England)","30","30","39410","33680"
"In post","2022","International Trade","Yorkshire and The Humber","30","30","40380","40410"
"In post","2022","Knowledge and Information Management","East Midlands (England)","80","75","32830","31920"
"In post","2022","Knowledge and Information Management","East of England","80","80","29910","26670"
"In post","2022","Knowledge and Information Management","London","760","740","41440","37640"
"In post","2022","Knowledge and Information Management","North East (England)","40","40","32060","27570"
"In post","2022","Knowledge and Information Management","North West (England)","220","210","31900","29160"
"In post","2022","Knowledge and Information Management","Northern Ireland","15","15","27190","22580"
"In post","2022","Knowledge and Information Management","Overseas","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","Scotland","80","75","31780","29200"
"In post","2022","Knowledge and Information Management","South East (England)","260","250","32990","31490"
"In post","2022","Knowledge and Information Management","South West (England)","385","370","34380","32300"
"In post","2022","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","Wales","175","165","34950","30980"
"In post","2022","Knowledge and Information Management","West Midlands (England)","125","120","27030","25120"
"In post","2022","Knowledge and Information Management","Yorkshire and The Humber","155","140","34630","31990"
"In post","2022","Legal","East Midlands (England)","555","515","43370","44410"
"In post","2022","Legal","East of England","670","610","41190","36980"
"In post","2022","Legal","London","4915","4635","55210","53050"
"In post","2022","Legal","North East (England)","460","435","41960","40180"
"In post","2022","Legal","North West (England)","1300","1220","43520","40800"
"In post","2022","Legal","Northern Ireland","170","165","31800","28920"
"In post","2022","Legal","Overseas","10","10","60240","64330"
"In post","2022","Legal","Scotland","1030","975","49200","46100"
"In post","2022","Legal","South East (England)","780","710","46990","47100"
"In post","2022","Legal","South West (England)","580","540","44860","44780"
"In post","2022","Legal","Wales","725","670","46700","48080"
"In post","2022","Legal","West Midlands (England)","680","640","45550","48080"
"In post","2022","Legal","Yorkshire and The Humber","795","745","45510","48080"
"In post","2022","Medicine","East Midlands (England)","190","175","46240","39030"
"In post","2022","Medicine","East of England","175","155","58590","43750"
"In post","2022","Medicine","London","380","345","75180","69790"
"In post","2022","Medicine","North East (England)","25","25","62440","48540"
"In post","2022","Medicine","North West (England)","85","75","74000","74070"
"In post","2022","Medicine","Northern Ireland","35","30","48680","39780"
"In post","2022","Medicine","Overseas","60","60","56210","53480"
"In post","2022","Medicine","Scotland","105","95","48640","39030"
"In post","2022","Medicine","South East (England)","395","345","52820","40000"
"In post","2022","Medicine","South West (England)","410","350","46810","39030"
"In post","2022","Medicine","Unknown","35","30","51150","40000"
"In post","2022","Medicine","Wales","295","275","51360","46650"
"In post","2022","Medicine","West Midlands (England)","150","130","56690","42580"
"In post","2022","Medicine","Yorkshire and The Humber","160","150","51650","39030"
"In post","2022","Operational Delivery","East Midlands (England)","14745","13545","27700","26820"
"In post","2022","Operational Delivery","East of England","14375","13220","28720","27570"
"In post","2022","Operational Delivery","London","33800","31955","34760","31060"
"In post","2022","Operational Delivery","North East (England)","21270","18855","26290","24250"
"In post","2022","Operational Delivery","North West (England)","41775","38215","27160","25700"
"In post","2022","Operational Delivery","Northern Ireland","1790","1660","27700","25310"
"In post","2022","Operational Delivery","Overseas","295","295","46520","45420"
"In post","2022","Operational Delivery","Scotland","21920","19895","27950","26820"
"In post","2022","Operational Delivery","South East (England)","23830","21735","28900","27570"
"In post","2022","Operational Delivery","South West (England)","15465","14040","28620","27470"
"In post","2022","Operational Delivery","Unknown","555","510","29810","27570"
"In post","2022","Operational Delivery","Wales","21795","19785","27100","24730"
"In post","2022","Operational Delivery","West Midlands (England)","21030","19295","27840","26780"
"In post","2022","Operational Delivery","Yorkshire and The Humber","22350","20395","28190","27120"
"In post","2022","Operational Research","East Midlands (England)","10","10","31580","31290"
"In post","2022","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","London","360","345","50440","48360"
"In post","2022","Operational Research","North East (England)","10","10","32560","31000"
"In post","2022","Operational Research","North West (England)","90","85","44380","40520"
"In post","2022","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Scotland","10","10","[c]","[c]"
"In post","2022","Operational Research","South East (England)","440","415","43500","47010"
"In post","2022","Operational Research","South West (England)","105","105","42720","42000"
"In post","2022","Operational Research","Wales","25","20","36460","33000"
"In post","2022","Operational Research","West Midlands (England)","30","30","43010","38770"
"In post","2022","Operational Research","Yorkshire and The Humber","50","50","39160","36050"
"In post","2022","Other","East Midlands (England)","1300","1205","24920","21260"
"In post","2022","Other","East of England","1540","1470","25730","23230"
"In post","2022","Other","London","4360","4220","40630","31880"
"In post","2022","Other","North East (England)","1065","965","25190","21260"
"In post","2022","Other","North West (England)","2225","2075","27130","26940"
"In post","2022","Other","Northern Ireland","335","325","24920","22130"
"In post","2022","Other","Overseas","555","550","48940","46600"
"In post","2022","Other","Scotland","2895","2730","29130","26900"
"In post","2022","Other","South East (England)","3115","2980","27860","26350"
"In post","2022","Other","South West (England)","5195","4930","30890","27340"
"In post","2022","Other","Unknown","1940","1925","36690","33430"
"In post","2022","Other","Wales","1640","1545","33140","27570"
"In post","2022","Other","West Midlands (England)","2015","1865","25830","22330"
"In post","2022","Other","Yorkshire and The Humber","2195","2025","26160","22810"
"In post","2022","Planning","London","90","85","47000","42980"
"In post","2022","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","North West (England)","10","10","44280","40060"
"In post","2022","Planning","South West (England)","40","40","44700","40720"
"In post","2022","Planning","Wales","70","65","43540","38160"
"In post","2022","Planning","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Planning","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Planning Inspectors","East Midlands (England)","45","40","56190","58810"
"In post","2022","Planning Inspectors","East of England","30","30","56020","58810"
"In post","2022","Planning Inspectors","London","25","20","57470","58810"
"In post","2022","Planning Inspectors","North East (England)","35","35","52640","47660"
"In post","2022","Planning Inspectors","North West (England)","40","35","56100","58810"
"In post","2022","Planning Inspectors","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","South East (England)","45","35","58530","58810"
"In post","2022","Planning Inspectors","South West (England)","60","50","57230","58810"
"In post","2022","Planning Inspectors","Wales","20","20","53910","53240"
"In post","2022","Planning Inspectors","West Midlands (England)","30","30","55670","54960"
"In post","2022","Planning Inspectors","Yorkshire and The Humber","35","35","58440","58810"
"In post","2022","Policy","East Midlands (England)","320","305","40070","36500"
"In post","2022","Policy","East of England","270","255","43400","40520"
"In post","2022","Policy","London","21265","20735","49680","51730"
"In post","2022","Policy","North East (England)","640","610","40920","36780"
"In post","2022","Policy","North West (England)","1490","1445","41300","36740"
"In post","2022","Policy","Northern Ireland","105","105","40560","37350"
"In post","2022","Policy","Overseas","1695","1690","52460","53470"
"In post","2022","Policy","Scotland","410","395","42590","39290"
"In post","2022","Policy","South East (England)","520","505","39990","37870"
"In post","2022","Policy","South West (England)","1095","1050","41180","36970"
"In post","2022","Policy","Unknown","40","40","46660","48680"
"In post","2022","Policy","Wales","2110","2010","42330","38160"
"In post","2022","Policy","West Midlands (England)","940","915","40210","36500"
"In post","2022","Policy","Yorkshire and The Humber","2060","1970","41650","36960"
"In post","2022","Project Delivery","East Midlands (England)","305","295","42110","40180"
"In post","2022","Project Delivery","East of England","490","470","40890","39030"
"In post","2022","Project Delivery","London","3640","3535","49980","44500"
"In post","2022","Project Delivery","North East (England)","1035","985","42550","40520"
"In post","2022","Project Delivery","North West (England)","1765","1680","40760","37920"
"In post","2022","Project Delivery","Northern Ireland","65","60","45520","40520"
"In post","2022","Project Delivery","Overseas","125","125","50230","51500"
"In post","2022","Project Delivery","Scotland","625","600","42850","40180"
"In post","2022","Project Delivery","South East (England)","1440","1365","39770","38110"
"In post","2022","Project Delivery","South West (England)","4305","4155","41730","40000"
"In post","2022","Project Delivery","Unknown","15","15","43650","36650"
"In post","2022","Project Delivery","Wales","655","615","42250","38160"
"In post","2022","Project Delivery","West Midlands (England)","690","665","41420","40180"
"In post","2022","Project Delivery","Yorkshire and The Humber","745","705","41050","37450"
"In post","2022","Property","East Midlands (England)","495","465","36070","33300"
"In post","2022","Property","East of England","560","540","34520","33060"
"In post","2022","Property","London","1280","1235","45090","40650"
"In post","2022","Property","North East (England)","420","395","35840","32030"
"In post","2022","Property","North West (England)","645","620","37680","33370"
"In post","2022","Property","Northern Ireland","85","85","29630","27680"
"In post","2022","Property","Overseas","175","175","39380","38080"
"In post","2022","Property","Scotland","330","320","34170","33300"
"In post","2022","Property","South East (England)","945","910","37180","33370"
"In post","2022","Property","South West (England)","840","805","36620","33300"
"In post","2022","Property","Unknown","35","35","45360","41770"
"In post","2022","Property","Wales","460","435","35870","32890"
"In post","2022","Property","West Midlands (England)","590","560","36710","33300"
"In post","2022","Property","Yorkshire and The Humber","735","695","38140","34000"
"In post","2022","Psychology","East Midlands (England)","200","190","34460","30450"
"In post","2022","Psychology","East of England","180","170","35730","30450"
"In post","2022","Psychology","London","85","85","40310","33120"
"In post","2022","Psychology","North East (England)","95","90","38180","32760"
"In post","2022","Psychology","North West (England)","175","170","35170","31180"
"In post","2022","Psychology","Scotland","75","75","37770","35000"
"In post","2022","Psychology","South East (England)","210","200","36570","31180"
"In post","2022","Psychology","South West (England)","115","110","37040","31180"
"In post","2022","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Wales","55","55","34790","30450"
"In post","2022","Psychology","West Midlands (England)","150","145","32880","29060"
"In post","2022","Psychology","Yorkshire and The Humber","180","170","34650","30450"
"In post","2022","Science and Engineering","East Midlands (England)","570","535","39300","37400"
"In post","2022","Science and Engineering","East of England","905","865","37740","34830"
"In post","2022","Science and Engineering","London","1130","1090","46880","42470"
"In post","2022","Science and Engineering","North East (England)","65","60","34970","28590"
"In post","2022","Science and Engineering","North West (England)","445","420","36230","33630"
"In post","2022","Science and Engineering","Northern Ireland","45","45","29540","24470"
"In post","2022","Science and Engineering","Overseas","140","140","42290","40580"
"In post","2022","Science and Engineering","Scotland","445","435","37420","33880"
"In post","2022","Science and Engineering","South East (England)","2030","1945","38750","38070"
"In post","2022","Science and Engineering","South West (England)","6645","6445","39090","38070"
"In post","2022","Science and Engineering","Unknown","15","15","28430","27370"
"In post","2022","Science and Engineering","Wales","760","720","40420","37910"
"In post","2022","Science and Engineering","West Midlands (England)","330","320","34750","32730"
"In post","2022","Science and Engineering","Yorkshire and The Humber","420","400","33620","30350"
"In post","2022","Security","East Midlands (England)","180","180","30180","26750"
"In post","2022","Security","East of England","625","615","33880","33000"
"In post","2022","Security","London","1425","1400","39930","37320"
"In post","2022","Security","North East (England)","180","175","36370","33370"
"In post","2022","Security","North West (England)","455","440","32890","31650"
"In post","2022","Security","Northern Ireland","400","395","21940","20560"
"In post","2022","Security","Overseas","85","85","36210","34220"
"In post","2022","Security","Scotland","1405","1350","30650","26750"
"In post","2022","Security","South East (England)","1845","1815","31990","28990"
"In post","2022","Security","South West (England)","1265","1240","29090","25100"
"In post","2022","Security","Unknown","65","65","28790","27370"
"In post","2022","Security","Wales","315","310","27700","24720"
"In post","2022","Security","West Midlands (England)","405","395","31730","28890"
"In post","2022","Security","Yorkshire and The Humber","635","615","34510","35310"
"In post","2022","Social Research","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Social Research","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","London","510","495","47130","42940"
"In post","2022","Social Research","North East (England)","10","10","33770","30710"
"In post","2022","Social Research","North West (England)","50","50","42520","40520"
"In post","2022","Social Research","Scotland","5","5","[c]","[c]"
"In post","2022","Social Research","South East (England)","235","220","39160","38340"
"In post","2022","Social Research","South West (England)","15","15","45520","41300"
"In post","2022","Social Research","Wales","440","420","39780","38340"
"In post","2022","Social Research","West Midlands (England)","10","10","32530","31700"
"In post","2022","Social Research","Yorkshire and The Humber","40","40","36460","35360"
"In post","2022","Statistics","East Midlands (England)","10","10","37550","39390"
"In post","2022","Statistics","East of England","35","35","44540","40520"
"In post","2022","Statistics","London","1025","990","46770","43260"
"In post","2022","Statistics","North East (England)","105","105","42730","37210"
"In post","2022","Statistics","North West (England)","160","155","39930","33750"
"In post","2022","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Overseas","5","5","[c]","[c]"
"In post","2022","Statistics","Scotland","60","55","43680","42970"
"In post","2022","Statistics","South East (England)","200","195","40840","38340"
"In post","2022","Statistics","South West (England)","180","170","40290","36460"
"In post","2022","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Wales","455","435","41840","38340"
"In post","2022","Statistics","West Midlands (England)","40","40","39380","38000"
"In post","2022","Statistics","Yorkshire and The Humber","130","125","42450","36820"
"In post","2022","Tax","East Midlands (England)","1565","1500","34820","33370"
"In post","2022","Tax","East of England","185","170","36130","33370"
"In post","2022","Tax","London","2515","2400","44580","38050"
"In post","2022","Tax","North East (England)","2340","2235","31390","26820"
"In post","2022","Tax","North West (England)","3830","3650","33320","33080"
"In post","2022","Tax","Northern Ireland","850","810","33560","33080"
"In post","2022","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Scotland","2175","2040","33450","33080"
"In post","2022","Tax","South East (England)","545","495","35580","33370"
"In post","2022","Tax","South West (England)","570","540","42650","40180"
"In post","2022","Tax","Wales","1765","1690","32650","33080"
"In post","2022","Tax","West Midlands (England)","1505","1435","36000","33370"
"In post","2022","Tax","Yorkshire and The Humber","1750","1665","33290","33080"
"In post","2022","Unknown","East Midlands (England)","415","405","37660","33080"
"In post","2022","Unknown","East of England","155","150","43670","33860"
"In post","2022","Unknown","London","8485","8365","49750","43430"
"In post","2022","Unknown","North East (England)","1120","1065","30410","26590"
"In post","2022","Unknown","North West (England)","1765","1720","36480","33080"
"In post","2022","Unknown","Northern Ireland","150","145","30410","26820"
"In post","2022","Unknown","Overseas","35","35","57600","56040"
"In post","2022","Unknown","Scotland","15995","15375","39960","34600"
"In post","2022","Unknown","South East (England)","565","545","44750","33370"
"In post","2022","Unknown","South West (England)","435","425","46190","33370"
"In post","2022","Unknown","Unknown","495","490","37740","32000"
"In post","2022","Unknown","Wales","485","475","33990","28880"
"In post","2022","Unknown","West Midlands (England)","670","660","39140","33080"
"In post","2022","Unknown","Yorkshire and The Humber","1465","1410","36620","33000"
"In post","2022","Veterinarian","East Midlands (England)","25","25","47130","47550"
"In post","2022","Veterinarian","East of England","25","20","42710","38300"
"In post","2022","Veterinarian","London","10","10","49560","49690"
"In post","2022","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","North West (England)","35","30","44390","45170"
"In post","2022","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Scotland","40","35","43610","37490"
"In post","2022","Veterinarian","South East (England)","50","50","49980","52290"
"In post","2022","Veterinarian","South West (England)","105","100","41090","37910"
"In post","2022","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Wales","55","50","46170","38390"
"In post","2022","Veterinarian","West Midlands (England)","40","35","44170","41300"
"In post","2022","Veterinarian","Yorkshire and The Humber","30","30","38160","37350"
"Leaver CS","2022","Commercial","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","East of England","25","[c]","35120","36340"
"Leaver CS","2022","Commercial","London","75","[c]","40260","37850"
"Leaver CS","2022","Commercial","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","North West (England)","30","[c]","34160","33960"
"Leaver CS","2022","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scotland","20","[c]","33930","33930"
"Leaver CS","2022","Commercial","South East (England)","35","[c]","38360","38400"
"Leaver CS","2022","Commercial","South West (England)","125","[c]","40170","36050"
"Leaver CS","2022","Commercial","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Wales","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","West Midlands (England)","20","[c]","37600","36780"
"Leaver CS","2022","Commercial","Yorkshire and The Humber","30","[c]","50570","35390"
"Leaver CS","2022","Communications","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","225","[c]","41410","37960"
"Leaver CS","2022","Communications","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North West (England)","10","[c]","38300","34020"
"Leaver CS","2022","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","South East (England)","25","[c]","33390","31690"
"Leaver CS","2022","Communications","South West (England)","30","[c]","38210","37910"
"Leaver CS","2022","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Wales","15","[c]","32920","30480"
"Leaver CS","2022","Communications","West Midlands (England)","15","[c]","44660","39000"
"Leaver CS","2022","Communications","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
