"Status","Year","Disability","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Communications","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","North West (England)","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Scotland","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","South East (England)","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","South East (England)","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","South West (England)","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Wales","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","Wales","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East Midlands (England)","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East Midlands (England)","Male","25","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East of England","Female","40","35","28120","27570"
"In post","2022","Declared disabled","Counter Fraud","East of England","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","London","Female","100","90","31140","31060"
"In post","2022","Declared disabled","Counter Fraud","London","Male","45","45","31830","31070"
"In post","2022","Declared disabled","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","North East (England)","Female","55","50","26710","27570"
"In post","2022","Declared disabled","Counter Fraud","North East (England)","Male","35","30","28240","27570"
"In post","2022","Declared disabled","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","North West (England)","Female","70","60","28970","27570"
"In post","2022","Declared disabled","Counter Fraud","North West (England)","Male","45","40","28470","27570"
"In post","2022","Declared disabled","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Scotland","Female","60","55","25950","27570"
"In post","2022","Declared disabled","Counter Fraud","Scotland","Male","40","35","25570","27570"
"In post","2022","Declared disabled","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","South East (England)","Female","75","65","29100","29090"
"In post","2022","Declared disabled","Counter Fraud","South East (England)","Male","30","30","28630","27570"
"In post","2022","Declared disabled","Counter Fraud","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","South West (England)","Female","45","35","27110","27570"
"In post","2022","Declared disabled","Counter Fraud","South West (England)","Male","35","30","26860","27570"
"In post","2022","Declared disabled","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Wales","Female","45","35","26640","27570"
"In post","2022","Declared disabled","Counter Fraud","Wales","Male","30","30","29140","27570"
"In post","2022","Declared disabled","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","West Midlands (England)","Female","45","40","28480","27570"
"In post","2022","Declared disabled","Counter Fraud","West Midlands (England)","Male","35","35","27660","27570"
"In post","2022","Declared disabled","Counter Fraud","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","Female","50","45","28530","27570"
"In post","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","Male","30","25","27810","27570"
"In post","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","East Midlands (England)","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","East of England","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","East of England","Male","40","40","33610","30750"
"In post","2022","Declared disabled","Digital, Data and Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","London","Female","125","120","46970","41750"
"In post","2022","Declared disabled","Digital, Data and Technology","London","Male","180","180","49480","44410"
"In post","2022","Declared disabled","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","North East (England)","Female","65","60","37040","35310"
"In post","2022","Declared disabled","Digital, Data and Technology","North East (England)","Male","120","115","40710","37950"
"In post","2022","Declared disabled","Digital, Data and Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","North West (England)","Female","130","120","39350","35900"
"In post","2022","Declared disabled","Digital, Data and Technology","North West (England)","Male","160","155","41540","35310"
"In post","2022","Declared disabled","Digital, Data and Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Scotland","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Scotland","Male","45","40","36110","33980"
"In post","2022","Declared disabled","Digital, Data and Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","South East (England)","Female","50","45","34270","33300"
"In post","2022","Declared disabled","Digital, Data and Technology","South East (England)","Male","70","65","37340","33300"
"In post","2022","Declared disabled","Digital, Data and Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","South West (England)","Female","125","115","35960","33840"
"In post","2022","Declared disabled","Digital, Data and Technology","South West (England)","Male","165","165","36750","35900"
"In post","2022","Declared disabled","Digital, Data and Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Wales","Female","50","50","36730","36070"
"In post","2022","Declared disabled","Digital, Data and Technology","Wales","Male","85","80","41000","38160"
"In post","2022","Declared disabled","Digital, Data and Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","West Midlands (England)","Female","45","40","37680","35980"
"In post","2022","Declared disabled","Digital, Data and Technology","West Midlands (England)","Male","60","55","41510","36080"
"In post","2022","Declared disabled","Digital, Data and Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","Female","55","55","38170","36050"
"In post","2022","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","Male","85","85","40730","36550"
"In post","2022","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","Female","30","30","48990","48860"
"In post","2022","Declared disabled","Economics","London","Male","60","60","48690","42010"
"In post","2022","Declared disabled","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Wales","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Economics","Wales","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Economics","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Midlands (England)","Female","35","30","31730","28820"
"In post","2022","Declared disabled","Finance","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","East of England","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","East of England","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","London","Female","125","120","45370","41750"
"In post","2022","Declared disabled","Finance","London","Male","105","105","49280","44500"
"In post","2022","Declared disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","North East (England)","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","North East (England)","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","North West (England)","Female","80","70","33020","31990"
"In post","2022","Declared disabled","Finance","North West (England)","Male","70","70","33880","32690"
"In post","2022","Declared disabled","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","South East (England)","Female","85","80","35430","33300"
"In post","2022","Declared disabled","Finance","South East (England)","Male","55","55","37560","33630"
"In post","2022","Declared disabled","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","South West (England)","Female","110","105","36230","33300"
"In post","2022","Declared disabled","Finance","South West (England)","Male","65","65","37190","33300"
"In post","2022","Declared disabled","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Wales","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","Wales","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Midlands (England)","Female","50","50","40150","36420"
"In post","2022","Declared disabled","Finance","West Midlands (England)","Male","25","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","Female","55","50","35540","31440"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","Male","50","50","39250","35310"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Geography","South West (England)","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Geography","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East Midlands (England)","Female","50","45","35190","33370"
"In post","2022","Declared disabled","Human Resources","East Midlands (England)","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East of England","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East of England","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","London","Female","250","245","47390","42200"
"In post","2022","Declared disabled","Human Resources","London","Male","120","115","46490","41750"
"In post","2022","Declared disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
