"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Female","230","215","40080","40580"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Male","210","205","40310","40580"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Female","55","55","38570","37400"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Male","75","75","42060","39860"
"In post","2022","Commercial","Greater Manchester","AO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","EO","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","EO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","G6","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","G6","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","G7","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","G7","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","HEO","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","HEO","Male","30","30","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","SEO","Female","50","50","39780","38860"
"In post","2022","Commercial","Greater Manchester","SEO","Male","40","40","40230","38020"
"In post","2022","Commercial","Greater Manchester","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","AO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","EO","Female","40","35","26470","26350"
"In post","2022","Commercial","Hampshire and Isle of Wight","EO","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","G6","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","G7","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","HEO","Female","50","45","33490","33300"
"In post","2022","Commercial","Hampshire and Isle of Wight","HEO","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SEO","Female","55","55","40940","41500"
"In post","2022","Commercial","Hampshire and Isle of Wight","SEO","Male","30","30","41230","41300"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","EO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","G6","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","G7","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","G7","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","HEO","Female","15","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SEO","Female","15","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SEO","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Inner London - West","AO","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Inner London - West","AO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - West","EO","Female","45","45","29090","29200"
"In post","2022","Commercial","Inner London - West","EO","Male","30","30","[c]","[c]"
"In post","2022","Commercial","Inner London - West","G6","Female","35","35","69880","66800"
"In post","2022","Commercial","Inner London - West","G6","Male","55","55","70770","67940"
"In post","2022","Commercial","Inner London - West","G7","Female","95","90","55510","53360"
"In post","2022","Commercial","Inner London - West","G7","Male","85","85","55940","54070"
"In post","2022","Commercial","Inner London - West","HEO","Female","95","90","34670","34380"
"In post","2022","Commercial","Inner London - West","HEO","Male","70","70","35240","34710"
"In post","2022","Commercial","Inner London - West","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Inner London - West","SCS level","Male","30","25","[c]","[c]"
"In post","2022","Commercial","Inner London - West","SEO","Female","125","120","42580","41750"
"In post","2022","Commercial","Inner London - West","SEO","Male","105","100","43090","41750"
"In post","2022","Commercial","Inner London - West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","HEO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Kent","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","EO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Lancashire","EO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","G7","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","HEO","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Lancashire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","SEO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Lancashire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","SEO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","AO","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Merseyside","AO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Merseyside","EO","Female","40","35","26360","25950"
"In post","2022","Commercial","Merseyside","EO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","G6","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Merseyside","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","G7","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","G7","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","HEO","Female","50","45","30790","30940"
"In post","2022","Commercial","Merseyside","HEO","Male","30","30","[c]","[c]"
"In post","2022","Commercial","Merseyside","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","SEO","Female","45","45","39670","39360"
"In post","2022","Commercial","Merseyside","SEO","Male","50","50","39400","39160"
"In post","2022","Commercial","North Eastern Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
