"Status","Year","Disability","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Heterosexual / straight","65","60","41380","40650"
"In post","2022","Declared disabled","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Heterosexual / straight","60","60","39600","37950"
"In post","2022","Declared disabled","Asian","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","International Trade","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Heterosexual / straight","65","60","50790","49710"
"In post","2022","Declared disabled","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Delivery","Heterosexual / straight","1515","1370","28330","27570"
"In post","2022","Declared disabled","Asian","Operational Delivery","LGBO","45","40","28020","27570"
"In post","2022","Declared disabled","Asian","Operational Delivery","Undeclared","135","120","27020","26900"
"In post","2022","Declared disabled","Asian","Operational Delivery","Unknown","125","105","25970","26400"
"In post","2022","Declared disabled","Asian","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Other","Heterosexual / straight","120","110","29200","27570"
"In post","2022","Declared disabled","Asian","Other","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Other","Undeclared","10","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Other","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Policy","Heterosexual / straight","200","195","41460","36740"
"In post","2022","Declared disabled","Asian","Policy","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Policy","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Heterosexual / straight","80","75","40740","37370"
"In post","2022","Declared disabled","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Science and Engineering","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Statistics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tax","Heterosexual / straight","85","80","34890","33370"
"In post","2022","Declared disabled","Asian","Tax","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tax","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tax","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Heterosexual / straight","125","120","38630","34550"
"In post","2022","Declared disabled","Asian","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Counter Fraud","Heterosexual / straight","50","40","29260","27570"
"In post","2022","Declared disabled","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Counter Fraud","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data and Technology","Heterosexual / straight","40","40","41200","38790"
"In post","2022","Declared disabled","Black","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","Heterosexual / straight","30","30","39170","36650"
"In post","2022","Declared disabled","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Human Resources","Heterosexual / straight","40","35","40340","40170"
"In post","2022","Declared disabled","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","International Trade","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Legal","Heterosexual / straight","40","40","48130","48400"
"In post","2022","Declared disabled","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Legal","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Delivery","Heterosexual / straight","1070","1000","29950","28850"
"In post","2022","Declared disabled","Black","Operational Delivery","LGBO","45","45","31150","29530"
"In post","2022","Declared disabled","Black","Operational Delivery","Undeclared","90","80","29770","28760"
"In post","2022","Declared disabled","Black","Operational Delivery","Unknown","60","55","29040","30330"
"In post","2022","Declared disabled","Black","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Other","Heterosexual / straight","80","80","29600","29370"
"In post","2022","Declared disabled","Black","Other","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Other","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Policy","Heterosexual / straight","140","135","38430","35050"
"In post","2022","Declared disabled","Black","Policy","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Policy","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Project Delivery","Heterosexual / straight","45","45","38070","34060"
"In post","2022","Declared disabled","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Science and Engineering","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Statistics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Tax","Heterosexual / straight","45","45","34910","35980"
"In post","2022","Declared disabled","Black","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Heterosexual / straight","60","55","40490","35490"
"In post","2022","Declared disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data and Technology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Economics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
