"Status","Year","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","295","[c]","28210","27570"
"Leaver CS","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","120","[c]","23310","21300"
"Leaver CS","2022","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","460","[c]","29210","27570"
"Leaver CS","2022","West Midlands (England)","Shropshire and Staffordshire","LGBO","50","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Shropshire and Staffordshire","Undeclared","50","[c]","29810","27570"
"Leaver CS","2022","West Midlands (England)","Shropshire and Staffordshire","Unknown","220","[c]","25930","22600"
"Leaver CS","2022","West Midlands (England)","West Midlands","Heterosexual / straight","750","[c]","32830","27570"
"Leaver CS","2022","West Midlands (England)","West Midlands","LGBO","50","[c]","30870","27570"
"Leaver CS","2022","West Midlands (England)","West Midlands","Undeclared","100","[c]","31410","27570"
"Leaver CS","2022","West Midlands (England)","West Midlands","Unknown","585","[c]","32970","27570"
"Leaver CS","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","295","[c]","28100","26930"
"Leaver CS","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","270","[c]","31650","27570"
"Leaver CS","2022","Yorkshire and The Humber","North Yorkshire","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","North Yorkshire","Undeclared","40","[c]","35190","32740"
"Leaver CS","2022","Yorkshire and The Humber","North Yorkshire","Unknown","90","[c]","30170","25210"
"Leaver CS","2022","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","500","[c]","30120","27000"
"Leaver CS","2022","Yorkshire and The Humber","South Yorkshire","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","South Yorkshire","Undeclared","60","[c]","32200","27570"
"Leaver CS","2022","Yorkshire and The Humber","South Yorkshire","Unknown","150","[c]","30480","27570"
"Leaver CS","2022","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","885","[c]","30750","27570"
"Leaver CS","2022","Yorkshire and The Humber","West Yorkshire","LGBO","75","[c]","26740","26050"
"Leaver CS","2022","Yorkshire and The Humber","West Yorkshire","Undeclared","185","[c]","29760","26080"
"Leaver CS","2022","Yorkshire and The Humber","West Yorkshire","Unknown","780","[c]","30950","27570"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","305","[c]","33120","27570"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","35","[c]","32100","31210"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","125","[c]","38030","30750"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","80","[c]","26790","24000"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","60","[c]","35880","30750"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","East Anglia","Heterosexual / straight","315","[c]","37170","30460"
"Leaver Dept.","2022","East of England","East Anglia","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","East Anglia","Undeclared","45","[c]","38760","35290"
"Leaver Dept.","2022","East of England","East Anglia","Unknown","70","[c]","44590","36060"
"Leaver Dept.","2022","East of England","Essex","Heterosexual / straight","95","[c]","36640","30460"
"Leaver Dept.","2022","East of England","Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Essex","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Essex","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Inner London - East","Heterosexual / straight","1560","[c]","44350","40070"
"Leaver Dept.","2022","London","Inner London - East","LGBO","145","[c]","43070","40070"
"Leaver Dept.","2022","London","Inner London - East","Undeclared","255","[c]","46550","40070"
"Leaver Dept.","2022","London","Inner London - East","Unknown","485","[c]","50820","47090"
"Leaver Dept.","2022","London","Inner London - West","Heterosexual / straight","3090","[c]","46080","40600"
"Leaver Dept.","2022","London","Inner London - West","LGBO","420","[c]","42250","37640"
"Leaver Dept.","2022","London","Inner London - West","Undeclared","940","[c]","45050","40600"
"Leaver Dept.","2022","London","Inner London - West","Unknown","1615","[c]","41970","34710"
"Leaver Dept.","2022","London","Outer London - East and North East","Heterosexual / straight","85","[c]","30880","31060"
"Leaver Dept.","2022","London","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - East and North East","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - East and North East","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - South","Heterosexual / straight","205","[c]","39090","35050"
"Leaver Dept.","2022","London","Outer London - South","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - South","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - South","Unknown","105","[c]","31910","31530"
"Leaver Dept.","2022","London","Outer London - West and North West","Heterosexual / straight","880","[c]","38410","32330"
"Leaver Dept.","2022","London","Outer London - West and North West","LGBO","55","[c]","41140","34970"
"Leaver Dept.","2022","London","Outer London - West and North West","Undeclared","110","[c]","42750","34960"
"Leaver Dept.","2022","London","Outer London - West and North West","Unknown","270","[c]","49960","41950"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","415","[c]","31300","27570"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","LGBO","35","[c]","30350","27570"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","Undeclared","40","[c]","36080","28590"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","290","[c]","33870","27570"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","Heterosexual / straight","140","[c]","31210","27570"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","Heterosexual / straight","75","[c]","33710","27570"
"Leaver Dept.","2022","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Greater Manchester","Heterosexual / straight","600","[c]","32940","27570"
"Leaver Dept.","2022","North West (England)","Greater Manchester","LGBO","55","[c]","35660","28200"
"Leaver Dept.","2022","North West (England)","Greater Manchester","Undeclared","70","[c]","33180","27570"
"Leaver Dept.","2022","North West (England)","Greater Manchester","Unknown","265","[c]","31730","27570"
"Leaver Dept.","2022","North West (England)","Lancashire","Heterosexual / straight","165","[c]","33600","28590"
"Leaver Dept.","2022","North West (England)","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Lancashire","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Lancashire","Unknown","80","[c]","32290","27570"
"Leaver Dept.","2022","North West (England)","Merseyside","Heterosexual / straight","445","[c]","29880","26510"
"Leaver Dept.","2022","North West (England)","Merseyside","LGBO","35","[c]","27830","25130"
"Leaver Dept.","2022","North West (England)","Merseyside","Undeclared","40","[c]","36630","27570"
"Leaver Dept.","2022","North West (England)","Merseyside","Unknown","160","[c]","32320","27570"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Eastern Scotland","Heterosexual / straight","205","[c]","28310","27570"
"Leaver Dept.","2022","Scotland","Eastern Scotland","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Eastern Scotland","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Eastern Scotland","Unknown","215","[c]","32740","27570"
"Leaver Dept.","2022","Scotland","Highlands and Islands","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","Heterosexual / straight","85","[c]","35560","28980"
"Leaver Dept.","2022","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","West Central Scotland","Heterosexual / straight","335","[c]","28130","27570"
"Leaver Dept.","2022","Scotland","West Central Scotland","LGBO","35","[c]","27020","27570"
"Leaver Dept.","2022","Scotland","West Central Scotland","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","West Central Scotland","Unknown","175","[c]","31780","27570"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","275","[c]","39950","37000"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","45","[c]","48250","40560"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","105","[c]","45740","42380"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","190","[c]","37040","30210"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","Unknown","50","[c]","33430","31320"
"Leaver Dept.","2022","South East (England)","Kent","Heterosexual / straight","130","[c]","36550","29950"
"Leaver Dept.","2022","South East (England)","Kent","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Kent","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Kent","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","125","[c]","37200","29290"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Devon","Heterosexual / straight","110","[c]","34280","30920"
"Leaver Dept.","2022","South West (England)","Devon","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Devon","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Devon","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","1335","[c]","35820","30720"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","85","[c]","32540","28080"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","225","[c]","39390","36330"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","250","[c]","43600","38360"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","290","[c]","38360","33250"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","205","[c]","35740","33210"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","210","[c]","36090","32000"
"Leaver Dept.","2022","Wales","East Wales","Heterosexual / straight","300","[c]","34110","29870"
"Leaver Dept.","2022","Wales","East Wales","LGBO","45","[c]","37240","31990"
"Leaver Dept.","2022","Wales","East Wales","Undeclared","30","[c]","32640","27570"
"Leaver Dept.","2022","Wales","East Wales","Unknown","195","[c]","33120","29540"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","Heterosexual / straight","120","[c]","32210","27570"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","70","[c]","31490","27570"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","110","[c]","32510","27570"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","Heterosexual / straight","675","[c]","32650","27570"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","LGBO","40","[c]","31580","27570"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","Undeclared","70","[c]","34700","27570"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","Unknown","270","[c]","34650","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","165","[c]","39380","33300"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","200","[c]","37410","35310"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","Unknown","45","[c]","37870","30710"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","560","[c]","35680","30450"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","LGBO","45","[c]","33980","28970"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","Undeclared","310","[c]","37820","32000"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","Unknown","210","[c]","35370","30880"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","1265","[c]","27400","26130"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","120","[c]","26470","26450"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","85","[c]","28970","26590"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","660","[c]","26490","25000"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","660","[c]","25300","23140"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","50","[c]","23690","21260"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","45","[c]","27890","23170"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","295","[c]","24280","23140"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Heterosexual / straight","345","[c]","27340","25710"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Unknown","70","[c]","27100","26130"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","475","[c]","29440","28140"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","LGBO","35","[c]","30160","28140"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Unknown","205","[c]","27870","26130"
"New entrant CS","2022","East of England","East Anglia","Heterosexual / straight","1105","[c]","26780","24800"
"New entrant CS","2022","East of England","East Anglia","LGBO","95","[c]","25550","23140"
"New entrant CS","2022","East of England","East Anglia","Undeclared","85","[c]","27750","25240"
"New entrant CS","2022","East of England","East Anglia","Unknown","480","[c]","27300","24880"
"New entrant CS","2022","East of England","Essex","Heterosexual / straight","445","[c]","28920","24920"
"New entrant CS","2022","East of England","Essex","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Essex","Unknown","270","[c]","26540","24880"
"New entrant CS","2022","London","Inner London - East","Heterosexual / straight","1820","[c]","37750","32310"
"New entrant CS","2022","London","Inner London - East","LGBO","200","[c]","38110","33120"
"New entrant CS","2022","London","Inner London - East","Undeclared","205","[c]","39530","33700"
"New entrant CS","2022","London","Inner London - East","Unknown","655","[c]","35270","31020"
"New entrant CS","2022","London","Inner London - West","Heterosexual / straight","3960","[c]","38030","33570"
"New entrant CS","2022","London","Inner London - West","LGBO","570","[c]","36630","33570"
"New entrant CS","2022","London","Inner London - West","Undeclared","730","[c]","37290","32790"
"New entrant CS","2022","London","Inner London - West","Unknown","2510","[c]","37650","32560"
"New entrant CS","2022","London","Outer London - East and North East","Heterosexual / straight","440","[c]","30650","31060"
"New entrant CS","2022","London","Outer London - East and North East","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - East and North East","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Outer London - East and North East","Unknown","205","[c]","28930","29020"
"New entrant CS","2022","London","Outer London - South","Heterosexual / straight","530","[c]","33440","31060"
"New entrant CS","2022","London","Outer London - South","LGBO","35","[c]","33700","30750"
"New entrant CS","2022","London","Outer London - South","Undeclared","40","[c]","34670","33700"
"New entrant CS","2022","London","Outer London - South","Unknown","550","[c]","34440","30600"
"New entrant CS","2022","London","Outer London - West and North West","Heterosexual / straight","710","[c]","31300","31020"
"New entrant CS","2022","London","Outer London - West and North West","LGBO","65","[c]","29990","31060"
"New entrant CS","2022","London","Outer London - West and North West","Undeclared","95","[c]","32090","28150"
"New entrant CS","2022","London","Outer London - West and North West","Unknown","400","[c]","29760","28650"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","1775","[c]","26610","23170"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","LGBO","210","[c]","24850","21260"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Undeclared","95","[c]","26280","21300"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","915","[c]","25830","21840"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Heterosexual / straight","755","[c]","27220","24430"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","LGBO","75","[c]","26930","25060"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Undeclared","40","[c]","29510","27820"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Unknown","350","[c]","25810","23140"
"New entrant CS","2022","North West (England)","Cheshire","Heterosexual / straight","350","[c]","29350","27110"
"New entrant CS","2022","North West (England)","Cheshire","LGBO","45","[c]","29140","24920"
"New entrant CS","2022","North West (England)","Cheshire","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire","Unknown","180","[c]","25050","23140"
"New entrant CS","2022","North West (England)","Cumbria","Heterosexual / straight","180","[c]","28810","24920"
"New entrant CS","2022","North West (England)","Cumbria","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cumbria","Unknown","155","[c]","24100","21300"
"New entrant CS","2022","North West (England)","Greater Manchester","Heterosexual / straight","1855","[c]","28980","26590"
"New entrant CS","2022","North West (England)","Greater Manchester","LGBO","240","[c]","28160","26240"
"New entrant CS","2022","North West (England)","Greater Manchester","Undeclared","120","[c]","28680","25060"
"New entrant CS","2022","North West (England)","Greater Manchester","Unknown","1215","[c]","28810","26590"
"New entrant CS","2022","North West (England)","Lancashire","Heterosexual / straight","1035","[c]","26070","23140"
"New entrant CS","2022","North West (England)","Lancashire","LGBO","100","[c]","24820","21300"
"New entrant CS","2022","North West (England)","Lancashire","Undeclared","40","[c]","28240","27570"
"New entrant CS","2022","North West (England)","Lancashire","Unknown","430","[c]","25580","23140"
"New entrant CS","2022","North West (England)","Merseyside","Heterosexual / straight","1565","[c]","26260","24800"
"New entrant CS","2022","North West (England)","Merseyside","LGBO","180","[c]","24930","23320"
"New entrant CS","2022","North West (England)","Merseyside","Undeclared","95","[c]","26870","24840"
"New entrant CS","2022","North West (England)","Merseyside","Unknown","1005","[c]","25330","24800"
"New entrant CS","2022","Northern Ireland","Northern Ireland","Heterosexual / straight","285","[c]","29790","26590"
"New entrant CS","2022","Northern Ireland","Northern Ireland","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Northern Ireland","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Northern Ireland","Unknown","270","[c]","26030","21250"
"New entrant CS","2022","Overseas","Overseas","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Eastern Scotland","Heterosexual / straight","1625","[c]","29540","27230"
"New entrant CS","2022","Scotland","Eastern Scotland","LGBO","240","[c]","28250","27110"
"New entrant CS","2022","Scotland","Eastern Scotland","Undeclared","110","[c]","30730","27230"
"New entrant CS","2022","Scotland","Eastern Scotland","Unknown","1315","[c]","29500","26820"
