"Status","Year","Age","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","White","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Attorney General's Departments","180","180","30210","26950"
"In post","2022","20-29","Asian","Cabinet Office","155","155","35300","34550"
"In post","2022","20-29","Asian","Chancellor's other departments","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","275","275","37260","33570"
"In post","2022","20-29","Asian","Department for Digital, Culture, Media and Sport","65","65","37690","34020"
"In post","2022","20-29","Asian","Department for Education","215","215","33410","29730"
"In post","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","120","120","31990","32560"
"In post","2022","20-29","Asian","Department for International Trade","95","95","35970","33640"
"In post","2022","20-29","Asian","Department for Levelling Up, Housing and Communities","100","100","34720","33210"
"In post","2022","20-29","Asian","Department for Transport","150","150","32850","30730"
"In post","2022","20-29","Asian","Department for Work and Pensions","1690","1660","27640","27570"
"In post","2022","20-29","Asian","Department of Health and Social Care","340","320","30850","28590"
"In post","2022","20-29","Asian","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Food Standards Agency","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Foreign, Commonwealth and Development Office","90","90","33500","32710"
"In post","2022","20-29","Asian","HM Land Registry","40","40","26240","22600"
"In post","2022","20-29","Asian","HM Revenue and Customs","1410","1375","28880","26590"
"In post","2022","20-29","Asian","HM Treasury","120","115","36790","32960"
"In post","2022","20-29","Asian","Home Office","515","495","29450","28650"
"In post","2022","20-29","Asian","Ministry of Defence","235","230","30800","28700"
"In post","2022","20-29","Asian","Ministry of Justice","760","745","26290","24090"
"In post","2022","20-29","Asian","National Crime Agency","50","50","33160","32520"
"In post","2022","20-29","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Office for Standards in Education, Children's Services and Skills","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Office of Gas and Electricity Markets","55","55","31460","27310"
"In post","2022","20-29","Asian","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Office of Rail and Road","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Scottish Government","65","60","29140","27580"
"In post","2022","20-29","Asian","The National Archives","10","10","[c]","[c]"
"In post","2022","20-29","Asian","UK Export Finance","25","25","[c]","[c]"
"In post","2022","20-29","Asian","UK Statistics Authority","65","65","30230","30710"
"In post","2022","20-29","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Welsh Government","5","5","[c]","[c]"
"In post","2022","20-29","Black","Attorney General's Departments","80","80","27630","26950"
"In post","2022","20-29","Black","Cabinet Office","65","65","36250","34550"
"In post","2022","20-29","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2022","20-29","Black","Department for Business, Energy and Industrial Strategy","105","105","35950","33570"
"In post","2022","20-29","Black","Department for Digital, Culture, Media and Sport","45","45","35790","34020"
"In post","2022","20-29","Black","Department for Education","50","50","34290","32590"
"In post","2022","20-29","Black","Department for Environment, Food and Rural Affairs","30","30","29520","29920"
"In post","2022","20-29","Black","Department for International Trade","40","40","34590","31800"
"In post","2022","20-29","Black","Department for Levelling Up, Housing and Communities","45","45","32340","33210"
"In post","2022","20-29","Black","Department for Transport","45","45","33250","34710"
"In post","2022","20-29","Black","Department for Work and Pensions","590","585","29190","31060"
"In post","2022","20-29","Black","Department of Health and Social Care","155","145","31380","29260"
"In post","2022","20-29","Black","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Foreign, Commonwealth and Development Office","45","45","31660","29300"
"In post","2022","20-29","Black","HM Land Registry","10","10","[c]","[c]"
"In post","2022","20-29","Black","HM Revenue and Customs","255","255","30800","30750"
"In post","2022","20-29","Black","HM Treasury","35","35","33850","32320"
"In post","2022","20-29","Black","Home Office","140","135","31710","28810"
"In post","2022","20-29","Black","Ministry of Defence","70","70","29770","28050"
"In post","2022","20-29","Black","Ministry of Justice","450","445","28010","27060"
"In post","2022","20-29","Black","National Crime Agency","15","15","[c]","[c]"
"In post","2022","20-29","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Office for Standards in Education, Children's Services and Skills","5","5","[c]","[c]"
"In post","2022","20-29","Black","Office of Gas and Electricity Markets","15","15","[c]","[c]"
"In post","2022","20-29","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Scottish Government","10","10","[c]","[c]"
"In post","2022","20-29","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","UK Export Finance","10","10","[c]","[c]"
"In post","2022","20-29","Black","UK Statistics Authority","20","20","[c]","[c]"
"In post","2022","20-29","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2022","20-29","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Attorney General's Departments","55","55","30140","26960"
"In post","2022","20-29","Mixed","Cabinet Office","90","90","36760","34550"
"In post","2022","20-29","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2022","20-29","Mixed","Department for Business, Energy and Industrial Strategy","130","130","39370","35050"
"In post","2022","20-29","Mixed","Department for Digital, Culture, Media and Sport","40","35","38050","34020"
"In post","2022","20-29","Mixed","Department for Education","75","75","36140","32910"
"In post","2022","20-29","Mixed","Department for Environment, Food and Rural Affairs","80","80","31300","29530"
"In post","2022","20-29","Mixed","Department for International Trade","55","50","37010","32120"
"In post","2022","20-29","Mixed","Department for Levelling Up, Housing and Communities","40","40","36260","33210"
"In post","2022","20-29","Mixed","Department for Transport","70","65","33660","34710"
"In post","2022","20-29","Mixed","Department for Work and Pensions","410","400","27240","27570"
"In post","2022","20-29","Mixed","Department of Health and Social Care","105","100","31770","28970"
"In post","2022","20-29","Mixed","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Foreign, Commonwealth and Development Office","80","80","35910","34580"
"In post","2022","20-29","Mixed","HM Land Registry","30","30","[c]","[c]"
"In post","2022","20-29","Mixed","HM Revenue and Customs","250","245","31190","30750"
"In post","2022","20-29","Mixed","HM Treasury","50","50","35370","32320"
"In post","2022","20-29","Mixed","Home Office","110","110","33980","28740"
"In post","2022","20-29","Mixed","Ministry of Defence","145","145","30350","29230"
"In post","2022","20-29","Mixed","Ministry of Justice","485","475","27220","25920"
"In post","2022","20-29","Mixed","National Crime Agency","30","30","34660","34140"
"In post","2022","20-29","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Office of Gas and Electricity Markets","20","20","[c]","[c]"
"In post","2022","20-29","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Scottish Government","30","30","29990","27230"
"In post","2022","20-29","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","UK Statistics Authority","30","25","[c]","[c]"
"In post","2022","20-29","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Welsh Government","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Attorney General's Departments","20","20","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Cabinet Office","25","25","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Department for Business, Energy and Industrial Strategy","30","30","40440","40050"
"In post","2022","20-29","Other ethnicity","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Department for Education","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Department for Environment, Food and Rural Affairs","20","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Department for International Trade","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Department for Levelling Up, Housing and Communities","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Department for Transport","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Department for Work and Pensions","85","85","28690","27570"
"In post","2022","20-29","Other ethnicity","Department of Health and Social Care","25","25","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Foreign, Commonwealth and Development Office","25","25","[c]","[c]"
"In post","2022","20-29","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","HM Revenue and Customs","45","45","31610","31020"
"In post","2022","20-29","Other ethnicity","HM Treasury","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Home Office","35","35","31340","28650"
"In post","2022","20-29","Other ethnicity","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Ministry of Justice","80","80","27890","27060"
"In post","2022","20-29","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Scottish Government","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","UK Export Finance","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Attorney General's Departments","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Cabinet Office","45","45","38290","34550"
"In post","2022","20-29","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","70","70","39020","38160"
"In post","2022","20-29","Undeclared","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Department for Education","20","20","[c]","[c]"
