"Status","Year","Disability","Function_of_post","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Analysis","Economics","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Economics","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Economics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Economics","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Economics","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Economics","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Geography","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Medicine","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Medicine","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","East Wales","30","25","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Inner London - East","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Inner London - West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Greater Manchester","10","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Inner London - East","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Inner London - West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","Inner London - West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Inner London - West","25","25","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","South Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Psychology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","East Anglia","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Security","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","East Wales","35","30","37570","38340"
"In post","2022","Declared disabled","Analysis","Social Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Hampshire and Isle of Wight","30","25","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Inner London - East","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Inner London - West","25","25","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","East Wales","45","40","39120","38340"
"In post","2022","Declared disabled","Analysis","Statistics","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Greater Manchester","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Inner London - East","20","20","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Inner London - West","55","50","44950","40830"
"In post","2022","Declared disabled","Analysis","Statistics","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Lincolnshire","[c]","[c]","[c]","[c]"
