"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","EO","Heterosexual / straight","50","50","26890","26660"
"In post","2022","Declared disabled","Commercial","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","EO","Undeclared","10","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","G7","Heterosexual / straight","45","45","51940","52580"
"In post","2022","Declared disabled","Commercial","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HEO","Heterosexual / straight","80","75","32750","33300"
"In post","2022","Declared disabled","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","SEO","Heterosexual / straight","115","110","40370","40480"
"In post","2022","Declared disabled","Commercial","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","AO","Heterosexual / straight","40","35","21580","21250"
"In post","2022","Declared disabled","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","EO","Heterosexual / straight","150","145","27170","26820"
"In post","2022","Declared disabled","Communications","EO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Communications","EO","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","G7","Heterosexual / straight","40","40","54060","54650"
"In post","2022","Declared disabled","Communications","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HEO","Heterosexual / straight","120","115","33820","33370"
"In post","2022","Declared disabled","Communications","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Communications","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","SEO","Heterosexual / straight","65","65","41410","40520"
"In post","2022","Declared disabled","Communications","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","AO","Heterosexual / straight","290","250","22390","21260"
"In post","2022","Declared disabled","Counter Fraud","AO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","AO","Undeclared","55","50","22080","21260"
"In post","2022","Declared disabled","Counter Fraud","AO","Unknown","45","35","22490","21260"
"In post","2022","Declared disabled","Counter Fraud","EO","Heterosexual / straight","625","560","28090","27570"
"In post","2022","Declared disabled","Counter Fraud","EO","LGBO","60","60","28160","27570"
"In post","2022","Declared disabled","Counter Fraud","EO","Undeclared","110","100","28040","27570"
"In post","2022","Declared disabled","Counter Fraud","EO","Unknown","90","80","28920","27570"
"In post","2022","Declared disabled","Counter Fraud","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","G7","Heterosexual / straight","65","60","56060","55210"
"In post","2022","Declared disabled","Counter Fraud","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","HEO","Heterosexual / straight","295","275","34310","33370"
"In post","2022","Declared disabled","Counter Fraud","HEO","LGBO","40","35","33940","33370"
"In post","2022","Declared disabled","Counter Fraud","HEO","Undeclared","40","35","34130","33370"
"In post","2022","Declared disabled","Counter Fraud","HEO","Unknown","30","25","34990","33370"
"In post","2022","Declared disabled","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","SEO","Heterosexual / straight","110","105","41190","40520"
"In post","2022","Declared disabled","Counter Fraud","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","SEO","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Debt","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","AO","Heterosexual / straight","450","380","21630","21260"
"In post","2022","Declared disabled","Debt","AO","LGBO","50","45","21350","21250"
"In post","2022","Declared disabled","Debt","AO","Undeclared","60","50","21650","21260"
"In post","2022","Declared disabled","Debt","AO","Unknown","65","55","22040","21260"
"In post","2022","Declared disabled","Debt","EO","Heterosexual / straight","100","90","27970","27570"
"In post","2022","Declared disabled","Debt","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Debt","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Debt","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Debt","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","AO","Heterosexual / straight","70","70","22350","21670"
"In post","2022","Declared disabled","Digital, Data & Technology","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","EO","Heterosexual / straight","340","320","27520","27340"
"In post","2022","Declared disabled","Digital, Data & Technology","EO","LGBO","45","45","27240","26820"
"In post","2022","Declared disabled","Digital, Data & Technology","EO","Undeclared","50","45","27830","26930"
"In post","2022","Declared disabled","Digital, Data & Technology","EO","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","G6","Heterosexual / straight","70","70","67530","67910"
"In post","2022","Declared disabled","Digital, Data & Technology","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","G6","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","G7","Heterosexual / straight","255","245","54290","54270"
"In post","2022","Declared disabled","Digital, Data & Technology","G7","LGBO","45","45","54950","54700"
"In post","2022","Declared disabled","Digital, Data & Technology","G7","Undeclared","35","35","55140","54700"
"In post","2022","Declared disabled","Digital, Data & Technology","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","HEO","Heterosexual / straight","380","360","33520","33290"
"In post","2022","Declared disabled","Digital, Data & Technology","HEO","LGBO","55","55","33040","33210"
"In post","2022","Declared disabled","Digital, Data & Technology","HEO","Undeclared","65","65","33490","33300"
"In post","2022","Declared disabled","Digital, Data & Technology","HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","SEO","Heterosexual / straight","300","290","41240","40520"
"In post","2022","Declared disabled","Digital, Data & Technology","SEO","LGBO","65","60","39740","40180"
"In post","2022","Declared disabled","Digital, Data & Technology","SEO","Undeclared","55","55","40860","40520"
"In post","2022","Declared disabled","Digital, Data & Technology","SEO","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","AO","Heterosexual / straight","130","105","21870","21260"
"In post","2022","Declared disabled","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","AO","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","AO","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","EO","Heterosexual / straight","155","145","26980","26820"
"In post","2022","Declared disabled","Finance","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","G6","Heterosexual / straight","45","45","66260","66250"
"In post","2022","Declared disabled","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","G7","Heterosexual / straight","130","125","54810","54160"
"In post","2022","Declared disabled","Finance","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","HEO","Heterosexual / straight","205","195","33170","33080"
"In post","2022","Declared disabled","Finance","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","SEO","Heterosexual / straight","185","175","40680","40410"
"In post","2022","Declared disabled","Finance","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","SEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","AO","Heterosexual / straight","50","45","21260","21300"
"In post","2022","Declared disabled","Grants Management","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","AO","Unknown","35","30","21300","21300"
"In post","2022","Declared disabled","Grants Management","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AA","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AO","Heterosexual / straight","140","125","21770","21260"
"In post","2022","Declared disabled","Human Resources","AO","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AO","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","EO","Heterosexual / straight","275","250","27570","27570"
"In post","2022","Declared disabled","Human Resources","EO","LGBO","35","35","27110","27570"
"In post","2022","Declared disabled","Human Resources","EO","Undeclared","35","35","27850","27570"
"In post","2022","Declared disabled","Human Resources","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","G6","Heterosexual / straight","65","60","67490","66250"
"In post","2022","Declared disabled","Human Resources","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","G7","Heterosexual / straight","190","185","53850","53860"
"In post","2022","Declared disabled","Human Resources","G7","LGBO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","HEO","Heterosexual / straight","290","275","33480","33300"
"In post","2022","Declared disabled","Human Resources","HEO","LGBO","65","65","32910","33060"
"In post","2022","Declared disabled","Human Resources","HEO","Undeclared","30","30","34290","33680"
"In post","2022","Declared disabled","Human Resources","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SCS level","Heterosexual / straight","35","30","87480","77900"
"In post","2022","Declared disabled","Human Resources","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SEO","Heterosexual / straight","240","230","41110","40520"
"In post","2022","Declared disabled","Human Resources","SEO","LGBO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
