"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Policy","EO","5","5","[c]","[c]"
"In post","2022","16-19","Department for Education","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","AO","15","15","21090","21300"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Policy","EO","15","15","24960","25170"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Policy","EO","10","10","[c]","[c]"
"In post","2022","16-19","Department for Transport","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Operational Delivery","AA","55","45","18310","18310"
"In post","2022","16-19","Department for Transport","Operational Delivery","AO","25","25","21700","21840"
"In post","2022","16-19","Department for Transport","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Unknown","EO","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Counter Fraud","AO","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","AO","65","65","21420","21260"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","EO","25","25","27710","27570"
"In post","2022","16-19","Department for Work and Pensions","Other","AO","30","30","21510","21260"
"In post","2022","16-19","Department for Work and Pensions","Other","EO","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Unknown","AO","10","10","21260","21260"
"In post","2022","16-19","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Operational Delivery","AA","10","5","21050","22350"
"In post","2022","16-19","Department of Health and Social Care","Operational Delivery","AO","5","5","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Property","Unknown","15","15","19130","16630"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Digital, Data and Technology","AA","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Finance","AO","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","AO","105","100","21330","21250"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Property","EO","15","15","26270","26030"
"In post","2022","16-19","HM Revenue and Customs","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Tax","AO","60","55","21250","21250"
"In post","2022","16-19","HM Revenue and Customs","Tax","EO","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Unknown","AO","10","10","22470","21250"
"In post","2022","16-19","HM Revenue and Customs","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Economics","EO","5","5","[c]","[c]"
"In post","2022","16-19","HM Treasury","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","AO","30","30","21800","21680"
"In post","2022","16-19","Home Office","Operational Delivery","EO","15","15","25770","24880"
"In post","2022","16-19","Home Office","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Finance","EO","15","15","19730","19460"
"In post","2022","16-19","Ministry of Defence","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Other","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Other","EO","20","20","18390","18030"
"In post","2022","16-19","Ministry of Defence","Other","Unknown","35","35","17940","16450"
"In post","2022","16-19","Ministry of Defence","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","AA","20","20","16730","15470"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","AO","10","10","21690","22230"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","EO","60","60","18210","17140"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","Unknown","15","15","18160","17140"
"In post","2022","16-19","Ministry of Defence","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","AA","65","65","20800","20890"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","AO","125","125","24050","23140"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Operational Delivery","AO","25","20","21670","21640"
"In post","2022","16-19","Scottish Government","Unknown","AA","45","45","21320","21050"
"In post","2022","16-19","Scottish Government","Unknown","AO","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Government","Unknown","EO","5","5","[c]","[c]"
"In post","2022","16-19","The National Archives","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Economics","EO","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Delivery","AA","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Delivery","AO","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Communications","EO","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Communications","HEO","10","10","31510","31560"
"In post","2022","20-29","Attorney General's Departments","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Counter Fraud","EO","15","15","26450","26090"
"In post","2022","20-29","Attorney General's Departments","Counter Fraud","HEO","10","10","33100","33100"
"In post","2022","20-29","Attorney General's Departments","Counter Fraud","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","EO","10","10","27380","25920"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","HEO","10","10","33560","31560"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Finance","AO","15","15","22520","22200"
"In post","2022","20-29","Attorney General's Departments","Finance","EO","15","15","26200","25920"
"In post","2022","20-29","Attorney General's Departments","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Human Resources","AO","15","15","22000","22200"
"In post","2022","20-29","Attorney General's Departments","Human Resources","EO","25","25","26180","25920"
"In post","2022","20-29","Attorney General's Departments","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Human Resources","HEO","20","20","30790","30720"
"In post","2022","20-29","Attorney General's Departments","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Legal","EO","135","135","28420","26970"
"In post","2022","20-29","Attorney General's Departments","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Legal","G7","160","160","50420","50500"
"In post","2022","20-29","Attorney General's Departments","Legal","HEO","110","110","40850","40000"
"In post","2022","20-29","Attorney General's Departments","Operational Delivery","AO","440","435","22500","22200"
"In post","2022","20-29","Attorney General's Departments","Operational Delivery","EO","200","195","26300","26090"
"In post","2022","20-29","Attorney General's Departments","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Operational Delivery","HEO","20","20","31010","31560"
"In post","2022","20-29","Attorney General's Departments","Operational Delivery","SEO","10","10","39180","39750"
"In post","2022","20-29","Attorney General's Departments","Other","AO","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Other","EO","120","115","27080","26950"
"In post","2022","20-29","Attorney General's Departments","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Other","HEO","25","25","31250","30720"
"In post","2022","20-29","Attorney General's Departments","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Commercial","EO","20","20","26190","25520"
"In post","2022","20-29","Cabinet Office","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Commercial","HEO","40","40","31100","30940"
"In post","2022","20-29","Cabinet Office","Commercial","SEO","15","15","38780","38980"
"In post","2022","20-29","Cabinet Office","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Digital, Data and Technology","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Digital, Data and Technology","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Finance","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Operational Delivery","AO","15","15","20370","20330"
"In post","2022","20-29","Cabinet Office","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Operational Delivery","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Other","EO","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Project Delivery","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Property","G7","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Property","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Unknown","AO","140","140","21890","21050"
"In post","2022","20-29","Cabinet Office","Unknown","EO","425","420","26590","27500"
"In post","2022","20-29","Cabinet Office","Unknown","G6","50","50","65930","64500"
"In post","2022","20-29","Cabinet Office","Unknown","G7","415","415","55330","54700"
"In post","2022","20-29","Cabinet Office","Unknown","HEO","2030","2025","30710","29250"
"In post","2022","20-29","Cabinet Office","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Unknown","SEO","290","290","40140","40600"
"In post","2022","20-29","Chancellor's other departments","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Other","AO","5","5","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Other","EO","10","10","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Other","G7","10","10","57840","57250"
"In post","2022","20-29","Chancellor's other departments","Other","HEO","25","25","36300","36230"
"In post","2022","20-29","Chancellor's other departments","Other","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Communications","HEO","[c]","[c]","[c]","[c]"
