"Status","Year","Disability","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","London","SEO","Undeclared","130","125","43400","42110"
"In post","2022","Declared disabled","London","SEO","Unknown","45","45","43060","42780"
"In post","2022","Declared disabled","London","Unknown","Heterosexual / straight","330","315","34770","34100"
"In post","2022","Declared disabled","London","Unknown","LGBO","35","35","36700","34100"
"In post","2022","Declared disabled","London","Unknown","Undeclared","45","45","36780","33700"
"In post","2022","Declared disabled","London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Outside London","AA","Heterosexual / straight","1320","1175","20310","19850"
"In post","2022","Declared disabled","Outside London","AA","LGBO","140","130","20780","20910"
"In post","2022","Declared disabled","Outside London","AA","Undeclared","220","180","19660","19200"
"In post","2022","Declared disabled","Outside London","AA","Unknown","135","115","21220","21250"
"In post","2022","Declared disabled","Outside London","AO","Heterosexual / straight","9110","7950","22390","21260"
"In post","2022","Declared disabled","Outside London","AO","LGBO","985","930","22790","21260"
"In post","2022","Declared disabled","Outside London","AO","Undeclared","1360","1170","22420","21260"
"In post","2022","Declared disabled","Outside London","AO","Unknown","1105","920","22330","21260"
"In post","2022","Declared disabled","Outside London","EO","Heterosexual / straight","10250","9240","27490","27570"
"In post","2022","Declared disabled","Outside London","EO","LGBO","1090","1040","27310","27570"
"In post","2022","Declared disabled","Outside London","EO","Undeclared","1390","1240","27550","27570"
"In post","2022","Declared disabled","Outside London","EO","Unknown","985","860","28400","27570"
"In post","2022","Declared disabled","Outside London","G6","Heterosexual / straight","500","485","68420","67550"
"In post","2022","Declared disabled","Outside London","G6","LGBO","60","55","68030","66760"
"In post","2022","Declared disabled","Outside London","G6","Undeclared","70","65","70280","67910"
"In post","2022","Declared disabled","Outside London","G6","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Outside London","G7","Heterosexual / straight","1780","1710","53960","53830"
"In post","2022","Declared disabled","Outside London","G7","LGBO","195","190","53570","53050"
"In post","2022","Declared disabled","Outside London","G7","Undeclared","225","215","54270","53750"
"In post","2022","Declared disabled","Outside London","G7","Unknown","150","140","54180","54160"
"In post","2022","Declared disabled","Outside London","HEO","Heterosexual / straight","4535","4275","33150","33080"
"In post","2022","Declared disabled","Outside London","HEO","LGBO","605","585","32690","33000"
"In post","2022","Declared disabled","Outside London","HEO","Undeclared","580","545","33330","33290"
"In post","2022","Declared disabled","Outside London","HEO","Unknown","335","305","33840","33370"
"In post","2022","Declared disabled","Outside London","SCS level","Heterosexual / straight","145","140","88260","80000"
"In post","2022","Declared disabled","Outside London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Outside London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Outside London","SEO","Heterosexual / straight","2980","2840","41410","40520"
"In post","2022","Declared disabled","Outside London","SEO","LGBO","315","305","39890","39580"
"In post","2022","Declared disabled","Outside London","SEO","Undeclared","390","375","41320","40580"
"In post","2022","Declared disabled","Outside London","SEO","Unknown","200","185","41000","40180"
"In post","2022","Declared disabled","Outside London","Unknown","Heterosexual / straight","2530","2345","30750","28200"
"In post","2022","Declared disabled","Outside London","Unknown","LGBO","275","270","29230","26310"
"In post","2022","Declared disabled","Outside London","Unknown","Undeclared","245","230","31870","31510"
"In post","2022","Declared disabled","Outside London","Unknown","Unknown","45","40","31870","30210"
"In post","2022","Declared disabled","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G6","Heterosexual / straight","30","30","67410","65470"
"In post","2022","Declared disabled","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G7","Heterosexual / straight","40","40","55430","54500"
"In post","2022","Declared disabled","Overseas","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","HEO","Heterosexual / straight","55","55","34150","33820"
"In post","2022","Declared disabled","Overseas","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","EO","Heterosexual / straight","45","40","28410","27570"
"In post","2022","Declared disabled","Unknown","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","London","AA","Heterosexual / straight","775","715","23000","22460"
"In post","2022","Declared non-disabled","London","AA","LGBO","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","London","AA","Undeclared","80","70","22060","22280"
"In post","2022","Declared non-disabled","London","AA","Unknown","90","80","23250","22040"
"In post","2022","Declared non-disabled","London","AO","Heterosexual / straight","5020","4675","26540","25330"
"In post","2022","Declared non-disabled","London","AO","LGBO","240","230","27380","25330"
"In post","2022","Declared non-disabled","London","AO","Undeclared","545","495","25640","25110"
"In post","2022","Declared non-disabled","London","AO","Unknown","715","610","25330","25110"
"In post","2022","Declared non-disabled","London","EO","Heterosexual / straight","10920","10405","30050","30370"
"In post","2022","Declared non-disabled","London","EO","LGBO","565","550","29790","30110"
"In post","2022","Declared non-disabled","London","EO","Undeclared","1085","1000","30120","30330"
"In post","2022","Declared non-disabled","London","EO","Unknown","1315","1195","30810","31060"
"In post","2022","Declared non-disabled","London","G6","Heterosexual / straight","4950","4745","69390","68320"
"In post","2022","Declared non-disabled","London","G6","LGBO","380","375","68340","66740"
"In post","2022","Declared non-disabled","London","G6","Undeclared","440","415","70240","68720"
"In post","2022","Declared non-disabled","London","G6","Unknown","335","315","70080","67620"
"In post","2022","Declared non-disabled","London","G7","Heterosexual / straight","10805","10455","56760","55730"
"In post","2022","Declared non-disabled","London","G7","LGBO","935","920","56140","54700"
"In post","2022","Declared non-disabled","London","G7","Undeclared","925","900","57220","56760"
"In post","2022","Declared non-disabled","London","G7","Unknown","615","580","57450","56260"
"In post","2022","Declared non-disabled","London","HEO","Heterosexual / straight","9940","9720","35780","35200"
"In post","2022","Declared non-disabled","London","HEO","LGBO","740","735","35150","34550"
"In post","2022","Declared non-disabled","London","HEO","Undeclared","905","880","35950","35300"
"In post","2022","Declared non-disabled","London","HEO","Unknown","635","610","36890","36760"
"In post","2022","Declared non-disabled","London","SCS level","Heterosexual / straight","2635","2535","89730","81600"
"In post","2022","Declared non-disabled","London","SCS level","LGBO","190","185","87820","79690"
"In post","2022","Declared non-disabled","London","SCS level","Undeclared","175","170","88860","82020"
"In post","2022","Declared non-disabled","London","SCS level","Unknown","150","145","96290","86720"
"In post","2022","Declared non-disabled","London","SEO","Heterosexual / straight","7980","7795","43220","42410"
"In post","2022","Declared non-disabled","London","SEO","LGBO","590","585","42730","41950"
"In post","2022","Declared non-disabled","London","SEO","Undeclared","735","710","43460","42410"
"In post","2022","Declared non-disabled","London","SEO","Unknown","445","425","43920","43090"
"In post","2022","Declared non-disabled","London","Unknown","Heterosexual / straight","1290","1245","34710","34100"
"In post","2022","Declared non-disabled","London","Unknown","LGBO","75","75","35150","32090"
"In post","2022","Declared non-disabled","London","Unknown","Undeclared","90","85","38370","36580"
"In post","2022","Declared non-disabled","London","Unknown","Unknown","40","40","35940","36580"
"In post","2022","Declared non-disabled","Outside London","AA","Heterosexual / straight","7990","7345","20260","19810"
"In post","2022","Declared non-disabled","Outside London","AA","LGBO","445","430","20570","20890"
"In post","2022","Declared non-disabled","Outside London","AA","Undeclared","785","665","19670","19200"
"In post","2022","Declared non-disabled","Outside London","AA","Unknown","735","630","21100","20950"
"In post","2022","Declared non-disabled","Outside London","AO","Heterosexual / straight","52535","47585","22940","21380"
"In post","2022","Declared non-disabled","Outside London","AO","LGBO","2840","2725","23210","21300"
"In post","2022","Declared non-disabled","Outside London","AO","Undeclared","4900","4290","22710","21380"
"In post","2022","Declared non-disabled","Outside London","AO","Unknown","8980","7495","22430","21260"
"In post","2022","Declared non-disabled","Outside London","EO","Heterosexual / straight","56265","52215","27320","27570"
"In post","2022","Declared non-disabled","Outside London","EO","LGBO","2925","2840","27280","27570"
"In post","2022","Declared non-disabled","Outside London","EO","Undeclared","5220","4745","27530","27570"
"In post","2022","Declared non-disabled","Outside London","EO","Unknown","8440","7345","27640","27570"
"In post","2022","Declared non-disabled","Outside London","G6","Heterosexual / straight","5580","5385","68330","67320"
"In post","2022","Declared non-disabled","Outside London","G6","LGBO","245","240","67910","66640"
"In post","2022","Declared non-disabled","Outside London","G6","Undeclared","430","410","68650","67290"
"In post","2022","Declared non-disabled","Outside London","G6","Unknown","575","545","69160","67840"
"In post","2022","Declared non-disabled","Outside London","G7","Heterosexual / straight","15950","15365","54520","54160"
"In post","2022","Declared non-disabled","Outside London","G7","LGBO","730","715","53900","53480"
"In post","2022","Declared non-disabled","Outside London","G7","Undeclared","1185","1145","54630","53870"
"In post","2022","Declared non-disabled","Outside London","G7","Unknown","2675","2530","53210","52100"
"In post","2022","Declared non-disabled","Outside London","HEO","Heterosexual / straight","33270","31745","33150","33080"
"In post","2022","Declared non-disabled","Outside London","HEO","LGBO","1725","1690","32680","33000"
"In post","2022","Declared non-disabled","Outside London","HEO","Undeclared","2650","2515","33650","33300"
"In post","2022","Declared non-disabled","Outside London","HEO","Unknown","3490","3295","32830","33000"
"In post","2022","Declared non-disabled","Outside London","SCS level","Heterosexual / straight","1460","1420","89340","83230"
"In post","2022","Declared non-disabled","Outside London","SCS level","LGBO","70","70","83880","78730"
"In post","2022","Declared non-disabled","Outside London","SCS level","Undeclared","80","75","90860","83230"
"In post","2022","Declared non-disabled","Outside London","SCS level","Unknown","110","105","89440","83230"
"In post","2022","Declared non-disabled","Outside London","SEO","Heterosexual / straight","24300","23345","41480","40520"
"In post","2022","Declared non-disabled","Outside London","SEO","LGBO","1085","1065","40880","40140"
"In post","2022","Declared non-disabled","Outside London","SEO","Undeclared","2165","2045","41990","40580"
"In post","2022","Declared non-disabled","Outside London","SEO","Unknown","2550","2420","41000","39500"
"In post","2022","Declared non-disabled","Outside London","Unknown","Heterosexual / straight","10305","9625","31210","28200"
"In post","2022","Declared non-disabled","Outside London","Unknown","LGBO","560","540","29130","24800"
"In post","2022","Declared non-disabled","Outside London","Unknown","Undeclared","600","550","33290","32690"
"In post","2022","Declared non-disabled","Outside London","Unknown","Unknown","275","245","32740","34340"
"In post","2022","Declared non-disabled","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","AO","Heterosexual / straight","50","50","22310","22200"
"In post","2022","Declared non-disabled","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","EO","Heterosexual / straight","170","170","27540","26870"
"In post","2022","Declared non-disabled","Overseas","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","EO","Undeclared","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","G6","Heterosexual / straight","260","255","66270","65210"
"In post","2022","Declared non-disabled","Overseas","G6","LGBO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","G6","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","G7","Heterosexual / straight","450","445","55940","54700"
"In post","2022","Declared non-disabled","Overseas","G7","LGBO","40","40","53890","53520"
"In post","2022","Declared non-disabled","Overseas","G7","Undeclared","40","40","57180","54600"
"In post","2022","Declared non-disabled","Overseas","G7","Unknown","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","HEO","Heterosexual / straight","565","565","34510","33860"
"In post","2022","Declared non-disabled","Overseas","HEO","LGBO","35","35","35170","34110"
"In post","2022","Declared non-disabled","Overseas","HEO","Undeclared","55","55","35120","34220"
"In post","2022","Declared non-disabled","Overseas","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","SCS level","Heterosexual / straight","180","175","86840","79720"
"In post","2022","Declared non-disabled","Overseas","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","SEO","Heterosexual / straight","275","275","45940","41300"
"In post","2022","Declared non-disabled","Overseas","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","SEO","Undeclared","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","AO","Heterosexual / straight","95","85","22740","21300"
"In post","2022","Declared non-disabled","Unknown","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","AO","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","EO","Heterosexual / straight","220","210","28510","27570"
"In post","2022","Declared non-disabled","Unknown","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","EO","Unknown","35","30","28520","27570"
"In post","2022","Declared non-disabled","Unknown","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","G7","Heterosexual / straight","60","60","52830","52000"
"In post","2022","Declared non-disabled","Unknown","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","HEO","Heterosexual / straight","135","135","35110","33650"
"In post","2022","Declared non-disabled","Unknown","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","SCS level","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","SEO","Heterosexual / straight","65","60","40260","40120"
"In post","2022","Declared non-disabled","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","70","70","29700","27370"
"In post","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","AA","Heterosexual / straight","70","65","23920","24080"
"In post","2022","Undeclared","London","AA","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","London","AA","Undeclared","30","30","23190","22460"
"In post","2022","Undeclared","London","AA","Unknown","80","75","25030","25170"
"In post","2022","Undeclared","London","AO","Heterosexual / straight","310","285","27630","25630"
"In post","2022","Undeclared","London","AO","LGBO","20","15","[c]","[c]"
"In post","2022","Undeclared","London","AO","Undeclared","205","190","26620","25630"
"In post","2022","Undeclared","London","AO","Unknown","160","145","31390","34750"
"In post","2022","Undeclared","London","EO","Heterosexual / straight","460","440","30390","30720"
"In post","2022","Undeclared","London","EO","LGBO","45","45","29150","29020"
"In post","2022","Undeclared","London","EO","Undeclared","400","380","30700","30590"
"In post","2022","Undeclared","London","EO","Unknown","120","115","32760","31530"
"In post","2022","Undeclared","London","G6","Heterosexual / straight","165","160","68510","66850"
"In post","2022","Undeclared","London","G6","LGBO","25","25","[c]","[c]"
"In post","2022","Undeclared","London","G6","Undeclared","220","215","69820","68720"
"In post","2022","Undeclared","London","G6","Unknown","35","30","73070","71190"
"In post","2022","Undeclared","London","G7","Heterosexual / straight","415","400","56960","55420"
"In post","2022","Undeclared","London","G7","LGBO","45","45","54700","53380"
"In post","2022","Undeclared","London","G7","Undeclared","430","420","57870","57460"
"In post","2022","Undeclared","London","G7","Unknown","35","30","59570","59290"
"In post","2022","Undeclared","London","HEO","Heterosexual / straight","470","460","35720","35060"
"In post","2022","Undeclared","London","HEO","LGBO","60","60","34850","34020"
"In post","2022","Undeclared","London","HEO","Undeclared","430","415","36530","36550"
"In post","2022","Undeclared","London","HEO","Unknown","70","65","37650","37480"
"In post","2022","Undeclared","London","SCS level","Heterosexual / straight","80","80","87380","79800"
"In post","2022","Undeclared","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","London","SCS level","Undeclared","75","70","83640","79720"
"In post","2022","Undeclared","London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","London","SEO","Heterosexual / straight","320","315","44230","42470"
"In post","2022","Undeclared","London","SEO","LGBO","40","40","42570","41860"
"In post","2022","Undeclared","London","SEO","Undeclared","345","340","44080","43560"
"In post","2022","Undeclared","London","SEO","Unknown","40","40","48360","47410"
"In post","2022","Undeclared","London","Unknown","Heterosexual / straight","85","80","34360","33700"
"In post","2022","Undeclared","London","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","London","Unknown","Undeclared","40","35","37550","33700"
"In post","2022","Undeclared","Outside London","AA","Heterosexual / straight","670","605","20580","20560"
"In post","2022","Undeclared","Outside London","AA","LGBO","50","45","20370","20890"
"In post","2022","Undeclared","Outside London","AA","Undeclared","340","305","20320","19810"
"In post","2022","Undeclared","Outside London","AA","Unknown","290","245","21760","21860"
"In post","2022","Undeclared","Outside London","AO","Heterosexual / straight","3070","2760","24310","21680"
"In post","2022","Undeclared","Outside London","AO","LGBO","250","235","24530","21300"
"In post","2022","Undeclared","Outside London","AO","Undeclared","2035","1845","24270","21840"
