"Status","Year","Disability","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Charity Commission","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","545","510","39910","36070"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","LGBO","105","100","37920","33640"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","Undeclared","50","45","39280","36740"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","Unknown","40","35","27690","24250"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","385","375","41830","39490"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","LGBO","70","70","41360","40050"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","Undeclared","50","45","40320","37120"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","75","75","47540","40500"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","50","50","48530","42780"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Female","Heterosexual / straight","365","340","41010","36870"
"In post","2022","Declared disabled","Department for Education","Female","LGBO","55","55","41530","36960"
"In post","2022","Declared disabled","Department for Education","Female","Undeclared","45","45","42380","40230"
"In post","2022","Declared disabled","Department for Education","Female","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Male","Heterosexual / straight","210","205","42450","37100"
"In post","2022","Declared disabled","Department for Education","Male","LGBO","40","40","39360","36500"
"In post","2022","Declared disabled","Department for Education","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","630","590","34920","30520"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Female","LGBO","90","85","35280","30720"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Female","Undeclared","75","70","35230","31800"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Female","Unknown","60","50","27320","24970"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","395","385","36540","32560"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Male","LGBO","70","70","37670","32830"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Male","Undeclared","65","60","34980","32560"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Male","Unknown","40","40","29630","25390"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Female","Heterosexual / straight","85","85","45870","39200"
"In post","2022","Declared disabled","Department for International Trade","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Male","Heterosexual / straight","70","70","48350","50570"
"In post","2022","Declared disabled","Department for International Trade","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","180","175","40960","36340"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Female","LGBO","45","45","38270","33570"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","135","135","42010","36340"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Male","LGBO","40","40","40860","37230"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Female","Heterosexual / straight","475","405","28890","26130"
"In post","2022","Declared disabled","Department for Transport","Female","LGBO","55","50","31990","26740"
"In post","2022","Declared disabled","Department for Transport","Female","Undeclared","210","165","25240","21840"
"In post","2022","Declared disabled","Department for Transport","Female","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Male","Heterosexual / straight","415","395","33120","27810"
"In post","2022","Declared disabled","Department for Transport","Male","LGBO","50","50","38530","33350"
"In post","2022","Declared disabled","Department for Transport","Male","Undeclared","140","130","28920","26780"
"In post","2022","Declared disabled","Department for Transport","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Female","Heterosexual / straight","8160","6950","27500","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Female","LGBO","600","555","27960","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Female","Undeclared","1120","940","26790","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Female","Unknown","880","705","26350","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Male","Heterosexual / straight","3715","3495","28220","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Male","LGBO","625","600","27850","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Male","Undeclared","600","555","27540","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Male","Unknown","430","390","26800","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Female","Heterosexual / straight","285","260","40240","36330"
"In post","2022","Declared disabled","Department of Health and Social Care","Female","LGBO","65","65","37220","32790"
"In post","2022","Declared disabled","Department of Health and Social Care","Female","Undeclared","45","40","44310","40990"
"In post","2022","Declared disabled","Department of Health and Social Care","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Male","Heterosexual / straight","130","130","45200","35490"
"In post","2022","Declared disabled","Department of Health and Social Care","Male","LGBO","35","35","41260","36890"
"In post","2022","Declared disabled","Department of Health and Social Care","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Female","Heterosexual / straight","40","40","41030","37910"
"In post","2022","Declared disabled","Food Standards Agency","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Male","Heterosexual / straight","40","35","36660","34470"
"In post","2022","Declared disabled","Food Standards Agency","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","335","325","44110","39150"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Female","LGBO","30","30","41170","38500"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Female","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","280","275","44110","38600"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Male","LGBO","50","50","46960","44700"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Male","Undeclared","30","30","44440","38000"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Female","Heterosexual / straight","310","270","29760","27130"
"In post","2022","Declared disabled","HM Land Registry","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Female","Undeclared","45","40","30030","27130"
"In post","2022","Declared disabled","HM Land Registry","Female","Unknown","50","45","26840","27130"
"In post","2022","Declared disabled","HM Land Registry","Male","Heterosexual / straight","165","150","31130","27130"
"In post","2022","Declared disabled","HM Land Registry","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Male","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Female","Heterosexual / straight","2725","2395","32870","28920"
"In post","2022","Declared disabled","HM Revenue and Customs","Female","LGBO","270","250","32680","33080"
"In post","2022","Declared disabled","HM Revenue and Customs","Female","Undeclared","295","260","31170","28920"
"In post","2022","Declared disabled","HM Revenue and Customs","Female","Unknown","360","300","28770","26400"
"In post","2022","Declared disabled","HM Revenue and Customs","Male","Heterosexual / straight","1925","1815","34070","33080"
"In post","2022","Declared disabled","HM Revenue and Customs","Male","LGBO","305","295","33880","28920"
"In post","2022","Declared disabled","HM Revenue and Customs","Male","Undeclared","240","220","35750","33370"
"In post","2022","Declared disabled","HM Revenue and Customs","Male","Unknown","275","255","31130","26820"
"In post","2022","Declared disabled","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Female","Heterosexual / straight","130","125","43850","39980"
"In post","2022","Declared disabled","HM Treasury","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Male","Heterosexual / straight","75","75","49350","52500"
"In post","2022","Declared disabled","HM Treasury","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Female","Heterosexual / straight","1310","1180","31650","27370"
"In post","2022","Declared disabled","Home Office","Female","LGBO","95","90","31890","27370"
"In post","2022","Declared disabled","Home Office","Female","Undeclared","210","190","32720","29370"
"In post","2022","Declared disabled","Home Office","Female","Unknown","35","35","32520","28650"
"In post","2022","Declared disabled","Home Office","Male","Heterosexual / straight","1050","995","32280","27370"
"In post","2022","Declared disabled","Home Office","Male","LGBO","130","125","35840","30980"
"In post","2022","Declared disabled","Home Office","Male","Undeclared","180","170","32350","28350"
"In post","2022","Declared disabled","Home Office","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Female","Heterosexual / straight","1780","1680","32580","29550"
"In post","2022","Declared disabled","Ministry of Defence","Female","LGBO","145","140","32520","29230"
"In post","2022","Declared disabled","Ministry of Defence","Female","Undeclared","255","240","33320","30750"
"In post","2022","Declared disabled","Ministry of Defence","Female","Unknown","105","100","34870","33020"
"In post","2022","Declared disabled","Ministry of Defence","Male","Heterosexual / straight","2010","1960","33960","32820"
"In post","2022","Declared disabled","Ministry of Defence","Male","LGBO","115","115","34340","32640"
"In post","2022","Declared disabled","Ministry of Defence","Male","Undeclared","365","355","36580","33630"
"In post","2022","Declared disabled","Ministry of Defence","Male","Unknown","150","150","37230","35560"
"In post","2022","Declared disabled","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Female","Heterosexual / straight","5195","4770","29470","26560"
"In post","2022","Declared disabled","Ministry of Justice","Female","LGBO","610","595","29760","27090"
"In post","2022","Declared disabled","Ministry of Justice","Female","Undeclared","540","490","29930","27380"
"In post","2022","Declared disabled","Ministry of Justice","Female","Unknown","135","120","28690","26210"
"In post","2022","Declared disabled","Ministry of Justice","Male","Heterosexual / straight","2975","2815","31420","28880"
"In post","2022","Declared disabled","Ministry of Justice","Male","LGBO","365","355","31620","29950"
"In post","2022","Declared disabled","Ministry of Justice","Male","Undeclared","400","380","32520","31650"
"In post","2022","Declared disabled","Ministry of Justice","Male","Unknown","135","120","30690","31650"
"In post","2022","Declared disabled","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Female","Heterosexual / straight","95","90","36910","36310"
"In post","2022","Declared disabled","National Crime Agency","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Male","Heterosexual / straight","100","95","40300","37560"
"In post","2022","Declared disabled","National Crime Agency","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Male","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
