"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Wales","50","50","36530","36030"
"In post","2022","Asian","Digital, Data and Technology","West Midlands (England)","140","140","39550","36240"
"In post","2022","Asian","Digital, Data and Technology","Yorkshire and The Humber","115","115","40340","36980"
"In post","2022","Asian","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","London","190","190","45580","40010"
"In post","2022","Asian","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","North West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Wales","15","15","[c]","[c]"
"In post","2022","Asian","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","East Midlands (England)","30","30","39270","36190"
"In post","2022","Asian","Finance","East of England","30","30","[c]","[c]"
"In post","2022","Asian","Finance","London","530","515","44190","40940"
"In post","2022","Asian","Finance","North East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Finance","North West (England)","60","55","36370","31990"
"In post","2022","Asian","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Scotland","5","5","[c]","[c]"
"In post","2022","Asian","Finance","South East (England)","50","50","34230","29860"
"In post","2022","Asian","Finance","South West (England)","50","50","38610","33000"
"In post","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Wales","15","15","[c]","[c]"
"In post","2022","Asian","Finance","West Midlands (England)","130","125","35630","32300"
"In post","2022","Asian","Finance","Yorkshire and The Humber","80","75","35980","31990"
"In post","2022","Asian","Geography","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","East Midlands (England)","30","25","[c]","[c]"
"In post","2022","Asian","Human Resources","East of England","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","London","340","325","40880","36650"
"In post","2022","Asian","Human Resources","North East (England)","5","5","[c]","[c]"
"In post","2022","Asian","Human Resources","North West (England)","40","40","30820","26670"
"In post","2022","Asian","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Scotland","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","South East (England)","20","20","[c]","[c]"
"In post","2022","Asian","Human Resources","South West (England)","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Wales","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","West Midlands (England)","40","40","35180","32140"
"In post","2022","Asian","Human Resources","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","London","10","10","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","London","140","130","33760","30090"
"In post","2022","Asian","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","North West (England)","15","15","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","South East (England)","5","5","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Asian","Intelligence Analysis","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Asian","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","London","50","50","48710","49750"
"In post","2022","Asian","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","North West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Asian","Internal Audit","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Asian","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","London","110","110","46050","38540"
"In post","2022","Asian","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","Overseas","10","10","[c]","[c]"
"In post","2022","Asian","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","International Trade","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Asian","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","London","75","70","36730","34260"
"In post","2022","Asian","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","South East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","South West (England)","10","5","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","West Midlands (England)","15","15","[c]","[c]"
"In post","2022","Asian","Knowledge and Information Management","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Asian","Legal","East Midlands (England)","55","50","44170","47100"
"In post","2022","Asian","Legal","East of England","40","35","48690","50560"
"In post","2022","Asian","Legal","London","570","535","52780","53050"
"In post","2022","Asian","Legal","North East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Legal","North West (England)","80","75","42700","42100"
"In post","2022","Asian","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Scotland","30","30","50510","41750"
"In post","2022","Asian","Legal","South East (England)","40","35","44500","42460"
"In post","2022","Asian","Legal","South West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Legal","Wales","15","15","[c]","[c]"
"In post","2022","Asian","Legal","West Midlands (England)","120","115","42450","47100"
"In post","2022","Asian","Legal","Yorkshire and The Humber","75","70","43840","44780"
"In post","2022","Asian","Medicine","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Asian","Medicine","East of England","20","20","[c]","[c]"
"In post","2022","Asian","Medicine","London","90","80","74210","67750"
"In post","2022","Asian","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","South East (England)","25","20","[c]","[c]"
"In post","2022","Asian","Medicine","South West (England)","20","15","[c]","[c]"
"In post","2022","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicine","Wales","10","10","[c]","[c]"
"In post","2022","Asian","Medicine","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Asian","Medicine","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Asian","Operational Delivery","East Midlands (England)","1390","1250","25600","25120"
"In post","2022","Asian","Operational Delivery","East of England","810","735","27610","26750"
"In post","2022","Asian","Operational Delivery","London","6210","5720","31490","30470"
"In post","2022","Asian","Operational Delivery","North East (England)","320","290","25210","21960"
"In post","2022","Asian","Operational Delivery","North West (England)","1945","1765","25850","24890"
"In post","2022","Asian","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Delivery","Overseas","20","15","[c]","[c]"
"In post","2022","Asian","Operational Delivery","Scotland","295","270","28620","24450"
"In post","2022","Asian","Operational Delivery","South East (England)","900","810","28360","27570"
"In post","2022","Asian","Operational Delivery","South West (England)","225","205","27200","26750"
"In post","2022","Asian","Operational Delivery","Unknown","90","80","29750","30330"
"In post","2022","Asian","Operational Delivery","Wales","260","245","26280","24330"
"In post","2022","Asian","Operational Delivery","West Midlands (England)","3210","2960","26000","25120"
"In post","2022","Asian","Operational Delivery","Yorkshire and The Humber","1745","1590","26280","26160"
"In post","2022","Asian","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","London","35","35","45670","42010"
"In post","2022","Asian","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","North West (England)","15","15","[c]","[c]"
"In post","2022","Asian","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","South East (England)","5","5","[c]","[c]"
"In post","2022","Asian","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","East Midlands (England)","45","40","28130","27570"
"In post","2022","Asian","Other","East of England","75","65","28500","27570"
"In post","2022","Asian","Other","London","780","755","34460","31060"
"In post","2022","Asian","Other","North East (England)","15","10","[c]","[c]"
"In post","2022","Asian","Other","North West (England)","125","115","25870","22250"
"In post","2022","Asian","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Other","Overseas","30","30","[c]","[c]"
"In post","2022","Asian","Other","Scotland","30","30","29450","27570"
"In post","2022","Asian","Other","South East (England)","95","95","25080","22120"
"In post","2022","Asian","Other","South West (England)","65","60","31540","27570"
"In post","2022","Asian","Other","Unknown","50","45","25680","25110"
"In post","2022","Asian","Other","Wales","20","20","[c]","[c]"
"In post","2022","Asian","Other","West Midlands (England)","170","150","24860","21380"
"In post","2022","Asian","Other","Yorkshire and The Humber","180","160","24330","21260"
"In post","2022","Asian","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","Asian","Policy","East of England","5","5","[c]","[c]"
"In post","2022","Asian","Policy","London","1910","1865","44850","40230"
"In post","2022","Asian","Policy","North East (England)","15","15","[c]","[c]"
"In post","2022","Asian","Policy","North West (England)","80","75","38540","36500"
"In post","2022","Asian","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Overseas","70","70","47250","41200"
"In post","2022","Asian","Policy","Scotland","15","15","[c]","[c]"
"In post","2022","Asian","Policy","South East (England)","15","15","[c]","[c]"
"In post","2022","Asian","Policy","South West (England)","25","25","[c]","[c]"
"In post","2022","Asian","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Policy","Wales","25","25","[c]","[c]"
"In post","2022","Asian","Policy","West Midlands (England)","150","145","36510","34050"
"In post","2022","Asian","Policy","Yorkshire and The Humber","90","85","36890","31990"
"In post","2022","Asian","Project Delivery","East Midlands (England)","20","20","[c]","[c]"
"In post","2022","Asian","Project Delivery","East of England","35","35","39800","37540"
"In post","2022","Asian","Project Delivery","London","530","510","43030","40960"
"In post","2022","Asian","Project Delivery","North East (England)","15","15","[c]","[c]"
"In post","2022","Asian","Project Delivery","North West (England)","65","60","38780","36630"
"In post","2022","Asian","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Overseas","5","5","[c]","[c]"
"In post","2022","Asian","Project Delivery","Scotland","10","10","[c]","[c]"
"In post","2022","Asian","Project Delivery","South East (England)","40","35","34460","31450"
"In post","2022","Asian","Project Delivery","South West (England)","115","115","39150","37370"
"In post","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Wales","15","15","[c]","[c]"
"In post","2022","Asian","Project Delivery","West Midlands (England)","90","85","39650","40180"
"In post","2022","Asian","Project Delivery","Yorkshire and The Humber","30","30","38710","34860"
"In post","2022","Asian","Property","East Midlands (England)","20","20","[c]","[c]"
"In post","2022","Asian","Property","East of England","10","10","[c]","[c]"
"In post","2022","Asian","Property","London","160","155","39710","35870"
"In post","2022","Asian","Property","North East (England)","5","5","[c]","[c]"
"In post","2022","Asian","Property","North West (England)","25","25","[c]","[c]"
"In post","2022","Asian","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","South East (England)","25","25","[c]","[c]"
"In post","2022","Asian","Property","South West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","West Midlands (England)","50","45","37510","33670"
"In post","2022","Asian","Property","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2022","Asian","Psychology","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Asian","Psychology","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","London","5","5","[c]","[c]"
"In post","2022","Asian","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","North West (England)","5","5","[c]","[c]"
"In post","2022","Asian","Psychology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","South East (England)","5","5","[c]","[c]"
"In post","2022","Asian","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","East Midlands (England)","20","15","[c]","[c]"
"In post","2022","Asian","Science and Engineering","East of England","50","50","43490","40850"
"In post","2022","Asian","Science and Engineering","London","185","180","40310","40070"
"In post","2022","Asian","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","North West (England)","25","25","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Overseas","5","5","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Scotland","5","5","[c]","[c]"
"In post","2022","Asian","Science and Engineering","South East (England)","65","65","36240","34530"
"In post","2022","Asian","Science and Engineering","South West (England)","185","180","37390","36360"
"In post","2022","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Wales","15","15","[c]","[c]"
"In post","2022","Asian","Science and Engineering","West Midlands (England)","35","30","33410","32010"
"In post","2022","Asian","Science and Engineering","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Asian","Security","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Asian","Security","East of England","20","20","[c]","[c]"
"In post","2022","Asian","Security","London","200","195","33890","30630"
"In post","2022","Asian","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","North West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Scotland","5","5","[c]","[c]"
"In post","2022","Asian","Security","South East (England)","55","55","25240","19810"
"In post","2022","Asian","Security","South West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","Asian","Security","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2022","Asian","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","London","25","25","[c]","[c]"
"In post","2022","Asian","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","South East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Wales","10","10","[c]","[c]"
"In post","2022","Asian","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Statistics","London","125","125","45430","42470"
"In post","2022","Asian","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Statistics","North West (England)","15","15","[c]","[c]"
"In post","2022","Asian","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Statistics","South East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Statistics","South West (England)","5","5","[c]","[c]"
