"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Male","65","60","52510","49970"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Female","120","115","32910","30220"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Male","125","125","33410","31070"
"In post","2022","Analysis","Companies House","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Companies House","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","G6/G7","Female","35","30","63490","59990"
"In post","2022","Analysis","Competition and Markets Authority","G6/G7","Male","50","50","64690","60210"
"In post","2022","Analysis","Competition and Markets Authority","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Defence Electronics and Components Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Electronics and Components Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","G6/G7","Female","45","45","48990","47010"
"In post","2022","Analysis","Defence Science and Technology Laboratory","G6/G7","Male","160","155","51010","47060"
"In post","2022","Analysis","Defence Science and Technology Laboratory","SEO/HEO","Female","105","100","34640","38070"
"In post","2022","Analysis","Defence Science and Technology Laboratory","SEO/HEO","Male","185","180","35140","38070"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Male","40","40","61810","57850"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Female","40","40","36210","33880"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Male","95","95","37170","35640"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","Male","50","50","57450","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","35","35","37650","38020"
"In post","2022","Analysis","Department for Education (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","EO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","G6/G7","Female","35","35","55010","53420"
"In post","2022","Analysis","Department for Education (excl. agencies)","G6/G7","Male","40","40","54520","53420"
"In post","2022","Analysis","Department for Education (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","SEO/HEO","Female","65","65","39360","41990"
"In post","2022","Analysis","Department for Education (excl. agencies)","SEO/HEO","Male","40","40","37520","36660"
"In post","2022","Analysis","Department for International Trade","EO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","EO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","G6/G7","Female","35","35","56180","51970"
"In post","2022","Analysis","Department for International Trade","G6/G7","Male","75","75","55750","52920"
"In post","2022","Analysis","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","SEO/HEO","Female","45","45","33280","31800"
"In post","2022","Analysis","Department for International Trade","SEO/HEO","Male","60","60","33750","31800"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Female","40","40","57710","53870"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Male","70","65","56700","53500"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Female","35","30","35850","34670"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Male","50","50","34770","33210"
"In post","2022","Analysis","Department for Transport (excl. agencies)","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","EO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","EO","Male","20","15","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","G6/G7","Female","75","70","57750","54760"
"In post","2022","Analysis","Department for Transport (excl. agencies)","G6/G7","Male","85","85","57480","54760"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SEO/HEO","Female","60","60","38250","36550"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SEO/HEO","Male","75","75","37470","35520"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","AA/AO","Male","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","EO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","EO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G6/G7","Female","105","90","59200","57230"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G6/G7","Male","95","95","59880","57230"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO/HEO","Female","170","155","36660","36570"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO/HEO","Male","170","165","36100","36320"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","EO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G6/G7","Female","145","135","58100","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G6/G7","Male","115","115","57010","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SEO/HEO","Female","60","55","36250","36820"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SEO/HEO","Male","45","40","34530","32790"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","EO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","G6/G7","Female","45","40","82230","78140"
"In post","2022","Analysis","Government Actuary's Department","G6/G7","Male","75","70","88820","82800"
"In post","2022","Analysis","Government Actuary's Department","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","SEO/HEO","Male","35","35","38710","37340"
"In post","2022","Analysis","Government Internal Audit Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","EO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","G6/G7","Female","10","5","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","EO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","EO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","G6/G7","Female","110","100","60370","62120"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","G6/G7","Male","140","135","61610","62120"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","SEO/HEO","Female","180","175","37690","37930"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","SEO/HEO","Male","240","235","38290","37930"
"In post","2022","Analysis","HM Treasury (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","EO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","AA/AO","Male","15","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","EO","Female","35","35","28260","27850"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","EO","Male","35","35","27780","27850"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","SEO/HEO","Female","70","65","39340","39750"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","SEO/HEO","Male","95","95","39000","38000"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","EO","Female","35","35","28150","28310"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","EO","Male","30","30","27980","28310"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","G6/G7","Female","95","90","61380","60280"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","G6/G7","Male","90","90","61100","60280"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","SEO/HEO","Female","100","100","38870","41750"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","SEO/HEO","Male","125","125","39130","40450"
"In post","2022","Analysis","National Savings and Investments","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","EO","Female","10","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","15","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
