"Status","Year","Function_of_post","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","North West (England)","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Cumbria","Male","10","10","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester South West","Female","15","15","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester South West","Male","10","10","[c]","[c]"
"In post","2022","Analysis","North West (England)","Liverpool","Female","50","45","41570","40180"
"In post","2022","Analysis","North West (England)","Liverpool","Male","50","50","40450","40180"
"In post","2022","Analysis","North West (England)","Manchester","Female","125","120","38990","33590"
"In post","2022","Analysis","North West (England)","Manchester","Male","165","160","39780","34960"
"In post","2022","Analysis","North West (England)","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Sefton","Female","10","10","[c]","[c]"
"In post","2022","Analysis","North West (England)","Sefton","Male","15","15","[c]","[c]"
"In post","2022","Analysis","North West (England)","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","City of Edinburgh","Female","35","35","48630","44890"
"In post","2022","Analysis","Scotland","City of Edinburgh","Male","35","30","48010","45000"
"In post","2022","Analysis","Scotland","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Glasgow City","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Scotland","Glasgow City","Male","45","45","42200","37820"
"In post","2022","Analysis","Scotland","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Berkshire","Male","5","5","[c]","[c]"
"In post","2022","Analysis","South East (England)","Buckinghamshire","Female","5","5","[c]","[c]"
"In post","2022","Analysis","South East (England)","Buckinghamshire","Male","5","5","[c]","[c]"
"In post","2022","Analysis","South East (England)","Central Hampshire","Female","110","100","38350","38070"
"In post","2022","Analysis","South East (England)","Central Hampshire","Male","290","280","42560","43520"
"In post","2022","Analysis","South East (England)","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Oxfordshire CC","Female","5","5","[c]","[c]"
"In post","2022","Analysis","South East (England)","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Portsmouth","Female","10","10","[c]","[c]"
"In post","2022","Analysis","South East (England)","Portsmouth","Male","10","10","[c]","[c]"
"In post","2022","Analysis","South East (England)","South Hampshire","Female","310","285","37670","36840"
"In post","2022","Analysis","South East (England)","South Hampshire","Male","215","215","38590","36840"
"In post","2022","Analysis","South East (England)","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","35","35","40290","36300"
"In post","2022","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","40","40","36530","36000"
"In post","2022","Analysis","South West (England)","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Bristol, City of","Female","65","60","37890","36050"
"In post","2022","Analysis","South West (England)","Bristol, City of","Male","70","70","40900","39470"
"In post","2022","Analysis","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2022","Analysis","South West (England)","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Devon CC","Male","5","5","[c]","[c]"
"In post","2022","Analysis","South West (England)","Dorset","Female","60","55","31430","29750"
"In post","2022","Analysis","South West (England)","Dorset","Male","65","65","36890","30220"
"In post","2022","Analysis","South West (England)","Plymouth","Female","5","5","[c]","[c]"
"In post","2022","Analysis","South West (England)","Plymouth","Male","10","10","[c]","[c]"
"In post","2022","Analysis","South West (England)","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Somerset CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Wiltshire","Female","55","55","38170","38070"
"In post","2022","Analysis","South West (England)","Wiltshire","Male","70","70","38800","38070"
"In post","2022","Analysis","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Wales","Cardiff and Vale of Glamorgan","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Wales","Cardiff and Vale of Glamorgan","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Wales","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Central Valleys","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Wales","Flintshire and Wrexham","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Wales","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Monmouthshire and Newport","Female","685","645","36470","36840"
"In post","2022","Analysis","Wales","Monmouthshire and Newport","Male","565","555","38060","36840"
"In post","2022","Analysis","Wales","Monmouthshire and Newport","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Wales","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Birmingham","Female","25","25","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Birmingham","Male","25","25","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Coventry","Female","5","5","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Staffordshire CC","Female","15","15","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Staffordshire CC","Male","10","10","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Walsall","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Wolverhampton","Female","5","5","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Wolverhampton","Male","5","5","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Leeds","Female","125","115","39250","36820"
"In post","2022","Analysis","Yorkshire and The Humber","Leeds","Male","130","130","40920","36050"
"In post","2022","Analysis","Yorkshire and The Humber","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","North Yorkshire CC","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Sheffield","Female","100","90","45100","42320"
"In post","2022","Analysis","Yorkshire and The Humber","Sheffield","Male","110","105","45910","45800"
"In post","2022","Analysis","Yorkshire and The Humber","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","York","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Yorkshire and The Humber","York","Male","10","10","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Nottingham","Female","40","35","41610","39040"
"In post","2022","Commercial","East Midlands (England)","Nottingham","Male","25","25","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South and West Derbyshire","Female","10","10","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South and West Derbyshire","Male","15","15","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South Nottinghamshire","Female","15","15","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","South Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2022","Commercial","East of England","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Cambridgeshire CC","Female","40","35","35510","34800"
"In post","2022","Commercial","East of England","Cambridgeshire CC","Male","15","10","[c]","[c]"
"In post","2022","Commercial","East of England","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Norwich and East Norfolk","Female","60","55","44310","39360"
"In post","2022","Commercial","East of England","Norwich and East Norfolk","Male","60","60","43880","38980"
"In post","2022","Commercial","East of England","Peterborough","Female","10","10","[c]","[c]"
"In post","2022","Commercial","East of England","Peterborough","Male","5","5","[c]","[c]"
"In post","2022","Commercial","East of England","Suffolk CC","Female","10","10","[c]","[c]"
"In post","2022","Commercial","East of England","Suffolk CC","Male","5","5","[c]","[c]"
"In post","2022","Commercial","London","Barnet","Female","5","5","[c]","[c]"
"In post","2022","Commercial","London","Barnet","Male","10","10","[c]","[c]"
"In post","2022","Commercial","London","Brent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Camden and City of London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","London","Camden and City of London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","London","Croydon","Female","15","15","[c]","[c]"
"In post","2022","Commercial","London","Croydon","Male","10","10","[c]","[c]"
"In post","2022","Commercial","London","Hackney and Newham","Female","5","5","[c]","[c]"
"In post","2022","Commercial","London","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Hounslow and Richmond upon Thames","Female","15","15","[c]","[c]"
"In post","2022","Commercial","London","Hounslow and Richmond upon Thames","Male","25","25","[c]","[c]"
"In post","2022","Commercial","London","Lambeth","Female","15","15","[c]","[c]"
"In post","2022","Commercial","London","Lambeth","Male","25","25","[c]","[c]"
"In post","2022","Commercial","London","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Lewisham and Southwark","Male","5","5","[c]","[c]"
"In post","2022","Commercial","London","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Tower Hamlets","Female","90","85","47150","43020"
"In post","2022","Commercial","London","Tower Hamlets","Male","60","60","51600","47590"
"In post","2022","Commercial","London","Westminster","Female","745","730","56670","53620"
"In post","2022","Commercial","London","Westminster","Male","810","800","64850","58010"
"In post","2022","Commercial","North East (England)","Darlington","Female","35","35","42270","36500"
"In post","2022","Commercial","North East (England)","Darlington","Male","20","20","[c]","[c]"
"In post","2022","Commercial","North East (England)","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Durham","Male","5","5","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Tyneside","Female","15","15","[c]","[c]"
"In post","2022","Commercial","North East (England)","Tyneside","Male","30","25","[c]","[c]"
"In post","2022","Commercial","North West (England)","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Blackpool","Female","20","20","[c]","[c]"
"In post","2022","Commercial","North West (England)","Blackpool","Male","15","15","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","East Merseyside","Female","5","5","[c]","[c]"
"In post","2022","Commercial","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Greater Manchester South West","Female","85","75","45080","40520"
"In post","2022","Commercial","North West (England)","Greater Manchester South West","Male","85","85","47370","40520"
"In post","2022","Commercial","North West (England)","Liverpool","Female","140","140","41030","38980"
"In post","2022","Commercial","North West (England)","Liverpool","Male","90","90","44950","38980"
"In post","2022","Commercial","North West (England)","Manchester","Female","80","80","45510","39850"
"In post","2022","Commercial","North West (England)","Manchester","Male","65","65","44600","36500"
"In post","2022","Commercial","North West (England)","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Sefton","Female","15","10","[c]","[c]"
