"Status","Year","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","1120","1070","35230","32370"
"In post","2022","Bedford","Heterosexual / straight","590","555","30850","28140"
"In post","2022","Bedford","LGBO","40","35","29150","28140"
"In post","2022","Bedford","Undeclared","80","75","32700","29530"
"In post","2022","Bedford","Unknown","150","135","29210","28140"
"In post","2022","Belfast","Heterosexual / straight","2000","1880","31870","28880"
"In post","2022","Belfast","LGBO","110","105","28930","26590"
"In post","2022","Belfast","Undeclared","150","140","31790","28920"
"In post","2022","Belfast","Unknown","875","830","27820","26590"
"In post","2022","Berkshire","Heterosexual / straight","1960","1875","34680","31020"
"In post","2022","Berkshire","LGBO","100","95","33730","29290"
"In post","2022","Berkshire","Undeclared","275","260","35160","33330"
"In post","2022","Berkshire","Unknown","595","565","33470","29290"
"In post","2022","Bexley and Greenwich","Heterosexual / straight","1195","1145","32620","31170"
"In post","2022","Bexley and Greenwich","LGBO","65","65","32550","31890"
"In post","2022","Bexley and Greenwich","Undeclared","135","125","33410","31880"
"In post","2022","Bexley and Greenwich","Unknown","400","380","30570","30460"
"In post","2022","Birmingham","Heterosexual / straight","8525","8015","32210","27570"
"In post","2022","Birmingham","LGBO","455","440","32100","27570"
"In post","2022","Birmingham","Undeclared","970","890","31940","27570"
"In post","2022","Birmingham","Unknown","3090","2865","30100","26820"
"In post","2022","Blackburn with Darwen","Heterosexual / straight","340","305","27620","27570"
"In post","2022","Blackburn with Darwen","LGBO","10","10","[c]","[c]"
"In post","2022","Blackburn with Darwen","Undeclared","25","25","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","100","90","25890","27570"
"In post","2022","Blackpool","Heterosexual / straight","3765","3475","30090","27570"
"In post","2022","Blackpool","LGBO","230","220","27570","27570"
"In post","2022","Blackpool","Undeclared","405","370","30170","27570"
"In post","2022","Blackpool","Unknown","1160","1045","29830","27570"
"In post","2022","Bournemouth, Christchurch and Poole","Heterosexual / straight","560","510","28130","27570"
"In post","2022","Bournemouth, Christchurch and Poole","LGBO","35","35","30130","27570"
"In post","2022","Bournemouth, Christchurch and Poole","Undeclared","80","70","27730","27470"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","110","90","27480","27570"
"In post","2022","Bradford","Heterosexual / straight","1680","1500","26750","25860"
"In post","2022","Bradford","LGBO","90","85","25550","23050"
"In post","2022","Bradford","Undeclared","195","170","26130","22080"
"In post","2022","Bradford","Unknown","800","685","24610","21680"
"In post","2022","Breckland and South Norfolk","Heterosexual / straight","385","365","29480","27120"
"In post","2022","Breckland and South Norfolk","LGBO","20","20","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Undeclared","30","30","32180","27250"
"In post","2022","Breckland and South Norfolk","Unknown","80","75","28280","26750"
"In post","2022","Brent","Heterosexual / straight","385","360","32240","31060"
"In post","2022","Brent","LGBO","15","15","[c]","[c]"
"In post","2022","Brent","Undeclared","75","70","34410","31060"
"In post","2022","Brent","Unknown","145","135","31970","30600"
"In post","2022","Bridgend and Neath Port Talbot","Heterosexual / straight","575","520","28190","27570"
"In post","2022","Bridgend and Neath Port Talbot","LGBO","20","20","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Undeclared","40","30","28910","27570"
"In post","2022","Bridgend and Neath Port Talbot","Unknown","140","120","26530","27570"
"In post","2022","Brighton and Hove","Heterosexual / straight","450","410","33650","27570"
"In post","2022","Brighton and Hove","LGBO","100","95","31950","27570"
"In post","2022","Brighton and Hove","Undeclared","70","65","29940","27570"
"In post","2022","Brighton and Hove","Unknown","110","95","31420","27570"
"In post","2022","Bristol, City of","Heterosexual / straight","4525","4240","35790","32010"
"In post","2022","Bristol, City of","LGBO","365","355","34860","31860"
"In post","2022","Bristol, City of","Undeclared","595","555","35520","32180"
"In post","2022","Bristol, City of","Unknown","1240","1140","33270","27720"
"In post","2022","Bromley","Heterosexual / straight","415","380","31760","31060"
"In post","2022","Bromley","LGBO","20","20","[c]","[c]"
"In post","2022","Bromley","Undeclared","50","45","33410","31060"
"In post","2022","Bromley","Unknown","85","70","32360","31060"
"In post","2022","Buckinghamshire","Heterosexual / straight","1275","1215","33510","30450"
"In post","2022","Buckinghamshire","LGBO","65","65","31260","28140"
"In post","2022","Buckinghamshire","Undeclared","160","155","32460","32280"
"In post","2022","Buckinghamshire","Unknown","185","170","32560","29530"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Heterosexual / straight","115","110","30400","27570"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Undeclared","15","10","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","70","65","29600","27570"
"In post","2022","Calderdale and Kirklees","Heterosexual / straight","745","675","28600","27570"
"In post","2022","Calderdale and Kirklees","LGBO","40","35","28890","27570"
"In post","2022","Calderdale and Kirklees","Undeclared","105","90","27520","27570"
"In post","2022","Calderdale and Kirklees","Unknown","180","160","27650","27570"
"In post","2022","Cambridgeshire CC","Heterosexual / straight","2470","2355","33710","31550"
"In post","2022","Cambridgeshire CC","LGBO","115","115","30480","27570"
"In post","2022","Cambridgeshire CC","Undeclared","395","375","35070","33100"
"In post","2022","Cambridgeshire CC","Unknown","505","475","32050","29120"
"In post","2022","Camden and City of London","Heterosexual / straight","1350","1290","38900","30320"
"In post","2022","Camden and City of London","LGBO","90","85","41890","37510"
"In post","2022","Camden and City of London","Undeclared","235","225","38090","31070"
"In post","2022","Camden and City of London","Unknown","425","410","40150","31060"
"In post","2022","Cardiff and Vale of Glamorgan","Heterosexual / straight","8225","7740","35610","30980"
"In post","2022","Cardiff and Vale of Glamorgan","LGBO","625","610","33100","27570"
"In post","2022","Cardiff and Vale of Glamorgan","Undeclared","970","905","37130","33080"
"In post","2022","Cardiff and Vale of Glamorgan","Unknown","2115","1965","29380","26820"
"In post","2022","Causeway Coast and Glens","Heterosexual / straight","60","60","22590","20560"
"In post","2022","Causeway Coast and Glens","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","Undeclared","5","5","[c]","[c]"
"In post","2022","Causeway Coast and Glens","Unknown","10","10","[c]","[c]"
"In post","2022","Central Bedfordshire","Heterosexual / straight","340","330","31760","27640"
"In post","2022","Central Bedfordshire","LGBO","10","10","[c]","[c]"
"In post","2022","Central Bedfordshire","Undeclared","55","50","32660","32280"
"In post","2022","Central Bedfordshire","Unknown","35","35","28980","26790"
"In post","2022","Central Hampshire","Heterosexual / straight","2445","2360","35090","33300"
"In post","2022","Central Hampshire","LGBO","130","125","32860","31350"
"In post","2022","Central Hampshire","Undeclared","335","325","34950","33300"
"In post","2022","Central Hampshire","Unknown","1415","1355","41410","38110"
"In post","2022","Central Valleys","Heterosexual / straight","1920","1795","32580","27570"
"In post","2022","Central Valleys","LGBO","120","115","30700","27570"
"In post","2022","Central Valleys","Undeclared","220","205","32750","27570"
"In post","2022","Central Valleys","Unknown","425","385","29100","27570"
"In post","2022","Cheshire East","Heterosexual / straight","810","755","30950","27570"
"In post","2022","Cheshire East","LGBO","75","75","31110","27570"
"In post","2022","Cheshire East","Undeclared","130","120","30520","27570"
"In post","2022","Cheshire East","Unknown","215","195","26990","25190"
"In post","2022","Cheshire West and Chester","Heterosexual / straight","375","345","28620","27570"
"In post","2022","Cheshire West and Chester","LGBO","30","30","[c]","[c]"
"In post","2022","Cheshire West and Chester","Undeclared","45","40","27490","27170"
"In post","2022","Cheshire West and Chester","Unknown","65","60","29630","27020"
"In post","2022","Chorley and West Lancashire","Heterosexual / straight","995","920","30770","27570"
"In post","2022","Chorley and West Lancashire","LGBO","65","65","29230","27120"
"In post","2022","Chorley and West Lancashire","Undeclared","80","75","31670","27570"
"In post","2022","Chorley and West Lancashire","Unknown","290","265","28150","27120"
"In post","2022","City of Edinburgh","Heterosexual / straight","8035","7700","40490","36130"
"In post","2022","City of Edinburgh","LGBO","755","740","37220","33070"
"In post","2022","City of Edinburgh","Undeclared","675","645","39610","35000"
"In post","2022","City of Edinburgh","Unknown","4240","4010","36060","31540"
"In post","2022","Clackmannanshire and Fife","Heterosexual / straight","800","745","31110","27570"
"In post","2022","Clackmannanshire and Fife","LGBO","30","25","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Undeclared","90","80","33730","32710"
"In post","2022","Clackmannanshire and Fife","Unknown","415","385","29450","27230"
"In post","2022","Conwy and Denbighshire","Heterosexual / straight","585","550","35380","29430"
"In post","2022","Conwy and Denbighshire","LGBO","20","20","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Undeclared","70","65","39940","38160"
"In post","2022","Conwy and Denbighshire","Unknown","60","50","29220","27570"
"In post","2022","Cornwall and Isles of Scilly","Heterosexual / straight","1255","1155","28050","26840"
"In post","2022","Cornwall and Isles of Scilly","LGBO","65","60","27430","27570"
"In post","2022","Cornwall and Isles of Scilly","Undeclared","175","160","28120","26930"
"In post","2022","Cornwall and Isles of Scilly","Unknown","275","245","26470","24090"
"In post","2022","Coventry","Heterosexual / straight","1730","1650","37170","33730"
"In post","2022","Coventry","LGBO","90","90","36030","31200"
"In post","2022","Coventry","Undeclared","175","165","35630","33840"
"In post","2022","Coventry","Unknown","560","520","37050","33840"
"In post","2022","Croydon","Heterosexual / straight","7285","6930","39770","35200"
"In post","2022","Croydon","LGBO","300","290","42360","37540"
"In post","2022","Croydon","Undeclared","1065","1005","39540","35200"
"In post","2022","Croydon","Unknown","1905","1840","38780","35050"
"In post","2022","Darlington","Heterosexual / straight","1010","965","36900","32980"
"In post","2022","Darlington","LGBO","65","65","35980","34550"
"In post","2022","Darlington","Undeclared","100","90","38120","36500"
"In post","2022","Darlington","Unknown","140","130","35940","30200"
"In post","2022","Derby","Heterosexual / straight","720","650","27690","26310"
"In post","2022","Derby","LGBO","40","40","27010","24800"
"In post","2022","Derby","Undeclared","95","85","28180","21440"
"In post","2022","Derby","Unknown","260","225","25670","23540"
"In post","2022","Derry City and Strabane","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Heterosexual / straight","4065","3755","33350","28980"
"In post","2022","Devon CC","LGBO","255","245","30500","27570"
"In post","2022","Devon CC","Undeclared","670","615","34940","32800"
"In post","2022","Devon CC","Unknown","690","600","26870","25000"
"In post","2022","Dorset","Heterosexual / straight","1550","1460","29990","27380"
"In post","2022","Dorset","LGBO","75","75","29690","27570"
"In post","2022","Dorset","Undeclared","205","195","30630","28010"
"In post","2022","Dorset","Unknown","370","345","28870","27130"
"In post","2022","Dudley","Heterosexual / straight","730","640","26110","27570"
"In post","2022","Dudley","LGBO","35","30","24890","22220"
"In post","2022","Dudley","Undeclared","100","85","25120","21260"
"In post","2022","Dudley","Unknown","240","205","24940","26120"
"In post","2022","Dumfries and Galloway","Heterosexual / straight","280","260","30710","27570"
"In post","2022","Dumfries and Galloway","LGBO","10","10","[c]","[c]"
"In post","2022","Dumfries and Galloway","Undeclared","30","25","[c]","[c]"
"In post","2022","Dumfries and Galloway","Unknown","240","220","29880","27360"
"In post","2022","Durham","Heterosexual / straight","3945","3560","28160","26120"
"In post","2022","Durham","LGBO","200","190","28290","25700"
"In post","2022","Durham","Undeclared","405","355","28420","26940"
"In post","2022","Durham","Unknown","1170","1060","26720","24730"
"In post","2022","Ealing","Heterosexual / straight","320","305","33210","31060"
"In post","2022","Ealing","LGBO","25","20","[c]","[c]"
"In post","2022","Ealing","Undeclared","50","45","34380","31060"
"In post","2022","Ealing","Unknown","105","100","32000","31060"
"In post","2022","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","770","710","27440","27230"
"In post","2022","East Ayrshire and North Ayrshire mainland","LGBO","20","20","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Undeclared","75","65","28490","27570"
"In post","2022","East Ayrshire and North Ayrshire mainland","Unknown","170","150","25770","23780"
"In post","2022","East Cumbria","Heterosexual / straight","710","655","28790","25640"
"In post","2022","East Cumbria","LGBO","40","40","29010","25660"
"In post","2022","East Cumbria","Undeclared","90","85","29090","25100"
"In post","2022","East Cumbria","Unknown","175","160","27820","24920"
"In post","2022","East Derbyshire","Heterosexual / straight","300","265","28380","27570"
"In post","2022","East Derbyshire","LGBO","20","20","[c]","[c]"
"In post","2022","East Derbyshire","Undeclared","35","30","27380","27570"
"In post","2022","East Derbyshire","Unknown","65","55","28400","27570"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","1620","1540","31380","27570"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","55","55","29610","27070"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","165","155","33060","31160"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","600","570","29650","27230"
"In post","2022","East Kent","Heterosexual / straight","3095","2875","28710","26840"
"In post","2022","East Kent","LGBO","155","150","28690","26840"
"In post","2022","East Kent","Undeclared","545","500","29470","27370"
"In post","2022","East Kent","Unknown","660","610","27890","24880"
"In post","2022","East Lancashire","Heterosexual / straight","375","340","27410","27570"
"In post","2022","East Lancashire","LGBO","20","20","[c]","[c]"
"In post","2022","East Lancashire","Undeclared","40","35","26760","25790"
"In post","2022","East Lancashire","Unknown","115","100","26780","27570"
"In post","2022","East Lothian and Midlothian","Heterosexual / straight","85","75","30490","27570"
"In post","2022","East Lothian and Midlothian","LGBO","5","5","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Undeclared","15","10","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Unknown","20","20","[c]","[c]"
"In post","2022","East Merseyside","Heterosexual / straight","800","725","29130","27570"
"In post","2022","East Merseyside","LGBO","30","30","[c]","[c]"
"In post","2022","East Merseyside","Undeclared","90","80","29650","27570"
"In post","2022","East Merseyside","Unknown","235","205","26990","27570"
"In post","2022","East Riding of Yorkshire","Heterosexual / straight","1450","1365","29440","26930"
"In post","2022","East Riding of Yorkshire","LGBO","65","60","27610","26930"
"In post","2022","East Riding of Yorkshire","Undeclared","195","180","29660","27570"
"In post","2022","East Riding of Yorkshire","Unknown","275","260","28690","26670"
"In post","2022","East Surrey","Heterosexual / straight","715","680","34010","32950"
"In post","2022","East Surrey","LGBO","65","65","33770","33840"
"In post","2022","East Surrey","Undeclared","95","85","35290","34340"
"In post","2022","East Surrey","Unknown","185","175","31700","31020"
"In post","2022","East Sussex CC","Heterosexual / straight","1400","1265","27700","27570"
"In post","2022","East Sussex CC","LGBO","110","105","26600","26730"
"In post","2022","East Sussex CC","Undeclared","205","180","29290","27570"
"In post","2022","East Sussex CC","Unknown","310","270","26390","26140"
"In post","2022","Enfield","Heterosexual / straight","220","205","32570","31060"
"In post","2022","Enfield","LGBO","15","15","[c]","[c]"
"In post","2022","Enfield","Undeclared","45","40","30360","31060"
"In post","2022","Enfield","Unknown","75","70","30730","31060"
"In post","2022","Essex Haven Gateway","Heterosexual / straight","680","640","31830","29290"
"In post","2022","Essex Haven Gateway","LGBO","30","30","33620","29750"
"In post","2022","Essex Haven Gateway","Undeclared","100","90","32810","29290"
"In post","2022","Essex Haven Gateway","Unknown","145","135","30010","28200"
"In post","2022","Essex Thames Gateway","Heterosexual / straight","665","605","28270","29140"
"In post","2022","Essex Thames Gateway","LGBO","35","35","28690","29290"
"In post","2022","Essex Thames Gateway","Undeclared","65","60","26620","25110"
"In post","2022","Essex Thames Gateway","Unknown","185","160","27270","25110"
"In post","2022","Falkirk","Heterosexual / straight","1060","935","28170","27570"
"In post","2022","Falkirk","LGBO","55","55","27790","27570"
"In post","2022","Falkirk","Undeclared","75","70","28830","27570"
"In post","2022","Falkirk","Unknown","690","605","28770","27570"
"In post","2022","Fermanagh and Omagh","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Fermanagh and Omagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Heterosexual / straight","1410","1345","28660","26750"
"In post","2022","Flintshire and Wrexham","LGBO","95","95","26790","24730"
"In post","2022","Flintshire and Wrexham","Undeclared","405","385","29600","28430"
"In post","2022","Flintshire and Wrexham","Unknown","340","310","27190","24900"
"In post","2022","Glasgow City","Heterosexual / straight","8525","8020","33720","28990"
"In post","2022","Glasgow City","LGBO","685","670","31910","27570"
"In post","2022","Glasgow City","Undeclared","895","825","31990","27570"
"In post","2022","Glasgow City","Unknown","3405","3190","32220","27570"
"In post","2022","Gloucestershire CC","Heterosexual / straight","1020","925","31110","27570"
"In post","2022","Gloucestershire CC","LGBO","60","55","28700","27570"
"In post","2022","Gloucestershire CC","Undeclared","170","155","31180","27570"
"In post","2022","Gloucestershire CC","Unknown","275","245","29310","27130"
"In post","2022","Greater Manchester North East","Heterosexual / straight","830","780","28850","27570"
"In post","2022","Greater Manchester North East","LGBO","65","60","29880","27570"
"In post","2022","Greater Manchester North East","Undeclared","115","105","27820","27570"
"In post","2022","Greater Manchester North East","Unknown","240","210","26590","26760"
"In post","2022","Greater Manchester North West","Heterosexual / straight","1445","1320","26480","25700"
"In post","2022","Greater Manchester North West","LGBO","75","70","25780","23170"
"In post","2022","Greater Manchester North West","Undeclared","150","135","25350","24340"
"In post","2022","Greater Manchester North West","Unknown","465","410","24900","23170"
"In post","2022","Greater Manchester South East","Heterosexual / straight","700","640","26470","25060"
"In post","2022","Greater Manchester South East","LGBO","45","45","24660","21260"
"In post","2022","Greater Manchester South East","Undeclared","95","85","25370","24800"
"In post","2022","Greater Manchester South East","Unknown","225","200","25150","23170"
"In post","2022","Greater Manchester South West","Heterosexual / straight","4295","4075","33190","30360"
"In post","2022","Greater Manchester South West","LGBO","370","360","31580","27570"
"In post","2022","Greater Manchester South West","Undeclared","490","460","32970","30360"
"In post","2022","Greater Manchester South West","Unknown","2105","2000","31020","26820"
"In post","2022","Gwent Valleys","Heterosexual / straight","745","680","30500","27570"
"In post","2022","Gwent Valleys","LGBO","50","50","29550","27570"
"In post","2022","Gwent Valleys","Undeclared","80","75","30180","27570"
"In post","2022","Gwent Valleys","Unknown","140","125","25620","26120"
"In post","2022","Gwynedd","Heterosexual / straight","530","490","27030","24630"
"In post","2022","Gwynedd","LGBO","25","25","[c]","[c]"
"In post","2022","Gwynedd","Undeclared","80","75","25910","22080"
"In post","2022","Gwynedd","Unknown","150","130","23650","21260"
"In post","2022","Hackney and Newham","Heterosexual / straight","3815","3625","40530","37610"
"In post","2022","Hackney and Newham","LGBO","245","235","43400","37930"
"In post","2022","Hackney and Newham","Undeclared","565","530","40330","37610"
"In post","2022","Hackney and Newham","Unknown","1950","1830","38330","33440"
"In post","2022","Haringey and Islington","Heterosexual / straight","985","945","32600","31060"
"In post","2022","Haringey and Islington","LGBO","75","75","35370","32220"
"In post","2022","Haringey and Islington","Undeclared","115","110","32170","31060"
"In post","2022","Haringey and Islington","Unknown","420","390","31110","31060"
"In post","2022","Harrow and Hillingdon","Heterosexual / straight","2420","2235","31540","29170"
"In post","2022","Harrow and Hillingdon","LGBO","65","60","29560","29080"
"In post","2022","Harrow and Hillingdon","Undeclared","435","390","32880","30410"
"In post","2022","Harrow and Hillingdon","Unknown","335","315","30740","28650"
"In post","2022","Hartlepool and Stockton-on-Tees","Heterosexual / straight","1200","1110","27900","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","LGBO","70","65","26920","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","Undeclared","120","110","29870","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","Unknown","275","240","26850","27570"
"In post","2022","Heart of Essex","Heterosexual / straight","855","810","33140","30110"
"In post","2022","Heart of Essex","LGBO","55","55","32770","29360"
"In post","2022","Heart of Essex","Undeclared","95","85","30770","28700"
"In post","2022","Heart of Essex","Unknown","235","225","30250","27260"
"In post","2022","Herefordshire, County of","Heterosexual / straight","340","325","29080","27020"
"In post","2022","Herefordshire, County of","LGBO","15","15","[c]","[c]"
"In post","2022","Herefordshire, County of","Undeclared","35","35","33750","30350"
"In post","2022","Herefordshire, County of","Unknown","80","75","27270","25370"
"In post","2022","Hertfordshire CC","Heterosexual / straight","2040","1935","35980","31260"
"In post","2022","Hertfordshire CC","LGBO","105","105","34340","30710"
"In post","2022","Hertfordshire CC","Undeclared","210","200","35100","31880"
"In post","2022","Hertfordshire CC","Unknown","485","450","35990","31880"
"In post","2022","Hounslow and Richmond upon Thames","Heterosexual / straight","1910","1810","33220","31060"
"In post","2022","Hounslow and Richmond upon Thames","LGBO","135","135","32010","31060"
"In post","2022","Hounslow and Richmond upon Thames","Undeclared","270","255","34020","31060"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","630","600","32430","31020"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","675","615","31770","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","30","30","29230","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","100","90","29530","27370"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","300","265","29140","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","770","725","29620","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","30","25","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","85","75","31580","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","315","300","31160","27570"
"In post","2022","Isle of Anglesey","Heterosexual / straight","195","180","28910","27370"
"In post","2022","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","Undeclared","40","40","29870","27570"
"In post","2022","Isle of Anglesey","Unknown","25","25","[c]","[c]"
"In post","2022","Isle of Wight","Heterosexual / straight","655","610","27570","26610"
"In post","2022","Isle of Wight","LGBO","55","50","26560","26100"
"In post","2022","Isle of Wight","Undeclared","80","70","28070","27380"
"In post","2022","Isle of Wight","Unknown","120","110","28930","27950"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","600","580","32920","31060"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","LGBO","40","40","34960","33550"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","55","50","33550","31980"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Unknown","195","180","33240","31060"
"In post","2022","Kent Thames Gateway","Heterosexual / straight","1110","1050","30490","30610"
"In post","2022","Kent Thames Gateway","LGBO","70","70","31790","30700"
"In post","2022","Kent Thames Gateway","Undeclared","95","90","32020","31650"
"In post","2022","Kent Thames Gateway","Unknown","330","305","29320","29290"
"In post","2022","Kingston upon Hull, City of","Heterosexual / straight","1450","1310","28620","27130"
"In post","2022","Kingston upon Hull, City of","LGBO","90","85","27540","26520"
"In post","2022","Kingston upon Hull, City of","Undeclared","205","185","29410","27570"
"In post","2022","Kingston upon Hull, City of","Unknown","365","325","27230","26850"
"In post","2022","Lambeth","Heterosexual / straight","2405","2325","42870","39840"
"In post","2022","Lambeth","LGBO","185","180","40900","36200"
"In post","2022","Lambeth","Undeclared","295","280","42730","37000"
"In post","2022","Lambeth","Unknown","535","510","42460","36200"
"In post","2022","Lancaster and Wyre","Heterosexual / straight","800","735","29410","26780"
"In post","2022","Lancaster and Wyre","LGBO","40","35","27660","26480"
"In post","2022","Lancaster and Wyre","Undeclared","75","70","30410","26930"
"In post","2022","Lancaster and Wyre","Unknown","190","175","27280","26670"
"In post","2022","Leeds","Heterosexual / straight","8535","8050","35100","31420"
"In post","2022","Leeds","LGBO","620","605","34450","31000"
"In post","2022","Leeds","Undeclared","1095","1030","35840","32000"
"In post","2022","Leeds","Unknown","3255","3095","33000","27570"
"In post","2022","Leicester","Heterosexual / straight","1725","1585","28050","26610"
"In post","2022","Leicester","LGBO","95","90","28090","27130"
"In post","2022","Leicester","Undeclared","235","215","27850","26690"
"In post","2022","Leicester","Unknown","560","495","26220","24800"
"In post","2022","Leicestershire CC and Rutland","Heterosexual / straight","1425","1335","30040","27370"
"In post","2022","Leicestershire CC and Rutland","LGBO","85","85","27840","26470"
"In post","2022","Leicestershire CC and Rutland","Undeclared","195","180","31460","27570"
"In post","2022","Leicestershire CC and Rutland","Unknown","285","265","27620","25610"
"In post","2022","Lewisham and Southwark","Heterosexual / straight","940","905","33990","31060"
"In post","2022","Lewisham and Southwark","LGBO","65","65","35550","31060"
