"Status","Year","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West (England)","Male","1255","1220","41260","39750"
"In post","2022","Department for Business, Energy and Industrial Strategy","Wales","Female","1555","1405","31950","27380"
"In post","2022","Department for Business, Energy and Industrial Strategy","Wales","Male","1440","1405","38320","36110"
"In post","2022","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Female","410","385","34230","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Male","320","310","35840","32730"
"In post","2022","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Female","110","105","32120","31140"
"In post","2022","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Male","95","90","34000","31020"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Female","985","960","47130","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Male","800","795","48360","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Female","60","60","40000","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Male","65","60","42710","34960"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Female","15","15","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Scotland","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Wales","Male","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","Department for Education","East Midlands (England)","Female","230","215","40610","36780"
"In post","2022","Department for Education","East Midlands (England)","Male","140","140","43500","38220"
"In post","2022","Department for Education","East of England","Female","50","50","47900","50130"
"In post","2022","Department for Education","East of England","Male","30","30","50700","50660"
"In post","2022","Department for Education","London","Female","1595","1510","49420","53420"
"In post","2022","Department for Education","London","Male","940","935","51730","53420"
"In post","2022","Department for Education","North East (England)","Female","595","560","37270","36500"
"In post","2022","Department for Education","North East (England)","Male","360","360","40300","36780"
"In post","2022","Department for Education","North West (England)","Female","725","700","40260","36500"
"In post","2022","Department for Education","North West (England)","Male","550","545","40730","36500"
"In post","2022","Department for Education","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","South East (England)","Female","15","15","[c]","[c]"
"In post","2022","Department for Education","South East (England)","Male","25","25","[c]","[c]"
"In post","2022","Department for Education","South West (England)","Female","205","195","42820","37030"
"In post","2022","Department for Education","South West (England)","Male","135","135","45080","42580"
"In post","2022","Department for Education","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Wales","Male","5","5","[c]","[c]"
"In post","2022","Department for Education","West Midlands (England)","Female","820","795","39500","36530"
"In post","2022","Department for Education","West Midlands (England)","Male","580","580","42150","36960"
"In post","2022","Department for Education","Yorkshire and The Humber","Female","930","865","39990","36500"
"In post","2022","Department for Education","Yorkshire and The Humber","Male","745","735","41820","36960"
"In post","2022","Department for Environment, Food and Rural Affairs","East Midlands (England)","Female","185","175","32630","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","East Midlands (England)","Male","135","130","31600","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","East of England","Female","455","420","32960","29750"
"In post","2022","Department for Environment, Food and Rural Affairs","East of England","Male","445","435","35230","31920"
"In post","2022","Department for Environment, Food and Rural Affairs","London","Female","1570","1505","44030","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","London","Male","1325","1310","44520","38910"
"In post","2022","Department for Environment, Food and Rural Affairs","North East (England)","Female","425","385","30880","26600"
"In post","2022","Department for Environment, Food and Rural Affairs","North East (England)","Male","375","365","31630","26520"
"In post","2022","Department for Environment, Food and Rural Affairs","North West (England)","Female","1060","940","28270","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","North West (England)","Male","640","625","30560","25190"
"In post","2022","Department for Environment, Food and Rural Affairs","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Scotland","Female","110","105","32220","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","Scotland","Male","70","70","35180","29980"
"In post","2022","Department for Environment, Food and Rural Affairs","South East (England)","Female","855","805","34230","29750"
"In post","2022","Department for Environment, Food and Rural Affairs","South East (England)","Male","655","635","37850","33700"
"In post","2022","Department for Environment, Food and Rural Affairs","South West (England)","Female","1185","1095","34240","30320"
"In post","2022","Department for Environment, Food and Rural Affairs","South West (England)","Male","885","865","37320","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Wales","Female","245","225","28050","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","Wales","Male","125","120","31080","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","West Midlands (England)","Female","450","415","31750","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","West Midlands (England)","Male","295","285","35090","30710"
"In post","2022","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Female","660","615","34590","30430"
"In post","2022","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Male","605","595","35080","31610"
"In post","2022","Department for International Trade","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Department for International Trade","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","East of England","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","London","Female","1230","1215","45220","39840"
"In post","2022","Department for International Trade","London","Male","1270","1265","47370","41950"
"In post","2022","Department for International Trade","North East (England)","Female","30","30","41690","40300"
"In post","2022","Department for International Trade","North East (England)","Male","15","15","[c]","[c]"
"In post","2022","Department for International Trade","North West (England)","Female","10","10","[c]","[c]"
"In post","2022","Department for International Trade","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Overseas","Female","55","55","54900","53750"
"In post","2022","Department for International Trade","Overseas","Male","120","120","55570","53410"
"In post","2022","Department for International Trade","Scotland","Female","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Scotland","Male","20","20","[c]","[c]"
"In post","2022","Department for International Trade","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","South East (England)","Male","5","5","[c]","[c]"
"In post","2022","Department for International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Wales","Female","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Wales","Male","15","15","[c]","[c]"
"In post","2022","Department for International Trade","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","Department for International Trade","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Yorkshire and The Humber","Female","15","10","[c]","[c]"
"In post","2022","Department for International Trade","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","East Midlands (England)","Female","45","45","45800","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","East Midlands (England)","Male","55","50","50560","48200"
"In post","2022","Department for Levelling Up, Housing and Communities","East of England","Female","65","55","44940","41980"
"In post","2022","Department for Levelling Up, Housing and Communities","East of England","Male","70","65","44380","41020"
"In post","2022","Department for Levelling Up, Housing and Communities","London","Female","1135","1100","48410","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","London","Male","1140","1125","48770","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","North East (England)","Female","60","55","45570","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","North East (England)","Male","70","70","44540","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","North West (England)","Female","120","115","39950","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","North West (England)","Male","100","95","43380","40060"
"In post","2022","Department for Levelling Up, Housing and Communities","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Scotland","Female","20","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Scotland","Male","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","South East (England)","Female","25","20","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","South East (England)","Male","35","30","55180","58810"
"In post","2022","Department for Levelling Up, Housing and Communities","South West (England)","Female","335","305","34680","32780"
"In post","2022","Department for Levelling Up, Housing and Communities","South West (England)","Male","300","290","37790","34610"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Wales","Female","15","15","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Wales","Male","25","25","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","West Midlands (England)","Female","200","195","38280","34690"
"In post","2022","Department for Levelling Up, Housing and Communities","West Midlands (England)","Male","150","150","39390","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Female","85","80","44580","38250"
"In post","2022","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Male","75","70","48450","47660"
"In post","2022","Department for Transport","East Midlands (England)","Female","235","220","33090","30730"
"In post","2022","Department for Transport","East Midlands (England)","Male","425","410","33940","27930"
"In post","2022","Department for Transport","East of England","Female","95","85","28730","26780"
"In post","2022","Department for Transport","East of England","Male","305","290","30350","27930"
"In post","2022","Department for Transport","London","Female","1420","1375","47500","42890"
"In post","2022","Department for Transport","London","Male","1975","1930","47850","42890"
"In post","2022","Department for Transport","North East (England)","Female","175","155","25870","21840"
"In post","2022","Department for Transport","North East (England)","Male","205","200","29110","26780"
"In post","2022","Department for Transport","North West (England)","Female","130","120","27330","26700"
"In post","2022","Department for Transport","North West (England)","Male","365","345","29750","26830"
"In post","2022","Department for Transport","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2022","Department for Transport","Northern Ireland","Male","30","25","[c]","[c]"
"In post","2022","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Department for Transport","Scotland","Female","125","110","30280","26780"
"In post","2022","Department for Transport","Scotland","Male","330","315","33070","28240"
"In post","2022","Department for Transport","South East (England)","Female","545","505","33510","30730"
"In post","2022","Department for Transport","South East (England)","Male","960","930","37680","31380"
"In post","2022","Department for Transport","South West (England)","Female","270","245","32260","26780"
"In post","2022","Department for Transport","South West (England)","Male","500","485","33020","29080"
"In post","2022","Department for Transport","Wales","Female","4025","3380","24870","21840"
"In post","2022","Department for Transport","Wales","Male","2905","2805","29610","26130"
"In post","2022","Department for Transport","West Midlands (England)","Female","225","215","29040","26470"
"In post","2022","Department for Transport","West Midlands (England)","Male","450","435","29820","26780"
"In post","2022","Department for Transport","Yorkshire and The Humber","Female","240","220","29210","26700"
"In post","2022","Department for Transport","Yorkshire and The Humber","Male","435","415","31910","27930"
"In post","2022","Department for Work and Pensions","East Midlands (England)","Female","3180","2715","26570","27570"
"In post","2022","Department for Work and Pensions","East Midlands (England)","Male","1735","1650","28490","27570"
"In post","2022","Department for Work and Pensions","East of England","Female","3105","2690","28320","27570"
"In post","2022","Department for Work and Pensions","East of England","Male","1515","1460","29330","27570"
"In post","2022","Department for Work and Pensions","London","Female","6440","5870","33330","31060"
"In post","2022","Department for Work and Pensions","London","Male","3675","3590","35700","31060"
"In post","2022","Department for Work and Pensions","North East (England)","Female","6230","5315","26960","27570"
"In post","2022","Department for Work and Pensions","North East (England)","Male","4025","3860","30520","27570"
"In post","2022","Department for Work and Pensions","North West (England)","Female","12005","10455","27190","27570"
"In post","2022","Department for Work and Pensions","North West (England)","Male","7335","7085","29800","27570"
"In post","2022","Department for Work and Pensions","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Scotland","Female","5910","5050","25650","27570"
"In post","2022","Department for Work and Pensions","Scotland","Male","2950","2805","27700","27570"
"In post","2022","Department for Work and Pensions","South East (England)","Female","4360","3780","27600","27570"
"In post","2022","Department for Work and Pensions","South East (England)","Male","2085","2005","28030","27570"
"In post","2022","Department for Work and Pensions","South West (England)","Female","3695","3070","26350","27570"
"In post","2022","Department for Work and Pensions","South West (England)","Male","1895","1795","27130","27570"
"In post","2022","Department for Work and Pensions","Unknown","Female","375","340","30280","27570"
"In post","2022","Department for Work and Pensions","Unknown","Male","220","215","32630","27570"
"In post","2022","Department for Work and Pensions","Wales","Female","3825","3320","26060","27570"
"In post","2022","Department for Work and Pensions","Wales","Male","1985","1910","26740","27570"
"In post","2022","Department for Work and Pensions","West Midlands (England)","Female","5140","4355","26230","27570"
"In post","2022","Department for Work and Pensions","West Midlands (England)","Male","2585","2460","26780","27570"
"In post","2022","Department for Work and Pensions","Yorkshire and The Humber","Female","6140","5260","29270","27570"
"In post","2022","Department for Work and Pensions","Yorkshire and The Humber","Male","3750","3595","32090","27570"
"In post","2022","Department of Health and Social Care","East Midlands (England)","Female","170","155","41870","36330"
"In post","2022","Department of Health and Social Care","East Midlands (England)","Male","60","55","43710","36330"
"In post","2022","Department of Health and Social Care","East of England","Female","435","400","42620","39380"
"In post","2022","Department of Health and Social Care","East of England","Male","250","245","46820","40450"
"In post","2022","Department of Health and Social Care","London","Female","4085","3880","46400","40650"
"In post","2022","Department of Health and Social Care","London","Male","2220","2165","50280","45580"
"In post","2022","Department of Health and Social Care","North East (England)","Female","80","70","43610","39170"
"In post","2022","Department of Health and Social Care","North East (England)","Male","40","35","50250","41950"
"In post","2022","Department of Health and Social Care","North West (England)","Female","340","305","36380","32310"
"In post","2022","Department of Health and Social Care","North West (England)","Male","195","190","42320","35610"
"In post","2022","Department of Health and Social Care","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Scotland","Female","25","20","[c]","[c]"
"In post","2022","Department of Health and Social Care","Scotland","Male","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","South East (England)","Female","355","310","44450","38580"
"In post","2022","Department of Health and Social Care","South East (England)","Male","195","185","47730","41690"
"In post","2022","Department of Health and Social Care","South West (England)","Female","800","735","36900","32330"
"In post","2022","Department of Health and Social Care","South West (England)","Male","385","375","44960","39170"
"In post","2022","Department of Health and Social Care","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Department of Health and Social Care","Wales","Female","15","15","[c]","[c]"
"In post","2022","Department of Health and Social Care","Wales","Male","15","15","[c]","[c]"
"In post","2022","Department of Health and Social Care","West Midlands (England)","Female","305","270","40170","36330"
"In post","2022","Department of Health and Social Care","West Midlands (England)","Male","110","100","48410","36330"
"In post","2022","Department of Health and Social Care","Yorkshire and The Humber","Female","1020","965","41960","36820"
"In post","2022","Department of Health and Social Care","Yorkshire and The Humber","Male","645","630","44990","40750"
"In post","2022","Estyn","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Wales","Female","65","55","55250","64520"
"In post","2022","Estyn","Wales","Male","45","45","63160","75480"
"In post","2022","Estyn","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","East Midlands (England)","Female","25","25","[c]","[c]"
"In post","2022","Food Standards Agency","East Midlands (England)","Male","65","60","33820","27730"
"In post","2022","Food Standards Agency","East of England","Female","40","40","38170","37350"
"In post","2022","Food Standards Agency","East of England","Male","90","90","33190","29090"
"In post","2022","Food Standards Agency","London","Female","130","130","45020","40350"
"In post","2022","Food Standards Agency","London","Male","110","110","43350","40350"
"In post","2022","Food Standards Agency","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","North East (England)","Male","20","20","[c]","[c]"
"In post","2022","Food Standards Agency","North West (England)","Female","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","North West (England)","Male","70","70","32610","26750"
"In post","2022","Food Standards Agency","Northern Ireland","Female","70","70","37400","37350"
"In post","2022","Food Standards Agency","Northern Ireland","Male","30","30","38080","37350"
"In post","2022","Food Standards Agency","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","South East (England)","Female","50","50","44500","40960"
"In post","2022","Food Standards Agency","South East (England)","Male","50","50","41940","40410"
"In post","2022","Food Standards Agency","South West (England)","Female","45","45","37300","37350"
"In post","2022","Food Standards Agency","South West (England)","Male","70","70","34380","27680"
"In post","2022","Food Standards Agency","Wales","Female","70","70","38000","37350"
"In post","2022","Food Standards Agency","Wales","Male","80","75","35160","30350"
"In post","2022","Food Standards Agency","West Midlands (England)","Female","40","40","33330","30580"
"In post","2022","Food Standards Agency","West Midlands (England)","Male","80","75","32430","28800"
"In post","2022","Food Standards Agency","Yorkshire and The Humber","Female","130","125","35650","30810"
"In post","2022","Food Standards Agency","Yorkshire and The Humber","Male","145","140","37560","32350"
"In post","2022","Foreign, Commonwealth and Development Office","London","Female","2135","2055","48500","44230"
"In post","2022","Foreign, Commonwealth and Development Office","London","Male","1920","1905","51990","51500"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","Female","930","925","52210","53470"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","Male","1280","1275","51400","52500"
"In post","2022","Foreign, Commonwealth and Development Office","Scotland","Female","460","440","40850","38500"
"In post","2022","Foreign, Commonwealth and Development Office","Scotland","Male","370","360","42970","39630"
"In post","2022","Foreign, Commonwealth and Development Office","South East (England)","Female","495","470","34690","29490"
"In post","2022","Foreign, Commonwealth and Development Office","South East (England)","Male","650","625","38550","34640"
"In post","2022","HM Land Registry","East Midlands (England)","Female","575","515","30710","27130"
