"Status","Year","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cabinet Office","North East (England)","AO","Female","105","95","21050","21050"
"In post","2022","Cabinet Office","North East (England)","AO","Male","65","60","21050","21050"
"In post","2022","Cabinet Office","North East (England)","EO","Female","70","60","24840","24100"
"In post","2022","Cabinet Office","North East (England)","EO","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","G6","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","G6","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","G7","Female","25","25","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","G7","Male","20","20","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","HEO","Female","80","75","31560","32000"
"In post","2022","Cabinet Office","North East (England)","HEO","Male","45","45","31290","32000"
"In post","2022","Cabinet Office","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","SEO","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","SEO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","AO","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","AO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","EO","Female","65","65","25430","25520"
"In post","2022","Cabinet Office","North West (England)","EO","Male","35","35","25500","25520"
"In post","2022","Cabinet Office","North West (England)","G6","Female","50","50","67930","64660"
"In post","2022","Cabinet Office","North West (England)","G6","Male","40","40","71830","68110"
"In post","2022","Cabinet Office","North West (England)","G7","Female","140","135","53320","51580"
"In post","2022","Cabinet Office","North West (England)","G7","Male","110","110","55120","51580"
"In post","2022","Cabinet Office","North West (England)","HEO","Female","135","130","31130","30940"
"In post","2022","Cabinet Office","North West (England)","HEO","Male","90","90","31190","31250"
"In post","2022","Cabinet Office","North West (England)","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","SEO","Female","130","130","38620","38980"
"In post","2022","Cabinet Office","North West (England)","SEO","Male","100","100","38430","38890"
"In post","2022","Cabinet Office","Northern Ireland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","EO","Female","25","20","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","EO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","G6","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","G6","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","G7","Female","35","35","52950","49700"
"In post","2022","Cabinet Office","Scotland","G7","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","HEO","Female","60","60","31790","32000"
"In post","2022","Cabinet Office","Scotland","HEO","Male","55","55","31000","32000"
"In post","2022","Cabinet Office","Scotland","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","SEO","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Scotland","SEO","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","AO","Female","20","15","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","AO","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","EO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","G6","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","G6","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","G7","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","G7","Male","30","30","60570","59470"
"In post","2022","Cabinet Office","South East (England)","HEO","Female","50","50","32310","33300"
"In post","2022","Cabinet Office","South East (England)","HEO","Male","40","40","32510","33300"
"In post","2022","Cabinet Office","South East (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","SEO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","South East (England)","SEO","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","EO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","G6","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","G6","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","G7","Female","45","45","54280","52630"
"In post","2022","Cabinet Office","South West (England)","G7","Male","45","45","54750","53320"
"In post","2022","Cabinet Office","South West (England)","HEO","Female","35","35","31040","32000"
"In post","2022","Cabinet Office","South West (England)","HEO","Male","40","40","32070","32000"
"In post","2022","Cabinet Office","South West (England)","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","SEO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","South West (England)","SEO","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","EO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","EO","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","G6","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","G6","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","G7","Female","35","35","54080","54700"
"In post","2022","Cabinet Office","Unknown","G7","Male","40","40","54200","54620"
"In post","2022","Cabinet Office","Unknown","HEO","Female","170","165","30450","29250"
"In post","2022","Cabinet Office","Unknown","HEO","Male","135","130","30590","29250"
"In post","2022","Cabinet Office","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","SEO","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","SEO","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Wales","AO","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Wales","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Wales","EO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Wales","EO","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Wales","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Wales","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Wales","G7","Female","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Wales","G7","Male","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Wales","HEO","Female","45","45","30580","30770"
"In post","2022","Cabinet Office","Wales","HEO","Male","30","30","30860","30940"
"In post","2022","Cabinet Office","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Wales","SEO","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Wales","SEO","Male","20","20","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","EO","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","EO","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","G6","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","G6","Male","20","20","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","G7","Female","35","30","58410","56520"
"In post","2022","Cabinet Office","West Midlands (England)","G7","Male","35","35","59860","60640"
"In post","2022","Cabinet Office","West Midlands (England)","HEO","Female","45","40","30830","31560"
"In post","2022","Cabinet Office","West Midlands (England)","HEO","Male","30","30","30960","30420"
"In post","2022","Cabinet Office","West Midlands (England)","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","SEO","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands (England)","SEO","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Yorkshire and The Humber","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Yorkshire and The Humber","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Yorkshire and The Humber","AO","Female","70","65","21190","21170"
"In post","2022","Cabinet Office","Yorkshire and The Humber","AO","Male","55","50","21180","21170"
"In post","2022","Cabinet Office","Yorkshire and The Humber","EO","Female","95","90","25570","26350"
"In post","2022","Cabinet Office","Yorkshire and The Humber","EO","Male","60","60","25600","26350"
"In post","2022","Cabinet Office","Yorkshire and The Humber","G6","Female","30","30","66110","64500"
"In post","2022","Cabinet Office","Yorkshire and The Humber","G6","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Yorkshire and The Humber","G7","Female","100","95","55370","51100"
"In post","2022","Cabinet Office","Yorkshire and The Humber","G7","Male","95","95","56890","53220"
