"Status","Year","Profession_of_post","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","170","160","36110","34800"
"In post","2022","Commercial","Hampshire and Isle of Wight","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Outside London","Unknown","40","40","32440","29530"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","London","Heterosexual / straight","65","65","45270","43020"
"In post","2022","Commercial","Inner London - East","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","London","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Inner London - West","London","Heterosexual / straight","515","505","48350","42870"
"In post","2022","Commercial","Inner London - West","London","LGBO","50","50","45080","41750"
"In post","2022","Commercial","Inner London - West","London","Undeclared","130","130","47850","43440"
"In post","2022","Commercial","Inner London - West","London","Unknown","120","115","46390","41620"
"In post","2022","Commercial","Kent","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Outside London","Heterosexual / straight","45","45","38260","34290"
"In post","2022","Commercial","Lancashire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","Outside London","Heterosexual / straight","195","190","35280","32000"
"In post","2022","Commercial","Merseyside","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Merseyside","Outside London","Unknown","50","50","32620","30940"
"In post","2022","Commercial","North Eastern Scotland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Outside London","Heterosexual / straight","45","45","37830","37350"
"In post","2022","Commercial","North Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Outside London","Heterosexual / straight","70","65","38660","36500"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","London","Heterosexual / straight","80","80","44780","43270"
"In post","2022","Commercial","Outer London - South","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - South","London","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","London","Heterosexual / straight","35","35","39620","34370"
"In post","2022","Commercial","Outer London - West and North West","London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","London","Unknown","20","15","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Heterosexual / straight","35","35","49380","42130"
"In post","2022","Commercial","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Outside London","Heterosexual / straight","80","75","39300","35980"
"In post","2022","Commercial","Shropshire and Staffordshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","Outside London","Heterosexual / straight","185","175","35740","33380"
"In post","2022","Commercial","South Yorkshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","Outside London","Unknown","40","35","35460","33180"
"In post","2022","Commercial","Southern Scotland","Outside London","Heterosexual / straight","30","30","40840","40100"
"In post","2022","Commercial","Southern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Southern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Southern Scotland","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Outside London","Heterosexual / straight","30","30","42450","38700"
"In post","2022","Commercial","Surrey, East and West Sussex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","Heterosexual / straight","80","75","39620","36500"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","Outside London","Heterosexual / straight","95","95","34470","33000"
"In post","2022","Commercial","West Central Scotland","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","Commercial","West Midlands","Outside London","Heterosexual / straight","105","100","38060","36500"
"In post","2022","Commercial","West Midlands","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","West Midlands","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","West Midlands","Outside London","Unknown","30","30","38990","36930"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","Heterosexual / straight","140","135","34320","31040"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","Undeclared","40","35","29950","26780"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","West Yorkshire","Outside London","Heterosexual / straight","205","195","42120","36820"
"In post","2022","Commercial","West Yorkshire","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","West Yorkshire","Outside London","Undeclared","50","45","40280","36820"
"In post","2022","Commercial","West Yorkshire","Outside London","Unknown","35","30","41310","37300"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","65","60","34300","33000"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Cheshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cheshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cumbria","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","55","55","41250","40520"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Devon","Outside London","Heterosexual / straight","40","40","38950","37810"
"In post","2022","Communications","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Devon","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","Outside London","Heterosexual / straight","35","35","37230","33300"
"In post","2022","Communications","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","East Anglia","Outside London","Heterosexual / straight","35","35","34580","31200"
"In post","2022","Communications","East Anglia","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Anglia","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Anglia","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","East Wales","Outside London","Heterosexual / straight","195","185","39620","38160"
"In post","2022","Communications","East Wales","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","East Wales","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Communications","East Wales","Outside London","Unknown","40","35","37690","35790"
"In post","2022","Communications","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Outside London","Heterosexual / straight","30","30","39830","37710"
"In post","2022","Communications","Eastern Scotland","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Essex","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","140","130","36650","35900"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","30","30","37540","30530"
"In post","2022","Communications","Greater Manchester","Outside London","Heterosexual / straight","75","70","35960","32590"
"In post","2022","Communications","Greater Manchester","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Greater Manchester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Greater Manchester","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","125","120","33670","33000"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Highlands and Islands","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Highlands and Islands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Inner London - East","London","Heterosexual / straight","155","150","48280","42630"
"In post","2022","Communications","Inner London - East","London","LGBO","25","25","[c]","[c]"
"In post","2022","Communications","Inner London - East","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Communications","Inner London - East","London","Unknown","40","40","46020","42670"
"In post","2022","Communications","Inner London - West","London","Heterosexual / straight","1145","1115","47700","44500"
"In post","2022","Communications","Inner London - West","London","LGBO","120","120","45500","43810"
"In post","2022","Communications","Inner London - West","London","Undeclared","240","235","46100","42470"
"In post","2022","Communications","Inner London - West","London","Unknown","375","370","45930","42470"
"In post","2022","Communications","Kent","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lancashire","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Communications","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Merseyside","Outside London","Heterosexual / straight","55","55","41280","39380"
"In post","2022","Communications","Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Merseyside","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","Merseyside","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","North Yorkshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","North Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Northumberland, and Tyne and Wear","Outside London","Heterosexual / straight","50","45","39190","34010"
"In post","2022","Communications","Northumberland, and Tyne and Wear","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northumberland, and Tyne and Wear","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northumberland, and Tyne and Wear","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","Outer London - East and North East","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outer London - East and North East","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outer London - South","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Communications","Outer London - South","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outer London - South","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outer London - South","London","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Outer London - West and North West","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Communications","Outer London - West and North West","London","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","Outer London - West and North West","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","Outer London - West and North West","London","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Shropshire and Staffordshire","Outside London","Heterosexual / straight","40","40","35610","33000"
"In post","2022","Communications","Shropshire and Staffordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Shropshire and Staffordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Shropshire and Staffordshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","South Yorkshire","Outside London","Heterosexual / straight","35","35","42120","40650"
"In post","2022","Communications","South Yorkshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","South Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South Yorkshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","Southern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Southern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Southern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Surrey, East and West Sussex","Outside London","Heterosexual / straight","15","15","[c]","[c]"
