"Status","Year","Ethnicity","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Asian","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","50","[c]","[c]","[c]"
"Leaver CS","2022","Black","AO","375","[c]","22790","22810"
"Leaver CS","2022","Black","EO","505","[c]","29110","29290"
"Leaver CS","2022","Black","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","G7","90","[c]","55580","54200"
"Leaver CS","2022","Black","HEO","175","[c]","33610","33130"
"Leaver CS","2022","Black","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO","140","[c]","42620","40600"
"Leaver CS","2022","Black","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","35","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AO","260","[c]","21840","21260"
"Leaver CS","2022","Mixed","EO","270","[c]","27980","27570"
"Leaver CS","2022","Mixed","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","65","[c]","56700","54700"
"Leaver CS","2022","Mixed","HEO","105","[c]","33900","33880"
"Leaver CS","2022","Mixed","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","60","[c]","41610","40300"
"Leaver CS","2022","Mixed","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","70","[c]","21790","21260"
"Leaver CS","2022","Other ethnicity","EO","80","[c]","28840","28420"
"Leaver CS","2022","Other ethnicity","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HEO","45","[c]","33720","33480"
"Leaver CS","2022","Other ethnicity","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","AA","80","[c]","19750","19300"
"Leaver CS","2022","Undeclared","AO","490","[c]","22430","21260"
"Leaver CS","2022","Undeclared","EO","450","[c]","28260","27570"
"Leaver CS","2022","Undeclared","G6","60","[c]","68660","69110"
"Leaver CS","2022","Undeclared","G7","155","[c]","55440","55000"
"Leaver CS","2022","Undeclared","HEO","270","[c]","34340","33570"
"Leaver CS","2022","Undeclared","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","SEO","205","[c]","42220","41090"
"Leaver CS","2022","Undeclared","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA","735","[c]","20050","19560"
"Leaver CS","2022","Unknown","AO","3355","[c]","22070","21260"
"Leaver CS","2022","Unknown","EO","1800","[c]","27290","27570"
"Leaver CS","2022","Unknown","G6","230","[c]","71240","68030"
"Leaver CS","2022","Unknown","G7","545","[c]","56110","54700"
"Leaver CS","2022","Unknown","HEO","975","[c]","33580","33210"
"Leaver CS","2022","Unknown","SCS level","125","[c]","106560","95220"
"Leaver CS","2022","Unknown","SEO","585","[c]","41890","40810"
"Leaver CS","2022","Unknown","Unknown","935","[c]","36450","33570"
"Leaver CS","2022","White","AA","1770","[c]","19500","19200"
"Leaver CS","2022","White","AO","9335","[c]","22100","21260"
"Leaver CS","2022","White","EO","6770","[c]","27630","27570"
"Leaver CS","2022","White","G6","875","[c]","70570","68720"
"Leaver CS","2022","White","G7","1980","[c]","55880","54700"
"Leaver CS","2022","White","HEO","3210","[c]","33760","33300"
"Leaver CS","2022","White","SCS level","495","[c]","97110","93000"
"Leaver CS","2022","White","SEO","2565","[c]","42020","40670"
"Leaver CS","2022","White","Unknown","1120","[c]","37250","33480"
"Leaver Dept.","2022","Asian","AA","45","[c]","21050","22350"
"Leaver Dept.","2022","Asian","AO","375","[c]","21900","21260"
"Leaver Dept.","2022","Asian","EO","780","[c]","27600","27570"
"Leaver Dept.","2022","Asian","G6","75","[c]","72150","66870"
"Leaver Dept.","2022","Asian","G7","250","[c]","54150","53860"
"Leaver Dept.","2022","Asian","HEO","475","[c]","33090","33100"
"Leaver Dept.","2022","Asian","SCS level","85","[c]","104050","103130"
"Leaver Dept.","2022","Asian","SEO","330","[c]","40500","40180"
"Leaver Dept.","2022","Asian","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AO","155","[c]","22270","21260"
"Leaver Dept.","2022","Black","EO","385","[c]","27900","27570"
"Leaver Dept.","2022","Black","G6","35","[c]","69340","67040"
"Leaver Dept.","2022","Black","G7","120","[c]","53060","52610"
"Leaver Dept.","2022","Black","HEO","280","[c]","33000","32330"
"Leaver Dept.","2022","Black","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO","215","[c]","40490","40070"
"Leaver Dept.","2022","Black","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AO","55","[c]","21350","21260"
"Leaver Dept.","2022","Mixed","EO","165","[c]","27490","27570"
"Leaver Dept.","2022","Mixed","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","G7","95","[c]","53900","53600"
"Leaver Dept.","2022","Mixed","HEO","155","[c]","32880","33000"
"Leaver Dept.","2022","Mixed","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SEO","110","[c]","40390","40320"
"Leaver Dept.","2022","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","EO","55","[c]","27380","27570"
"Leaver Dept.","2022","Other ethnicity","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","HEO","45","[c]","32580","32790"
"Leaver Dept.","2022","Other ethnicity","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AO","110","[c]","21870","21260"
"Leaver Dept.","2022","Undeclared","EO","170","[c]","26950","27570"
"Leaver Dept.","2022","Undeclared","G6","75","[c]","69060","66990"
"Leaver Dept.","2022","Undeclared","G7","210","[c]","54050","53500"
"Leaver Dept.","2022","Undeclared","HEO","240","[c]","32700","32490"
"Leaver Dept.","2022","Undeclared","SCS level","35","[c]","98960","95000"
"Leaver Dept.","2022","Undeclared","SEO","210","[c]","40340","40070"
"Leaver Dept.","2022","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA","35","[c]","19840","19200"
"Leaver Dept.","2022","Unknown","AO","560","[c]","21720","21260"
"Leaver Dept.","2022","Unknown","EO","710","[c]","27460","27570"
"Leaver Dept.","2022","Unknown","G6","275","[c]","68320","65680"
"Leaver Dept.","2022","Unknown","G7","585","[c]","54590","54700"
"Leaver Dept.","2022","Unknown","HEO","1330","[c]","32270","32000"
"Leaver Dept.","2022","Unknown","SCS level","155","[c]","89960","84020"
"Leaver Dept.","2022","Unknown","SEO","525","[c]","40830","40600"
"Leaver Dept.","2022","Unknown","Unknown","140","[c]","[c]","[c]"
"Leaver Dept.","2022","White","AA","160","[c]","19700","19360"
"Leaver Dept.","2022","White","AO","1795","[c]","21500","21260"
"Leaver Dept.","2022","White","EO","2985","[c]","26720","27570"
"Leaver Dept.","2022","White","G6","855","[c]","68680","66660"
"Leaver Dept.","2022","White","G7","2160","[c]","53740","53380"
"Leaver Dept.","2022","White","HEO","2870","[c]","32440","32330"
"Leaver Dept.","2022","White","SCS level","540","[c]","98120","94490"
"Leaver Dept.","2022","White","SEO","2250","[c]","40070","40070"
"Leaver Dept.","2022","White","Unknown","150","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA","115","[c]","20790","21050"
"New entrant CS","2022","Asian","AO","1530","[c]","22020","21260"
"New entrant CS","2022","Asian","EO","1725","[c]","27730","27570"
"New entrant CS","2022","Asian","G6","45","[c]","67500","65790"
"New entrant CS","2022","Asian","G7","255","[c]","54370","53050"
"New entrant CS","2022","Asian","HEO","770","[c]","33220","33080"
"New entrant CS","2022","Asian","SCS level","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO","380","[c]","40480","40070"
"New entrant CS","2022","Asian","Unknown","265","[c]","27920","24800"
"New entrant CS","2022","Black","AA","55","[c]","22480","21790"
"New entrant CS","2022","Black","AO","630","[c]","23200","21260"
"New entrant CS","2022","Black","EO","870","[c]","28250","27570"
"New entrant CS","2022","Black","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","G7","105","[c]","53670","53360"
"New entrant CS","2022","Black","HEO","355","[c]","33400","33080"
"New entrant CS","2022","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SEO","220","[c]","40550","40060"
"New entrant CS","2022","Black","Unknown","470","[c]","30320","28200"
"New entrant CS","2022","Mixed","AA","40","[c]","20620","20890"
"New entrant CS","2022","Mixed","AO","450","[c]","22680","21260"
"New entrant CS","2022","Mixed","EO","460","[c]","27330","27570"
"New entrant CS","2022","Mixed","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","G7","85","[c]","53190","53070"
"New entrant CS","2022","Mixed","HEO","265","[c]","32990","33080"
"New entrant CS","2022","Mixed","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SEO","105","[c]","40170","39840"
"New entrant CS","2022","Mixed","Unknown","210","[c]","28820","25220"
"New entrant CS","2022","Other ethnicity","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","AO","130","[c]","23430","21280"
"New entrant CS","2022","Other ethnicity","EO","120","[c]","27860","27570"
"New entrant CS","2022","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","HEO","55","[c]","33530","33080"
"New entrant CS","2022","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO","35","[c]","40250","40050"
"New entrant CS","2022","Other ethnicity","Unknown","50","[c]","29970","28330"
"New entrant CS","2022","Undeclared","AA","40","[c]","20110","20380"
"New entrant CS","2022","Undeclared","AO","220","[c]","22150","21260"
"New entrant CS","2022","Undeclared","EO","230","[c]","27580","27570"
"New entrant CS","2022","Undeclared","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G7","85","[c]","53680","52610"
"New entrant CS","2022","Undeclared","HEO","150","[c]","32310","32560"
"New entrant CS","2022","Undeclared","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO","105","[c]","40120","39390"
"New entrant CS","2022","Undeclared","Unknown","135","[c]","31460","28620"
"New entrant CS","2022","Unknown","AA","1575","[c]","20790","20890"
"New entrant CS","2022","Unknown","AO","6475","[c]","22390","21300"
"New entrant CS","2022","Unknown","EO","4620","[c]","26930","26820"
"New entrant CS","2022","Unknown","G6","300","[c]","69850","65520"
"New entrant CS","2022","Unknown","G7","965","[c]","55740","53500"
"New entrant CS","2022","Unknown","HEO","2850","[c]","31500","31540"
"New entrant CS","2022","Unknown","SCS level","130","[c]","103210","91100"
"New entrant CS","2022","Unknown","SEO","1240","[c]","40340","40050"
"New entrant CS","2022","Unknown","Unknown","3450","[c]","27710","26310"
"New entrant CS","2022","White","AA","1905","[c]","20550","20890"
"New entrant CS","2022","White","AO","10955","[c]","22180","21260"
"New entrant CS","2022","White","EO","8205","[c]","26950","27230"
"New entrant CS","2022","White","G6","490","[c]","67540","65390"
"New entrant CS","2022","White","G7","2160","[c]","53340","52290"
"New entrant CS","2022","White","HEO","5370","[c]","32330","32350"
"New entrant CS","2022","White","SCS level","205","[c]","95140","88000"
"New entrant CS","2022","White","SEO","2955","[c]","40270","39960"
"New entrant CS","2022","White","Unknown","4675","[c]","28980","25480"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
