"Status","Year","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Education","Outside London","Male","2580","2555","42030","36960"
"In post","2022","Department for Education","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","London","Female","1570","1505","44030","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","London","Male","1325","1310","44520","38910"
"In post","2022","Department for Environment, Food and Rural Affairs","Outside London","Female","5630","5190","32240","29180"
"In post","2022","Department for Environment, Food and Rural Affairs","Outside London","Male","4230","4130","34780","30230"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Department for International Trade","London","Female","1230","1215","45220","39840"
"In post","2022","Department for International Trade","London","Male","1270","1265","47370","41950"
"In post","2022","Department for International Trade","Outside London","Female","105","100","41900","40280"
"In post","2022","Department for International Trade","Outside London","Male","100","100","43140","44140"
"In post","2022","Department for International Trade","Overseas","Female","55","55","54900","53750"
"In post","2022","Department for International Trade","Overseas","Male","120","120","55570","53410"
"In post","2022","Department for Levelling Up, Housing and Communities","London","Female","1135","1100","48410","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","London","Male","1140","1125","48770","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Outside London","Female","975","910","39560","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Outside London","Male","895","860","42450","40700"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","London","Female","1420","1375","47500","42890"
"In post","2022","Department for Transport","London","Male","1975","1930","47850","42890"
"In post","2022","Department for Transport","Outside London","Female","6075","5270","26890","21840"
"In post","2022","Department for Transport","Outside London","Male","6915","6665","31630","26830"
"In post","2022","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions","London","Female","6440","5870","33330","31060"
"In post","2022","Department for Work and Pensions","London","Male","3675","3590","35700","31060"
"In post","2022","Department for Work and Pensions","Outside London","Female","53590","46015","27060","27570"
"In post","2022","Department for Work and Pensions","Outside London","Male","29855","28630","29120","27570"
"In post","2022","Department for Work and Pensions","Unknown","Female","375","340","30280","27570"
"In post","2022","Department for Work and Pensions","Unknown","Male","220","215","32630","27570"
"In post","2022","Department of Health and Social Care","London","Female","4085","3880","46400","40650"
"In post","2022","Department of Health and Social Care","London","Male","2220","2165","50280","45580"
"In post","2022","Department of Health and Social Care","Outside London","Female","3545","3250","40450","36820"
"In post","2022","Department of Health and Social Care","Outside London","Male","1910","1850","45510","39390"
"In post","2022","Department of Health and Social Care","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Estyn","Outside London","Female","65","60","55870","66900"
"In post","2022","Estyn","Outside London","Male","50","50","63670","75480"
"In post","2022","Food Standards Agency","London","Female","130","130","45020","40350"
"In post","2022","Food Standards Agency","London","Male","110","110","43350","40350"
"In post","2022","Food Standards Agency","Outside London","Female","515","495","37580","37350"
"In post","2022","Food Standards Agency","Outside London","Male","700","680","35310","30350"
"In post","2022","Foreign, Commonwealth and Development Office","London","Female","2135","2055","48500","44230"
"In post","2022","Foreign, Commonwealth and Development Office","London","Male","1920","1905","51990","51500"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","Female","960","910","37660","33930"
"In post","2022","Foreign, Commonwealth and Development Office","Outside London","Male","1015","985","40150","38200"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","Female","930","925","52210","53470"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","Male","1280","1275","51400","52500"
"In post","2022","HM Land Registry","London","Female","220","205","40260","37290"
"In post","2022","HM Land Registry","London","Male","190","185","42800","37290"
"In post","2022","HM Land Registry","Outside London","Female","3795","3355","29950","27130"
"In post","2022","HM Land Registry","Outside London","Male","2435","2300","31740","27130"
"In post","2022","HM Revenue and Customs","London","Female","4815","4515","43400","37930"
"In post","2022","HM Revenue and Customs","London","Male","4920","4785","46270","40910"
"In post","2022","HM Revenue and Customs","Outside London","Female","32530","28955","30670","26820"
"In post","2022","HM Revenue and Customs","Outside London","Male","29095","28070","32630","28920"
"In post","2022","HM Treasury","London","Female","1095","1050","47450","44900"
"In post","2022","HM Treasury","London","Male","1220","1210","51000","52500"
"In post","2022","HM Treasury","Outside London","Female","265","245","41040","39200"
"In post","2022","HM Treasury","Outside London","Male","190","185","45850","45390"
"In post","2022","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","London","Female","7260","6760","39290","35050"
"In post","2022","Home Office","London","Male","6255","6110","41490","35200"
"In post","2022","Home Office","Outside London","Female","11490","10325","27530","25040"
"In post","2022","Home Office","Outside London","Male","11230","10735","28760","25310"
"In post","2022","Home Office","Overseas","Female","125","120","31050","27370"
"In post","2022","Home Office","Overseas","Male","180","175","30120","27370"
"In post","2022","Ministry of Defence","London","Female","1645","1595","41990","37640"
"In post","2022","Ministry of Defence","London","Male","2410","2375","42360","39420"
"In post","2022","Ministry of Defence","Outside London","Female","20750","19505","32160","29000"
"In post","2022","Ministry of Defence","Outside London","Male","30240","29665","35110","33290"
"In post","2022","Ministry of Defence","Overseas","Female","340","335","41480","40120"
"In post","2022","Ministry of Defence","Overseas","Male","445","445","42850","40580"
"In post","2022","Ministry of Defence","Unknown","Female","280","270","33530","32700"
"In post","2022","Ministry of Defence","Unknown","Male","1715","1710","37670","33650"
"In post","2022","Ministry of Justice","London","Female","9105","8650","36120","32890"
"In post","2022","Ministry of Justice","London","Male","6455","6315","38520","34260"
"In post","2022","Ministry of Justice","Outside London","Female","40415","36990","28170","25120"
"In post","2022","Ministry of Justice","Outside London","Male","30810","29420","30100","28200"
"In post","2022","Ministry of Justice","Unknown","Female","70","65","27790","23720"
"In post","2022","Ministry of Justice","Unknown","Male","45","40","28320","25120"
"In post","2022","National Crime Agency","London","Female","740","710","42700","40170"
"In post","2022","National Crime Agency","London","Male","880","875","46380","43630"
"In post","2022","National Crime Agency","Outside London","Female","1725","1640","36110","36200"
"In post","2022","National Crime Agency","Outside London","Male","2025","2005","39820","37950"
"In post","2022","National Crime Agency","Overseas","Female","20","20","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","Male","110","110","63790","61330"
"In post","2022","National Crime Agency","Unknown","Female","10","10","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","Male","35","35","47520","47130"
"In post","2022","Northern Ireland Office","London","Female","50","45","51500","50930"
"In post","2022","Northern Ireland Office","London","Male","35","35","52180","47580"
"In post","2022","Northern Ireland Office","Outside London","Female","55","55","39790","36720"
"In post","2022","Northern Ireland Office","Outside London","Male","40","40","43540","36720"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","Female","175","170","51560","48860"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","Male","100","100","52250","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Female","1055","1000","49280","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Male","500","495","51670","51360"
"In post","2022","Office of Gas and Electricity Markets","London","Female","335","325","46910","40810"
"In post","2022","Office of Gas and Electricity Markets","London","Male","405","400","50040","46160"
"In post","2022","Office of Gas and Electricity Markets","Outside London","Female","285","280","36600","31720"
"In post","2022","Office of Gas and Electricity Markets","Outside London","Male","320","320","37780","31720"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","Female","180","170","42880","38630"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","Male","110","110","47450","46660"
"In post","2022","Office of Rail and Road","London","Female","90","85","51930","55000"
"In post","2022","Office of Rail and Road","London","Male","115","110","58900","55430"
"In post","2022","Office of Rail and Road","Outside London","Female","60","55","48040","48240"
"In post","2022","Office of Rail and Road","Outside London","Male","85","80","53920","52500"
"In post","2022","Office of the Secretary of State for Scotland","London","Female","25","20","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","London","Male","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","Female","50","50","47770","49860"
"In post","2022","Office of the Secretary of State for Scotland","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","Female","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","London","Male","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Scottish Government","London","Female","5","5","[c]","[c]"
"In post","2022","Scottish Government","London","Male","5","5","[c]","[c]"
"In post","2022","Scottish Government","Outside London","Female","13580","12725","36900","31540"
"In post","2022","Scottish Government","Outside London","Male","11715","11335","37790","35000"
"In post","2022","Scottish Government","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Scottish Government","Overseas","Male","5","5","[c]","[c]"
"In post","2022","The National Archives","London","Female","305","285","35390","33910"
"In post","2022","The National Archives","London","Male","270","265","36030","32070"
"In post","2022","The National Archives","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","London","Female","205","200","48460","41950"
"In post","2022","UK Export Finance","London","Male","265","265","56860","52500"
"In post","2022","UK Export Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2022","UK Export Finance","Outside London","Male","15","15","[c]","[c]"
"In post","2022","UK Statistics Authority","London","Female","185","180","43980","39840"
"In post","2022","UK Statistics Authority","London","Male","150","145","47290","41340"
"In post","2022","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Outside London","Female","3175","2770","32060","30210"
"In post","2022","UK Statistics Authority","Outside London","Male","2360","2160","34430","30710"
"In post","2022","UK Statistics Authority","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","London","Female","30","25","[c]","[c]"
"In post","2022","UK Supreme Court","London","Male","25","25","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","Female","40","35","64590","60000"
"In post","2022","Water Services Regulation Authority","London","Male","45","45","66170","66000"
"In post","2022","Water Services Regulation Authority","Outside London","Female","95","90","47990","40800"
"In post","2022","Water Services Regulation Authority","Outside London","Male","80","80","51760","50220"
"In post","2022","Welsh Government","London","Female","10","5","[c]","[c]"
"In post","2022","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Outside London","Female","3535","3270","40730","38160"
"In post","2022","Welsh Government","Outside London","Male","2405","2345","43610","38160"
"In post","2022","Welsh Government","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Welsh Government","Overseas","Male","5","5","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","London","Female","215","[c]","46900","51250"
"Leaver CS","2022","Attorney General's Departments","London","Male","140","[c]","49340","51250"
"Leaver CS","2022","Attorney General's Departments","Outside London","Female","200","[c]","37320","28430"
"Leaver CS","2022","Attorney General's Departments","Outside London","Male","110","[c]","44060","44040"
"Leaver CS","2022","Cabinet Office","London","Female","240","[c]","49520","43080"
"Leaver CS","2022","Cabinet Office","London","Male","260","[c]","55050","54700"
"Leaver CS","2022","Cabinet Office","Outside London","Female","100","[c]","41690","34980"
"Leaver CS","2022","Cabinet Office","Outside London","Male","125","[c]","43190","33330"
"Leaver CS","2022","Cabinet Office","Unknown","Female","40","[c]","48980","40600"
"Leaver CS","2022","Cabinet Office","Unknown","Male","55","[c]","52810","52590"
"Leaver CS","2022","Chancellor's other departments","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Outside London","Male","35","[c]","37440","29990"
"Leaver CS","2022","Competition and Markets Authority","London","Female","50","[c]","54540","54320"
"Leaver CS","2022","Competition and Markets Authority","London","Male","40","[c]","51540","54070"
"Leaver CS","2022","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","Female","155","[c]","43980","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","London","Male","190","[c]","48450","52080"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","Female","205","[c]","29740","26290"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Outside London","Male","260","[c]","35410","33900"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Female","85","[c]","39210","34020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Male","65","[c]","46720","38020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","Female","105","[c]","41140","36660"
"Leaver CS","2022","Department for Education","London","Male","75","[c]","47640","40780"
"Leaver CS","2022","Department for Education","Outside London","Female","135","[c]","39210","36500"
"Leaver CS","2022","Department for Education","Outside London","Male","135","[c]","41590","36960"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","Female","140","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","Male","100","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","Female","365","[c]","27490","24920"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","Male","335","[c]","30600","25190"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Female","90","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","Male","110","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","Female","70","[c]","44620","39990"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","Male","65","[c]","46100","42500"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","Female","40","[c]","35060","31160"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","Male","65","[c]","42290","41020"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","Female","100","[c]","43640","35650"
"Leaver CS","2022","Department for Transport","London","Male","145","[c]","42280","37350"
"Leaver CS","2022","Department for Transport","Outside London","Female","195","[c]","28640","26470"
"Leaver CS","2022","Department for Transport","Outside London","Male","425","[c]","31970","26780"
"Leaver CS","2022","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Female","245","[c]","23170","21840"
"Leaver CS","2022","Department for Transport","Unknown","Male","170","[c]","26460","21840"
"Leaver CS","2022","Department for Work and Pensions","London","Female","650","[c]","31850","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Male","425","[c]","33180","31060"
"Leaver CS","2022","Department for Work and Pensions","Outside London","Female","4765","[c]","26130","27570"
"Leaver CS","2022","Department for Work and Pensions","Outside London","Male","2950","[c]","27290","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Female","45","[c]","28420","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Male","40","[c]","32480","27570"
"Leaver CS","2022","Department of Health and Social Care","London","Female","1165","[c]","43610","40060"
"Leaver CS","2022","Department of Health and Social Care","London","Male","620","[c]","48390","40650"
"Leaver CS","2022","Department of Health and Social Care","Outside London","Female","980","[c]","39950","36330"
"Leaver CS","2022","Department of Health and Social Care","Outside London","Male","355","[c]","42040","34620"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Female","55","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outside London","Male","50","[c]","33160","29680"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","Female","115","[c]","56120","55060"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","Male","145","[c]","52490","51500"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Outside London","Female","50","[c]","38040","31800"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Outside London","Male","70","[c]","40560","33930"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Outside London","Female","205","[c]","31280","27130"
"Leaver CS","2022","HM Land Registry","Outside London","Male","155","[c]","34780","33840"
"Leaver CS","2022","HM Revenue and Customs","London","Female","255","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","London","Male","255","[c]","44190","44280"
"Leaver CS","2022","HM Revenue and Customs","Outside London","Female","2510","[c]","26670","22080"
"Leaver CS","2022","HM Revenue and Customs","Outside London","Male","1940","[c]","31710","26030"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","London","Female","100","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","London","Male","115","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","London","Female","445","[c]","36620","30120"
"Leaver CS","2022","Home Office","London","Male","400","[c]","40910","35050"
"Leaver CS","2022","Home Office","Outside London","Female","580","[c]","26270","24890"
"Leaver CS","2022","Home Office","Outside London","Male","655","[c]","28600","25040"
"Leaver CS","2022","Home Office","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","London","Female","105","[c]","35100","34000"
"Leaver CS","2022","Ministry of Defence","London","Male","180","[c]","40800","36140"
"Leaver CS","2022","Ministry of Defence","Outside London","Female","1630","[c]","29850","26350"
"Leaver CS","2022","Ministry of Defence","Outside London","Male","2795","[c]","33030","30500"
"Leaver CS","2022","Ministry of Defence","Overseas","Female","35","[c]","39130","40120"
"Leaver CS","2022","Ministry of Defence","Overseas","Male","40","[c]","46160","41090"
"Leaver CS","2022","Ministry of Defence","Unknown","Female","40","[c]","31670","30690"
"Leaver CS","2022","Ministry of Defence","Unknown","Male","230","[c]","36170","33570"
"Leaver CS","2022","Ministry of Justice","London","Female","960","[c]","31670","24440"
"Leaver CS","2022","Ministry of Justice","London","Male","660","[c]","34510","26800"
"Leaver CS","2022","Ministry of Justice","Outside London","Female","4095","[c]","23510","20970"
"Leaver CS","2022","Ministry of Justice","Outside London","Male","3840","[c]","25710","20970"
"Leaver CS","2022","Ministry of Justice","Unknown","Female","180","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","London","Female","40","[c]","48780","39840"
"Leaver CS","2022","National Crime Agency","London","Male","60","[c]","51070","46460"
"Leaver CS","2022","National Crime Agency","Outside London","Female","80","[c]","34420","34140"
"Leaver CS","2022","National Crime Agency","Outside London","Male","130","[c]","40820","39550"
"Leaver CS","2022","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Female","105","[c]","51810","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Male","45","[c]","59040","75500"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","Female","70","[c]","47580","41470"
"Leaver CS","2022","Office of Gas and Electricity Markets","London","Male","80","[c]","55080","49770"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","Female","40","[c]","31850","28730"
"Leaver CS","2022","Office of Gas and Electricity Markets","Outside London","Male","45","[c]","38600","35000"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
