"Status","Year","Disability","Ethnicity","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Mixed","HEO","Male","85","80","35280","34290"
"In post","2022","Declared disabled","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","SEO","Female","70","70","41550","41180"
"In post","2022","Declared disabled","Mixed","SEO","Male","45","45","43260","41690"
"In post","2022","Declared disabled","Mixed","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","Female","100","95","32680","31420"
"In post","2022","Declared disabled","Mixed","Unknown","Male","40","35","31020","28710"
"In post","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","AA","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","AO","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","AO","Male","35","35","23750","21260"
"In post","2022","Declared disabled","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","EO","Female","70","65","28840","27710"
"In post","2022","Declared disabled","Other ethnicity","EO","Male","45","45","28620","27570"
"In post","2022","Declared disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G6","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G6","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G7","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G7","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","HEO","Female","40","40","34240","33400"
"In post","2022","Declared disabled","Other ethnicity","HEO","Male","40","40","34900","34020"
"In post","2022","Declared disabled","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SEO","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SEO","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","AA","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","AA","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","AO","Female","285","235","22240","21260"
"In post","2022","Declared disabled","Undeclared","AO","Male","255","240","23470","21380"
"In post","2022","Declared disabled","Undeclared","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","EO","Female","345","305","28330","27570"
"In post","2022","Declared disabled","Undeclared","EO","Male","340","320","28470","27570"
"In post","2022","Declared disabled","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","G6","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","G6","Male","35","35","68880","68520"
"In post","2022","Declared disabled","Undeclared","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","G7","Female","60","55","54520","54070"
"In post","2022","Declared disabled","Undeclared","G7","Male","85","80","55850","55210"
"In post","2022","Declared disabled","Undeclared","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","HEO","Female","120","115","33920","33300"
"In post","2022","Declared disabled","Undeclared","HEO","Male","175","170","34300","33430"
"In post","2022","Declared disabled","Undeclared","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SEO","Female","75","75","40960","40580"
"In post","2022","Declared disabled","Undeclared","SEO","Male","130","125","42150","41190"
"In post","2022","Declared disabled","Undeclared","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Female","70","60","31920","32090"
"In post","2022","Declared disabled","Undeclared","Unknown","Male","55","55","36000","37170"
"In post","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA","Male","30","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AO","Female","230","190","22510","22080"
"In post","2022","Declared disabled","Unknown","AO","Male","135","120","24130","22080"
"In post","2022","Declared disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","EO","Female","195","175","28650","27570"
"In post","2022","Declared disabled","Unknown","EO","Male","165","150","30570","29780"
"In post","2022","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G7","Female","50","45","54780","53390"
"In post","2022","Declared disabled","Unknown","G7","Male","50","50","56180","54960"
"In post","2022","Declared disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","HEO","Female","90","85","33890","33400"
"In post","2022","Declared disabled","Unknown","HEO","Male","110","100","34980","33740"
"In post","2022","Declared disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO","Female","60","55","42440","40780"
"In post","2022","Declared disabled","Unknown","SEO","Male","55","55","43530","41500"
"In post","2022","Declared disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Female","45","40","33800","33700"
"In post","2022","Declared disabled","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","AA","Female","870","735","20330","19850"
"In post","2022","Declared disabled","White","AA","Male","870","805","20560","20480"
"In post","2022","Declared disabled","White","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","AO","Female","6975","5850","22080","21260"
"In post","2022","Declared disabled","White","AO","Male","4355","4080","23450","21300"
"In post","2022","Declared disabled","White","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","EO","Female","8105","7130","27570","27570"
"In post","2022","Declared disabled","White","EO","Male","4775","4520","28050","27570"
"In post","2022","Declared disabled","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","G6","Female","635","600","67900","66720"
"In post","2022","Declared disabled","White","G6","Male","515","500","69510","67910"
"In post","2022","Declared disabled","White","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","G7","Female","1785","1700","54610","54160"
"In post","2022","Declared disabled","White","G7","Male","1460","1420","55510","54940"
"In post","2022","Declared disabled","White","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","HEO","Female","3680","3440","33300","33210"
"In post","2022","Declared disabled","White","HEO","Male","2770","2675","34040","33370"
"In post","2022","Declared disabled","White","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","SCS level","Female","220","210","86220","78790"
"In post","2022","Declared disabled","White","SCS level","Male","205","200","91730","81780"
"In post","2022","Declared disabled","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","SEO","Female","2385","2255","41160","40520"
"In post","2022","Declared disabled","White","SEO","Male","1880","1825","42360","40980"
"In post","2022","Declared disabled","White","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","Female","2130","1970","30280","28200"
"In post","2022","Declared disabled","White","Unknown","Male","655","620","33070","31020"
"In post","2022","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","AA","Female","230","190","20950","21050"
"In post","2022","Declared non-disabled","Asian","AA","Male","285","275","21220","21110"
"In post","2022","Declared non-disabled","Asian","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","AO","Female","3670","3065","22560","21260"
"In post","2022","Declared non-disabled","Asian","AO","Male","2620","2500","22980","21260"
"In post","2022","Declared non-disabled","Asian","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","EO","Female","4850","4385","28410","27680"
"In post","2022","Declared non-disabled","Asian","EO","Male","3715","3645","28180","27570"
"In post","2022","Declared non-disabled","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","G6","Female","340","325","68630","66640"
"In post","2022","Declared non-disabled","Asian","G6","Male","295","285","70150","67910"
"In post","2022","Declared non-disabled","Asian","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","G7","Female","1220","1175","55630","54650"
"In post","2022","Declared non-disabled","Asian","G7","Male","1055","1045","56620","55210"
"In post","2022","Declared non-disabled","Asian","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","HEO","Female","2350","2265","34330","34110"
"In post","2022","Declared non-disabled","Asian","HEO","Male","2100","2055","34370","33370"
"In post","2022","Declared non-disabled","Asian","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","SCS level","Female","125","120","87350","80000"
"In post","2022","Declared non-disabled","Asian","SCS level","Male","120","120","90210","85000"
"In post","2022","Declared non-disabled","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","SEO","Female","1415","1365","41640","41500"
"In post","2022","Declared non-disabled","Asian","SEO","Male","1305","1295","42740","41750"
"In post","2022","Declared non-disabled","Asian","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Unknown","Female","415","390","28940","27500"
"In post","2022","Declared non-disabled","Asian","Unknown","Male","200","185","31740","28200"
"In post","2022","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","AA","Female","170","155","22480","22170"
"In post","2022","Declared non-disabled","Black","AA","Male","195","190","22620","21860"
"In post","2022","Declared non-disabled","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","AO","Female","1720","1560","23760","23720"
"In post","2022","Declared non-disabled","Black","AO","Male","1115","1080","26180","25110"
"In post","2022","Declared non-disabled","Black","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","EO","Female","2930","2780","29230","29290"
"In post","2022","Declared non-disabled","Black","EO","Male","1500","1470","29150","28990"
"In post","2022","Declared non-disabled","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","G6","Female","100","100","69440","67830"
"In post","2022","Declared non-disabled","Black","G6","Male","65","65","70460","69220"
"In post","2022","Declared non-disabled","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","G7","Female","570","560","55720","54700"
"In post","2022","Declared non-disabled","Black","G7","Male","360","360","56330","54910"
"In post","2022","Declared non-disabled","Black","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","HEO","Female","1340","1310","34750","34550"
"In post","2022","Declared non-disabled","Black","HEO","Male","800","790","34770","34260"
"In post","2022","Declared non-disabled","Black","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","SCS level","Female","40","40","86000","78000"
"In post","2022","Declared non-disabled","Black","SCS level","Male","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","SEO","Female","780","770","42100","41950"
"In post","2022","Declared non-disabled","Black","SEO","Male","555","550","42750","41760"
"In post","2022","Declared non-disabled","Black","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","Female","585","560","31020","28200"
"In post","2022","Declared non-disabled","Black","Unknown","Male","275","270","31280","28200"
"In post","2022","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","AA","Female","65","60","20830","20890"
"In post","2022","Declared non-disabled","Mixed","AA","Male","55","55","21260","20890"
"In post","2022","Declared non-disabled","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","AO","Female","780","700","23210","21680"
"In post","2022","Declared non-disabled","Mixed","AO","Male","575","560","24790","23140"
"In post","2022","Declared non-disabled","Mixed","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","EO","Female","1030","960","28040","27570"
"In post","2022","Declared non-disabled","Mixed","EO","Male","605","595","28270","27570"
"In post","2022","Declared non-disabled","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","G6","Female","140","130","68630","67310"
"In post","2022","Declared non-disabled","Mixed","G6","Male","125","125","68120","66340"
"In post","2022","Declared non-disabled","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","G7","Female","445","430","55190","54700"
"In post","2022","Declared non-disabled","Mixed","G7","Male","375","370","55530","54700"
"In post","2022","Declared non-disabled","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","HEO","Female","670","645","33860","33370"
"In post","2022","Declared non-disabled","Mixed","HEO","Male","495","490","34170","33570"
"In post","2022","Declared non-disabled","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","SCS level","Female","55","55","83730","79800"
"In post","2022","Declared non-disabled","Mixed","SCS level","Male","55","55","89120","79900"
"In post","2022","Declared non-disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","SEO","Female","395","380","41960","41620"
"In post","2022","Declared non-disabled","Mixed","SEO","Male","365","360","42080","41060"
"In post","2022","Declared non-disabled","Mixed","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Unknown","Female","285","265","30120","28200"
"In post","2022","Declared non-disabled","Mixed","Unknown","Male","95","95","31430","28200"
"In post","2022","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","AA","Female","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","AA","Male","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","AO","Female","210","185","23130","21900"
"In post","2022","Declared non-disabled","Other ethnicity","AO","Male","175","170","25540","24260"
"In post","2022","Declared non-disabled","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","EO","Female","310","285","28640","28310"
"In post","2022","Declared non-disabled","Other ethnicity","EO","Male","205","200","28470","27570"
"In post","2022","Declared non-disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","G6","Female","40","40","67810","66710"
"In post","2022","Declared non-disabled","Other ethnicity","G6","Male","35","35","69340","66440"
"In post","2022","Declared non-disabled","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","G7","Female","105","100","56290","54700"
"In post","2022","Declared non-disabled","Other ethnicity","G7","Male","120","115","56030","55130"
"In post","2022","Declared non-disabled","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","HEO","Female","165","160","34010","33710"
"In post","2022","Declared non-disabled","Other ethnicity","HEO","Male","130","125","34420","34320"
"In post","2022","Declared non-disabled","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","SEO","Female","130","125","42750","41010"
"In post","2022","Declared non-disabled","Other ethnicity","SEO","Male","120","115","43510","41750"
"In post","2022","Declared non-disabled","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Unknown","Female","55","50","30530","28690"
"In post","2022","Declared non-disabled","Other ethnicity","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","AA","Female","70","55","20570","20480"
"In post","2022","Declared non-disabled","Undeclared","AA","Male","100","95","20060","19810"
"In post","2022","Declared non-disabled","Undeclared","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","AO","Female","1140","935","22050","21260"
"In post","2022","Declared non-disabled","Undeclared","AO","Male","950","900","23680","21680"
"In post","2022","Declared non-disabled","Undeclared","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","EO","Female","1370","1190","28210","27570"
"In post","2022","Declared non-disabled","Undeclared","EO","Male","1350","1280","28430","27570"
"In post","2022","Declared non-disabled","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","G6","Female","100","95","67730","67660"
"In post","2022","Declared non-disabled","Undeclared","G6","Male","205","195","69680","68700"
"In post","2022","Declared non-disabled","Undeclared","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","G7","Female","285","270","55690","55210"
"In post","2022","Declared non-disabled","Undeclared","G7","Male","650","640","55040","54780"
"In post","2022","Declared non-disabled","Undeclared","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","HEO","Female","555","520","33970","33370"
"In post","2022","Declared non-disabled","Undeclared","HEO","Male","835","810","34620","33810"
"In post","2022","Declared non-disabled","Undeclared","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","SCS level","Male","40","40","91280","80150"
"In post","2022","Declared non-disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","SEO","Female","425","400","41620","40620"
"In post","2022","Declared non-disabled","Undeclared","SEO","Male","725","700","42550","41240"
"In post","2022","Declared non-disabled","Undeclared","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Female","125","110","31320","32090"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Male","115","105","36730","35390"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","AA","Female","150","130","20670","20950"
"In post","2022","Declared non-disabled","Unknown","AA","Male","170","165","20530","20890"
"In post","2022","Declared non-disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","AO","Female","1685","1415","21940","21300"
"In post","2022","Declared non-disabled","Unknown","AO","Male","1150","1095","23350","21300"
"In post","2022","Declared non-disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","EO","Female","1325","1170","27690","27570"
"In post","2022","Declared non-disabled","Unknown","EO","Male","1010","990","28120","27570"
"In post","2022","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","G6","Female","120","115","67770","66950"
"In post","2022","Declared non-disabled","Unknown","G6","Male","155","150","69620","67050"
"In post","2022","Declared non-disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","G7","Female","360","340","54230","53760"
"In post","2022","Declared non-disabled","Unknown","G7","Male","445","435","55630","55260"
"In post","2022","Declared non-disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","HEO","Female","580","540","33380","33170"
"In post","2022","Declared non-disabled","Unknown","HEO","Male","645","625","33110","33130"
