"Status","Year","Parent_department","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","Heterosexual / straight","1870","1750","58890","55000"
"In post","2022","Attorney General's Departments","Legal","London","LGBO","165","155","59170","55070"
"In post","2022","Attorney General's Departments","Legal","London","Undeclared","170","160","61090","63730"
"In post","2022","Attorney General's Departments","Legal","London","Unknown","580","525","63570","64680"
"In post","2022","Attorney General's Departments","Legal","Outside London","Heterosexual / straight","1875","1750","52640","53050"
"In post","2022","Attorney General's Departments","Legal","Outside London","LGBO","70","70","53120","55610"
"In post","2022","Attorney General's Departments","Legal","Outside London","Undeclared","70","65","52260","53050"
"In post","2022","Attorney General's Departments","Legal","Outside London","Unknown","640","575","56160","55610"
"In post","2022","Attorney General's Departments","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Heterosexual / straight","540","510","28610","26970"
"In post","2022","Attorney General's Departments","Operational Delivery","London","LGBO","40","40","28650","27050"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Unknown","145","130","27830","27440"
"In post","2022","Attorney General's Departments","Operational Delivery","Outside London","Heterosexual / straight","1555","1445","26760","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","Outside London","LGBO","110","105","27000","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","Outside London","Undeclared","65","60","25270","24180"
"In post","2022","Attorney General's Departments","Operational Delivery","Outside London","Unknown","415","370","26170","25820"
"In post","2022","Attorney General's Departments","Other","London","Heterosexual / straight","310","300","33850","27580"
"In post","2022","Attorney General's Departments","Other","London","LGBO","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","London","Undeclared","30","30","29980","27350"
"In post","2022","Attorney General's Departments","Other","London","Unknown","85","80","36080","30360"
"In post","2022","Attorney General's Departments","Other","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Other","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","London","Heterosexual / straight","60","55","54950","54760"
"In post","2022","Attorney General's Departments","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","London","Unknown","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","Outside London","Heterosexual / straight","50","50","39650","38180"
"In post","2022","Attorney General's Departments","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","Outside London","Heterosexual / straight","240","235","35680","32930"
"In post","2022","Cabinet Office","Commercial","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","Outside London","Unknown","65","65","34840","31870"
"In post","2022","Cabinet Office","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","London","Unknown","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","Outside London","Heterosexual / straight","90","90","44070","41000"
"In post","2022","Cabinet Office","Digital, Data and Technology","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Finance","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","Outside London","Heterosexual / straight","70","70","49000","43150"
"In post","2022","Cabinet Office","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","Outside London","Heterosexual / straight","45","40","40890","33480"
"In post","2022","Cabinet Office","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","London","Unknown","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","Outside London","Heterosexual / straight","130","125","40350","38980"
"In post","2022","Cabinet Office","Operational Delivery","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","Outside London","Unknown","40","35","38310","37300"
"In post","2022","Cabinet Office","Other","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","London","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Other","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","London","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","Outside London","Heterosexual / straight","35","30","46440","49700"
"In post","2022","Cabinet Office","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Property","London","Heterosexual / straight","45","45","52900","54700"
"In post","2022","Cabinet Office","Property","London","LGBO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","London","Unknown","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Property","Outside London","Heterosexual / straight","70","70","51060","51190"
"In post","2022","Cabinet Office","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Property","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","London","Heterosexual / straight","3020","2965","52710","54700"
"In post","2022","Cabinet Office","Unknown","London","LGBO","355","355","48210","54700"
"In post","2022","Cabinet Office","Unknown","London","Undeclared","390","385","51110","54700"
"In post","2022","Cabinet Office","Unknown","London","Unknown","2605","2585","47210","34550"
"In post","2022","Cabinet Office","Unknown","Outside London","Heterosexual / straight","1475","1405","38230","33300"
"In post","2022","Cabinet Office","Unknown","Outside London","LGBO","130","130","35060","32000"
"In post","2022","Cabinet Office","Unknown","Outside London","Undeclared","125","120","38960","33300"
"In post","2022","Cabinet Office","Unknown","Outside London","Unknown","1295","1275","48800","40580"
"In post","2022","Cabinet Office","Unknown","Unknown","Heterosexual / straight","145","145","41900","37300"
"In post","2022","Cabinet Office","Unknown","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Unknown","Unknown","300","295","34900","29250"
"In post","2022","Chancellor's other departments","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","London","Heterosexual / straight","170","160","69710","65470"
"In post","2022","Chancellor's other departments","Other","London","LGBO","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","London","Undeclared","35","30","71900","65470"
"In post","2022","Chancellor's other departments","Other","London","Unknown","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","Unknown","5","5","[c]","[c]"
"In post","2022","Charity Commission","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","Unknown","30","30","[c]","[c]"
"In post","2022","Charity Commission","Finance","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Charity Commission","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","Outside London","Unknown","5","5","[c]","[c]"
