"Status","Year","Age","Disability","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Unknown","470","465","37440","34160"
"In post","2022","40-49","Declared disabled","London","Heterosexual / straight","1610","1530","44490","38890"
"In post","2022","40-49","Declared disabled","London","LGBO","230","225","48490","41970"
"In post","2022","40-49","Declared disabled","London","Undeclared","185","175","43050","38690"
"In post","2022","40-49","Declared disabled","London","Unknown","120","110","40170","33240"
"In post","2022","40-49","Declared disabled","Outside London","Heterosexual / straight","7740","7145","31560","27570"
"In post","2022","40-49","Declared disabled","Outside London","LGBO","800","765","32380","28200"
"In post","2022","40-49","Declared disabled","Outside London","Undeclared","1015","940","30720","27570"
"In post","2022","40-49","Declared disabled","Outside London","Unknown","670","590","29660","27570"
"In post","2022","40-49","Declared disabled","Overseas","Heterosexual / straight","55","55","48420","53470"
"In post","2022","40-49","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","London","Heterosexual / straight","12595","11985","49500","44230"
"In post","2022","40-49","Declared non-disabled","London","LGBO","685","670","54350","53820"
"In post","2022","40-49","Declared non-disabled","London","Undeclared","1095","1035","47580","42270"
"In post","2022","40-49","Declared non-disabled","London","Unknown","1190","1075","43840","36910"
"In post","2022","40-49","Declared non-disabled","Outside London","Heterosexual / straight","49430","46375","34740","30470"
"In post","2022","40-49","Declared non-disabled","Outside London","LGBO","2065","2005","35330","30210"
"In post","2022","40-49","Declared non-disabled","Outside London","Undeclared","4145","3850","33050","27570"
"In post","2022","40-49","Declared non-disabled","Outside London","Unknown","7150","6385","32430","27570"
"In post","2022","40-49","Declared non-disabled","Overseas","Heterosexual / straight","610","610","52800","54470"
"In post","2022","40-49","Declared non-disabled","Overseas","LGBO","35","35","62400","63200"
"In post","2022","40-49","Declared non-disabled","Overseas","Undeclared","45","45","46630","43680"
"In post","2022","40-49","Declared non-disabled","Overseas","Unknown","25","25","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","Heterosexual / straight","155","150","36710","31880"
"In post","2022","40-49","Declared non-disabled","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","Unknown","20","15","[c]","[c]"
"In post","2022","40-49","Undeclared","London","Heterosexual / straight","530","515","45060","40350"
"In post","2022","40-49","Undeclared","London","LGBO","45","45","50520","44620"
"In post","2022","40-49","Undeclared","London","Undeclared","505","490","47420","43400"
"In post","2022","40-49","Undeclared","London","Unknown","120","110","40290","35900"
"In post","2022","40-49","Undeclared","Outside London","Heterosexual / straight","2365","2225","32470","29290"
"In post","2022","40-49","Undeclared","Outside London","LGBO","180","175","33580","30810"
"In post","2022","40-49","Undeclared","Outside London","Undeclared","1950","1865","34610","31650"
"In post","2022","40-49","Undeclared","Outside London","Unknown","695","640","30880","31650"
"In post","2022","40-49","Undeclared","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","London","Heterosexual / straight","935","900","50790","48900"
"In post","2022","40-49","Unknown","London","LGBO","50","50","52470","54060"
"In post","2022","40-49","Unknown","London","Undeclared","275","260","55370","53360"
"In post","2022","40-49","Unknown","London","Unknown","2605","2505","51550","48870"
"In post","2022","40-49","Unknown","Outside London","Heterosexual / straight","3730","3550","38510","36130"
"In post","2022","40-49","Unknown","Outside London","LGBO","165","165","37230","34730"
"In post","2022","40-49","Unknown","Outside London","Undeclared","590","565","40800","39070"
"In post","2022","40-49","Unknown","Outside London","Unknown","9215","8670","33780","28050"
"In post","2022","40-49","Unknown","Overseas","Heterosexual / straight","115","115","56790","58030"
"In post","2022","40-49","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","Unknown","200","195","52750","52400"
"In post","2022","40-49","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","Unknown","400","395","41560","35380"
"In post","2022","50-59","Declared disabled","London","Heterosexual / straight","2255","2165","41580","35590"
"In post","2022","50-59","Declared disabled","London","LGBO","175","170","47220","41750"
"In post","2022","50-59","Declared disabled","London","Undeclared","370","355","41680","35200"
"In post","2022","50-59","Declared disabled","London","Unknown","205","195","38170","31880"
"In post","2022","50-59","Declared disabled","Outside London","Heterosexual / straight","12450","11485","31120","27570"
"In post","2022","50-59","Declared disabled","Outside London","LGBO","760","720","31610","27570"
"In post","2022","50-59","Declared disabled","Outside London","Undeclared","1805","1640","30590","27570"
"In post","2022","50-59","Declared disabled","Outside London","Unknown","1265","1135","29430","27570"
"In post","2022","50-59","Declared disabled","Overseas","Heterosexual / straight","40","40","52510","54700"
"In post","2022","50-59","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2022","50-59","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","Heterosexual / straight","40","35","31190","27570"
"In post","2022","50-59","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","Undeclared","10","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","London","Heterosexual / straight","12550","12145","45780","38940"
"In post","2022","50-59","Declared non-disabled","London","LGBO","545","530","49790","43770"
"In post","2022","50-59","Declared non-disabled","London","Undeclared","1505","1445","43570","37630"
"In post","2022","50-59","Declared non-disabled","London","Unknown","1590","1505","40430","31880"
"In post","2022","50-59","Declared non-disabled","Outside London","Heterosexual / straight","60055","56540","34130","28920"
"In post","2022","50-59","Declared non-disabled","Outside London","LGBO","1735","1665","33770","28920"
"In post","2022","50-59","Declared non-disabled","Outside London","Undeclared","6710","6230","32580","27570"
"In post","2022","50-59","Declared non-disabled","Outside London","Unknown","10090","9095","31860","27570"
"In post","2022","50-59","Declared non-disabled","Overseas","Heterosexual / straight","535","530","51950","50580"
"In post","2022","50-59","Declared non-disabled","Overseas","LGBO","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Overseas","Undeclared","65","65","47920","43840"
"In post","2022","50-59","Declared non-disabled","Overseas","Unknown","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Unknown","Heterosexual / straight","190","180","34280","31370"
"In post","2022","50-59","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","50-59","Undeclared","London","Heterosexual / straight","640","620","42390","36190"
"In post","2022","50-59","Undeclared","London","LGBO","30","25","[c]","[c]"
"In post","2022","50-59","Undeclared","London","Undeclared","700","680","44520","38460"
"In post","2022","50-59","Undeclared","London","Unknown","245","235","37710","35650"
"In post","2022","50-59","Undeclared","Outside London","Heterosexual / straight","3595","3395","31560","28640"
"In post","2022","50-59","Undeclared","Outside London","LGBO","165","160","33440","31650"
"In post","2022","50-59","Undeclared","Outside London","Undeclared","3250","3080","33870","31650"
"In post","2022","50-59","Undeclared","Outside London","Unknown","1105","1015","30890","31650"
"In post","2022","50-59","Undeclared","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","50-59","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Overseas","Undeclared","35","35","53850","54470"
"In post","2022","50-59","Undeclared","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","London","Heterosexual / straight","800","780","50120","43750"
"In post","2022","50-59","Unknown","London","LGBO","35","35","52340","45560"
"In post","2022","50-59","Unknown","London","Undeclared","225","220","54830","53120"
"In post","2022","50-59","Unknown","London","Unknown","2280","2205","49450","41770"
"In post","2022","50-59","Unknown","Outside London","Heterosexual / straight","4100","3880","37260","34770"
"In post","2022","50-59","Unknown","Outside London","LGBO","115","105","35680","30810"
"In post","2022","50-59","Unknown","Outside London","Undeclared","695","655","39520","35980"
"In post","2022","50-59","Unknown","Outside London","Unknown","9170","8510","33360","27960"
"In post","2022","50-59","Unknown","Overseas","Heterosexual / straight","80","80","60940","57930"
"In post","2022","50-59","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Overseas","Unknown","110","110","53950","53000"
"In post","2022","50-59","Unknown","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Unknown","535","530","42850","38310"
"In post","2022","60-64","Declared disabled","London","Heterosexual / straight","640","570","37300","31880"
"In post","2022","60-64","Declared disabled","London","LGBO","30","30","40170","31880"
"In post","2022","60-64","Declared disabled","London","Undeclared","130","115","35270","31060"
"In post","2022","60-64","Declared disabled","London","Unknown","70","60","34590","31880"
"In post","2022","60-64","Declared disabled","Outside London","Heterosexual / straight","3990","3215","28900","27570"
"In post","2022","60-64","Declared disabled","Outside London","LGBO","170","140","31000","27570"
"In post","2022","60-64","Declared disabled","Outside London","Undeclared","630","500","28310","27170"
"In post","2022","60-64","Declared disabled","Outside London","Unknown","450","340","28160","26820"
"In post","2022","60-64","Declared disabled","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","London","Heterosexual / straight","3165","2845","41750","34740"
"In post","2022","60-64","Declared non-disabled","London","LGBO","105","95","43070","37250"
"In post","2022","60-64","Declared non-disabled","London","Undeclared","415","360","39140","31880"
"In post","2022","60-64","Declared non-disabled","London","Unknown","485","425","38480","31880"
"In post","2022","60-64","Declared non-disabled","Outside London","Heterosexual / straight","16845","13970","30920","27570"
"In post","2022","60-64","Declared non-disabled","Outside London","LGBO","365","305","31040","27570"
"In post","2022","60-64","Declared non-disabled","Outside London","Undeclared","2175","1735","30130","27370"
"In post","2022","60-64","Declared non-disabled","Outside London","Unknown","3170","2435","29950","27570"
"In post","2022","60-64","Declared non-disabled","Overseas","Heterosexual / straight","110","110","56860","54430"
"In post","2022","60-64","Declared non-disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Unknown","Heterosexual / straight","60","50","34460","29860"
"In post","2022","60-64","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Declared non-disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","London","Heterosexual / straight","165","150","38930","32550"
"In post","2022","60-64","Undeclared","London","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","London","Undeclared","155","140","42370","36650"
"In post","2022","60-64","Undeclared","London","Unknown","65","55","36900","34750"
"In post","2022","60-64","Undeclared","Outside London","Heterosexual / straight","1075","885","28860","27380"
"In post","2022","60-64","Undeclared","Outside London","LGBO","35","30","30140","27570"
