"Status","Year","Disability","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Communications","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Communications","Tax","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Counter Fraud","Counter Fraud","65","60","28530","27570"
"In post","2022","Declared disabled","Asian","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Counter Fraud","Operational Delivery","30","25","29030","26820"
"In post","2022","Declared disabled","Asian","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Counter Fraud","Other","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Counter Fraud","Tax","15","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Debt","Operational Delivery","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Debt","Other","30","25","23820","21260"
"In post","2022","Declared disabled","Asian","Debt","Tax","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Digital, Data and Technology","70","70","39250","35010"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Finance","50","50","40720","39130"
"In post","2022","Declared disabled","Asian","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Human Resources","55","50","38750","37590"
"In post","2022","Declared disabled","Asian","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Human Resources","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","Internal Audit","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Legal","55","50","53590","51830"
"In post","2022","Declared disabled","Asian","Legal","Operational Delivery","40","35","26250","25410"
"In post","2022","Declared disabled","Asian","Legal","Other","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","International Trade","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Legal","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Operational Delivery","1400","1255","27780","27570"
"In post","2022","Declared disabled","Asian","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Other","60","60","30530","27570"
"In post","2022","Declared disabled","Asian","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Policy","165","160","41770","36500"
"In post","2022","Declared disabled","Asian","No function","Project Delivery","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Science and Engineering","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","No function","Tax","75","70","36090","33370"
"In post","2022","Declared disabled","Asian","No function","Unknown","55","55","38690","33960"
"In post","2022","Declared disabled","Asian","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Commercial","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Other","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Policy","15","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Project Delivery","65","60","39880","35980"
"In post","2022","Declared disabled","Asian","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Tax","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Other","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Property","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Security","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Digital, Data and Technology","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Finance","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Human Resources","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Operational Delivery","270","240","29360","28650"
"In post","2022","Declared disabled","Asian","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Other","30","25","29900","26800"
"In post","2022","Declared disabled","Asian","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Policy","40","40","42330","37000"
"In post","2022","Declared disabled","Asian","Unknown","Project Delivery","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Security","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Statistics","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Commercial","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Commercial","[c]","[c]","[c]","[c]"
