"Status","Year","Organisation","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dorset","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","Female","50","45","30420","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Glasgow City","Male","40","40","33000","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","Female","35","35","31380","31040"
"In post","2022","Advisory, Conciliation and Arbitration Service","Leeds","Male","35","30","31550","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","Female","80","75","29940","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Manchester","Male","50","50","30140","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","Female","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North Hampshire","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","Female","70","65","28910","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Nottingham","Male","35","35","28710","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Somerset CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","Female","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Suffolk CC","Male","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","Female","90","80","29230","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tyneside","Male","50","50","31020","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","Female","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","Female","95","90","41390","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Westminster","Male","85","85","44570","43750"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","Female","35","35","26160","21300"
"In post","2022","Animal and Plant Health Agency","Bristol, City of","Male","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cambridgeshire CC","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Female","55","55","26160","21300"
"In post","2022","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Male","35","35","31690","29890"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Central Hampshire","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire East","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Female","30","30","31000","29180"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Male","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon CC","Female","130","120","26840","21300"
"In post","2022","Animal and Plant Health Agency","Devon CC","Male","80","75","29810","25090"
"In post","2022","Animal and Plant Health Agency","Dorset","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Cumbria","Female","105","95","25400","21300"
"In post","2022","Animal and Plant Health Agency","East Cumbria","Male","55","55","25180","21300"
"In post","2022","Animal and Plant Health Agency","East Kent","Female","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Kent","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","Female","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Riding of Yorkshire","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","Female","35","35","30810","29180"
"In post","2022","Animal and Plant Health Agency","Gloucestershire CC","Male","30","30","31920","25690"
"In post","2022","Animal and Plant Health Agency","Gwynedd","Female","50","40","26900","23110"
"In post","2022","Animal and Plant Health Agency","Gwynedd","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Harrow and Hillingdon","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","Female","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Heart of Essex","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","Female","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","Female","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","Male","40","40","33300","31800"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire CC and Rutland","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire CC","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Manchester","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Kent","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","Female","70","65","27770","24920"
"In post","2022","Animal and Plant Health Agency","Mid Lancashire","Male","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North and West Norfolk","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","Female","65","60","29050","26360"
"In post","2022","Animal and Plant Health Agency","North Yorkshire CC","Male","65","65","34120","30080"
"In post","2022","Animal and Plant Health Agency","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Norwich and East Norfolk","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Nottingham","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Oxfordshire CC","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Oxfordshire CC","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Perth and Kinross, and Stirling","Female","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Perth and Kinross, and Stirling","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Powys","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Powys","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scottish Borders","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scottish Borders","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Shropshire","Female","20","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Shropshire","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Somerset CC","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Somerset CC","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South and West Derbyshire","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Ayrshire","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Ayrshire","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Lanarkshire","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Lanarkshire","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Nottinghamshire","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West Wales","Female","100","90","27240","24920"
"In post","2022","Animal and Plant Health Agency","South West Wales","Male","50","50","30510","26520"
"In post","2022","Animal and Plant Health Agency","Staffordshire CC","Female","50","45","25920","24920"
"In post","2022","Animal and Plant Health Agency","Staffordshire CC","Male","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Suffolk CC","Female","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Suffolk CC","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Tyneside","Female","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Tyneside","Male","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Surrey","Female","385","365","32420","28430"
"In post","2022","Animal and Plant Health Agency","West Surrey","Male","260","250","34800","32560"
"In post","2022","Animal and Plant Health Agency","West Sussex (North East)","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Sussex (North East)","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Westminster","Female","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Westminster","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wiltshire","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Worcestershire CC","Female","100","90","28550","26520"
"In post","2022","Animal and Plant Health Agency","Worcestershire CC","Male","70","65","32360","29660"
"In post","2022","Animal and Plant Health Agency","York","Female","35","30","23020","21300"
"In post","2022","Animal and Plant Health Agency","York","Male","35","35","24710","23960"
"In post","2022","Attorney General's Office","Westminster","Female","30","25","[c]","[c]"
"In post","2022","Attorney General's Office","Westminster","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","30","30","56300","53320"
"In post","2022","Cabinet Office (excl. agencies)","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire","Male","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Birmingham","Female","55","55","47860","33310"
"In post","2022","Cabinet Office (excl. agencies)","Birmingham","Male","50","50","58740","54700"
"In post","2022","Cabinet Office (excl. agencies)","Blackpool","Female","25","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Blackpool","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bristol, City of","Female","60","60","45920","45150"
"In post","2022","Cabinet Office (excl. agencies)","Bristol, City of","Male","45","45","54180","49700"
"In post","2022","Cabinet Office (excl. agencies)","Buckinghamshire","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Buckinghamshire","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cambridgeshire CC","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cambridgeshire CC","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Camden and City of London","Female","25","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Camden and City of London","Male","50","50","57010","56340"
"In post","2022","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","Female","25","25","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","Male","25","25","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Central Hampshire","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Central Hampshire","Male","25","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","City of Edinburgh","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","City of Edinburgh","Male","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Coventry","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Coventry","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Croydon","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Croydon","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Darlington","Female","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Darlington","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Dorset","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Glasgow City","Female","135","135","41510","34000"
"In post","2022","Cabinet Office (excl. agencies)","Glasgow City","Male","115","110","43280","32000"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester South East","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester South West","Female","140","140","42530","37300"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester South West","Male","100","100","45410","37300"
"In post","2022","Cabinet Office (excl. agencies)","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
