"Status","Year","Disability","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Internal Audit","Female","55","55","43950","40580"
"In post","2022","Declared disabled","Internal Audit","Male","35","35","45600","39980"
"In post","2022","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Female","790","715","43000","39750"
"In post","2022","Declared disabled","Legal","Male","425","410","46730","49930"
"In post","2022","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Female","20910","18450","29340","27570"
"In post","2022","Declared disabled","No function","Male","12045","11385","31080","27570"
"In post","2022","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Female","1365","1275","39010","35390"
"In post","2022","Declared disabled","Project Delivery","Male","1250","1215","40550","39080"
"In post","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Female","380","355","36520","33300"
"In post","2022","Declared disabled","Property","Male","400","390","36870","33300"
"In post","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Female","280","270","32390","29060"
"In post","2022","Declared disabled","Security","Male","580","565","33470","33300"
"In post","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Female","3645","3365","33320","28990"
"In post","2022","Declared disabled","Unknown","Male","2945","2835","34050","29430"
"In post","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Analysis","Female","2625","2465","43070","38340"
"In post","2022","Declared non-disabled","Analysis","Male","3050","3000","45400","40520"
"In post","2022","Declared non-disabled","Analysis","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Female","1840","1750","40840","37280"
"In post","2022","Declared non-disabled","Commercial","Male","1665","1640","46760","40600"
"In post","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Communications","Female","2760","2610","37220","33370"
"In post","2022","Declared non-disabled","Communications","Male","2255","2225","36150","33080"
"In post","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Counter Fraud","Female","6145","5480","31110","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Male","5215","5010","34220","31880"
"In post","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Debt","Female","2695","2265","23860","21260"
"In post","2022","Declared non-disabled","Debt","Male","1560","1485","24170","21260"
"In post","2022","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Female","5575","5285","40240","37070"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Male","9090","8930","42690","39650"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Female","4735","4365","37910","34150"
"In post","2022","Declared non-disabled","Finance","Male","3715","3645","42690","39350"
"In post","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Female","1220","1075","24780","21300"
"In post","2022","Declared non-disabled","Grants Management","Male","875","850","25550","21300"
"In post","2022","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Female","5460","5095","37740","33300"
"In post","2022","Declared non-disabled","Human Resources","Male","2400","2345","39210","34260"
"In post","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Female","305","280","44610","42530"
"In post","2022","Declared non-disabled","Internal Audit","Male","260","255","48190","46430"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Female","5510","5005","46300","48990"
"In post","2022","Declared non-disabled","Legal","Male","2985","2905","50260","52040"
"In post","2022","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Female","104940","94015","30930","27570"
"In post","2022","Declared non-disabled","No function","Male","72665","70210","33930","29180"
"In post","2022","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Female","8305","7780","41110","38070"
"In post","2022","Declared non-disabled","Project Delivery","Male","10450","10250","43300","40520"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Female","2770","2585","35530","33000"
"In post","2022","Declared non-disabled","Property","Male","3510","3420","39720","36050"
"In post","2022","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Female","1835","1760","33390","32000"
"In post","2022","Declared non-disabled","Security","Male","4875","4790","32650","30210"
"In post","2022","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Female","28685","26420","34230","29370"
"In post","2022","Declared non-disabled","Unknown","Male","24720","24040","35700","30820"
"In post","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Female","130","120","43230","40090"
"In post","2022","Undeclared","Analysis","Male","145","140","45460","40670"
"In post","2022","Undeclared","Commercial","Female","120","115","39160","36490"
"In post","2022","Undeclared","Commercial","Male","150","150","46150","41090"
"In post","2022","Undeclared","Communications","Female","140","135","37700","33370"
"In post","2022","Undeclared","Communications","Male","175","170","34280","29200"
"In post","2022","Undeclared","Counter Fraud","Female","405","360","32070","28920"
"In post","2022","Undeclared","Counter Fraud","Male","545","525","35920","33370"
"In post","2022","Undeclared","Debt","Female","180","150","23300","21260"
"In post","2022","Undeclared","Debt","Male","145","135","23910","21260"
"In post","2022","Undeclared","Digital, Data & Technology","Female","360","345","38900","35900"
"In post","2022","Undeclared","Digital, Data & Technology","Male","835","825","41130","37910"
"In post","2022","Undeclared","Finance","Female","310","290","37180","33370"
"In post","2022","Undeclared","Finance","Male","320","310","41650","37590"
"In post","2022","Undeclared","Grants Management","Female","20","15","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Male","30","25","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Female","410","385","36430","33300"
"In post","2022","Undeclared","Human Resources","Male","205","200","37030","33370"
"In post","2022","Undeclared","Internal Audit","Female","30","30","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Male","30","30","53140","51720"
"In post","2022","Undeclared","Legal","Female","180","160","51170","53370"
"In post","2022","Undeclared","Legal","Male","135","130","51960","54810"
"In post","2022","Undeclared","No function","Female","7785","6995","30330","27570"
"In post","2022","Undeclared","No function","Male","8285","7835","33090","31650"
"In post","2022","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Female","505","475","39480","37930"
"In post","2022","Undeclared","Project Delivery","Male","885","855","43000","40580"
"In post","2022","Undeclared","Property","Female","255","235","34980","31900"
"In post","2022","Undeclared","Property","Male","395","380","39310","36050"
"In post","2022","Undeclared","Security","Female","175","170","35640","33300"
"In post","2022","Undeclared","Security","Male","695","680","34920","36480"
"In post","2022","Undeclared","Unknown","Female","1600","1470","32780","28760"
"In post","2022","Undeclared","Unknown","Male","1910","1845","33930","30040"
"In post","2022","Unknown","Analysis","Female","840","800","41270","38340"
"In post","2022","Unknown","Analysis","Male","940","925","42600","38000"
"In post","2022","Unknown","Analysis","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Female","1190","1150","52680","50530"
"In post","2022","Unknown","Commercial","Male","1195","1185","57330","54070"
"In post","2022","Unknown","Communications","Female","1315","1260","36060","32790"
"In post","2022","Unknown","Communications","Male","1290","1280","34010","27270"
"In post","2022","Unknown","Counter Fraud","Female","1275","1175","31800","28920"
"In post","2022","Unknown","Counter Fraud","Male","1455","1415","33980","33080"
"In post","2022","Unknown","Debt","Female","770","680","23300","21250"
"In post","2022","Unknown","Debt","Male","660","635","23760","21250"
"In post","2022","Unknown","Digital, Data & Technology","Female","1445","1400","41040","37170"
"In post","2022","Unknown","Digital, Data & Technology","Male","2745","2725","41910","38500"
"In post","2022","Unknown","Finance","Female","1170","1095","36260","32940"
"In post","2022","Unknown","Finance","Male","990","970","39190","35310"
"In post","2022","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Female","1095","1030","34850","30740"
"In post","2022","Unknown","Human Resources","Male","545","535","36290","33080"
"In post","2022","Unknown","Internal Audit","Female","25","20","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Male","30","25","[c]","[c]"
"In post","2022","Unknown","Legal","Female","1590","1475","42930","40520"
"In post","2022","Unknown","Legal","Male","785","765","46170","48080"
"In post","2022","Unknown","No function","Female","26030","24050","31420","27570"
"In post","2022","Unknown","No function","Male","21855","21115","33260","29250"
"In post","2022","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Female","1665","1580","42770","40180"
"In post","2022","Unknown","Project Delivery","Male","2135","2095","43490","40520"
"In post","2022","Unknown","Property","Female","730","695","30700","26670"
"In post","2022","Unknown","Property","Male","1105","1090","33630","29900"
"In post","2022","Unknown","Security","Female","465","450","32080","28890"
"In post","2022","Unknown","Security","Male","1785","1755","32140","29250"
"In post","2022","Unknown","Unknown","Female","7585","7220","35570","30040"
"In post","2022","Unknown","Unknown","Male","8570","8400","36160","31540"
"Leaver CS","2022","Declared disabled","Analysis","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Female","45","[c]","39430","34240"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Male","70","[c]","39270","36430"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Female","55","[c]","31610","27570"
"Leaver CS","2022","Declared disabled","Human Resources","Male","35","[c]","37960","31600"
"Leaver CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Female","40","[c]","40830","34480"
"Leaver CS","2022","Declared disabled","Legal","Male","30","[c]","52740","54770"
"Leaver CS","2022","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Female","1610","[c]","28250","27570"
"Leaver CS","2022","Declared disabled","No function","Male","1070","[c]","29220","27130"
"Leaver CS","2022","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Female","50","[c]","36150","33300"
"Leaver CS","2022","Declared disabled","Project Delivery","Male","75","[c]","39500","35810"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Male","45","[c]","32480","28750"
"Leaver CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Female","580","[c]","28820","26160"
"Leaver CS","2022","Declared disabled","Unknown","Male","460","[c]","30340","26670"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Analysis","Female","125","[c]","37780","33210"
"Leaver CS","2022","Declared non-disabled","Analysis","Male","170","[c]","40240","36220"
"Leaver CS","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Female","100","[c]","40280","36640"
"Leaver CS","2022","Declared non-disabled","Commercial","Male","110","[c]","46940","39850"
"Leaver CS","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Female","135","[c]","40830","37640"
"Leaver CS","2022","Declared non-disabled","Communications","Male","85","[c]","42240","39600"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Female","140","[c]","28030","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Male","115","[c]","31960","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Female","100","[c]","22600","21260"
"Leaver CS","2022","Declared non-disabled","Debt","Male","60","[c]","22610","21260"
"Leaver CS","2022","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Female","255","[c]","41530","37710"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Male","540","[c]","43540","40030"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Female","145","[c]","36090","33000"
"Leaver CS","2022","Declared non-disabled","Finance","Male","160","[c]","44000","40190"
"Leaver CS","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","Female","75","[c]","24160","21300"
"Leaver CS","2022","Declared non-disabled","Grants Management","Male","70","[c]","23730","21300"
"Leaver CS","2022","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Female","290","[c]","36540","33000"
"Leaver CS","2022","Declared non-disabled","Human Resources","Male","115","[c]","36560","33350"
"Leaver CS","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Female","290","[c]","46290","50500"
"Leaver CS","2022","Declared non-disabled","Legal","Male","180","[c]","50990","52500"
"Leaver CS","2022","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Female","8660","[c]","30720","27570"
"Leaver CS","2022","Declared non-disabled","No function","Male","6305","[c]","32960","27570"
"Leaver CS","2022","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Female","300","[c]","38250","34290"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Male","560","[c]","39930","37880"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Female","155","[c]","31730","26030"
"Leaver CS","2022","Declared non-disabled","Property","Male","205","[c]","37650","33300"
"Leaver CS","2022","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Female","110","[c]","30180","26750"
"Leaver CS","2022","Declared non-disabled","Security","Male","350","[c]","33140","29250"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","3325","[c]","30350","25630"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","2950","[c]","33860","28650"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Male","60","[c]","42270","39670"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Female","615","[c]","29730","26780"
"Leaver CS","2022","Undeclared","No function","Male","690","[c]","31470","27570"
"Leaver CS","2022","Undeclared","Project Delivery","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Male","45","[c]","39470","37530"
"Leaver CS","2022","Undeclared","Property","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Male","45","[c]","33230","36460"
"Leaver CS","2022","Undeclared","Unknown","Female","255","[c]","31380","27570"
"Leaver CS","2022","Undeclared","Unknown","Male","270","[c]","31760","27640"
"Leaver CS","2022","Unknown","Analysis","Female","70","[c]","30690","28680"
"Leaver CS","2022","Unknown","Analysis","Male","95","[c]","35480","31990"
"Leaver CS","2022","Unknown","Commercial","Female","110","[c]","64420","61710"
"Leaver CS","2022","Unknown","Commercial","Male","150","[c]","63560","61710"
"Leaver CS","2022","Unknown","Communications","Female","95","[c]","40290","34770"
"Leaver CS","2022","Unknown","Communications","Male","65","[c]","44860","40580"
"Leaver CS","2022","Unknown","Counter Fraud","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Female","125","[c]","37520","32450"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Male","285","[c]","40280","36970"
"Leaver CS","2022","Unknown","Finance","Female","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Male","65","[c]","38140","34270"
"Leaver CS","2022","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Female","95","[c]","32390","27200"
"Leaver CS","2022","Unknown","Human Resources","Male","60","[c]","34770","29750"
"Leaver CS","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Female","115","[c]","40190","38000"
"Leaver CS","2022","Unknown","Legal","Male","70","[c]","45210","49100"
"Leaver CS","2022","Unknown","No function","Female","2960","[c]","32310","26900"
"Leaver CS","2022","Unknown","No function","Male","2545","[c]","33230","27570"
"Leaver CS","2022","Unknown","Project Delivery","Female","100","[c]","41060","34510"
"Leaver CS","2022","Unknown","Project Delivery","Male","145","[c]","39110","35480"
"Leaver CS","2022","Unknown","Property","Female","65","[c]","24360","22010"
"Leaver CS","2022","Unknown","Property","Male","105","[c]","29290","25000"
"Leaver CS","2022","Unknown","Security","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Male","200","[c]","30860","28750"
"Leaver CS","2022","Unknown","Unknown","Female","1775","[c]","29790","27570"
"Leaver CS","2022","Unknown","Unknown","Male","1850","[c]","33110","28650"
"Leaver Dept.","2022","Declared disabled","Analysis","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Female","60","[c]","39970","36330"
"Leaver Dept.","2022","Declared disabled","Human Resources","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
