"Status","Year","Ethnicity","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands","35","35","36680","36780"
"In post","2022","Asian","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Yorkshire","15","15","[c]","[c]"
"In post","2022","Asian","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Greater Manchester","10","10","[c]","[c]"
"In post","2022","Asian","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Inner London - East","30","25","[c]","[c]"
"In post","2022","Asian","Communications","Inner London - West","105","105","42210","40230"
"In post","2022","Asian","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","West Midlands","10","10","[c]","[c]"
"In post","2022","Asian","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Inner London - East","10","10","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Inner London - West","10","10","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","West Midlands","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Bedfordshire and Hertfordshire","10","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","30","25","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Greater Manchester","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Inner London - East","25","25","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Inner London - West","40","40","37040","31630"
"In post","2022","Asian","Counter Fraud","Kent","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Lancashire","20","20","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Leicestershire, Rutland and Northamptonshire","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Merseyside","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Outer London - East and North East","210","185","27050","25110"
"In post","2022","Asian","Counter Fraud","Outer London - South","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Outer London - West and North West","40","35","31470","31880"
"In post","2022","Asian","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Central Scotland","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Midlands","80","75","26590","27570"
"In post","2022","Asian","Counter Fraud","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Yorkshire","35","30","27490","27570"
"In post","2022","Asian","Digital, Data and Technology","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Cheshire","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Devon","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East Wales","35","35","37610","36840"
"In post","2022","Asian","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Essex","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","55","55","37430","33000"
"In post","2022","Asian","Digital, Data and Technology","Greater Manchester","115","115","40700","36780"
"In post","2022","Asian","Digital, Data and Technology","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Inner London - East","155","155","48020","41870"
"In post","2022","Asian","Digital, Data and Technology","Inner London - West","285","280","46370","42400"
"In post","2022","Asian","Digital, Data and Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Lancashire","25","25","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Merseyside","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Northumberland, and Tyne and Wear","75","75","43140","40520"
"In post","2022","Asian","Digital, Data and Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Outer London - South","135","130","49390","45070"
"In post","2022","Asian","Digital, Data and Technology","Outer London - West and North West","85","85","44510","40170"
"In post","2022","Asian","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Shropshire and Staffordshire","25","25","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","South Yorkshire","45","45","41380","36500"
"In post","2022","Asian","Digital, Data and Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","West Central Scotland","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","West Midlands","115","115","38460","36050"
"In post","2022","Asian","Digital, Data and Technology","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","West Yorkshire","65","65","39800","38000"
"In post","2022","Asian","Economics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East Wales","15","15","[c]","[c]"
"In post","2022","Asian","Economics","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Greater Manchester","10","10","[c]","[c]"
"In post","2022","Asian","Economics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Inner London - East","25","25","[c]","[c]"
"In post","2022","Asian","Economics","Inner London - West","165","160","45180","39570"
"In post","2022","Asian","Economics","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Bedfordshire and Hertfordshire","20","20","[c]","[c]"
"In post","2022","Asian","Finance","Berkshire, Buckinghamshire and Oxfordshire","25","25","[c]","[c]"
"In post","2022","Asian","Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2022","Asian","Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","East Anglia","5","5","[c]","[c]"
"In post","2022","Asian","Finance","East Wales","15","15","[c]","[c]"
"In post","2022","Asian","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","50","45","38530","33000"
"In post","2022","Asian","Finance","Greater Manchester","45","40","36930","31990"
"In post","2022","Asian","Finance","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Asian","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Inner London - East","90","85","44460","41750"
"In post","2022","Asian","Finance","Inner London - West","365","355","44700","40940"
"In post","2022","Asian","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Lancashire","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Merseyside","5","5","[c]","[c]"
"In post","2022","Asian","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2022","Asian","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Outer London - South","60","55","42540","37660"
"In post","2022","Asian","Finance","Outer London - West and North West","20","20","[c]","[c]"
"In post","2022","Asian","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2022","Asian","Finance","South Yorkshire","20","20","[c]","[c]"
"In post","2022","Asian","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Asian","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","West Midlands","110","110","35610","31990"
"In post","2022","Asian","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","West Yorkshire","55","55","35610","33220"
"In post","2022","Asian","Geography","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Geography","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","Cheshire","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2022","Asian","Human Resources","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","East Wales","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","Greater Manchester","20","20","[c]","[c]"
"In post","2022","Asian","Human Resources","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Asian","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Inner London - East","60","60","38660","34260"
"In post","2022","Asian","Human Resources","Inner London - West","200","190","43070","37970"
"In post","2022","Asian","Human Resources","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","Asian","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Outer London - South","50","50","39050","35070"
"In post","2022","Asian","Human Resources","Outer London - West and North West","25","25","[c]","[c]"
"In post","2022","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","Asian","Human Resources","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Asian","Human Resources","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","West Central Scotland","10","5","[c]","[c]"
"In post","2022","Asian","Human Resources","West Midlands","35","35","34960","32060"
"In post","2022","Asian","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","West Yorkshire","20","20","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
