"Status","Year","Age","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Female","Unknown","215","205","22060","21250"
"In post","2022","16-19","Unknown","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Male","Unknown","275","265","21010","21250"
"In post","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Female","Heterosexual / straight","275","270","22170","21260"
"In post","2022","16-19","White","Female","LGBO","30","30","23160","21840"
"In post","2022","16-19","White","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","16-19","White","Female","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","White","Male","Heterosexual / straight","260","255","21400","21250"
"In post","2022","16-19","White","Male","LGBO","15","15","[c]","[c]"
"In post","2022","16-19","White","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","16-19","White","Male","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Female","Heterosexual / straight","3425","3345","29690","27570"
"In post","2022","20-29","Asian","Female","LGBO","100","95","31090","30040"
"In post","2022","20-29","Asian","Female","Undeclared","125","120","30950","28540"
"In post","2022","20-29","Asian","Female","Unknown","155","150","30060","27570"
"In post","2022","20-29","Asian","Male","Heterosexual / straight","2795","2755","29710","27570"
"In post","2022","20-29","Asian","Male","LGBO","105","105","35340","33010"
"In post","2022","20-29","Asian","Male","Undeclared","95","95","31140","30450"
"In post","2022","20-29","Asian","Male","Unknown","115","115","29600","27570"
"In post","2022","20-29","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Female","Heterosexual / straight","1485","1465","30540","30110"
"In post","2022","20-29","Black","Female","LGBO","70","70","31450","29720"
"In post","2022","20-29","Black","Female","Undeclared","65","65","30630","30750"
"In post","2022","20-29","Black","Female","Unknown","45","45","31680","29680"
"In post","2022","20-29","Black","Male","Heterosexual / straight","640","630","30340","29140"
"In post","2022","20-29","Black","Male","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Black","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Black","Male","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Female","Heterosexual / straight","1145","1120","30940","28650"
"In post","2022","20-29","Mixed","Female","LGBO","175","170","30760","28900"
"In post","2022","20-29","Mixed","Female","Undeclared","105","100","31710","30360"
"In post","2022","20-29","Mixed","Female","Unknown","35","35","31460","29230"
"In post","2022","20-29","Mixed","Male","Heterosexual / straight","750","740","31450","29260"
"In post","2022","20-29","Mixed","Male","LGBO","125","125","32340","28540"
"In post","2022","20-29","Mixed","Male","Undeclared","55","55","33000","31530"
"In post","2022","20-29","Mixed","Male","Unknown","45","45","32340","30730"
"In post","2022","20-29","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Female","Heterosexual / straight","245","240","30800","29290"
"In post","2022","20-29","Other ethnicity","Female","LGBO","35","35","30360","29040"
"In post","2022","20-29","Other ethnicity","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Female","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Male","Heterosexual / straight","170","170","32630","30520"
"In post","2022","20-29","Other ethnicity","Male","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Male","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Female","Heterosexual / straight","135","130","29180","27570"
"In post","2022","20-29","Undeclared","Female","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Female","Undeclared","280","275","31140","29490"
"In post","2022","20-29","Undeclared","Female","Unknown","50","50","33310","31080"
"In post","2022","20-29","Undeclared","Male","Heterosexual / straight","145","140","31180","28590"
"In post","2022","20-29","Undeclared","Male","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Male","Undeclared","625","620","32640","31010"
"In post","2022","20-29","Undeclared","Male","Unknown","75","75","32530","32120"
"In post","2022","20-29","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Female","Heterosexual / straight","265","260","29240","27570"
"In post","2022","20-29","Unknown","Female","LGBO","30","30","30110","27850"
"In post","2022","20-29","Unknown","Female","Undeclared","350","350","35860","32790"
"In post","2022","20-29","Unknown","Female","Unknown","10480","10265","28460","26820"
"In post","2022","20-29","Unknown","Male","Heterosexual / straight","230","230","29720","27850"
"In post","2022","20-29","Unknown","Male","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Male","Undeclared","245","245","36410","32790"
"In post","2022","20-29","Unknown","Male","Unknown","9640","9565","29010","26970"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Female","Heterosexual / straight","22435","22025","29740","27570"
"In post","2022","20-29","White","Female","LGBO","3395","3350","29340","27570"
"In post","2022","20-29","White","Female","Undeclared","1475","1445","30340","27570"
"In post","2022","20-29","White","Female","Unknown","930","910","29120","27570"
"In post","2022","20-29","White","Male","Heterosexual / straight","17060","16985","29940","27570"
"In post","2022","20-29","White","Male","LGBO","2525","2505","31550","28200"
"In post","2022","20-29","White","Male","Undeclared","945","935","31220","28970"
"In post","2022","20-29","White","Male","Unknown","960","955","29360","28260"
"In post","2022","20-29","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Female","Heterosexual / straight","4180","3845","34160","30750"
"In post","2022","30-39","Asian","Female","LGBO","70","70","34770","30760"
"In post","2022","30-39","Asian","Female","Undeclared","205","190","33270","28650"
"In post","2022","30-39","Asian","Female","Unknown","300","260","32090","27570"
"In post","2022","30-39","Asian","Male","Heterosexual / straight","3890","3825","34420","31060"
"In post","2022","30-39","Asian","Male","LGBO","115","110","39700","35790"
"In post","2022","30-39","Asian","Male","Undeclared","175","170","33590","31020"
"In post","2022","30-39","Asian","Male","Unknown","280","275","34380","31060"
"In post","2022","30-39","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Female","Heterosexual / straight","2045","1955","33270","31060"
"In post","2022","30-39","Black","Female","LGBO","45","45","35850","31060"
"In post","2022","30-39","Black","Female","Undeclared","75","70","36230","31060"
"In post","2022","30-39","Black","Female","Unknown","115","105","31670","31060"
"In post","2022","30-39","Black","Male","Heterosexual / straight","1115","1105","33310","31060"
"In post","2022","30-39","Black","Male","LGBO","40","40","36070","31650"
"In post","2022","30-39","Black","Male","Undeclared","40","40","35070","33450"
"In post","2022","30-39","Black","Male","Unknown","50","50","33420","31330"
"In post","2022","30-39","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Female","Heterosexual / straight","1245","1165","36440","32220"
"In post","2022","30-39","Mixed","Female","LGBO","140","135","36800","33790"
"In post","2022","30-39","Mixed","Female","Undeclared","85","80","33950","31060"
"In post","2022","30-39","Mixed","Female","Unknown","75","70","36950","33220"
"In post","2022","30-39","Mixed","Male","Heterosexual / straight","840","830","38430","33900"
"In post","2022","30-39","Mixed","Male","LGBO","100","100","40040","34960"
"In post","2022","30-39","Mixed","Male","Undeclared","75","70","37240","32790"
"In post","2022","30-39","Mixed","Male","Unknown","55","55","36760","34770"
"In post","2022","30-39","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Female","Heterosexual / straight","300","285","37720","33370"
"In post","2022","30-39","Other ethnicity","Female","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Female","Unknown","20","15","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Male","Heterosexual / straight","200","200","37450","34710"
"In post","2022","30-39","Other ethnicity","Male","LGBO","30","30","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Male","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Female","Heterosexual / straight","290","265","32810","29290"
"In post","2022","30-39","Undeclared","Female","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Female","Undeclared","725","680","36360","32560"
"In post","2022","30-39","Undeclared","Female","Unknown","230","195","33430","28910"
"In post","2022","30-39","Undeclared","Male","Heterosexual / straight","350","345","35820","31990"
"In post","2022","30-39","Undeclared","Male","LGBO","55","55","31630","27570"
"In post","2022","30-39","Undeclared","Male","Undeclared","1505","1490","37700","33520"
"In post","2022","30-39","Undeclared","Male","Unknown","270","265","37120","37120"
"In post","2022","30-39","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Female","Heterosexual / straight","420","380","34250","30720"
"In post","2022","30-39","Unknown","Female","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Female","Undeclared","345","325","42960","40650"
"In post","2022","30-39","Unknown","Female","Unknown","8750","8105","33480","28650"
"In post","2022","30-39","Unknown","Male","Heterosexual / straight","385","385","35570","32040"
"In post","2022","30-39","Unknown","Male","LGBO","40","40","35750","31060"
"In post","2022","30-39","Unknown","Male","Undeclared","295","290","42430","40040"
"In post","2022","30-39","Unknown","Male","Unknown","8890","8795","34630","30990"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Female","Heterosexual / straight","32695","29920","34830","30950"
"In post","2022","30-39","White","Female","LGBO","2990","2915","34490","30980"
"In post","2022","30-39","White","Female","Undeclared","2135","1970","35350","32020"
"In post","2022","30-39","White","Female","Unknown","2250","1945","32140","27570"
"In post","2022","30-39","White","Male","Heterosexual / straight","26730","26525","36070","32560"
"In post","2022","30-39","White","Male","LGBO","2805","2785","37410","33080"
"In post","2022","30-39","White","Male","Undeclared","1565","1550","35890","32560"
"In post","2022","30-39","White","Male","Unknown","1780","1760","35800","33370"
"In post","2022","30-39","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Female","Heterosexual / straight","4110","3685","35830","31060"
"In post","2022","40-49","Asian","Female","LGBO","65","60","33360","28480"
"In post","2022","40-49","Asian","Female","Undeclared","325","285","33110","28310"
"In post","2022","40-49","Asian","Female","Unknown","650","520","32460","27570"
"In post","2022","40-49","Asian","Male","Heterosexual / straight","3140","3070","36450","31060"
"In post","2022","40-49","Asian","Male","LGBO","105","100","35710","29970"
"In post","2022","40-49","Asian","Male","Undeclared","180","180","34890","31060"
"In post","2022","40-49","Asian","Male","Unknown","415","400","34630","29300"
"In post","2022","40-49","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Female","Heterosexual / straight","2030","1925","34620","31060"
"In post","2022","40-49","Black","Female","LGBO","35","35","37650","31060"
"In post","2022","40-49","Black","Female","Undeclared","115","105","34510","31060"
"In post","2022","40-49","Black","Female","Unknown","170","150","33680","31060"
"In post","2022","40-49","Black","Male","Heterosexual / straight","1330","1315","35040","31890"
"In post","2022","40-49","Black","Male","LGBO","30","30","[c]","[c]"
"In post","2022","40-49","Black","Male","Undeclared","45","45","35890","31810"
"In post","2022","40-49","Black","Male","Unknown","90","90","37110","31880"
"In post","2022","40-49","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Female","Heterosexual / straight","920","845","38690","33370"
"In post","2022","40-49","Mixed","Female","LGBO","65","60","42650","36410"
"In post","2022","40-49","Mixed","Female","Undeclared","80","70","37760","31240"
"In post","2022","40-49","Mixed","Female","Unknown","80","70","36030","29320"
"In post","2022","40-49","Mixed","Male","Heterosexual / straight","580","570","40230","35470"
"In post","2022","40-49","Mixed","Male","LGBO","85","85","41220","35300"
"In post","2022","40-49","Mixed","Male","Undeclared","40","40","38960","31650"
"In post","2022","40-49","Mixed","Male","Unknown","70","65","39480","35050"
"In post","2022","40-49","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Female","Heterosexual / straight","250","230","36160","31060"
"In post","2022","40-49","Other ethnicity","Female","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Female","Undeclared","40","35","46380","40530"
"In post","2022","40-49","Other ethnicity","Female","Unknown","40","35","36080","31880"
"In post","2022","40-49","Other ethnicity","Male","Heterosexual / straight","195","195","38990","33890"
"In post","2022","40-49","Other ethnicity","Male","LGBO","35","35","41920","35310"
"In post","2022","40-49","Other ethnicity","Male","Undeclared","35","35","45670","38530"
"In post","2022","40-49","Other ethnicity","Male","Unknown","30","30","41590","33650"
"In post","2022","40-49","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Female","Heterosexual / straight","325","295","33750","29370"
"In post","2022","40-49","Undeclared","Female","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Undeclared","Female","Undeclared","1195","1090","35860","31580"
"In post","2022","40-49","Undeclared","Female","Unknown","430","370","33290","27570"
"In post","2022","40-49","Undeclared","Male","Heterosexual / straight","375","370","35250","32030"
"In post","2022","40-49","Undeclared","Male","LGBO","40","40","41420","33550"
"In post","2022","40-49","Undeclared","Male","Undeclared","1980","1950","39040","35200"
"In post","2022","40-49","Undeclared","Male","Unknown","465","455","36420","32940"
"In post","2022","40-49","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Female","Heterosexual / straight","430","385","37010","32120"
"In post","2022","40-49","Unknown","Female","LGBO","25","20","[c]","[c]"
"In post","2022","40-49","Unknown","Female","Undeclared","275","250","44020","40650"
"In post","2022","40-49","Unknown","Female","Unknown","6430","5855","35800","29200"
"In post","2022","40-49","Unknown","Male","Heterosexual / straight","340","340","38180","33370"
"In post","2022","40-49","Unknown","Male","LGBO","30","30","[c]","[c]"
"In post","2022","40-49","Unknown","Male","Undeclared","260","255","45830","41020"
"In post","2022","40-49","Unknown","Male","Unknown","5870","5775","38650","33080"
"In post","2022","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","White","Female","Heterosexual / straight","37870","34230","36550","31420"
"In post","2022","40-49","White","Female","LGBO","1750","1675","37520","32170"
"In post","2022","40-49","White","Female","Undeclared","3060","2735","34570","29290"
"In post","2022","40-49","White","Female","Unknown","4520","3810","33210","27570"
"In post","2022","40-49","White","Male","Heterosexual / straight","28030","27755","39430","33550"
"In post","2022","40-49","White","Male","LGBO","1990","1960","40550","33370"
"In post","2022","40-49","White","Male","Undeclared","2245","2215","36990","32850"
"In post","2022","40-49","White","Male","Unknown","3145","3095","37510","33370"
"In post","2022","40-49","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Female","Heterosexual / straight","2690","2470","34320","30330"
"In post","2022","50-59","Asian","Female","LGBO","60","55","32400","27960"
"In post","2022","50-59","Asian","Female","Undeclared","325","290","30850","28760"
"In post","2022","50-59","Asian","Female","Unknown","530","460","32040","27570"
"In post","2022","50-59","Asian","Male","Heterosexual / straight","1985","1940","35890","31060"
"In post","2022","50-59","Asian","Male","LGBO","35","35","32400","28320"
"In post","2022","50-59","Asian","Male","Undeclared","150","145","33940","30330"
"In post","2022","50-59","Asian","Male","Unknown","295","285","34190","27580"
"In post","2022","50-59","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Female","Heterosexual / straight","2835","2715","34050","31060"
"In post","2022","50-59","Black","Female","LGBO","40","40","32670","28430"
"In post","2022","50-59","Black","Female","Undeclared","245","230","31920","30280"
"In post","2022","50-59","Black","Female","Unknown","395","370","32290","30750"
"In post","2022","50-59","Black","Male","Heterosexual / straight","1615","1590","35370","31650"
"In post","2022","50-59","Black","Male","LGBO","45","45","40780","32660"
"In post","2022","50-59","Black","Male","Undeclared","90","90","34330","31260"
"In post","2022","50-59","Black","Male","Unknown","235","230","33770","31650"
"In post","2022","50-59","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Female","Heterosexual / straight","720","675","35550","31060"
"In post","2022","50-59","Mixed","Female","LGBO","40","35","33290","28920"
