"Status","Year","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","Lincolnshire","Outside London","20","15","33200","33300"
"In post","2022","Communications","Merseyside","Outside London","80","80","40610","39160"
"In post","2022","Communications","North Yorkshire","Outside London","20","20","35590","35900"
"In post","2022","Communications","Northern Ireland","Outside London","30","30","41910","37910"
"In post","2022","Communications","Northumberland, and Tyne and Wear","Outside London","70","65","38130","34010"
"In post","2022","Communications","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outer London - South","London","40","40","43270","40450"
"In post","2022","Communications","Outer London - West and North West","London","40","40","34830","34770"
"In post","2022","Communications","Overseas","Overseas","10","10","43080","40610"
"In post","2022","Communications","Shropshire and Staffordshire","Outside London","55","50","35010","33000"
"In post","2022","Communications","South Yorkshire","Outside London","55","50","40170","38180"
"In post","2022","Communications","Southern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","Surrey, East and West Sussex","Outside London","20","20","39980","38430"
"In post","2022","Communications","Tees Valley and Durham","Outside London","35","35","31500","29360"
"In post","2022","Communications","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","West Central Scotland","Outside London","30","30","34860","33370"
"In post","2022","Communications","West Midlands","Outside London","90","90","42500","38810"
"In post","2022","Communications","West Wales and The Valleys","Outside London","105","100","32450","29430"
"In post","2022","Communications","West Yorkshire","Outside London","90","90","47970","49530"
"In post","2022","Corporate Finance","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Dorset and Somerset","Outside London","5","5","[c]","[c]"
"In post","2022","Corporate Finance","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","30","25","48080","47010"
"In post","2022","Corporate Finance","Hampshire and Isle of Wight","Outside London","25","25","38140","38070"
"In post","2022","Corporate Finance","Inner London - East","London","20","20","44000","39000"
"In post","2022","Corporate Finance","Inner London - West","London","35","35","64340","64570"
"In post","2022","Corporate Finance","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Central Scotland","Outside London","10","10","45380","42200"
"In post","2022","Corporate Finance","West Midlands","Outside London","10","10","45850","40800"
"In post","2022","Counter Fraud","Bedfordshire and Hertfordshire","Outside London","115","105","30830","29290"
"In post","2022","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Outside London","95","80","28270","29290"
"In post","2022","Counter Fraud","Cheshire","Outside London","30","25","27920","27570"
"In post","2022","Counter Fraud","Cornwall and Isles of Scilly","Outside London","50","45","28780","27570"
"In post","2022","Counter Fraud","Cumbria","Outside London","20","15","28110","27570"
"In post","2022","Counter Fraud","Derbyshire and Nottinghamshire","Outside London","215","185","28280","27570"
"In post","2022","Counter Fraud","Devon","Outside London","100","85","27950","27570"
"In post","2022","Counter Fraud","Dorset and Somerset","Outside London","90","80","28050","27570"
"In post","2022","Counter Fraud","East Anglia","Outside London","115","100","27850","27570"
"In post","2022","Counter Fraud","East Wales","Outside London","220","195","26230","24500"
"In post","2022","Counter Fraud","East Yorkshire and Northern Lincolnshire","Outside London","85","75","28100","27570"
"In post","2022","Counter Fraud","Eastern Scotland","Outside London","155","140","26860","27570"
"In post","2022","Counter Fraud","Essex","Outside London","110","100","31630","31410"
"In post","2022","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","120","100","27920","27570"
"In post","2022","Counter Fraud","Greater Manchester","Outside London","250","225","30660","27570"
"In post","2022","Counter Fraud","Hampshire and Isle of Wight","Outside London","105","90","28530","27570"
"In post","2022","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Outside London","60","50","28480","27570"
"In post","2022","Counter Fraud","Highlands and Islands","Outside London","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Inner London - East","London","155","145","32090","31170"
"In post","2022","Counter Fraud","Inner London - West","London","380","360","43390","38450"
"In post","2022","Counter Fraud","Kent","Outside London","280","255","27950","25110"
"In post","2022","Counter Fraud","Lancashire","Outside London","160","145","28830","27570"
"In post","2022","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Outside London","80","75","28020","27570"
"In post","2022","Counter Fraud","Lincolnshire","Outside London","25","20","27380","27570"
"In post","2022","Counter Fraud","Merseyside","Outside London","255","235","28540","27570"
"In post","2022","Counter Fraud","North Eastern Scotland","Outside London","15","10","28290","27570"
"In post","2022","Counter Fraud","North Yorkshire","Outside London","70","65","30360","30350"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","15","10","25140","25310"
"In post","2022","Counter Fraud","Northumberland, and Tyne and Wear","Outside London","335","305","28400","27570"
"In post","2022","Counter Fraud","Outer London - East and North East","London","510","455","28310","25110"
"In post","2022","Counter Fraud","Outer London - South","London","85","75","33920","31880"
"In post","2022","Counter Fraud","Outer London - West and North West","London","130","120","32580","31880"
"In post","2022","Counter Fraud","Shropshire and Staffordshire","Outside London","105","90","28230","27570"
"In post","2022","Counter Fraud","South Yorkshire","Outside London","135","120","28320","27570"
"In post","2022","Counter Fraud","Southern Scotland","Outside London","210","190","23800","21260"
"In post","2022","Counter Fraud","Surrey, East and West Sussex","Outside London","170","155","29160","27570"
"In post","2022","Counter Fraud","Tees Valley and Durham","Outside London","215","185","25170","25560"
"In post","2022","Counter Fraud","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","Counter Fraud","West Central Scotland","Outside London","355","320","26980","27570"
"In post","2022","Counter Fraud","West Midlands","Outside London","385","345","28760","27570"
"In post","2022","Counter Fraud","West Wales and The Valleys","Outside London","360","330","27170","27570"
"In post","2022","Counter Fraud","West Yorkshire","Outside London","225","200","30020","27570"
"In post","2022","Digital, Data and Technology","Bedfordshire and Hertfordshire","Outside London","145","145","37150","35780"
"In post","2022","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","280","270","41640","38370"
"In post","2022","Digital, Data and Technology","Cheshire","Outside London","220","215","39900","36740"
"In post","2022","Digital, Data and Technology","Cornwall and Isles of Scilly","Outside London","20","20","35270","31660"
"In post","2022","Digital, Data and Technology","Cumbria","Outside London","20","20","32130","29180"
"In post","2022","Digital, Data and Technology","Derbyshire and Nottinghamshire","Outside London","245","240","39050","35890"
"In post","2022","Digital, Data and Technology","Devon","Outside London","965","930","37260","37330"
"In post","2022","Digital, Data and Technology","Dorset and Somerset","Outside London","275","270","38060","35560"
"In post","2022","Digital, Data and Technology","East Anglia","Outside London","275","265","34870","32930"
"In post","2022","Digital, Data and Technology","East Wales","Outside London","1170","1145","41270","38160"
"In post","2022","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Outside London","30","25","32790","30630"
"In post","2022","Digital, Data and Technology","Eastern Scotland","Outside London","315","310","38750","36360"
"In post","2022","Digital, Data and Technology","Essex","Outside London","245","235","37970","35840"
"In post","2022","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1520","1475","39440","37300"
"In post","2022","Digital, Data and Technology","Greater Manchester","Outside London","1210","1185","43490","38500"
"In post","2022","Digital, Data and Technology","Hampshire and Isle of Wight","Outside London","560","545","37240","33300"
"In post","2022","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Outside London","135","135","30780","26670"
"In post","2022","Digital, Data and Technology","Highlands and Islands","Outside London","15","15","31680","29540"
"In post","2022","Digital, Data and Technology","Inner London - East","London","765","755","50260","45080"
"In post","2022","Digital, Data and Technology","Inner London - West","London","2100","2065","49810","45890"
"In post","2022","Digital, Data and Technology","Kent","Outside London","35","30","36890","33300"
"In post","2022","Digital, Data and Technology","Lancashire","Outside London","930","890","42010","36940"
"In post","2022","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Outside London","90","90","36140","35000"
"In post","2022","Digital, Data and Technology","Lincolnshire","Outside London","55","55","29360","26670"
"In post","2022","Digital, Data and Technology","Merseyside","Outside London","570","555","37930","33370"
"In post","2022","Digital, Data and Technology","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","North Yorkshire","Outside London","170","165","39170","37530"
"In post","2022","Digital, Data and Technology","Northern Ireland","Outside London","55","55","36430","33370"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","Outside London","1990","1920","42300","39000"
"In post","2022","Digital, Data and Technology","Outer London - East and North East","London","25","25","36120","34260"
"In post","2022","Digital, Data and Technology","Outer London - South","London","825","810","50540","45170"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","London","335","330","42680","41030"
"In post","2022","Digital, Data and Technology","Overseas","Overseas","40","40","32510","33170"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","Outside London","415","400","42060","40520"
"In post","2022","Digital, Data and Technology","South Yorkshire","Outside London","660","640","44220","40830"
"In post","2022","Digital, Data and Technology","Southern Scotland","Outside London","210","210","41300","38500"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","Outside London","205","200","40730","39000"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","Outside London","190","180","37550","36430"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","20","20","43910","40670"
"In post","2022","Digital, Data and Technology","West Central Scotland","Outside London","255","250","37560","33370"
"In post","2022","Digital, Data and Technology","West Midlands","Outside London","655","640","40880","36600"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","Outside London","1040","1020","39420","38160"
"In post","2022","Digital, Data and Technology","West Yorkshire","Outside London","720","700","42740","39750"
"In post","2022","Economics","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Wales","Outside London","170","165","37440","30710"
"In post","2022","Economics","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","42550","39970"
"In post","2022","Economics","Greater Manchester","Outside London","55","55","39760","33400"
"In post","2022","Economics","Hampshire and Isle of Wight","Outside London","15","15","38500","30810"
"In post","2022","Economics","Inner London - East","London","215","205","56820","55860"
"In post","2022","Economics","Inner London - West","London","1400","1375","47920","43950"
"In post","2022","Economics","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2022","Economics","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Economics","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","Economics","Northumberland, and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2022","Economics","Outer London - South","London","30","30","50300","43950"
"In post","2022","Economics","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","Overseas","35","35","56860","55620"
"In post","2022","Economics","South Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2022","Economics","Southern Scotland","Outside London","15","15","44270","48500"
"In post","2022","Economics","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Tees Valley and Durham","Outside London","10","10","37340","30710"
"In post","2022","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","West Central Scotland","Outside London","15","15","48010","44520"
"In post","2022","Economics","West Midlands","Outside London","20","20","49940","49780"
"In post","2022","Economics","West Wales and The Valleys","Outside London","10","10","45200","42150"
"In post","2022","Economics","West Yorkshire","Outside London","25","25","41340","36820"
"In post","2022","Finance","Bedfordshire and Hertfordshire","Outside London","150","145","43060","39040"
"In post","2022","Finance","Berkshire, Buckinghamshire and Oxfordshire","Outside London","470","455","38390","35000"
"In post","2022","Finance","Cheshire","Outside London","65","65","37520","33300"
"In post","2022","Finance","Cornwall and Isles of Scilly","Outside London","20","20","29820","26800"
"In post","2022","Finance","Cumbria","Outside London","15","15","36610","34850"
"In post","2022","Finance","Derbyshire and Nottinghamshire","Outside London","180","170","38030","33370"
"In post","2022","Finance","Devon","Outside London","170","160","37380","33530"
"In post","2022","Finance","Dorset and Somerset","Outside London","95","90","31940","26930"
"In post","2022","Finance","East Anglia","Outside London","270","255","35030","33300"
"In post","2022","Finance","East Wales","Outside London","435","410","39490","36050"
"In post","2022","Finance","East Yorkshire and Northern Lincolnshire","Outside London","15","15","45670","44590"
"In post","2022","Finance","Eastern Scotland","Outside London","190","185","35750","33300"
"In post","2022","Finance","Essex","Outside London","85","80","32470","33000"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1505","1445","39270","33300"
"In post","2022","Finance","Greater Manchester","Outside London","410","395","40570","36500"
"In post","2022","Finance","Hampshire and Isle of Wight","Outside London","720","700","36630","33300"
"In post","2022","Finance","Herefordshire, Worcestershire and Warwickshire","Outside London","50","45","35030","29440"
"In post","2022","Finance","Highlands and Islands","Outside London","15","15","28330","26670"
"In post","2022","Finance","Inner London - East","London","465","455","47380","43430"
"In post","2022","Finance","Inner London - West","London","2125","2080","49780","45200"
"In post","2022","Finance","Kent","Outside London","35","35","35930","33300"
"In post","2022","Finance","Lancashire","Outside London","440","410","35380","33300"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","Outside London","40","40","35510","32010"
"In post","2022","Finance","Lincolnshire","Outside London","110","110","29810","26670"
"In post","2022","Finance","Merseyside","Outside London","315","300","34230","30820"
"In post","2022","Finance","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Finance","North Yorkshire","Outside London","185","180","36100","33300"
"In post","2022","Finance","Northern Ireland","Outside London","65","65","36590","34050"
"In post","2022","Finance","Northumberland, and Tyne and Wear","Outside London","455","435","40060","35310"
"In post","2022","Finance","Outer London - East and North East","London","15","15","35000","32950"
"In post","2022","Finance","Outer London - South","London","235","230","47480","43420"
"In post","2022","Finance","Outer London - West and North West","London","75","70","42380","37890"
"In post","2022","Finance","Overseas","Overseas","80","80","38690","33300"
"In post","2022","Finance","Shropshire and Staffordshire","Outside London","300","290","38870","33300"
"In post","2022","Finance","South Yorkshire","Outside London","365","350","39410","35760"
"In post","2022","Finance","Southern Scotland","Outside London","75","70","36830","33930"
"In post","2022","Finance","Surrey, East and West Sussex","Outside London","225","210","36370","33370"
"In post","2022","Finance","Tees Valley and Durham","Outside London","160","150","39590","36500"
"In post","2022","Finance","Unknown","Unknown","30","30","38020","33730"
"In post","2022","Finance","West Central Scotland","Outside London","225","200","32020","27570"
"In post","2022","Finance","West Midlands","Outside London","460","445","40010","36630"
"In post","2022","Finance","West Wales and The Valleys","Outside London","355","335","36650","32640"
"In post","2022","Finance","West Yorkshire","Outside London","630","600","39130","36450"
"In post","2022","Geography","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Dorset and Somerset","Outside London","430","405","31380","33290"
"In post","2022","Geography","East Anglia","Outside London","10","10","26390","25510"
"In post","2022","Geography","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","35850","33000"
"In post","2022","Geography","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2022","Geography","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Geography","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Geography","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Shropshire and Staffordshire","Outside London","10","10","35850","33300"
"In post","2022","Geography","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","Outside London","80","75","38280","33650"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Outside London","150","140","39610","33300"
"In post","2022","Human Resources","Cheshire","Outside London","250","235","30930","26670"
"In post","2022","Human Resources","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2022","Human Resources","Cumbria","Outside London","15","15","39340","35900"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","Outside London","345","330","39570","35660"
"In post","2022","Human Resources","Devon","Outside London","140","130","37400","33710"
"In post","2022","Human Resources","Dorset and Somerset","Outside London","80","80","34390","32900"
"In post","2022","Human Resources","East Anglia","Outside London","180","170","35590","33300"
"In post","2022","Human Resources","East Wales","Outside London","585","550","36460","31930"
"In post","2022","Human Resources","East Yorkshire and Northern Lincolnshire","Outside London","30","30","35510","31900"
"In post","2022","Human Resources","Eastern Scotland","Outside London","215","210","35950","33540"
"In post","2022","Human Resources","Essex","Outside London","25","20","32770","30460"
"In post","2022","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","795","740","36350","33300"
"In post","2022","Human Resources","Greater Manchester","Outside London","385","370","39260","33810"
"In post","2022","Human Resources","Hampshire and Isle of Wight","Outside London","255","245","34940","32180"
"In post","2022","Human Resources","Herefordshire, Worcestershire and Warwickshire","Outside London","105","100","36080","31740"
"In post","2022","Human Resources","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","Inner London - East","London","375","360","45890","40910"
"In post","2022","Human Resources","Inner London - West","London","1880","1825","46890","42170"
"In post","2022","Human Resources","Kent","Outside London","90","90","35500","32250"
"In post","2022","Human Resources","Lancashire","Outside London","325","295","31050","26930"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","Outside London","50","50","34400","31670"
"In post","2022","Human Resources","Lincolnshire","Outside London","35","35","29960","26670"
"In post","2022","Human Resources","Merseyside","Outside London","345","330","37310","33080"
"In post","2022","Human Resources","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","Outside London","100","95","37820","33300"
"In post","2022","Human Resources","Northern Ireland","Outside London","15","15","36510","32730"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","Outside London","245","230","38110","34290"
"In post","2022","Human Resources","Outer London - East and North East","London","15","15","36770","34260"
"In post","2022","Human Resources","Outer London - South","London","375","360","46860","41970"
"In post","2022","Human Resources","Outer London - West and North West","London","110","105","39660","35050"
"In post","2022","Human Resources","Overseas","Overseas","40","40","42940","35610"
"In post","2022","Human Resources","Shropshire and Staffordshire","Outside London","115","110","37770","33640"
"In post","2022","Human Resources","South Yorkshire","Outside London","205","190","38410","33300"
"In post","2022","Human Resources","Southern Scotland","Outside London","55","55","41880","36750"
"In post","2022","Human Resources","Surrey, East and West Sussex","Outside London","70","65","39510","36010"
"In post","2022","Human Resources","Tees Valley and Durham","Outside London","75","70","34220","31080"
"In post","2022","Human Resources","Unknown","Unknown","20","15","35710","32390"
"In post","2022","Human Resources","West Central Scotland","Outside London","505","475","26450","22330"
"In post","2022","Human Resources","West Midlands","Outside London","205","200","38370","36050"
"In post","2022","Human Resources","West Wales and The Valleys","Outside London","290","275","33910","31040"
"In post","2022","Human Resources","West Yorkshire","Outside London","405","390","40540","36700"
"In post","2022","Inspector of Education and Training","Bedfordshire and Hertfordshire","Outside London","30","30","67140","70500"
"In post","2022","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","Outside London","25","25","68260","75500"
"In post","2022","Inspector of Education and Training","Cheshire","Outside London","10","10","69400","72990"
"In post","2022","Inspector of Education and Training","Cornwall and Isles of Scilly","Outside London","10","10","64070","70500"
"In post","2022","Inspector of Education and Training","Cumbria","Outside London","15","15","65450","70500"
"In post","2022","Inspector of Education and Training","Derbyshire and Nottinghamshire","Outside London","60","60","63040","64500"
"In post","2022","Inspector of Education and Training","Devon","Outside London","25","25","71290","75500"
"In post","2022","Inspector of Education and Training","Dorset and Somerset","Outside London","30","30","63680","70500"
"In post","2022","Inspector of Education and Training","East Anglia","Outside London","40","40","63440","64500"
"In post","2022","Inspector of Education and Training","East Wales","Outside London","45","40","73950","75480"
"In post","2022","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","Essex","Outside London","20","20","61930","51360"
"In post","2022","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","35","35","68070","72990"
"In post","2022","Inspector of Education and Training","Greater Manchester","Outside London","40","40","61840","51360"
"In post","2022","Inspector of Education and Training","Hampshire and Isle of Wight","Outside London","35","35","61570","51360"
"In post","2022","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","Outside London","30","30","68900","75500"
"In post","2022","Inspector of Education and Training","Inner London - East","London","25","25","63570","51360"
"In post","2022","Inspector of Education and Training","Inner London - West","London","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","Kent","Outside London","20","20","67990","70500"
"In post","2022","Inspector of Education and Training","Lancashire","Outside London","25","25","65110","64500"
"In post","2022","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","Outside London","30","25","58730","51360"
"In post","2022","Inspector of Education and Training","Lincolnshire","Outside London","10","10","58080","51360"
"In post","2022","Inspector of Education and Training","Merseyside","Outside London","30","30","63850","64500"
"In post","2022","Inspector of Education and Training","North Yorkshire","Outside London","30","25","72530","75500"
"In post","2022","Inspector of Education and Training","Northumberland, and Tyne and Wear","Outside London","20","20","66230","70000"
"In post","2022","Inspector of Education and Training","Outer London - East and North East","London","20","20","59520","51360"
"In post","2022","Inspector of Education and Training","Outer London - South","London","15","15","59920","51360"
"In post","2022","Inspector of Education and Training","Outer London - West and North West","London","15","15","62320","51360"
"In post","2022","Inspector of Education and Training","Shropshire and Staffordshire","Outside London","30","30","70470","75500"
"In post","2022","Inspector of Education and Training","South Yorkshire","Outside London","20","20","61030","57930"
"In post","2022","Inspector of Education and Training","Surrey, East and West Sussex","Outside London","40","40","63710","51360"
"In post","2022","Inspector of Education and Training","Tees Valley and Durham","Outside London","25","20","63440","64500"
"In post","2022","Inspector of Education and Training","West Midlands","Outside London","35","35","61430","51360"
