"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Commercial","AO","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","EO","Female","50","50","26930","26670"
"In post","2022","Declared disabled","Commercial","EO","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","G6","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","G6","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","G7","Female","35","35","52020","53360"
"In post","2022","Declared disabled","Commercial","G7","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HEO","Female","60","55","32930","33300"
"In post","2022","Declared disabled","Commercial","HEO","Male","45","45","32680","33000"
"In post","2022","Declared disabled","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","SEO","Female","85","80","39820","39990"
"In post","2022","Declared disabled","Commercial","SEO","Male","60","55","41130","41300"
"In post","2022","Declared disabled","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","AO","Female","35","30","21640","21690"
"In post","2022","Declared disabled","Communications","AO","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","EO","Female","115","105","27480","26820"
"In post","2022","Declared disabled","Communications","EO","Male","90","85","26880","26820"
"In post","2022","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","G6","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","G6","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","G7","Female","45","45","54080","54160"
"In post","2022","Declared disabled","Communications","G7","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","HEO","Female","95","90","33530","33370"
"In post","2022","Declared disabled","Communications","HEO","Male","80","75","33880","33370"
"In post","2022","Declared disabled","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","SEO","Female","45","45","42010","41380"
"In post","2022","Declared disabled","Communications","SEO","Male","40","40","41060","40520"
"In post","2022","Declared disabled","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","AO","Female","250","205","22480","21260"
"In post","2022","Declared disabled","Counter Fraud","AO","Male","170","155","22180","21260"
"In post","2022","Declared disabled","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","EO","Female","555","490","28230","27570"
"In post","2022","Declared disabled","Counter Fraud","EO","Male","335","310","28090","27570"
"In post","2022","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","G6","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","G6","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","G7","Female","40","40","55380","55210"
"In post","2022","Declared disabled","Counter Fraud","G7","Male","50","45","56310","55210"
"In post","2022","Declared disabled","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","HEO","Female","220","200","34290","33370"
"In post","2022","Declared disabled","Counter Fraud","HEO","Male","180","175","34330","33370"
"In post","2022","Declared disabled","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","SEO","Female","85","80","40900","40520"
"In post","2022","Declared disabled","Counter Fraud","SEO","Male","60","60","41310","40520"
"In post","2022","Declared disabled","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","AO","Female","400","325","21670","21260"
"In post","2022","Declared disabled","Debt","AO","Male","225","210","21630","21260"
"In post","2022","Declared disabled","Debt","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","EO","Female","100","85","28080","27570"
"In post","2022","Declared disabled","Debt","EO","Male","45","40","27670","27570"
"In post","2022","Declared disabled","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","HEO","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Debt","HEO","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","SEO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","AA","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","AA","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","AO","Female","50","50","22160","21600"
"In post","2022","Declared disabled","Digital, Data & Technology","AO","Male","40","40","22280","21460"
"In post","2022","Declared disabled","Digital, Data & Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","EO","Female","180","165","27590","26930"
"In post","2022","Declared disabled","Digital, Data & Technology","EO","Male","275","265","27490","27500"
"In post","2022","Declared disabled","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","G6","Female","45","40","66430","65500"
"In post","2022","Declared disabled","Digital, Data & Technology","G6","Male","55","50","68730","68010"
"In post","2022","Declared disabled","Digital, Data & Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","G7","Female","145","140","53330","54110"
"In post","2022","Declared disabled","Digital, Data & Technology","G7","Male","200","195","55240","54700"
"In post","2022","Declared disabled","Digital, Data & Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","HEO","Female","250","235","33340","33280"
"In post","2022","Declared disabled","Digital, Data & Technology","HEO","Male","280","270","33670","33300"
"In post","2022","Declared disabled","Digital, Data & Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","SEO","Female","190","180","40260","40340"
"In post","2022","Declared disabled","Digital, Data & Technology","SEO","Male","250","245","41370","40520"
"In post","2022","Declared disabled","Digital, Data & Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","AA","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","AO","Female","120","90","21920","21260"
"In post","2022","Declared disabled","Finance","AO","Male","50","45","21860","21320"
"In post","2022","Declared disabled","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","EO","Female","135","125","27270","26820"
"In post","2022","Declared disabled","Finance","EO","Male","85","80","26840","26930"
"In post","2022","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","G6","Female","35","30","66280","66370"
"In post","2022","Declared disabled","Finance","G6","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","G7","Female","75","75","54890","53600"
"In post","2022","Declared disabled","Finance","G7","Male","80","80","54470","54160"
"In post","2022","Declared disabled","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","HEO","Female","150","140","32980","32840"
"In post","2022","Declared disabled","Finance","HEO","Male","120","115","33360","33080"
"In post","2022","Declared disabled","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","SEO","Female","120","115","40160","40180"
"In post","2022","Declared disabled","Finance","SEO","Male","105","100","40870","40520"
"In post","2022","Declared disabled","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","AO","Female","60","50","21300","21300"
"In post","2022","Declared disabled","Grants Management","AO","Male","40","35","21240","21300"
"In post","2022","Declared disabled","Grants Management","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","EO","Female","30","25","25650","25900"
"In post","2022","Declared disabled","Grants Management","EO","Male","15","10","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","HEO","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","HEO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SEO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AA","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","AO","Female","140","120","21790","21380"
"In post","2022","Declared disabled","Human Resources","AO","Male","55","55","21620","21250"
"In post","2022","Declared disabled","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","EO","Female","240","215","27680","27570"
"In post","2022","Declared disabled","Human Resources","EO","Male","125","120","27530","27570"
"In post","2022","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","G6","Female","55","50","66590","66230"
"In post","2022","Declared disabled","Human Resources","G6","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","G7","Female","165","155","53590","53380"
"In post","2022","Declared disabled","Human Resources","G7","Male","70","70","54860","54700"
"In post","2022","Declared disabled","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","HEO","Female","270","260","33230","33300"
"In post","2022","Declared disabled","Human Resources","HEO","Male","120","115","34030","33370"
"In post","2022","Declared disabled","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SCS level","Female","30","30","84610","78760"
"In post","2022","Declared disabled","Human Resources","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","SEO","Female","210","195","40830","40520"
"In post","2022","Declared disabled","Human Resources","SEO","Male","75","75","41670","40600"
"In post","2022","Declared disabled","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G7","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","HEO","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","HEO","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","AO","Female","130","115","22750","22200"
"In post","2022","Declared disabled","Legal","AO","Male","65","60","22940","22200"
"In post","2022","Declared disabled","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","EO","Female","180","160","28210","28430"
"In post","2022","Declared disabled","Legal","EO","Male","60","60","28590","28430"
"In post","2022","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","G6","Female","65","55","70140","70170"
"In post","2022","Declared disabled","Legal","G6","Male","40","35","72610","72060"
"In post","2022","Declared disabled","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","G7","Female","255","230","56530","55610"
"In post","2022","Declared disabled","Legal","G7","Male","165","155","57040","55610"
"In post","2022","Declared disabled","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","HEO","Female","90","85","35000","33820"
"In post","2022","Declared disabled","Legal","HEO","Male","50","50","36250","35020"
"In post","2022","Declared disabled","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","SEO","Female","50","50","44370","41750"
"In post","2022","Declared disabled","Legal","SEO","Male","30","25","[c]","[c]"
"In post","2022","Declared disabled","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","AA","Female","705","585","20450","20890"
"In post","2022","Declared disabled","No function","AA","Male","575","520","20900","20890"
"In post","2022","Declared disabled","No function","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","AO","Female","6170","5140","22150","21260"
"In post","2022","Declared disabled","No function","AO","Male","3835","3575","23540","21260"
"In post","2022","Declared disabled","No function","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","EO","Female","7160","6265","27960","27570"
"In post","2022","Declared disabled","No function","EO","Male","3775","3565","28600","27570"
"In post","2022","Declared disabled","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","G6","Female","260","245","66530","65060"
"In post","2022","Declared disabled","No function","G6","Male","210","205","68370","65720"
"In post","2022","Declared disabled","No function","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","G7","Female","790","765","54410","53950"
"In post","2022","Declared disabled","No function","G7","Male","615","600","55310","54530"
"In post","2022","Declared disabled","No function","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","HEO","Female","2010","1880","33440","33210"
"In post","2022","Declared disabled","No function","HEO","Male","1445","1390","34530","33570"
"In post","2022","Declared disabled","No function","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","SCS level","Female","105","100","83880","77060"
"In post","2022","Declared disabled","No function","SCS level","Male","100","100","95420","85340"
"In post","2022","Declared disabled","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","SEO","Female","1160","1105","41710","40520"
"In post","2022","Declared disabled","No function","SEO","Male","750","730","43260","40890"
"In post","2022","Declared disabled","No function","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","No function","Unknown","Female","2550","2365","30420","28200"
"In post","2022","Declared disabled","No function","Unknown","Male","740","705","31900","30210"
"In post","2022","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","AO","Female","75","60","22270","21300"
"In post","2022","Declared disabled","Project Delivery","AO","Male","35","35","22180","21260"
"In post","2022","Declared disabled","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","EO","Female","220","200","25620","26300"
"In post","2022","Declared disabled","Project Delivery","EO","Male","180","175","24940","25750"
"In post","2022","Declared disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","G6","Female","85","85","67680","67910"
"In post","2022","Declared disabled","Project Delivery","G6","Male","80","80","68840","67910"
"In post","2022","Declared disabled","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","G7","Female","225","215","53780","54160"
"In post","2022","Declared disabled","Project Delivery","G7","Male","190","190","54350","54640"
"In post","2022","Declared disabled","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","HEO","Female","370","350","32530","33080"
"In post","2022","Declared disabled","Project Delivery","HEO","Male","295","290","32700","33080"
"In post","2022","Declared disabled","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","SEO","Female","300","285","39760","40330"
"In post","2022","Declared disabled","Project Delivery","SEO","Male","355","340","41080","40690"
"In post","2022","Declared disabled","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Unknown","Female","70","65","36980","33740"
"In post","2022","Declared disabled","Project Delivery","Unknown","Male","95","95","41230","40670"
"In post","2022","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","AA","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Property","AA","Male","30","25","[c]","[c]"
"In post","2022","Declared disabled","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","AO","Female","75","70","22390","22010"
"In post","2022","Declared disabled","Property","AO","Male","35","35","23730","22010"
"In post","2022","Declared disabled","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","EO","Female","70","65","27230","27000"
"In post","2022","Declared disabled","Property","EO","Male","95","90","26180","26520"
"In post","2022","Declared disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","G6","Female","20","20","[c]","[c]"
