"Status","Year","Age","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Policy","Male","15","15","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Policy","Male","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Operational Delivery","Female","45","35","19200","18310"
"In post","2022","16-19","Department for Transport","Operational Delivery","Male","35","30","19590","18310"
"In post","2022","16-19","Department for Transport","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Unknown","Female","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","Female","55","50","23090","21260"
"In post","2022","16-19","Department for Work and Pensions","Operational Delivery","Male","35","35","23060","21260"
"In post","2022","16-19","Department for Work and Pensions","Other","Female","20","20","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Other","Male","15","15","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions","Unknown","Male","10","10","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Property","Male","10","10","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Finance","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","Female","50","50","21550","21250"
"In post","2022","16-19","HM Revenue and Customs","Operational Delivery","Male","60","55","21560","21250"
"In post","2022","16-19","HM Revenue and Customs","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Property","Male","15","15","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Tax","Female","35","35","21720","21250"
"In post","2022","16-19","HM Revenue and Customs","Tax","Male","30","30","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Unknown","Female","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs","Unknown","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Treasury","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","Female","25","25","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Finance","Female","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Finance","Male","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Other","Female","15","15","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Other","Male","45","45","18160","17140"
"In post","2022","16-19","Ministry of Defence","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","Female","15","15","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Science and Engineering","Male","95","95","18280","17450"
"In post","2022","16-19","Ministry of Defence","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence","Security","Male","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","Female","125","125","22970","23140"
"In post","2022","16-19","Ministry of Justice","Operational Delivery","Male","75","70","22970","23140"
"In post","2022","16-19","Ministry of Justice","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2022","16-19","Scottish Government","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2022","16-19","Scottish Government","Unknown","Female","30","30","22540","21050"
"In post","2022","16-19","Scottish Government","Unknown","Male","25","25","[c]","[c]"
"In post","2022","16-19","The National Archives","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Delivery","Male","10","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","Female","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Communications","Female","20","20","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Communications","Male","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Counter Fraud","Female","20","15","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Counter Fraud","Male","15","15","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Finance","Female","15","15","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Finance","Male","20","20","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Human Resources","Female","55","55","29260","26970"
"In post","2022","20-29","Attorney General's Departments","Human Resources","Male","15","15","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Legal","Female","290","285","40250","40000"
"In post","2022","20-29","Attorney General's Departments","Legal","Male","120","120","41690","43920"
"In post","2022","20-29","Attorney General's Departments","Operational Delivery","Female","500","490","24100","23770"
"In post","2022","20-29","Attorney General's Departments","Operational Delivery","Male","170","170","24460","23770"
"In post","2022","20-29","Attorney General's Departments","Other","Female","100","100","28290","26950"
"In post","2022","20-29","Attorney General's Departments","Other","Male","55","55","27780","26950"
"In post","2022","20-29","Attorney General's Departments","Policy","Female","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Policy","Male","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Departments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Commercial","Female","45","45","32170","30940"
"In post","2022","20-29","Cabinet Office","Commercial","Male","30","30","30720","30420"
"In post","2022","20-29","Cabinet Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Digital, Data and Technology","Male","20","20","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Finance","Male","10","10","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Human Resources","Female","10","10","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Other","Female","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Policy","Male","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Project Delivery","Male","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Property","Female","10","10","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Property","Male","10","10","[c]","[c]"
"In post","2022","20-29","Cabinet Office","Unknown","Female","1940","1930","33890","29250"
"In post","2022","20-29","Cabinet Office","Unknown","Male","1420","1420","34890","32000"
"In post","2022","20-29","Chancellor's other departments","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Chancellor's other departments","Finance","Male","[c]","[c]","[c]","[c]"
