"Status","Year","Ethnicity","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Cardiff and Vale of Glamorgan","Unknown","25","25","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Hampshire","Heterosexual / straight","50","50","29150","26670"
"In post","2022","Asian","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Hampshire","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Central Valleys","Heterosexual / straight","35","35","28930","27570"
"In post","2022","Asian","Central Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","Heterosexual / straight","40","35","25100","24730"
"In post","2022","Asian","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","Heterosexual / straight","165","160","34650","31540"
"In post","2022","Asian","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Coventry","Heterosexual / straight","370","360","34280","30090"
"In post","2022","Asian","Coventry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Coventry","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Coventry","Unknown","65","60","34910","33560"
"In post","2022","Asian","Croydon","Heterosexual / straight","1505","1420","36140","31060"
"In post","2022","Asian","Croydon","LGBO","25","20","[c]","[c]"
"In post","2022","Asian","Croydon","Undeclared","145","135","32540","29370"
"In post","2022","Asian","Croydon","Unknown","100","90","35960","35200"
"In post","2022","Asian","Darlington","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derby","Heterosexual / straight","85","80","25980","24880"
"In post","2022","Asian","Derby","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derby","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Derby","Unknown","15","10","[c]","[c]"
"In post","2022","Asian","Derry City and Strabane","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derry City and Strabane","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon CC","Heterosexual / straight","40","40","33000","28160"
"In post","2022","Asian","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dudley","Heterosexual / straight","65","60","25410","22680"
"In post","2022","Asian","Dudley","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dudley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dudley","Unknown","15","10","[c]","[c]"
"In post","2022","Asian","Dumfries and Galloway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dumfries and Galloway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Durham","Heterosexual / straight","45","35","25370","22050"
"In post","2022","Asian","Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ealing","Heterosexual / straight","125","120","32010","31060"
"In post","2022","Asian","Ealing","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ealing","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Ealing","Unknown","25","25","[c]","[c]"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Derbyshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Kent","Heterosexual / straight","50","45","27220","27210"
"In post","2022","Asian","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Lancashire","Heterosexual / straight","65","55","25700","27570"
"In post","2022","Asian","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Lancashire","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Merseyside","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Riding of Yorkshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Riding of Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Surrey","Heterosexual / straight","45","45","31860","29290"
"In post","2022","Asian","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Sussex CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Sussex CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Enfield","Heterosexual / straight","50","45","30840","31060"
"In post","2022","Asian","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Enfield","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Enfield","Unknown","10","5","[c]","[c]"
"In post","2022","Asian","Essex Haven Gateway","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex Thames Gateway","Heterosexual / straight","40","35","26670","24250"
"In post","2022","Asian","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Falkirk","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Fermanagh and Omagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Fermanagh and Omagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Fermanagh and Omagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Flintshire and Wrexham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Glasgow City","Heterosexual / straight","250","235","30850","27570"
"In post","2022","Asian","Glasgow City","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Glasgow City","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Glasgow City","Unknown","30","30","30300","26820"
"In post","2022","Asian","Gloucestershire CC","Heterosexual / straight","30","30","32930","27570"
"In post","2022","Asian","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester North East","Heterosexual / straight","90","85","28290","27570"
"In post","2022","Asian","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester North East","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Greater Manchester North East","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Greater Manchester North West","Heterosexual / straight","85","80","24720","23140"
"In post","2022","Asian","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester North West","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Greater Manchester South East","Heterosexual / straight","45","45","26170","27570"
"In post","2022","Asian","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester South East","Undeclared","10","5","[c]","[c]"
"In post","2022","Asian","Greater Manchester South East","Unknown","10","5","[c]","[c]"
"In post","2022","Asian","Greater Manchester South West","Heterosexual / straight","620","590","30380","26820"
"In post","2022","Asian","Greater Manchester South West","LGBO","20","20","[c]","[c]"
"In post","2022","Asian","Greater Manchester South West","Undeclared","25","25","[c]","[c]"
"In post","2022","Asian","Greater Manchester South West","Unknown","75","70","26710","25190"
"In post","2022","Asian","Gwent Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwent Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwent Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwynedd","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwynedd","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwynedd","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hackney and Newham","Heterosexual / straight","1005","950","36810","33050"
"In post","2022","Asian","Hackney and Newham","LGBO","25","25","[c]","[c]"
"In post","2022","Asian","Hackney and Newham","Undeclared","70","60","33960","31060"
"In post","2022","Asian","Hackney and Newham","Unknown","275","245","35070","31850"
"In post","2022","Asian","Haringey and Islington","Heterosexual / straight","155","145","30220","31060"
"In post","2022","Asian","Haringey and Islington","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Haringey and Islington","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Harrow and Hillingdon","Heterosexual / straight","1030","950","30550","29080"
"In post","2022","Asian","Harrow and Hillingdon","LGBO","20","15","[c]","[c]"
"In post","2022","Asian","Harrow and Hillingdon","Undeclared","100","85","30120","29080"
"In post","2022","Asian","Harrow and Hillingdon","Unknown","50","45","30720","31060"
"In post","2022","Asian","Hartlepool and Stockton-on-Tees","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Heart of Essex","Heterosexual / straight","35","30","35110","29290"
"In post","2022","Asian","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
