"Status","Year","Ethnicity","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","SEO","Male","Undeclared","75","75","42610","41950"
"In post","2022","Asian","SEO","Male","Unknown","120","120","42990","40850"
"In post","2022","Asian","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Female","Heterosexual / straight","535","500","29230","27980"
"In post","2022","Asian","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Unknown","Male","Heterosexual / straight","250","235","31830","28200"
"In post","2022","Asian","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA","Female","Heterosexual / straight","195","180","22490","22210"
"In post","2022","Black","AA","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Black","AA","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","AA","Female","Unknown","30","30","23610","23100"
"In post","2022","Black","AA","Male","Heterosexual / straight","210","205","22400","21860"
"In post","2022","Black","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Black","AA","Male","Unknown","45","40","24280","25170"
"In post","2022","Black","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","AO","Female","Heterosexual / straight","1815","1655","23860","23720"
"In post","2022","Black","AO","Female","LGBO","40","40","24590","23740"
"In post","2022","Black","AO","Female","Undeclared","155","135","23840","24310"
"In post","2022","Black","AO","Female","Unknown","240","210","24470","23720"
"In post","2022","Black","AO","Male","Heterosexual / straight","1170","1135","26130","24850"
"In post","2022","Black","AO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Black","AO","Male","Undeclared","50","50","26810","25110"
"In post","2022","Black","AO","Male","Unknown","135","125","27790","25860"
"In post","2022","Black","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Female","Heterosexual / straight","3155","3005","29190","29290"
"In post","2022","Black","EO","Female","LGBO","80","75","28900","28990"
"In post","2022","Black","EO","Female","Undeclared","200","190","29560","29390"
"In post","2022","Black","EO","Female","Unknown","385","340","29970","31020"
"In post","2022","Black","EO","Male","Heterosexual / straight","1555","1530","29130","28970"
"In post","2022","Black","EO","Male","LGBO","55","55","29680","28910"
"In post","2022","Black","EO","Male","Undeclared","75","75","29170","28660"
"In post","2022","Black","EO","Male","Unknown","165","155","30320","31020"
"In post","2022","Black","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6","Female","Heterosexual / straight","120","120","69000","67370"
"In post","2022","Black","G6","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Black","G6","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Black","G6","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Black","G6","Male","Heterosexual / straight","80","80","70320","68630"
"In post","2022","Black","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Black","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","G7","Female","Heterosexual / straight","680","670","55610","54600"
"In post","2022","Black","G7","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Black","G7","Female","Undeclared","35","35","53940","54170"
"In post","2022","Black","G7","Female","Unknown","55","50","55770","54550"
"In post","2022","Black","G7","Male","Heterosexual / straight","395","395","56150","54750"
"In post","2022","Black","G7","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Black","G7","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Black","G7","Male","Unknown","30","30","[c]","[c]"
"In post","2022","Black","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","HEO","Female","Heterosexual / straight","1535","1505","34740","34510"
"In post","2022","Black","HEO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Black","HEO","Female","Undeclared","90","85","35140","35050"
"In post","2022","Black","HEO","Female","Unknown","100","95","35530","36100"
"In post","2022","Black","HEO","Male","Heterosexual / straight","880","870","34810","34260"
"In post","2022","Black","HEO","Male","LGBO","30","30","33810","33470"
"In post","2022","Black","HEO","Male","Undeclared","30","30","35280","34260"
"In post","2022","Black","HEO","Male","Unknown","75","75","35990","36470"
"In post","2022","Black","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Female","Heterosexual / straight","50","50","87250","79580"
"In post","2022","Black","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Black","SCS level","Male","Heterosexual / straight","30","30","96920","92760"
"In post","2022","Black","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Black","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","SEO","Female","Heterosexual / straight","915","900","41970","41750"
"In post","2022","Black","SEO","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Black","SEO","Female","Undeclared","50","50","42700","41950"
"In post","2022","Black","SEO","Female","Unknown","55","50","41790","42500"
"In post","2022","Black","SEO","Male","Heterosexual / straight","610","605","42690","41750"
"In post","2022","Black","SEO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Black","SEO","Male","Undeclared","30","25","[c]","[c]"
"In post","2022","Black","SEO","Male","Unknown","45","45","42670","41750"
"In post","2022","Black","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Female","Heterosexual / straight","790","750","31310","28690"
"In post","2022","Black","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Unknown","Female","Undeclared","35","35","34990","33700"
"In post","2022","Black","Unknown","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Unknown","Male","Heterosexual / straight","335","330","31620","28620"
"In post","2022","Black","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Black","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA","Female","Heterosexual / straight","65","60","21020","20890"
"In post","2022","Mixed","AA","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","AA","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","AA","Female","Unknown","10","5","[c]","[c]"
"In post","2022","Mixed","AA","Male","Heterosexual / straight","70","65","21400","20890"
"In post","2022","Mixed","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AO","Female","Heterosexual / straight","820","735","23000","21490"
"In post","2022","Mixed","AO","Female","LGBO","95","90","23840","21840"
"In post","2022","Mixed","AO","Female","Undeclared","80","70","23140","21830"
"In post","2022","Mixed","AO","Female","Unknown","75","60","22340","21260"
"In post","2022","Mixed","AO","Male","Heterosexual / straight","590","575","24830","23310"
"In post","2022","Mixed","AO","Male","LGBO","65","65","24150","21680"
"In post","2022","Mixed","AO","Male","Undeclared","55","55","24820","22080"
"In post","2022","Mixed","AO","Male","Unknown","60","55","24610","21300"
"In post","2022","Mixed","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","EO","Female","Heterosexual / straight","1130","1055","28160","27570"
"In post","2022","Mixed","EO","Female","LGBO","105","100","28070","27570"
"In post","2022","Mixed","EO","Female","Undeclared","120","110","28210","27570"
"In post","2022","Mixed","EO","Female","Unknown","90","80","28370","27570"
"In post","2022","Mixed","EO","Male","Heterosexual / straight","670","660","28470","27570"
"In post","2022","Mixed","EO","Male","LGBO","85","80","28140","27570"
"In post","2022","Mixed","EO","Male","Undeclared","75","70","28360","27570"
"In post","2022","Mixed","EO","Male","Unknown","45","45","28840","27570"
"In post","2022","Mixed","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6","Female","Heterosexual / straight","140","130","68910","66950"
"In post","2022","Mixed","G6","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Mixed","G6","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Mixed","G6","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Mixed","G6","Male","Heterosexual / straight","130","130","67950","66450"
"In post","2022","Mixed","G6","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Mixed","G6","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","G6","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G7","Female","Heterosexual / straight","510","485","55120","54400"
"In post","2022","Mixed","G7","Female","LGBO","50","45","54870","54540"
"In post","2022","Mixed","G7","Female","Undeclared","30","30","54760","53400"
"In post","2022","Mixed","G7","Female","Unknown","35","30","56010","55690"
"In post","2022","Mixed","G7","Male","Heterosexual / straight","365","360","55750","54700"
"In post","2022","Mixed","G7","Male","LGBO","60","60","55400","54700"
"In post","2022","Mixed","G7","Male","Undeclared","35","35","53880","53840"
"In post","2022","Mixed","G7","Male","Unknown","30","30","55020","54730"
"In post","2022","Mixed","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HEO","Female","Heterosexual / straight","750","720","33850","33370"
"In post","2022","Mixed","HEO","Female","LGBO","75","75","33850","33210"
"In post","2022","Mixed","HEO","Female","Undeclared","60","60","34180","33790"
"In post","2022","Mixed","HEO","Female","Unknown","60","55","33140","33080"
"In post","2022","Mixed","HEO","Male","Heterosexual / straight","505","495","34720","34020"
"In post","2022","Mixed","HEO","Male","LGBO","75","75","33110","33330"
"In post","2022","Mixed","HEO","Male","Undeclared","50","50","35310","35020"
"In post","2022","Mixed","HEO","Male","Unknown","55","55","33920","33370"
"In post","2022","Mixed","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","Female","Heterosexual / straight","60","60","82360","78580"
"In post","2022","Mixed","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","SCS level","Male","Heterosexual / straight","55","55","85760","78000"
"In post","2022","Mixed","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Mixed","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO","Female","Heterosexual / straight","430","415","41940","41530"
"In post","2022","Mixed","SEO","Female","LGBO","55","50","42020","41060"
"In post","2022","Mixed","SEO","Female","Undeclared","35","35","41540","40270"
"In post","2022","Mixed","SEO","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Mixed","SEO","Male","Heterosexual / straight","370","365","42220","41060"
"In post","2022","Mixed","SEO","Male","LGBO","50","50","41610","40620"
"In post","2022","Mixed","SEO","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Mixed","SEO","Male","Unknown","35","35","41200","40100"
"In post","2022","Mixed","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","Heterosexual / straight","355","340","30710","29980"
"In post","2022","Mixed","Unknown","Female","LGBO","30","25","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","Unknown","10","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","Heterosexual / straight","115","110","31640","30000"
"In post","2022","Mixed","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AO","Female","Heterosexual / straight","195","175","23140","21900"
"In post","2022","Other ethnicity","AO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","AO","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Other ethnicity","AO","Female","Unknown","30","25","23420","23590"
"In post","2022","Other ethnicity","AO","Male","Heterosexual / straight","170","165","25260","23780"
"In post","2022","Other ethnicity","AO","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","AO","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Other ethnicity","AO","Male","Unknown","30","25","[c]","[c]"
"In post","2022","Other ethnicity","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","Female","Heterosexual / straight","325","300","28710","28310"
"In post","2022","Other ethnicity","EO","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Other ethnicity","EO","Female","Undeclared","40","35","29000","29270"
"In post","2022","Other ethnicity","EO","Female","Unknown","45","35","29110","28480"
"In post","2022","Other ethnicity","EO","Male","Heterosexual / straight","205","205","28370","27570"
"In post","2022","Other ethnicity","EO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Other ethnicity","EO","Male","Undeclared","35","35","28900","28430"
"In post","2022","Other ethnicity","EO","Male","Unknown","30","25","[c]","[c]"
