"Status","Year","Disability","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Female","Heterosexual / straight","10015","[c]","32300","27570"
"Leaver CS","2022","Declared non-disabled","Female","LGBO","625","[c]","30670","27570"
"Leaver CS","2022","Declared non-disabled","Female","Undeclared","1010","[c]","30890","27570"
"Leaver CS","2022","Declared non-disabled","Female","Unknown","2570","[c]","30040","26400"
"Leaver CS","2022","Declared non-disabled","Male","Heterosexual / straight","8690","[c]","35150","29290"
"Leaver CS","2022","Declared non-disabled","Male","LGBO","585","[c]","33550","27570"
"Leaver CS","2022","Declared non-disabled","Male","Undeclared","765","[c]","35930","30780"
"Leaver CS","2022","Declared non-disabled","Male","Unknown","1970","[c]","35900","29200"
"Leaver CS","2022","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Heterosexual / straight","460","[c]","29760","27130"
"Leaver CS","2022","Undeclared","Female","LGBO","65","[c]","33370","27570"
"Leaver CS","2022","Undeclared","Female","Undeclared","260","[c]","33550","27880"
"Leaver CS","2022","Undeclared","Female","Unknown","230","[c]","30820","27570"
"Leaver CS","2022","Undeclared","Male","Heterosexual / straight","470","[c]","30440","27570"
"Leaver CS","2022","Undeclared","Male","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Undeclared","405","[c]","36890","34370"
"Leaver CS","2022","Undeclared","Male","Unknown","295","[c]","34840","30190"
"Leaver CS","2022","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Heterosexual / straight","725","[c]","35620","31530"
"Leaver CS","2022","Unknown","Female","LGBO","55","[c]","33160","27710"
"Leaver CS","2022","Unknown","Female","Undeclared","370","[c]","39800","36330"
"Leaver CS","2022","Unknown","Female","Unknown","4485","[c]","32000","27230"
"Leaver CS","2022","Unknown","Male","Heterosexual / straight","830","[c]","37220","33350"
"Leaver CS","2022","Unknown","Male","LGBO","45","[c]","35100","28590"
"Leaver CS","2022","Unknown","Male","Undeclared","340","[c]","39300","36030"
"Leaver CS","2022","Unknown","Male","Unknown","4430","[c]","34300","28750"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Female","Heterosexual / straight","780","[c]","35670","31880"
"Leaver Dept.","2022","Declared disabled","Female","LGBO","140","[c]","32760","28880"
"Leaver Dept.","2022","Declared disabled","Female","Undeclared","90","[c]","35580","32160"
"Leaver Dept.","2022","Declared disabled","Female","Unknown","105","[c]","35990","33160"
"Leaver Dept.","2022","Declared disabled","Male","Heterosexual / straight","470","[c]","36610","30820"
"Leaver Dept.","2022","Declared disabled","Male","LGBO","115","[c]","34170","29290"
"Leaver Dept.","2022","Declared disabled","Male","Undeclared","80","[c]","35080","32160"
"Leaver Dept.","2022","Declared disabled","Male","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Female","Heterosexual / straight","6895","[c]","36990","32000"
"Leaver Dept.","2022","Declared non-disabled","Female","LGBO","390","[c]","36990","33210"
"Leaver Dept.","2022","Declared non-disabled","Female","Undeclared","555","[c]","37780","32330"
"Leaver Dept.","2022","Declared non-disabled","Female","Unknown","810","[c]","39370","31990"
"Leaver Dept.","2022","Declared non-disabled","Male","Heterosexual / straight","4290","[c]","39330","33300"
"Leaver Dept.","2022","Declared non-disabled","Male","LGBO","480","[c]","38950","33930"
"Leaver Dept.","2022","Declared non-disabled","Male","Undeclared","355","[c]","39610","33600"
"Leaver Dept.","2022","Declared non-disabled","Male","Unknown","640","[c]","39610","32440"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Heterosexual / straight","225","[c]","33660","29540"
"Leaver Dept.","2022","Undeclared","Female","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Undeclared","140","[c]","38060","34550"
"Leaver Dept.","2022","Undeclared","Female","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Heterosexual / straight","155","[c]","35640","32170"
"Leaver Dept.","2022","Undeclared","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Undeclared","175","[c]","38690","35310"
"Leaver Dept.","2022","Undeclared","Male","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Heterosexual / straight","750","[c]","41600","36740"
"Leaver Dept.","2022","Unknown","Female","LGBO","50","[c]","37160","35400"
"Leaver Dept.","2022","Unknown","Female","Undeclared","750","[c]","45430","40560"
"Leaver Dept.","2022","Unknown","Female","Unknown","2195","[c]","39740","32830"
"Leaver Dept.","2022","Unknown","Male","Heterosexual / straight","435","[c]","44940","38440"
"Leaver Dept.","2022","Unknown","Male","LGBO","55","[c]","45730","38080"
"Leaver Dept.","2022","Unknown","Male","Undeclared","570","[c]","51240","40940"
"Leaver Dept.","2022","Unknown","Male","Unknown","1730","[c]","41660","34550"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Female","Heterosexual / straight","2350","[c]","29150","27570"
"New entrant CS","2022","Declared disabled","Female","LGBO","540","[c]","27520","26120"
"New entrant CS","2022","Declared disabled","Female","Undeclared","215","[c]","30750","27850"
"New entrant CS","2022","Declared disabled","Female","Unknown","115","[c]","29060","26250"
"New entrant CS","2022","Declared disabled","Male","Heterosexual / straight","1445","[c]","29120","26590"
"New entrant CS","2022","Declared disabled","Male","LGBO","345","[c]","28910","27570"
"New entrant CS","2022","Declared disabled","Male","Undeclared","155","[c]","29790","27570"
"New entrant CS","2022","Declared disabled","Male","Unknown","60","[c]","31990","27570"
"New entrant CS","2022","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Female","Heterosexual / straight","17895","[c]","29090","26740"
"New entrant CS","2022","Declared non-disabled","Female","LGBO","1530","[c]","28630","26370"
"New entrant CS","2022","Declared non-disabled","Female","Undeclared","945","[c]","29880","27230"
"New entrant CS","2022","Declared non-disabled","Female","Unknown","815","[c]","25660","22000"
"New entrant CS","2022","Declared non-disabled","Male","Heterosexual / straight","13110","[c]","30660","27570"
"New entrant CS","2022","Declared non-disabled","Male","LGBO","1250","[c]","30030","27230"
"New entrant CS","2022","Declared non-disabled","Male","Undeclared","680","[c]","31580","27570"
"New entrant CS","2022","Declared non-disabled","Male","Unknown","680","[c]","27650","24920"
"New entrant CS","2022","Declared non-disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Heterosexual / straight","640","[c]","28940","27570"
"New entrant CS","2022","Undeclared","Female","LGBO","120","[c]","27100","26030"
"New entrant CS","2022","Undeclared","Female","Undeclared","240","[c]","31480","28620"
"New entrant CS","2022","Undeclared","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Heterosexual / straight","490","[c]","29850","27570"
"New entrant CS","2022","Undeclared","Male","LGBO","75","[c]","28210","27570"
"New entrant CS","2022","Undeclared","Male","Undeclared","265","[c]","33400","30000"
"New entrant CS","2022","Undeclared","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Heterosexual / straight","1990","[c]","31740","28200"
"New entrant CS","2022","Unknown","Female","LGBO","205","[c]","29970","27820"
"New entrant CS","2022","Unknown","Female","Undeclared","500","[c]","34720","32260"
"New entrant CS","2022","Unknown","Female","Unknown","11295","[c]","28440","25740"
"New entrant CS","2022","Unknown","Male","Heterosexual / straight","1630","[c]","33120","29360"
"New entrant CS","2022","Unknown","Male","LGBO","170","[c]","31590","27570"
"New entrant CS","2022","Unknown","Male","Undeclared","360","[c]","36110","32790"
"New entrant CS","2022","Unknown","Male","Unknown","9240","[c]","29920","26590"
"New entrant CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
