"Status","Year","Disability","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","145","140","39710","36500"
"In post","2022","Declared disabled","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","90","90","48800","46220"
"In post","2022","Declared disabled","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Wales","10","10","[c]","[c]"
"In post","2022","Declared disabled","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Midlands (England)","45","45","33550","33150"
"In post","2022","Declared disabled","Finance","East of England","45","45","34510","31880"
"In post","2022","Declared disabled","Finance","London","230","225","47150","43700"
"In post","2022","Declared disabled","Finance","North East (England)","45","45","37170","31990"
"In post","2022","Declared disabled","Finance","North West (England)","155","140","33420","32250"
"In post","2022","Declared disabled","Finance","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","30","30","34260","33080"
"In post","2022","Declared disabled","Finance","South East (England)","140","135","36260","33370"
"In post","2022","Declared disabled","Finance","South West (England)","175","165","36580","33300"
"In post","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Wales","50","45","38790","33300"
"In post","2022","Declared disabled","Finance","West Midlands (England)","75","70","39830","36340"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","105","100","37340","32110"
"In post","2022","Declared disabled","Geography","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","South West (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Geography","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East Midlands (England)","70","65","35500","33370"
"In post","2022","Declared disabled","Human Resources","East of England","40","35","41820","36330"
"In post","2022","Declared disabled","Human Resources","London","370","360","47100","42170"
"In post","2022","Declared disabled","Human Resources","North East (England)","40","40","39510","34140"
"In post","2022","Declared disabled","Human Resources","North West (England)","170","160","36800","33180"
"In post","2022","Declared disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Scotland","80","75","29680","22340"
"In post","2022","Declared disabled","Human Resources","South East (England)","80","75","37180","32000"
"In post","2022","Declared disabled","Human Resources","South West (England)","135","125","36610","33300"
"In post","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Wales","95","90","35840","32550"
"In post","2022","Declared disabled","Human Resources","West Midlands (England)","50","50","37970","33370"
"In post","2022","Declared disabled","Human Resources","Yorkshire and The Humber","120","110","39710","35860"
"In post","2022","Declared disabled","Inspector of Education and Training","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","East of England","10","10","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","North West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","South East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Wales","5","5","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","East of England","40","40","30770","32190"
"In post","2022","Declared disabled","Intelligence Analysis","London","120","110","38240","35850"
"In post","2022","Declared disabled","Intelligence Analysis","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","North West (England)","30","25","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","South East (England)","35","30","28550","27370"
"In post","2022","Declared disabled","Intelligence Analysis","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","North West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","South East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","South West (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Wales","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","95","95","47620","41060"
"In post","2022","Declared disabled","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","North West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","East of England","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","90","90","41380","37760"
"In post","2022","Declared disabled","Knowledge and Information Management","North East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","North West (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","South East (England)","35","35","31870","30220"
"In post","2022","Declared disabled","Knowledge and Information Management","South West (England)","55","50","34370","29230"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Wales","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","West Midlands (England)","15","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","Declared disabled","Legal","East Midlands (England)","65","55","43940","42870"
"In post","2022","Declared disabled","Legal","East of England","70","60","41950","40260"
"In post","2022","Declared disabled","Legal","London","370","345","56330","58360"
"In post","2022","Declared disabled","Legal","North East (England)","45","40","41910","41140"
"In post","2022","Declared disabled","Legal","North West (England)","115","105","45540","47590"
"In post","2022","Declared disabled","Legal","Northern Ireland","15","15","[c]","[c]"
"In post","2022","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Scotland","65","65","47210","41750"
"In post","2022","Declared disabled","Legal","South East (England)","65","60","50330","53050"
"In post","2022","Declared disabled","Legal","South West (England)","55","50","47530","46710"
"In post","2022","Declared disabled","Legal","Wales","50","45","44960","43690"
"In post","2022","Declared disabled","Legal","West Midlands (England)","75","70","47780","48080"
"In post","2022","Declared disabled","Legal","Yorkshire and The Humber","60","55","45250","44350"
"In post","2022","Declared disabled","Medicine","East Midlands (England)","10","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","East of England","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","North West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","South East (England)","20","15","[c]","[c]"
"In post","2022","Declared disabled","Medicine","South West (England)","15","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Wales","25","25","[c]","[c]"
"In post","2022","Declared disabled","Medicine","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","East Midlands (England)","2090","1895","27230","27130"
"In post","2022","Declared disabled","Operational Delivery","East of England","1825","1650","28290","27570"
"In post","2022","Declared disabled","Operational Delivery","London","3785","3535","33230","31060"
"In post","2022","Declared disabled","Operational Delivery","North East (England)","2700","2345","25760","23170"
"In post","2022","Declared disabled","Operational Delivery","North West (England)","5355","4775","26540","25880"
"In post","2022","Declared disabled","Operational Delivery","Northern Ireland","150","135","27170","26590"
"In post","2022","Declared disabled","Operational Delivery","Overseas","20","20","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Scotland","2395","2110","27160","26900"
"In post","2022","Declared disabled","Operational Delivery","South East (England)","2900","2615","28430","27570"
"In post","2022","Declared disabled","Operational Delivery","South West (England)","2045","1825","27740","27570"
"In post","2022","Declared disabled","Operational Delivery","Unknown","75","65","27550","27570"
"In post","2022","Declared disabled","Operational Delivery","Wales","2535","2230","26050","24030"
"In post","2022","Declared disabled","Operational Delivery","West Midlands (England)","2805","2525","27650","27570"
"In post","2022","Declared disabled","Operational Delivery","Yorkshire and The Humber","2655","2360","27650","27380"
"In post","2022","Declared disabled","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","London","30","30","50980","51280"
"In post","2022","Declared disabled","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","North West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","South East (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other","East Midlands (England)","155","140","24350","21260"
"In post","2022","Declared disabled","Other","East of England","185","175","25690","24900"
"In post","2022","Declared disabled","Other","London","400","385","36600","31060"
"In post","2022","Declared disabled","Other","North East (England)","160","140","24490","21260"
"In post","2022","Declared disabled","Other","North West (England)","325","295","25940","26870"
"In post","2022","Declared disabled","Other","Northern Ireland","30","30","22350","21340"
"In post","2022","Declared disabled","Other","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other","Scotland","310","285","27730","26900"
"In post","2022","Declared disabled","Other","South East (England)","365","345","27530","26670"
"In post","2022","Declared disabled","Other","South West (England)","635","595","29590","26930"
"In post","2022","Declared disabled","Other","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Other","Wales","165","150","29510","27570"
"In post","2022","Declared disabled","Other","West Midlands (England)","290","255","26090","26670"
"In post","2022","Declared disabled","Other","Yorkshire and The Humber","270","240","25530","21850"
"In post","2022","Declared disabled","Planning","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","South West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Planning","Wales","5","5","[c]","[c]"
"In post","2022","Declared disabled","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Policy","East Midlands (England)","40","40","35440","33540"
"In post","2022","Declared disabled","Policy","East of England","30","30","45980","40260"
"In post","2022","Declared disabled","Policy","London","1995","1940","47560","42470"
"In post","2022","Declared disabled","Policy","North East (England)","70","65","41310","36500"
"In post","2022","Declared disabled","Policy","North West (England)","170","165","40180","36740"
"In post","2022","Declared disabled","Policy","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Policy","Overseas","130","130","48620","43840"
"In post","2022","Declared disabled","Policy","Scotland","40","40","40010","37300"
"In post","2022","Declared disabled","Policy","South East (England)","40","40","37150","33000"
"In post","2022","Declared disabled","Policy","South West (England)","100","95","37910","35900"
"In post","2022","Declared disabled","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Policy","Wales","135","125","39770","38160"
"In post","2022","Declared disabled","Policy","West Midlands (England)","105","100","38550","34690"
"In post","2022","Declared disabled","Policy","Yorkshire and The Humber","230","215","39950","36500"
"In post","2022","Declared disabled","Project Delivery","East Midlands (England)","30","30","39930","35640"
"In post","2022","Declared disabled","Project Delivery","East of England","55","55","38590","37890"
"In post","2022","Declared disabled","Project Delivery","London","335","320","46150","41970"
"In post","2022","Declared disabled","Project Delivery","North East (England)","100","90","40100","39120"
"In post","2022","Declared disabled","Project Delivery","North West (England)","200","185","37980","35370"
"In post","2022","Declared disabled","Project Delivery","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Scotland","60","55","40550","38600"
"In post","2022","Declared disabled","Project Delivery","South East (England)","150","140","35240","33300"
"In post","2022","Declared disabled","Project Delivery","South West (England)","360","345","40470","39970"
"In post","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Wales","55","50","39150","36390"
"In post","2022","Declared disabled","Project Delivery","West Midlands (England)","60","60","38890","39280"
"In post","2022","Declared disabled","Project Delivery","Yorkshire and The Humber","85","80","41230","36520"
"In post","2022","Declared disabled","Property","East Midlands (England)","40","40","37600","33400"
"In post","2022","Declared disabled","Property","East of England","55","50","34490","33300"
"In post","2022","Declared disabled","Property","London","95","90","45370","40650"
"In post","2022","Declared disabled","Property","North East (England)","35","30","34190","32030"
"In post","2022","Declared disabled","Property","North West (England)","60","55","35150","30930"
"In post","2022","Declared disabled","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Overseas","10","10","[c]","[c]"
"In post","2022","Declared disabled","Property","Scotland","15","15","[c]","[c]"
"In post","2022","Declared disabled","Property","South East (England)","80","75","36130","33300"
"In post","2022","Declared disabled","Property","South West (England)","60","55","34730","33150"
"In post","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Wales","40","35","33590","29780"
"In post","2022","Declared disabled","Property","West Midlands (England)","45","45","36350","33300"
"In post","2022","Declared disabled","Property","Yorkshire and The Humber","65","60","39100","34000"
"In post","2022","Declared disabled","Psychology","East Midlands (England)","20","15","[c]","[c]"
"In post","2022","Declared disabled","Psychology","East of England","15","15","[c]","[c]"
"In post","2022","Declared disabled","Psychology","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Psychology","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Psychology","North West (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Psychology","South East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Psychology","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Wales","5","5","[c]","[c]"
"In post","2022","Declared disabled","Psychology","West Midlands (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2022","Declared disabled","Science and Engineering","East Midlands (England)","45","40","36640","34090"
"In post","2022","Declared disabled","Science and Engineering","East of England","50","50","34300","32540"
"In post","2022","Declared disabled","Science and Engineering","London","60","60","44460","40980"
"In post","2022","Declared disabled","Science and Engineering","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Science and Engineering","North West (England)","45","45","34860","31150"
"In post","2022","Declared disabled","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Science and Engineering","Scotland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Science and Engineering","South East (England)","175","170","34650","32730"
"In post","2022","Declared disabled","Science and Engineering","South West (England)","490","475","37790","38070"
"In post","2022","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Science and Engineering","Wales","50","50","37870","31910"
"In post","2022","Declared disabled","Science and Engineering","West Midlands (England)","30","30","30290","29180"
"In post","2022","Declared disabled","Science and Engineering","Yorkshire and The Humber","30","25","[c]","[c]"
"In post","2022","Declared disabled","Security","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Security","East of England","55","50","34530","33630"
"In post","2022","Declared disabled","Security","London","120","120","39620","36590"
"In post","2022","Declared disabled","Security","North East (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Security","North West (England)","40","40","33130","30830"
"In post","2022","Declared disabled","Security","Northern Ireland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Security","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","Security","Scotland","65","60","30500","26670"
"In post","2022","Declared disabled","Security","South East (England)","135","135","31170","28700"
"In post","2022","Declared disabled","Security","South West (England)","110","105","29290","26750"
"In post","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Security","Wales","20","20","[c]","[c]"
"In post","2022","Declared disabled","Security","West Midlands (England)","35","35","32090","32510"
"In post","2022","Declared disabled","Security","Yorkshire and The Humber","50","50","33340","31990"
"In post","2022","Declared disabled","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Social Research","East of England","[c]","[c]","[c]","[c]"
