"Status","Year","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Female","6620","6275","31340","30210"
"In post","2022","Black","No function","Male","3605","3525","32250","31060"
"In post","2022","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Female","400","390","39670","37930"
"In post","2022","Black","Project Delivery","Male","280","280","39700","37610"
"In post","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Female","125","120","37280","34260"
"In post","2022","Black","Property","Male","75","75","38430","34550"
"In post","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Female","40","40","34620","34300"
"In post","2022","Black","Security","Male","95","90","31930","28890"
"In post","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Female","1445","1345","33230","29250"
"In post","2022","Black","Unknown","Male","780","760","33940","29080"
"In post","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Female","105","100","44180","41250"
"In post","2022","Mixed","Analysis","Male","115","110","42160","38070"
"In post","2022","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Female","60","55","36030","34880"
"In post","2022","Mixed","Commercial","Male","35","35","44790","39010"
"In post","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Female","125","120","39000","33370"
"In post","2022","Mixed","Communications","Male","70","70","36180","33080"
"In post","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Female","140","125","30560","27570"
"In post","2022","Mixed","Counter Fraud","Male","120","120","35540","31990"
"In post","2022","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Debt","Female","65","55","22770","21260"
"In post","2022","Mixed","Debt","Male","20","20","[c]","[c]"
"In post","2022","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Female","160","160","41040","39320"
"In post","2022","Mixed","Digital, Data & Technology","Male","190","185","42550","39780"
"In post","2022","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","Female","120","110","38530","35030"
"In post","2022","Mixed","Finance","Male","85","85","43890","39960"
"In post","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Grants Management","Female","5","5","[c]","[c]"
"In post","2022","Mixed","Grants Management","Male","10","10","[c]","[c]"
"In post","2022","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Female","175","170","40300","35700"
"In post","2022","Mixed","Human Resources","Male","75","75","40440","36650"
"In post","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Female","10","10","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Male","5","5","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Female","215","195","47940","51250"
"In post","2022","Mixed","Legal","Male","110","105","48730","50500"
"In post","2022","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Female","3205","3000","32370","28990"
"In post","2022","Mixed","No function","Male","2140","2095","34980","31060"
"In post","2022","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Female","225","220","41610","37930"
"In post","2022","Mixed","Project Delivery","Male","215","215","43140","40050"
"In post","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Female","60","55","36220","32890"
"In post","2022","Mixed","Property","Male","50","50","37630","37610"
"In post","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Female","50","50","36830","34670"
"In post","2022","Mixed","Security","Male","75","75","37390","34380"
"In post","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Female","665","615","36310","30830"
"In post","2022","Mixed","Unknown","Male","470","460","35930","30830"
"In post","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Female","25","20","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Male","30","30","52510","46700"
"In post","2022","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Female","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Male","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Female","30","25","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Male","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Female","40","35","30630","30330"
"In post","2022","Other ethnicity","Counter Fraud","Male","30","30","34720","31040"
"In post","2022","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Female","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Male","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Female","50","50","42600","38570"
"In post","2022","Other ethnicity","Digital, Data & Technology","Male","75","75","46670","39910"
"In post","2022","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Female","30","30","38070","36570"
"In post","2022","Other ethnicity","Finance","Male","30","30","43490","43000"
"In post","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Female","45","40","33490","30390"
"In post","2022","Other ethnicity","Human Resources","Male","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Female","70","65","46580","50500"
"In post","2022","Other ethnicity","Legal","Male","45","45","50150","50500"
"In post","2022","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Female","870","810","34120","30750"
"In post","2022","Other ethnicity","No function","Male","715","700","35930","31650"
"In post","2022","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Female","50","50","42410","40000"
"In post","2022","Other ethnicity","Project Delivery","Male","70","70","45740","45590"
"In post","2022","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Female","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Property","Male","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Female","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Security","Male","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Female","150","140","34340","29430"
"In post","2022","Other ethnicity","Unknown","Male","135","130","33980","28670"
"In post","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Female","70","65","42960","38540"
"In post","2022","Undeclared","Analysis","Male","170","170","46810","47010"
"In post","2022","Undeclared","Commercial","Female","85","80","38430","37680"
"In post","2022","Undeclared","Commercial","Male","125","120","45900","41870"
"In post","2022","Undeclared","Communications","Female","75","70","36890","33370"
"In post","2022","Undeclared","Communications","Male","115","115","34770","32000"
"In post","2022","Undeclared","Counter Fraud","Female","385","335","31350","28920"
"In post","2022","Undeclared","Counter Fraud","Male","575","545","35270","32900"
"In post","2022","Undeclared","Debt","Female","125","105","23640","22080"
"In post","2022","Undeclared","Debt","Male","110","100","24280","21260"
"In post","2022","Undeclared","Digital, Data & Technology","Female","260","250","39700","37020"
"In post","2022","Undeclared","Digital, Data & Technology","Male","895","875","42060","39500"
"In post","2022","Undeclared","Finance","Female","205","185","36470","33320"
"In post","2022","Undeclared","Finance","Male","310","300","40090","36500"
"In post","2022","Undeclared","Grants Management","Female","25","25","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Male","60","55","27510","26420"
"In post","2022","Undeclared","Human Resources","Female","205","190","36140","33300"
"In post","2022","Undeclared","Human Resources","Male","150","145","36570","33080"
"In post","2022","Undeclared","Internal Audit","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Legal","Female","175","155","48730","51670"
"In post","2022","Undeclared","Legal","Male","175","165","50040","52730"
"In post","2022","Undeclared","No function","Female","4600","4045","31040","27570"
"In post","2022","Undeclared","No function","Male","5355","5105","34640","31060"
"In post","2022","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Female","385","360","39540","38070"
"In post","2022","Undeclared","Project Delivery","Male","895","865","43530","40850"
"In post","2022","Undeclared","Property","Female","285","250","34730","31660"
"In post","2022","Undeclared","Property","Male","420","405","39220","34720"
"In post","2022","Undeclared","Security","Female","95","90","36860","34660"
"In post","2022","Undeclared","Security","Male","440","435","36690","38630"
"In post","2022","Undeclared","Unknown","Female","1300","1185","34010","29430"
"In post","2022","Undeclared","Unknown","Male","2100","2020","35650","31100"
"In post","2022","Unknown","Analysis","Female","385","365","41070","37930"
"In post","2022","Unknown","Analysis","Male","575","565","41870","37930"
"In post","2022","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Female","905","885","57270","54700"
"In post","2022","Unknown","Commercial","Male","935","925","62630","61710"
"In post","2022","Unknown","Communications","Female","1030","985","35580","30730"
"In post","2022","Unknown","Communications","Male","1085","1075","33500","26820"
"In post","2022","Unknown","Counter Fraud","Female","1050","970","31670","28920"
"In post","2022","Unknown","Counter Fraud","Male","1195","1160","33930","31850"
"In post","2022","Unknown","Debt","Female","680","605","22790","21250"
"In post","2022","Unknown","Debt","Male","595","575","22790","21250"
"In post","2022","Unknown","Digital, Data & Technology","Female","960","925","40860","37300"
"In post","2022","Unknown","Digital, Data & Technology","Male","2080","2055","41580","38230"
"In post","2022","Unknown","Finance","Female","770","715","35840","33000"
"In post","2022","Unknown","Finance","Male","705","695","38970","35310"
"In post","2022","Unknown","Grants Management","Female","490","450","23780","21300"
"In post","2022","Unknown","Grants Management","Male","370","360","24130","21300"
"In post","2022","Unknown","Human Resources","Female","695","665","35580","31740"
"In post","2022","Unknown","Human Resources","Male","370","360","36760","33080"
"In post","2022","Unknown","Internal Audit","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Legal","Female","890","810","46830","49470"
"In post","2022","Unknown","Legal","Male","505","490","48850","51070"
"In post","2022","Unknown","No function","Female","21550","19790","29630","26820"
"In post","2022","Unknown","No function","Male","18005","17390","31320","27570"
"In post","2022","Unknown","Project Delivery","Female","1230","1170","42420","40000"
"In post","2022","Unknown","Project Delivery","Male","1475","1450","42400","40000"
"In post","2022","Unknown","Property","Female","535","505","29660","26030"
"In post","2022","Unknown","Property","Male","795","785","33850","29900"
"In post","2022","Unknown","Security","Female","335","325","31650","28700"
"In post","2022","Unknown","Security","Male","1090","1075","31730","27700"
"In post","2022","Unknown","Unknown","Female","5100","4870","34270","28650"
"In post","2022","Unknown","Unknown","Male","6085","5965","35760","31540"
"In post","2022","White","Analysis","Female","2950","2760","42760","38340"
"In post","2022","White","Analysis","Male","3175","3110","45200","39850"
"In post","2022","White","Analysis","Unknown","10","10","[c]","[c]"
"In post","2022","White","Commercial","Female","2075","1970","40340","37130"
"In post","2022","White","Commercial","Male","1895","1870","45460","40330"
"In post","2022","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Female","2820","2660","37680","33370"
"In post","2022","White","Communications","Male","2225","2195","36920","33250"
"In post","2022","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","Female","6240","5545","31220","27570"
"In post","2022","White","Counter Fraud","Male","5275","5045","34270","31990"
"In post","2022","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","Female","2685","2245","23880","21260"
"In post","2022","White","Debt","Male","1515","1445","24420","21260"
"In post","2022","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Female","6000","5670","39860","36660"
"In post","2022","White","Digital, Data & Technology","Male","9350","9175","42410","39570"
"In post","2022","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","Female","4905","4500","37650","33370"
"In post","2022","White","Finance","Male","3630","3545","42600","38650"
"In post","2022","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","Female","795","680","25520","24920"
"In post","2022","White","Grants Management","Male","515","495","26580","24920"
"In post","2022","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","Female","6180","5730","37540","33300"
"In post","2022","White","Human Resources","Male","2770","2705","39020","34260"
"In post","2022","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Internal Audit","Female","300","280","44570","42010"
"In post","2022","White","Internal Audit","Male","260","255","48560","45660"
"In post","2022","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Legal","Female","5445","4940","45670","48080"
"In post","2022","White","Legal","Male","2955","2870","50180","51830"
"In post","2022","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","No function","Female","112630","100420","30830","27570"
"In post","2022","White","No function","Male","77280","74215","34000","29290"
"In post","2022","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Female","8935","8340","40910","38000"
"In post","2022","White","Project Delivery","Male","11150","10905","43240","40520"
"In post","2022","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Female","2895","2715","35430","33000"
"In post","2022","White","Property","Male","3800","3710","39150","35410"
"In post","2022","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Female","2105","2020","33050","31180"
"In post","2022","White","Security","Male","6015","5900","32650","30890"
"In post","2022","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Female","29740","27475","34590","29430"
"In post","2022","White","Unknown","Male","26295","25580","35820","30820"
"In post","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","Female","45","[c]","39840","32870"
"Leaver CS","2022","Asian","Digital, Data & Technology","Male","75","[c]","42780","38450"
"Leaver CS","2022","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Female","40","[c]","36870","32310"
"Leaver CS","2022","Asian","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Female","40","[c]","36730","28010"
"Leaver CS","2022","Asian","Legal","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","Female","730","[c]","32030","27570"
"Leaver CS","2022","Asian","No function","Male","575","[c]","32950","27570"
"Leaver CS","2022","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Male","30","[c]","45760","36840"
"Leaver CS","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Female","320","[c]","29660","27570"
"Leaver CS","2022","Asian","Unknown","Male","270","[c]","30520","27570"
"Leaver CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Female","640","[c]","31330","30190"
"Leaver CS","2022","Black","No function","Male","320","[c]","30700","28500"
"Leaver CS","2022","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Female","[c]","[c]","[c]","[c]"
