"Status","Year","Age","Organisation","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","North West (England)","Male","15","15","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Scotland","Female","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Scotland","Male","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","South East (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Wales","Female","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Disclosure Scotland","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Disclosure Scotland","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","Wales","Female","40","35","19090","18310"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","Wales","Male","30","25","19110","18310"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","16-19","FCDO Services","South East (England)","Male","20","20","[c]","[c]"
"In post","2022","16-19","Food Standards Scotland","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Food Standards Scotland","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","Female","5","5","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","North West (England)","Female","5","5","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Crown Prosecution Service Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Crown Prosecution Service Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East of England","Female","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East of England","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","London","Female","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","North East (England)","Female","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","North West (England)","Female","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","South East (England)","Female","25","25","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","South East (England)","Male","15","15","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","London","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North East (England)","Female","15","15","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North East (England)","Male","15","15","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","Female","30","30","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","Male","25","25","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Scotland","Female","15","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Scotland","Male","15","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Wales","Female","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Wales","Male","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Male","25","20","[c]","[c]"
"In post","2022","16-19","HM Treasury (excl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2022","16-19","HM Treasury (excl. agencies)","London","Male","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","East of England","Female","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","East of England","Male","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","London","Female","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","16-19","Home Office","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Intellectual Property Office","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Intellectual Property Office","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Maritime and Coastguard Agency","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Maritime and Coastguard Agency","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
