"Status","Year","Disability","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","South East (England)","Heterosexual / straight","80","75","31350","28060"
"In post","2022","Declared disabled","Black","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","South West (England)","Heterosexual / straight","45","40","31080","28100"
"In post","2022","Declared disabled","Black","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","West Midlands (England)","Heterosexual / straight","170","155","29340","27570"
"In post","2022","Declared disabled","Black","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","West Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Yorkshire and The Humber","Heterosexual / straight","60","55","27870","26560"
"In post","2022","Declared disabled","Black","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Midlands (England)","Heterosexual / straight","40","40","26690","26590"
"In post","2022","Declared disabled","Mixed","East Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East of England","Heterosexual / straight","50","45","31670","27880"
"In post","2022","Declared disabled","Mixed","East of England","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","London","Heterosexual / straight","350","335","39790","34550"
"In post","2022","Declared disabled","Mixed","London","LGBO","75","75","41850","34890"
"In post","2022","Declared disabled","Mixed","London","Undeclared","50","45","35830","33000"
"In post","2022","Declared disabled","Mixed","London","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North East (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North East (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North West (England)","Heterosexual / straight","115","105","29050","27570"
"In post","2022","Declared disabled","Mixed","North West (England)","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North West (England)","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","North West (England)","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scotland","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scotland","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South East (England)","Heterosexual / straight","90","85","32280","29290"
"In post","2022","Declared disabled","Mixed","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South West (England)","Heterosexual / straight","70","60","34520","30910"
"In post","2022","Declared disabled","Mixed","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Wales","Heterosexual / straight","50","45","26870","25620"
"In post","2022","Declared disabled","Mixed","Wales","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Wales","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Midlands (England)","Heterosexual / straight","70","65","29010","27570"
"In post","2022","Declared disabled","Mixed","West Midlands (England)","LGBO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","West Midlands (England)","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Yorkshire and The Humber","Heterosexual / straight","80","70","32230","27570"
"In post","2022","Declared disabled","Mixed","Yorkshire and The Humber","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","Heterosexual / straight","120","115","39710","34260"
"In post","2022","Declared disabled","Other ethnicity","London","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Midlands (England)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","East Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","East Midlands (England)","Undeclared","70","65","30320","27570"
"In post","2022","Declared disabled","Undeclared","East Midlands (England)","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","East of England","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","East of England","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","East of England","Undeclared","65","60","30990","29290"
"In post","2022","Declared disabled","Undeclared","East of England","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","London","Heterosexual / straight","110","105","36130","31090"
"In post","2022","Declared disabled","Undeclared","London","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","London","Undeclared","240","230","41070","35130"
"In post","2022","Declared disabled","Undeclared","London","Unknown","45","40","37000","31880"
"In post","2022","Declared disabled","Undeclared","North East (England)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","North East (England)","Undeclared","80","75","30850","27570"
"In post","2022","Declared disabled","Undeclared","North East (England)","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","North West (England)","Heterosexual / straight","45","40","29850","27570"
"In post","2022","Declared disabled","Undeclared","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","North West (England)","Undeclared","180","165","29510","27570"
"In post","2022","Declared disabled","Undeclared","North West (England)","Unknown","45","40","26650","27570"
"In post","2022","Declared disabled","Undeclared","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Northern Ireland","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Scotland","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Scotland","Undeclared","70","65","31220","27470"
"In post","2022","Declared disabled","Undeclared","Scotland","Unknown","40","35","32200","35000"
"In post","2022","Declared disabled","Undeclared","South East (England)","Heterosexual / straight","40","35","31400","28800"
"In post","2022","Declared disabled","Undeclared","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","South East (England)","Undeclared","150","135","31220","28760"
"In post","2022","Declared disabled","Undeclared","South East (England)","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","South West (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","South West (England)","Undeclared","200","190","34490","32400"
"In post","2022","Declared disabled","Undeclared","South West (England)","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Wales","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Wales","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Wales","Undeclared","80","70","30010","27570"
"In post","2022","Declared disabled","Undeclared","Wales","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","West Midlands (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","West Midlands (England)","Undeclared","100","90","29460","27570"
"In post","2022","Declared disabled","Undeclared","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Yorkshire and The Humber","Heterosexual / straight","35","30","27510","27000"
"In post","2022","Declared disabled","Undeclared","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Yorkshire and The Humber","Undeclared","110","100","31900","27570"
"In post","2022","Declared disabled","Undeclared","Yorkshire and The Humber","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East Midlands (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East Midlands (England)","Unknown","40","35","28160","27570"
"In post","2022","Declared disabled","Unknown","East of England","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East of England","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","London","Heterosexual / straight","60","60","41830","37930"
"In post","2022","Declared disabled","Unknown","London","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","London","Undeclared","30","30","[c]","[c]"
"In post","2022","Declared disabled","Unknown","London","Unknown","155","150","39380","35150"
"In post","2022","Declared disabled","Unknown","North East (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","North East (England)","Unknown","50","45","26740","22600"
"In post","2022","Declared disabled","Unknown","North West (England)","Heterosexual / straight","40","35","29350","27090"
"In post","2022","Declared disabled","Unknown","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","North West (England)","Unknown","95","80","28670","26590"
