"Status","Year","Age","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","Outside London","G7","145","[c]","59000","58150"
"Leaver CS","2022","65+","Outside London","HEO","405","[c]","34390","34290"
"Leaver CS","2022","65+","Outside London","SCS level","15","[c]","96510","93740"
"Leaver CS","2022","65+","Outside London","SEO","235","[c]","43510","42170"
"Leaver CS","2022","65+","Outside London","Unknown","175","[c]","36680","33000"
"Leaver CS","2022","65+","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA","15","[c]","18950","18310"
"Leaver CS","2022","65+","Unknown","AO","25","[c]","22630","21840"
"Leaver CS","2022","65+","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","30","[c]","42710","34160"
"Leaver CS","2022","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","AA","45","[c]","21690","22350"
"Leaver Dept.","2022","20-29","London","AO","200","[c]","23920","23780"
"Leaver Dept.","2022","20-29","London","EO","870","[c]","28480","27850"
"Leaver Dept.","2022","20-29","London","G6","25","[c]","62620","64500"
"Leaver Dept.","2022","20-29","London","G7","360","[c]","54250","54110"
"Leaver Dept.","2022","20-29","London","HEO","1580","[c]","33150","33100"
"Leaver Dept.","2022","20-29","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","SEO","485","[c]","40770","40270"
"Leaver Dept.","2022","20-29","London","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","AA","75","[c]","19290","19100"
"Leaver Dept.","2022","20-29","Outside London","AO","1045","[c]","21060","21130"
"Leaver Dept.","2022","20-29","Outside London","EO","1160","[c]","25930","26670"
"Leaver Dept.","2022","20-29","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","G7","45","[c]","51020","50430"
"Leaver Dept.","2022","20-29","Outside London","HEO","615","[c]","30470","30210"
"Leaver Dept.","2022","20-29","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","SEO","205","[c]","38100","37150"
"Leaver Dept.","2022","20-29","Outside London","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AO","30","[c]","21970","21840"
"Leaver Dept.","2022","20-29","Unknown","EO","40","[c]","27220","27500"
"Leaver Dept.","2022","20-29","Unknown","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","G7","15","[c]","52970","53380"
"Leaver Dept.","2022","20-29","Unknown","HEO","160","[c]","31940","32000"
"Leaver Dept.","2022","20-29","Unknown","SEO","35","[c]","39390","39370"
"Leaver Dept.","2022","20-29","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","AA","10","[c]","22290","22350"
"Leaver Dept.","2022","30-39","London","AO","80","[c]","24280","23940"
"Leaver Dept.","2022","30-39","London","EO","335","[c]","28870","28670"
"Leaver Dept.","2022","30-39","London","G6","290","[c]","67120","65310"
"Leaver Dept.","2022","30-39","London","G7","820","[c]","54520","54290"
"Leaver Dept.","2022","30-39","London","HEO","710","[c]","33690","33350"
"Leaver Dept.","2022","30-39","London","SCS level","110","[c]","80830","75600"
"Leaver Dept.","2022","30-39","London","SEO","655","[c]","41270","40650"
"Leaver Dept.","2022","30-39","London","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outside London","AA","40","[c]","19630","19520"
"Leaver Dept.","2022","30-39","Outside London","AO","650","[c]","21290","21260"
"Leaver Dept.","2022","30-39","Outside London","EO","1050","[c]","26420","27570"
"Leaver Dept.","2022","30-39","Outside London","G6","55","[c]","69150","65960"
"Leaver Dept.","2022","30-39","Outside London","G7","330","[c]","51800","50730"
"Leaver Dept.","2022","30-39","Outside London","HEO","720","[c]","31510","31040"
"Leaver Dept.","2022","30-39","Outside London","SCS level","25","[c]","88150","87210"
"Leaver Dept.","2022","30-39","Outside London","SEO","595","[c]","38880","38200"
"Leaver Dept.","2022","30-39","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","AO","25","[c]","21700","21840"
"Leaver Dept.","2022","30-39","Unknown","EO","30","[c]","27250","27500"
"Leaver Dept.","2022","30-39","Unknown","G6","25","[c]","66060","64500"
"Leaver Dept.","2022","30-39","Unknown","G7","30","[c]","55370","54700"
"Leaver Dept.","2022","30-39","Unknown","HEO","65","[c]","32370","32000"
"Leaver Dept.","2022","30-39","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","SEO","20","[c]","39360","39040"
"Leaver Dept.","2022","30-39","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","AO","65","[c]","23670","23780"
"Leaver Dept.","2022","40-49","London","EO","180","[c]","28800","28650"
"Leaver Dept.","2022","40-49","London","G6","300","[c]","68510","66870"
"Leaver Dept.","2022","40-49","London","G7","530","[c]","55420","54440"
"Leaver Dept.","2022","40-49","London","HEO","250","[c]","34220","34020"
"Leaver Dept.","2022","40-49","London","SCS level","235","[c]","89900","85680"
"Leaver Dept.","2022","40-49","London","SEO","370","[c]","41310","40980"
"Leaver Dept.","2022","40-49","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Outside London","AA","20","[c]","19800","19520"
"Leaver Dept.","2022","40-49","Outside London","AO","460","[c]","21390","21260"
"Leaver Dept.","2022","40-49","Outside London","EO","735","[c]","26800","27570"
"Leaver Dept.","2022","40-49","Outside London","G6","175","[c]","68450","65330"
"Leaver Dept.","2022","40-49","Outside London","G7","475","[c]","52340","51240"
"Leaver Dept.","2022","40-49","Outside London","HEO","550","[c]","32050","31990"
"Leaver Dept.","2022","40-49","Outside London","SCS level","85","[c]","94230","95140"
"Leaver Dept.","2022","40-49","Outside London","SEO","540","[c]","39860","39600"
"Leaver Dept.","2022","40-49","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","EO","25","[c]","27380","26780"
"Leaver Dept.","2022","40-49","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","G7","20","[c]","54420","54700"
"Leaver Dept.","2022","40-49","Unknown","HEO","40","[c]","32060","32000"
"Leaver Dept.","2022","40-49","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","SEO","20","[c]","41540","41090"
"Leaver Dept.","2022","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","AA","15","[c]","20170","19530"
"Leaver Dept.","2022","50-59","London","AO","45","[c]","23870","23780"
"Leaver Dept.","2022","50-59","London","EO","185","[c]","28630","28310"
"Leaver Dept.","2022","50-59","London","G6","180","[c]","72050","68450"
"Leaver Dept.","2022","50-59","London","G7","310","[c]","55340","54700"
"Leaver Dept.","2022","50-59","London","HEO","195","[c]","34280","34550"
"Leaver Dept.","2022","50-59","London","SCS level","165","[c]","102660","100160"
"Leaver Dept.","2022","50-59","London","SEO","195","[c]","41620","40600"
"Leaver Dept.","2022","50-59","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Outside London","AA","30","[c]","19620","19520"
"Leaver Dept.","2022","50-59","Outside London","AO","340","[c]","21280","21260"
"Leaver Dept.","2022","50-59","Outside London","EO","475","[c]","26750","27570"
"Leaver Dept.","2022","50-59","Outside London","G6","165","[c]","69310","67630"
"Leaver Dept.","2022","50-59","Outside London","G7","345","[c]","52720","51790"
"Leaver Dept.","2022","50-59","Outside London","HEO","360","[c]","32100","31990"
"Leaver Dept.","2022","50-59","Outside London","SCS level","110","[c]","111420","111820"
"Leaver Dept.","2022","50-59","Outside London","SEO","405","[c]","39930","40000"
"Leaver Dept.","2022","50-59","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","HEO","25","[c]","33780","33350"
"Leaver Dept.","2022","50-59","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","AO","10","[c]","22950","23300"
"Leaver Dept.","2022","60-64","London","EO","35","[c]","28550","27920"
"Leaver Dept.","2022","60-64","London","G6","35","[c]","70500","68550"
"Leaver Dept.","2022","60-64","London","G7","40","[c]","55500","55130"
"Leaver Dept.","2022","60-64","London","HEO","35","[c]","33660","34150"
"Leaver Dept.","2022","60-64","London","SCS level","30","[c]","125770","114980"
"Leaver Dept.","2022","60-64","London","SEO","35","[c]","41890","41570"
"Leaver Dept.","2022","60-64","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Outside London","AA","15","[c]","19900","19810"
"Leaver Dept.","2022","60-64","Outside London","AO","60","[c]","21560","21260"
"Leaver Dept.","2022","60-64","Outside London","EO","70","[c]","26180","26240"
"Leaver Dept.","2022","60-64","Outside London","G6","35","[c]","72730","71380"
"Leaver Dept.","2022","60-64","Outside London","G7","60","[c]","53340","52320"
"Leaver Dept.","2022","60-64","Outside London","HEO","55","[c]","33790","33970"
"Leaver Dept.","2022","60-64","Outside London","SCS level","40","[c]","116930","117420"
"Leaver Dept.","2022","60-64","Outside London","SEO","55","[c]","39790","39950"
"Leaver Dept.","2022","60-64","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","EO","15","[c]","28650","27920"
"Leaver Dept.","2022","65+","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","G7","15","[c]","56140","55780"
"Leaver Dept.","2022","65+","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","SCS level","20","[c]","120930","114000"
"Leaver Dept.","2022","65+","London","SEO","15","[c]","40560","40070"
"Leaver Dept.","2022","65+","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","AO","25","[c]","21330","21260"
"Leaver Dept.","2022","65+","Outside London","EO","20","[c]","27490","27730"
"Leaver Dept.","2022","65+","Outside London","G6","15","[c]","69170","69400"
"Leaver Dept.","2022","65+","Outside London","G7","15","[c]","51830","51590"
"Leaver Dept.","2022","65+","Outside London","HEO","20","[c]","30980","30460"
"Leaver Dept.","2022","65+","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","SEO","15","[c]","40090","40040"
"Leaver Dept.","2022","65+","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","AO","55","[c]","24490","25030"
"New entrant CS","2022","16-19","London","EO","55","[c]","26390","27230"
"New entrant CS","2022","16-19","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Outside London","AA","185","[c]","19540","19840"
"New entrant CS","2022","16-19","Outside London","AO","510","[c]","21870","21260"
"New entrant CS","2022","16-19","Outside London","EO","155","[c]","22310","23880"
"New entrant CS","2022","16-19","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Outside London","Unknown","15","[c]","17880","17140"
"New entrant CS","2022","16-19","Unknown","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","20","[c]","16250","16190"
"New entrant CS","2022","20-29","London","AA","160","[c]","22420","22460"
"New entrant CS","2022","20-29","London","AO","1010","[c]","25330","24900"
"New entrant CS","2022","20-29","London","EO","2335","[c]","28480","28310"
"New entrant CS","2022","20-29","London","G6","20","[c]","64940","65440"
"New entrant CS","2022","20-29","London","G7","305","[c]","54520","54110"
"New entrant CS","2022","20-29","London","HEO","2440","[c]","32950","33210"
"New entrant CS","2022","20-29","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","London","SEO","500","[c]","41230","40650"
"New entrant CS","2022","20-29","London","Unknown","230","[c]","27490","27060"
"New entrant CS","2022","20-29","Outside London","AA","1445","[c]","20330","20890"
"New entrant CS","2022","20-29","Outside London","AO","8975","[c]","21990","21260"
"New entrant CS","2022","20-29","Outside London","EO","5055","[c]","26160","26590"
"New entrant CS","2022","20-29","Outside London","G6","15","[c]","64930","64640"
"New entrant CS","2022","20-29","Outside London","G7","160","[c]","51380","49860"
"New entrant CS","2022","20-29","Outside London","HEO","2565","[c]","30910","30820"
"New entrant CS","2022","20-29","Outside London","SEO","635","[c]","38510","38010"
"New entrant CS","2022","20-29","Outside London","Unknown","1775","[c]","23590","23170"
"New entrant CS","2022","20-29","Overseas","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","AA","15","[c]","19150","18310"
"New entrant CS","2022","20-29","Unknown","AO","30","[c]","21520","21260"
"New entrant CS","2022","20-29","Unknown","EO","55","[c]","27840","27570"
"New entrant CS","2022","20-29","Unknown","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","HEO","85","[c]","29570","28000"
"New entrant CS","2022","20-29","Unknown","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","145","[c]","20680","16190"
"New entrant CS","2022","30-39","London","AA","35","[c]","23850","24080"
"New entrant CS","2022","30-39","London","AO","275","[c]","26660","25330"
"New entrant CS","2022","30-39","London","EO","665","[c]","29550","30750"
"New entrant CS","2022","30-39","London","G6","145","[c]","67900","65440"
"New entrant CS","2022","30-39","London","G7","555","[c]","55490","54110"
"New entrant CS","2022","30-39","London","HEO","650","[c]","34420","34020"
"New entrant CS","2022","30-39","London","SCS level","45","[c]","84270","80000"
"New entrant CS","2022","30-39","London","SEO","530","[c]","41630","41500"
"New entrant CS","2022","30-39","London","Unknown","215","[c]","31950","28690"
"New entrant CS","2022","30-39","Outside London","AA","655","[c]","20840","20890"
"New entrant CS","2022","30-39","Outside London","AO","4230","[c]","22200","21260"
"New entrant CS","2022","30-39","Outside London","EO","3210","[c]","26720","27130"
"New entrant CS","2022","30-39","Outside London","G6","110","[c]","67330","65280"
"New entrant CS","2022","30-39","Outside London","G7","780","[c]","52150","50000"
"New entrant CS","2022","30-39","Outside London","HEO","1795","[c]","31930","31970"
"New entrant CS","2022","30-39","Outside London","SCS level","35","[c]","85090","84560"
"New entrant CS","2022","30-39","Outside London","SEO","1270","[c]","39410","39290"
"New entrant CS","2022","30-39","Outside London","Unknown","1655","[c]","26720","24800"
"New entrant CS","2022","30-39","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","HEO","10","[c]","36870","36960"
"New entrant CS","2022","30-39","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","AO","25","[c]","21930","21260"
"New entrant CS","2022","30-39","Unknown","EO","25","[c]","27830","27570"
"New entrant CS","2022","30-39","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","G7","15","[c]","54790","54700"
"New entrant CS","2022","30-39","Unknown","HEO","25","[c]","32230","32000"
"New entrant CS","2022","30-39","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Unknown","80","[c]","22670","16190"
"New entrant CS","2022","40-49","London","AA","30","[c]","23520","24080"
"New entrant CS","2022","40-49","London","AO","155","[c]","26150","25110"
"New entrant CS","2022","40-49","London","EO","360","[c]","29490","30720"
"New entrant CS","2022","40-49","London","G6","120","[c]","69450","66330"
"New entrant CS","2022","40-49","London","G7","340","[c]","56040","54110"
"New entrant CS","2022","40-49","London","HEO","255","[c]","34460","34260"
"New entrant CS","2022","40-49","London","SCS level","80","[c]","97140","93000"
"New entrant CS","2022","40-49","London","SEO","270","[c]","42110","41750"
"New entrant CS","2022","40-49","London","Unknown","240","[c]","37310","36580"
"New entrant CS","2022","40-49","Outside London","AA","465","[c]","20860","20890"
"New entrant CS","2022","40-49","Outside London","AO","2465","[c]","22050","21260"
"New entrant CS","2022","40-49","Outside London","EO","1950","[c]","26840","27230"
"New entrant CS","2022","40-49","Outside London","G6","210","[c]","67450","65280"
"New entrant CS","2022","40-49","Outside London","G7","735","[c]","53360","51380"
"New entrant CS","2022","40-49","Outside London","HEO","1040","[c]","32090","31990"
"New entrant CS","2022","40-49","Outside London","SCS level","75","[c]","93420","81340"
"New entrant CS","2022","40-49","Outside London","SEO","900","[c]","40320","39660"
"New entrant CS","2022","40-49","Outside London","Unknown","1600","[c]","30730","28200"
"New entrant CS","2022","40-49","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","HEO","10","[c]","37800","39030"
"New entrant CS","2022","40-49","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","AO","20","[c]","21500","21300"
"New entrant CS","2022","40-49","Unknown","EO","15","[c]","27370","27570"
"New entrant CS","2022","40-49","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","G7","15","[c]","56640","52000"
"New entrant CS","2022","40-49","Unknown","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","65","[c]","30190","27810"
"New entrant CS","2022","50-59","London","AA","30","[c]","23520","24080"
"New entrant CS","2022","50-59","London","AO","110","[c]","25480","24210"
"New entrant CS","2022","50-59","London","EO","310","[c]","29920","30270"
"New entrant CS","2022","50-59","London","G6","70","[c]","71050","69290"
"New entrant CS","2022","50-59","London","G7","185","[c]","56910","55000"
"New entrant CS","2022","50-59","London","HEO","135","[c]","35110","35030"
"New entrant CS","2022","50-59","London","SCS level","60","[c]","115630","109880"
"New entrant CS","2022","50-59","London","SEO","165","[c]","42880","41750"
"New entrant CS","2022","50-59","London","Unknown","245","[c]","36640","33700"
"New entrant CS","2022","50-59","Outside London","AA","510","[c]","20720","20890"
"New entrant CS","2022","50-59","Outside London","AO","1985","[c]","21780","21260"
"New entrant CS","2022","50-59","Outside London","EO","1660","[c]","27600","27570"
"New entrant CS","2022","50-59","Outside London","G6","140","[c]","67750","65280"
"New entrant CS","2022","50-59","Outside London","G7","470","[c]","54240","51840"
"New entrant CS","2022","50-59","Outside London","HEO","635","[c]","32340","32000"
"New entrant CS","2022","50-59","Outside London","SCS level","45","[c]","97420","88750"
"New entrant CS","2022","50-59","Outside London","SEO","585","[c]","40620","40000"
"New entrant CS","2022","50-59","Outside London","Unknown","1830","[c]","30200","28200"
"New entrant CS","2022","50-59","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","AO","10","[c]","21350","21260"
"New entrant CS","2022","50-59","Unknown","EO","20","[c]","28770","28430"
"New entrant CS","2022","50-59","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Unknown","60","[c]","31670","28500"
"New entrant CS","2022","60-64","London","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","AO","15","[c]","24650","25110"
"New entrant CS","2022","60-64","London","EO","45","[c]","29850","30750"
"New entrant CS","2022","60-64","London","G6","15","[c]","72380","71000"
"New entrant CS","2022","60-64","London","G7","20","[c]","56110","54700"
"New entrant CS","2022","60-64","London","HEO","35","[c]","33680","34000"
"New entrant CS","2022","60-64","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","SEO","30","[c]","43550","42210"
"New entrant CS","2022","60-64","London","Unknown","110","[c]","36910","35310"
"New entrant CS","2022","60-64","Outside London","AA","145","[c]","20360","20480"
"New entrant CS","2022","60-64","Outside London","AO","415","[c]","21400","21260"
"New entrant CS","2022","60-64","Outside London","EO","245","[c]","27920","27570"
"New entrant CS","2022","60-64","Outside London","G6","15","[c]","68580","65290"
"New entrant CS","2022","60-64","Outside London","G7","65","[c]","54280","52080"
"New entrant CS","2022","60-64","Outside London","HEO","90","[c]","32200","32410"
"New entrant CS","2022","60-64","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Outside London","SEO","80","[c]","39740","39660"
"New entrant CS","2022","60-64","Outside London","Unknown","650","[c]","29190","28200"
"New entrant CS","2022","60-64","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","EO","[c]","[c]","[c]","[c]"
