"Status","Year","Age","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","London","G6/G7","10055","9805","59250","57460"
"In post","2022","30-39","London","SCS level","850","825","79660","75400"
"In post","2022","30-39","London","SEO/HEO","8180","8020","39070","39420"
"In post","2022","30-39","London","Unknown","540","515","33390","34100"
"In post","2022","30-39","Outside London","AA/AO","23540","21545","23000","21300"
"In post","2022","30-39","Outside London","EO","22715","21550","27390","27230"
"In post","2022","30-39","Outside London","G6/G7","8075","7840","55130","53860"
"In post","2022","30-39","Outside London","SCS level","195","185","81210","76800"
"In post","2022","30-39","Outside London","SEO/HEO","25780","24985","35990","34600"
"In post","2022","30-39","Outside London","Unknown","4325","4010","29580","28200"
"In post","2022","30-39","Overseas","AA/AO","10","10","21780","21170"
"In post","2022","30-39","Overseas","EO","50","50","27350","26670"
"In post","2022","30-39","Overseas","G6/G7","450","450","56380","54700"
"In post","2022","30-39","Overseas","SCS level","25","25","77900","73910"
"In post","2022","30-39","Overseas","SEO/HEO","440","440","38010","35830"
"In post","2022","30-39","Overseas","Unknown","55","55","40410","36610"
"In post","2022","30-39","Unknown","AA/AO","30","30","22040","21260"
"In post","2022","30-39","Unknown","EO","85","80","27990","27570"
"In post","2022","30-39","Unknown","G6/G7","45","45","55790","54700"
"In post","2022","30-39","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","SEO/HEO","90","85","34940","33740"
"In post","2022","30-39","Unknown","Unknown","410","405","37040","34460"
"In post","2022","40-49","London","AA/AO","2070","1870","26310","25110"
"In post","2022","40-49","London","EO","3830","3600","30330","30610"
"In post","2022","40-49","London","G6/G7","7950","7580","61930","60980"
"In post","2022","40-49","London","SCS level","1965","1890","88680","81000"
"In post","2022","40-49","London","SEO/HEO","6435","6235","40100","40050"
"In post","2022","40-49","London","Unknown","530","500","37310","36800"
"In post","2022","40-49","Outside London","AA/AO","23705","21200","22730","21260"
"In post","2022","40-49","Outside London","EO","23915","22245","27580","27570"
"In post","2022","40-49","Outside London","G6/G7","12945","12500","57890","55210"
"In post","2022","40-49","Outside London","SCS level","855","835","87080","80290"
"In post","2022","40-49","Outside London","SEO/HEO","25940","24925","37160","36500"
"In post","2022","40-49","Outside London","Unknown","4550","4205","33170","32610"
"In post","2022","40-49","Overseas","AA/AO","15","15","22850","23250"
"In post","2022","40-49","Overseas","EO","85","85","27340","26930"
"In post","2022","40-49","Overseas","G6/G7","455","450","60480","60080"
"In post","2022","40-49","Overseas","SCS level","130","130","82210","75330"
"In post","2022","40-49","Overseas","SEO/HEO","390","390","40220","38430"
"In post","2022","40-49","Overseas","Unknown","80","75","[c]","[c]"
"In post","2022","40-49","Unknown","AA/AO","40","35","22100","21260"
"In post","2022","40-49","Unknown","EO","90","85","28010","27570"
"In post","2022","40-49","Unknown","G6/G7","45","45","57030","54700"
"In post","2022","40-49","Unknown","SCS level","10","10","88190","87040"
"In post","2022","40-49","Unknown","SEO/HEO","85","85","37710","37300"
"In post","2022","40-49","Unknown","Unknown","390","385","40200","34460"
"In post","2022","50-59","London","AA/AO","3350","3130","25790","25110"
"In post","2022","50-59","London","EO","5660","5385","30700","30750"
"In post","2022","50-59","London","G6/G7","6105","5955","63600","62120"
"In post","2022","50-59","London","SCS level","1370","1340","98560","90000"
"In post","2022","50-59","London","SEO/HEO","7070","6920","40620","40220"
"In post","2022","50-59","London","Unknown","590","570","36820","35310"
"In post","2022","50-59","Outside London","AA/AO","34985","31370","22700","21260"
"In post","2022","50-59","Outside London","EO","32745","30310","27980","27570"
"In post","2022","50-59","Outside London","G6/G7","13510","13180","59400","57010"
"In post","2022","50-59","Outside London","SCS level","1160","1140","92540","84340"
"In post","2022","50-59","Outside London","SEO/HEO","30130","29070","37700","36480"
"In post","2022","50-59","Outside London","Unknown","4530","4240","33000","28690"
"In post","2022","50-59","Overseas","AA/AO","25","25","22260","22200"
"In post","2022","50-59","Overseas","EO","105","105","28310","27370"
"In post","2022","50-59","Overseas","G6/G7","315","310","62810","61920"
"In post","2022","50-59","Overseas","SCS level","105","105","88580","79720"
"In post","2022","50-59","Overseas","SEO/HEO","370","365","42300","40000"
"In post","2022","50-59","Overseas","Unknown","55","55","42400","27720"
"In post","2022","50-59","Unknown","AA/AO","60","55","22640","21300"
"In post","2022","50-59","Unknown","EO","120","115","28750","27570"
"In post","2022","50-59","Unknown","G6/G7","45","45","58750","54630"
"In post","2022","50-59","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","SEO/HEO","115","110","38890","37300"
"In post","2022","50-59","Unknown","Unknown","520","515","41570","36970"
"In post","2022","60-64","London","AA/AO","1405","1245","25290","25110"
"In post","2022","60-64","London","EO","1650","1445","30760","31010"
"In post","2022","60-64","London","G6/G7","1085","980","64720","63480"
"In post","2022","60-64","London","SCS level","225","215","105080","93980"
"In post","2022","60-64","London","SEO/HEO","1585","1435","41050","40910"
"In post","2022","60-64","London","Unknown","225","205","36380","33820"
"In post","2022","60-64","Outside London","AA/AO","13345","10735","22100","21260"
"In post","2022","60-64","Outside London","EO","9600","7560","28000","27570"
"In post","2022","60-64","Outside London","G6/G7","2340","2050","60400","58140"
"In post","2022","60-64","Outside London","SCS level","175","160","102600","96630"
"In post","2022","60-64","Outside London","SEO/HEO","6975","5870","37890","36330"
"In post","2022","60-64","Outside London","Unknown","1555","1335","31520","28200"
"In post","2022","60-64","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","EO","20","15","27340","26670"
"In post","2022","60-64","Overseas","G6/G7","55","50","64930","64840"
"In post","2022","60-64","Overseas","SCS level","30","30","95330","93000"
"In post","2022","60-64","Overseas","SEO/HEO","65","65","42010","40580"
"In post","2022","60-64","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","AA/AO","30","20","23200","23420"
"In post","2022","60-64","Unknown","EO","35","30","29010","29200"
"In post","2022","60-64","Unknown","G6/G7","10","10","65940","59590"
"In post","2022","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","SEO/HEO","25","20","40230","39030"
"In post","2022","60-64","Unknown","Unknown","130","130","38930","35540"
"In post","2022","65+","London","AA/AO","845","700","24970","25110"
"In post","2022","65+","London","EO","615","495","30610","31020"
"In post","2022","65+","London","G6/G7","325","270","65270","63240"
"In post","2022","65+","London","SCS level","60","50","115380","104310"
"In post","2022","65+","London","SEO/HEO","465","395","41790","40910"
"In post","2022","65+","London","Unknown","115","95","36620","34150"
"In post","2022","65+","Outside London","AA/AO","4465","3400","21770","21260"
"In post","2022","65+","Outside London","EO","2675","1955","28000","27570"
"In post","2022","65+","Outside London","G6/G7","590","450","62150","59750"
"In post","2022","65+","Outside London","SCS level","40","35","104780","102120"
"In post","2022","65+","Outside London","SEO/HEO","1810","1400","38410","36460"
"In post","2022","65+","Outside London","Unknown","495","370","30940","28200"
"In post","2022","65+","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","EO","5","5","[c]","[c]"
"In post","2022","65+","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","SEO/HEO","15","15","35740","34350"
"In post","2022","65+","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","AA/AO","10","5","24560","25110"
"In post","2022","65+","Unknown","EO","10","5","[c]","[c]"
"In post","2022","65+","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","25","25","37480","32550"
"In post","2022","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Outside London","EO","10","10","27840","27570"
"In post","2022","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","AA/AO","10","[c]","21050","20470"
"Leaver CS","2022","16-19","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","AA/AO","125","[c]","20870","21230"
"Leaver CS","2022","16-19","Outside London","EO","25","[c]","20660","17780"
"Leaver CS","2022","16-19","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","15","[c]","19800","18310"
"Leaver CS","2022","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","AA/AO","870","[c]","22730","23110"
"Leaver CS","2022","20-29","London","EO","905","[c]","28620","28650"
"Leaver CS","2022","20-29","London","G6/G7","185","[c]","54530","53600"
"Leaver CS","2022","20-29","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","SEO/HEO","1000","[c]","35680","34710"
"Leaver CS","2022","20-29","London","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Outside London","AA/AO","4575","[c]","21160","21260"
"Leaver CS","2022","20-29","Outside London","EO","1600","[c]","25840","27230"
"Leaver CS","2022","20-29","Outside London","G6/G7","50","[c]","53020","51870"
"Leaver CS","2022","20-29","Outside London","SEO/HEO","740","[c]","33160","32010"
"Leaver CS","2022","20-29","Outside London","Unknown","340","[c]","26780","26290"
"Leaver CS","2022","20-29","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA/AO","115","[c]","20470","21590"
"Leaver CS","2022","20-29","Unknown","EO","35","[c]","27230","27500"
"Leaver CS","2022","20-29","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO/HEO","30","[c]","34060","34550"
"Leaver CS","2022","20-29","Unknown","Unknown","120","[c]","27970","28980"
"Leaver CS","2022","30-39","London","AA/AO","215","[c]","23600","23720"
"Leaver CS","2022","30-39","London","EO","395","[c]","29710","31060"
"Leaver CS","2022","30-39","London","G6/G7","675","[c]","58010","54810"
"Leaver CS","2022","30-39","London","SCS level","55","[c]","86670","84900"
"Leaver CS","2022","30-39","London","SEO/HEO","745","[c]","37850","37870"
"Leaver CS","2022","30-39","London","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Outside London","AA/AO","2590","[c]","21840","21260"
"Leaver CS","2022","30-39","Outside London","EO","1285","[c]","27130","27570"
"Leaver CS","2022","30-39","Outside London","G6/G7","295","[c]","56020","54130"
"Leaver CS","2022","30-39","Outside London","SCS level","10","[c]","86390","84560"
"Leaver CS","2022","30-39","Outside London","SEO/HEO","1090","[c]","36270","36330"
"Leaver CS","2022","30-39","Outside London","Unknown","305","[c]","36580","33480"
"Leaver CS","2022","30-39","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","SEO/HEO","15","[c]","37040","37830"
"Leaver CS","2022","30-39","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AA/AO","75","[c]","20830","21590"
"Leaver CS","2022","30-39","Unknown","EO","35","[c]","26990","27140"
"Leaver CS","2022","30-39","Unknown","G6/G7","20","[c]","58470","57440"
"Leaver CS","2022","30-39","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","SEO/HEO","50","[c]","37290","36330"
"Leaver CS","2022","30-39","Unknown","Unknown","115","[c]","34070","32700"
"Leaver CS","2022","40-49","London","AA/AO","160","[c]","23690","23720"
"Leaver CS","2022","40-49","London","EO","255","[c]","30050","31060"
"Leaver CS","2022","40-49","London","G6/G7","500","[c]","60710","59340"
"Leaver CS","2022","40-49","London","SCS level","125","[c]","94910","91840"
"Leaver CS","2022","40-49","London","SEO/HEO","330","[c]","38870","39410"
"Leaver CS","2022","40-49","London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Outside London","AA/AO","1690","[c]","21790","21260"
"Leaver CS","2022","40-49","Outside London","EO","1075","[c]","27480","27570"
"Leaver CS","2022","40-49","Outside London","G6/G7","395","[c]","58990","56650"
"Leaver CS","2022","40-49","Outside London","SCS level","55","[c]","95830","93000"
"Leaver CS","2022","40-49","Outside London","SEO/HEO","860","[c]","38030","37770"
"Leaver CS","2022","40-49","Outside London","Unknown","220","[c]","45860","42960"
"Leaver CS","2022","40-49","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","SEO/HEO","20","[c]","40150","39030"
"Leaver CS","2022","40-49","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA/AO","55","[c]","21200","21840"
"Leaver CS","2022","40-49","Unknown","EO","20","[c]","27430","27570"
"Leaver CS","2022","40-49","Unknown","G6/G7","20","[c]","62110","61360"
"Leaver CS","2022","40-49","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","20","[c]","37100","39160"
"Leaver CS","2022","40-49","Unknown","Unknown","60","[c]","36200","32700"
"Leaver CS","2022","50-59","London","AA/AO","190","[c]","23460","23720"
"Leaver CS","2022","50-59","London","EO","290","[c]","30100","31060"
"Leaver CS","2022","50-59","London","G6/G7","385","[c]","61780","60630"
"Leaver CS","2022","50-59","London","SCS level","135","[c]","99740","93740"
"Leaver CS","2022","50-59","London","SEO/HEO","350","[c]","39080","39600"
"Leaver CS","2022","50-59","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outside London","AA/AO","2525","[c]","22060","21260"
"Leaver CS","2022","50-59","Outside London","EO","1805","[c]","27860","27570"
"Leaver CS","2022","50-59","Outside London","G6/G7","665","[c]","60740","57600"
"Leaver CS","2022","50-59","Outside London","SCS level","100","[c]","101640","100510"
"Leaver CS","2022","50-59","Outside London","SEO/HEO","1255","[c]","38230","37190"
"Leaver CS","2022","50-59","Outside London","Unknown","265","[c]","38340","37170"
"Leaver CS","2022","50-59","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","SEO/HEO","20","[c]","44320","45660"
"Leaver CS","2022","50-59","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","AA/AO","35","[c]","20960","21590"
"Leaver CS","2022","50-59","Unknown","EO","15","[c]","27020","27570"
"Leaver CS","2022","50-59","Unknown","G6/G7","25","[c]","65550","65710"
"Leaver CS","2022","50-59","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","SEO/HEO","20","[c]","38270","38730"
"Leaver CS","2022","50-59","Unknown","Unknown","75","[c]","37880","34310"
"Leaver CS","2022","60-64","London","AA/AO","125","[c]","24360","24310"
"Leaver CS","2022","60-64","London","EO","190","[c]","30410","30720"
"Leaver CS","2022","60-64","London","G6/G7","245","[c]","64190","62590"
"Leaver CS","2022","60-64","London","SCS level","80","[c]","107090","107720"
"Leaver CS","2022","60-64","London","SEO/HEO","250","[c]","40200","39910"
"Leaver CS","2022","60-64","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outside London","AA/AO","1795","[c]","21970","21260"
"Leaver CS","2022","60-64","Outside London","EO","1365","[c]","28120","27570"
"Leaver CS","2022","60-64","Outside London","G6/G7","485","[c]","61660","60380"
"Leaver CS","2022","60-64","Outside London","SCS level","70","[c]","102150","100850"
"Leaver CS","2022","60-64","Outside London","SEO/HEO","1235","[c]","38960","37530"
"Leaver CS","2022","60-64","Outside London","Unknown","200","[c]","38650","37170"
"Leaver CS","2022","60-64","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","SEO/HEO","15","[c]","43630","44910"
"Leaver CS","2022","60-64","Unknown","AA/AO","50","[c]","21050","21840"
"Leaver CS","2022","60-64","Unknown","EO","15","[c]","27690","26780"
"Leaver CS","2022","60-64","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SEO/HEO","15","[c]","39950","41230"
"Leaver CS","2022","60-64","Unknown","Unknown","60","[c]","45030","39040"
"Leaver CS","2022","65+","London","AA/AO","200","[c]","23860","23700"
"Leaver CS","2022","65+","London","EO","160","[c]","30280","30390"
"Leaver CS","2022","65+","London","G6/G7","90","[c]","63300","62170"
"Leaver CS","2022","65+","London","SCS level","30","[c]","100080","99560"
"Leaver CS","2022","65+","London","SEO/HEO","155","[c]","41410","40410"
"Leaver CS","2022","65+","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Outside London","AA/AO","1950","[c]","21210","21170"
"Leaver CS","2022","65+","Outside London","EO","1100","[c]","27700","27570"
"Leaver CS","2022","65+","Outside London","G6/G7","215","[c]","63220","62170"
"Leaver CS","2022","65+","Outside London","SCS level","15","[c]","96510","93740"
"Leaver CS","2022","65+","Outside London","SEO/HEO","640","[c]","37770","36130"
"Leaver CS","2022","65+","Outside London","Unknown","175","[c]","36680","33000"
"Leaver CS","2022","65+","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA/AO","40","[c]","21100","21590"
"Leaver CS","2022","65+","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO/HEO","10","[c]","41310","41230"
"Leaver CS","2022","65+","Unknown","Unknown","30","[c]","42710","34160"
"Leaver CS","2022","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","AA/AO","10","[c]","20350","19490"
"Leaver Dept.","2022","16-19","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","AA/AO","245","[c]","23510","23740"
"Leaver Dept.","2022","20-29","London","EO","870","[c]","28480","27850"
"Leaver Dept.","2022","20-29","London","G6/G7","385","[c]","54620","54270"
"Leaver Dept.","2022","20-29","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","SEO/HEO","2065","[c]","35090","34020"
"Leaver Dept.","2022","20-29","London","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","AA/AO","1120","[c]","20920","21010"
"Leaver Dept.","2022","20-29","Outside London","EO","1160","[c]","25930","26670"
"Leaver Dept.","2022","20-29","Outside London","G6/G7","55","[c]","53030","52150"
"Leaver Dept.","2022","20-29","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","SEO/HEO","820","[c]","32440","31350"
"Leaver Dept.","2022","20-29","Outside London","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AA/AO","30","[c]","21500","21840"
"Leaver Dept.","2022","20-29","Unknown","EO","40","[c]","27220","27500"
"Leaver Dept.","2022","20-29","Unknown","G6/G7","20","[c]","54420","53380"
"Leaver Dept.","2022","20-29","Unknown","SEO/HEO","200","[c]","32890","32000"
"Leaver Dept.","2022","20-29","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","AA/AO","95","[c]","23990","23780"
"Leaver Dept.","2022","30-39","London","EO","335","[c]","28870","28670"
"Leaver Dept.","2022","30-39","London","G6/G7","1115","[c]","57820","54700"
"Leaver Dept.","2022","30-39","London","SCS level","110","[c]","80830","75600"
"Leaver Dept.","2022","30-39","London","SEO/HEO","1360","[c]","37440","37300"
"Leaver Dept.","2022","30-39","London","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outside London","AA/AO","690","[c]","21180","21260"
"Leaver Dept.","2022","30-39","Outside London","EO","1050","[c]","26420","27570"
"Leaver Dept.","2022","30-39","Outside London","G6/G7","385","[c]","54250","51680"
"Leaver Dept.","2022","30-39","Outside London","SCS level","25","[c]","88150","87210"
"Leaver Dept.","2022","30-39","Outside London","SEO/HEO","1315","[c]","35020","35310"
"Leaver Dept.","2022","30-39","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","AA/AO","25","[c]","21410","21840"
"Leaver Dept.","2022","30-39","Unknown","EO","30","[c]","27250","27500"
"Leaver Dept.","2022","30-39","Unknown","G6/G7","55","[c]","60250","60040"
"Leaver Dept.","2022","30-39","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","SEO/HEO","85","[c]","33910","33250"
"Leaver Dept.","2022","30-39","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","AA/AO","75","[c]","23350","23720"
"Leaver Dept.","2022","40-49","London","EO","180","[c]","28800","28650"
"Leaver Dept.","2022","40-49","London","G6/G7","825","[c]","59850","57680"
"Leaver Dept.","2022","40-49","London","SCS level","235","[c]","89900","85680"
"Leaver Dept.","2022","40-49","London","SEO/HEO","620","[c]","38600","40070"
"Leaver Dept.","2022","40-49","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Outside London","AA/AO","480","[c]","21320","21260"
"Leaver Dept.","2022","40-49","Outside London","EO","735","[c]","26800","27570"
"Leaver Dept.","2022","40-49","Outside London","G6/G7","650","[c]","56640","53010"
"Leaver Dept.","2022","40-49","Outside London","SCS level","85","[c]","94230","95140"
"Leaver Dept.","2022","40-49","Outside London","SEO/HEO","1090","[c]","35990","36250"
"Leaver Dept.","2022","40-49","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AA/AO","10","[c]","21050","21840"
"Leaver Dept.","2022","40-49","Unknown","EO","25","[c]","27380","26780"
"Leaver Dept.","2022","40-49","Unknown","G6/G7","30","[c]","56070","54700"
"Leaver Dept.","2022","40-49","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","SEO/HEO","60","[c]","35220","32710"
"Leaver Dept.","2022","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","AA/AO","55","[c]","22980","23750"
"Leaver Dept.","2022","50-59","London","EO","185","[c]","28630","28310"
"Leaver Dept.","2022","50-59","London","G6/G7","490","[c]","61310","59320"
"Leaver Dept.","2022","50-59","London","SCS level","165","[c]","102660","100160"
"Leaver Dept.","2022","50-59","London","SEO/HEO","390","[c]","38040","38000"
"Leaver Dept.","2022","50-59","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Outside London","AA/AO","365","[c]","21140","21260"
"Leaver Dept.","2022","50-59","Outside London","EO","475","[c]","26750","27570"
"Leaver Dept.","2022","50-59","Outside London","G6/G7","510","[c]","57840","55520"
"Leaver Dept.","2022","50-59","Outside London","SCS level","110","[c]","111420","111820"
"Leaver Dept.","2022","50-59","Outside London","SEO/HEO","760","[c]","36250","36250"
