"Status","Year","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Grants Management","Male","Heterosexual / straight","425","405","26920","24920"
"In post","2022","Grants Management","Male","LGBO","35","35","25600","23110"
"In post","2022","Grants Management","Male","Undeclared","50","45","25890","24920"
"In post","2022","Grants Management","Male","Unknown","460","455","24530","21300"
"In post","2022","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Heterosexual / straight","6320","5900","37980","33370"
"In post","2022","Human Resources","Female","LGBO","290","280","36490","32560"
"In post","2022","Human Resources","Female","Undeclared","515","475","34670","31020"
"In post","2022","Human Resources","Female","Unknown","955","890","34760","30800"
"In post","2022","Human Resources","Male","Heterosexual / straight","2500","2445","38930","34260"
"In post","2022","Human Resources","Male","LGBO","350","345","40740","35310"
"In post","2022","Human Resources","Male","Undeclared","305","295","37030","33300"
"In post","2022","Human Resources","Male","Unknown","485","470","35610","32480"
"In post","2022","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","Heterosexual / straight","320","300","43980","42230"
"In post","2022","Internal Audit","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Internal Audit","Female","Undeclared","55","50","46080","41230"
"In post","2022","Internal Audit","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Internal Audit","Male","Heterosexual / straight","275","270","48820","47150"
"In post","2022","Internal Audit","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Internal Audit","Male","Undeclared","40","35","47530","43270"
"In post","2022","Internal Audit","Male","Unknown","25","20","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Heterosexual / straight","5710","5250","45020","48080"
"In post","2022","Legal","Female","LGBO","245","230","41490","33460"
"In post","2022","Legal","Female","Undeclared","385","355","47680","51250"
"In post","2022","Legal","Female","Unknown","1730","1520","46810","51250"
"In post","2022","Legal","Male","Heterosexual / straight","2820","2750","48540","50500"
"In post","2022","Legal","Male","LGBO","315","310","50410","51470"
"In post","2022","Legal","Male","Undeclared","275","265","51230","52730"
"In post","2022","Legal","Male","Unknown","925","890","50310","54700"
"In post","2022","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Female","Heterosexual / straight","106420","96030","31180","27570"
"In post","2022","No function","Female","LGBO","6755","6500","31580","27570"
"In post","2022","No function","Female","Undeclared","12670","11175","31220","27570"
"In post","2022","No function","Female","Unknown","33825","29800","29140","27130"
"In post","2022","No function","Male","Heterosexual / straight","72115","69655","33830","29290"
"In post","2022","No function","Male","LGBO","5995","5860","34210","28700"
"In post","2022","No function","Male","Undeclared","9875","9405","34380","30670"
"In post","2022","No function","Male","Unknown","26865","25620","31870","28000"
"In post","2022","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Heterosexual / straight","8370","7855","41200","38070"
"In post","2022","Project Delivery","Female","LGBO","410","405","39550","35630"
"In post","2022","Project Delivery","Female","Undeclared","915","855","40010","37860"
"In post","2022","Project Delivery","Female","Unknown","2145","1995","41090","38600"
"In post","2022","Project Delivery","Male","Heterosexual / straight","10545","10340","42860","40520"
"In post","2022","Project Delivery","Male","LGBO","555","545","43700","40050"
"In post","2022","Project Delivery","Male","Undeclared","1420","1370","44120","40920"
"In post","2022","Project Delivery","Male","Unknown","2200","2150","43290","40440"
"In post","2022","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Female","Heterosexual / straight","2895","2720","35660","33000"
"In post","2022","Property","Female","LGBO","120","115","33850","31000"
"In post","2022","Property","Female","Undeclared","350","320","36870","33300"
"In post","2022","Property","Female","Unknown","770","710","30420","26880"
"In post","2022","Property","Male","Heterosexual / straight","3655","3570","39060","35060"
"In post","2022","Property","Male","LGBO","160","160","39310","35300"
"In post","2022","Property","Male","Undeclared","485","465","39060","35920"
"In post","2022","Property","Male","Unknown","1110","1085","35000","31050"
"In post","2022","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Heterosexual / straight","1910","1830","33220","31390"
"In post","2022","Security","Female","LGBO","175","175","32560","30580"
"In post","2022","Security","Female","Undeclared","250","240","34740","33300"
"In post","2022","Security","Female","Unknown","420","405","32520","29230"
"In post","2022","Security","Male","Heterosexual / straight","5610","5505","32180","29250"
"In post","2022","Security","Male","LGBO","190","185","34620","33330"
"In post","2022","Security","Male","Undeclared","855","835","36340","39070"
"In post","2022","Security","Male","Unknown","1280","1265","32870","29980"
"In post","2022","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Heterosexual / straight","30560","28190","34290","29430"
"In post","2022","Unknown","Female","LGBO","1320","1275","34530","30040"
"In post","2022","Unknown","Female","Undeclared","3600","3300","34020","29080"
"In post","2022","Unknown","Female","Unknown","6035","5710","34700","28980"
"In post","2022","Unknown","Male","Heterosexual / straight","25645","24960","35350","30410"
"In post","2022","Unknown","Male","LGBO","1490","1455","37460","31990"
"In post","2022","Unknown","Male","Undeclared","3730","3585","35790","30980"
"In post","2022","Unknown","Male","Unknown","7285","7120","35940","31540"
"In post","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Female","Heterosexual / straight","100","[c]","35410","31860"
"Leaver CS","2022","Analysis","Female","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Female","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Female","Unknown","60","[c]","36310","32000"
"Leaver CS","2022","Analysis","Male","Heterosexual / straight","160","[c]","38490","36130"
"Leaver CS","2022","Analysis","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Male","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Male","Unknown","90","[c]","37220","31350"
"Leaver CS","2022","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Heterosexual / straight","115","[c]","40610","36800"
"Leaver CS","2022","Commercial","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Unknown","70","[c]","65170","62060"
"Leaver CS","2022","Commercial","Male","Heterosexual / straight","130","[c]","43350","38200"
"Leaver CS","2022","Commercial","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Unknown","110","[c]","68430","65000"
"Leaver CS","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Heterosexual / straight","140","[c]","40340","37140"
"Leaver CS","2022","Communications","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Unknown","70","[c]","40560","36510"
"Leaver CS","2022","Communications","Male","Heterosexual / straight","80","[c]","38290","36660"
"Leaver CS","2022","Communications","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Unknown","55","[c]","46820","40600"
"Leaver CS","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Heterosexual / straight","110","[c]","28000","27570"
"Leaver CS","2022","Counter Fraud","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Unknown","50","[c]","28290","27570"
"Leaver CS","2022","Counter Fraud","Male","Heterosexual / straight","90","[c]","31260","27570"
"Leaver CS","2022","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Unknown","40","[c]","31350","27570"
"Leaver CS","2022","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","Heterosexual / straight","90","[c]","22500","21260"
"Leaver CS","2022","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","Heterosexual / straight","60","[c]","22730","21260"
"Leaver CS","2022","Debt","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Heterosexual / straight","250","[c]","40540","36240"
"Leaver CS","2022","Digital, Data & Technology","Female","LGBO","35","[c]","39720","35310"
"Leaver CS","2022","Digital, Data & Technology","Female","Undeclared","60","[c]","37450","33300"
"Leaver CS","2022","Digital, Data & Technology","Female","Unknown","100","[c]","39790","35910"
"Leaver CS","2022","Digital, Data & Technology","Male","Heterosexual / straight","550","[c]","43600","40050"
"Leaver CS","2022","Digital, Data & Technology","Male","LGBO","35","[c]","40070","37030"
"Leaver CS","2022","Digital, Data & Technology","Male","Undeclared","135","[c]","41620","39650"
"Leaver CS","2022","Digital, Data & Technology","Male","Unknown","235","[c]","39640","36840"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Heterosexual / straight","170","[c]","37240","33300"
"Leaver CS","2022","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Heterosexual / straight","160","[c]","43080","38150"
"Leaver CS","2022","Finance","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Unknown","45","[c]","37730","34700"
"Leaver CS","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","Heterosexual / straight","35","[c]","25660","25060"
"Leaver CS","2022","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","Unknown","40","[c]","23750","21300"
"Leaver CS","2022","Grants Management","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","Unknown","50","[c]","23290","21300"
"Leaver CS","2022","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Heterosexual / straight","345","[c]","36490","32730"
"Leaver CS","2022","Human Resources","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Unknown","55","[c]","29460","26350"
"Leaver CS","2022","Human Resources","Male","Heterosexual / straight","130","[c]","37240","32490"
"Leaver CS","2022","Human Resources","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","Unknown","40","[c]","33730","31380"
"Leaver CS","2022","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","Heterosexual / straight","320","[c]","43000","40700"
"Leaver CS","2022","Legal","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","Unknown","90","[c]","49730","54490"
"Leaver CS","2022","Legal","Male","Heterosexual / straight","175","[c]","48060","50810"
"Leaver CS","2022","Legal","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Male","Unknown","65","[c]","50730","52670"
"Leaver CS","2022","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Female","Heterosexual / straight","8670","[c]","31000","27570"
"Leaver CS","2022","No function","Female","LGBO","745","[c]","29800","27570"
"Leaver CS","2022","No function","Female","Undeclared","1170","[c]","30980","27570"
"Leaver CS","2022","No function","Female","Unknown","3265","[c]","29800","25600"
"Leaver CS","2022","No function","Male","Heterosexual / straight","6485","[c]","32570","27570"
"Leaver CS","2022","No function","Male","LGBO","575","[c]","31010","27570"
"Leaver CS","2022","No function","Male","Undeclared","840","[c]","34250","27570"
"Leaver CS","2022","No function","Male","Unknown","2705","[c]","32290","27570"
"Leaver CS","2022","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","Heterosexual / straight","320","[c]","38160","34150"
"Leaver CS","2022","Project Delivery","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","Undeclared","35","[c]","35200","34770"
"Leaver CS","2022","Project Delivery","Female","Unknown","105","[c]","41830","38500"
"Leaver CS","2022","Project Delivery","Male","Heterosexual / straight","575","[c]","39980","37370"
"Leaver CS","2022","Project Delivery","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Male","Undeclared","90","[c]","40790","39310"
"Leaver CS","2022","Project Delivery","Male","Unknown","145","[c]","37800","36390"
"Leaver CS","2022","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Heterosexual / straight","160","[c]","31140","26030"
"Leaver CS","2022","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Unknown","70","[c]","25880","22010"
"Leaver CS","2022","Property","Male","Heterosexual / straight","205","[c]","34840","33300"
"Leaver CS","2022","Property","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","Unknown","100","[c]","31150","26030"
"Leaver CS","2022","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Heterosexual / straight","125","[c]","30840","28080"
"Leaver CS","2022","Security","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","Heterosexual / straight","420","[c]","32920","32670"
"Leaver CS","2022","Security","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","Undeclared","80","[c]","34780","39070"
"Leaver CS","2022","Security","Male","Unknown","130","[c]","29520","26670"
"Leaver CS","2022","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Heterosexual / straight","1935","[c]","30510","25640"
"Leaver CS","2022","Unknown","Female","LGBO","95","[c]","28710","26350"
"Leaver CS","2022","Unknown","Female","Undeclared","310","[c]","30660","26930"
"Leaver CS","2022","Unknown","Female","Unknown","3590","[c]","29220","27570"
"Leaver CS","2022","Unknown","Male","Heterosexual / straight","1945","[c]","33380","27570"
"Leaver CS","2022","Unknown","Male","LGBO","105","[c]","31680","26350"
"Leaver CS","2022","Unknown","Male","Undeclared","310","[c]","33760","29670"
"Leaver CS","2022","Unknown","Male","Unknown","3160","[c]","33050","28980"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Heterosexual / straight","130","[c]","40450","37380"
"Leaver Dept.","2022","Analysis","Female","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Undeclared","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Heterosexual / straight","135","[c]","44790","39820"
"Leaver Dept.","2022","Analysis","Male","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Undeclared","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Unknown","55","[c]","37750","35100"
"Leaver Dept.","2022","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Heterosexual / straight","135","[c]","41860","39080"
"Leaver Dept.","2022","Commercial","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Undeclared","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Heterosexual / straight","100","[c]","44640","41410"
"Leaver Dept.","2022","Commercial","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Undeclared","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Heterosexual / straight","165","[c]","40250","36330"
"Leaver Dept.","2022","Communications","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Undeclared","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Unknown","50","[c]","45310","40230"
"Leaver Dept.","2022","Communications","Male","Heterosexual / straight","95","[c]","43790","37290"
"Leaver Dept.","2022","Communications","Male","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Undeclared","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Heterosexual / straight","50","[c]","31910","27570"
"Leaver Dept.","2022","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
