"Status","Year","Disability","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Analysis","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Female","40","35","43760","39050"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Male","40","35","45350","43430"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Male","30","30","40270","38570"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","Female","115","110","38070","37310"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","Male","70","65","36940","34980"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Valuation Office Agency","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Animal and Plant Health Agency","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Animal and Plant Health Agency","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Commercial Service","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Commercial Service","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Equipment and Support","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Equipment and Support","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Education (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Education (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Standards Agency","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Met Office","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Met Office","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Met Office","Unknown","[c]","[c]","[c]","[c]"
