"Status","Year","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Outside London","Female","4785","4335","41240","38760"
"In post","2022","Legal","Outside London","Male","2460","2380","45190","48080"
"In post","2022","Legal","Overseas","Female","5","5","[c]","[c]"
"In post","2022","Legal","Overseas","Male","5","5","[c]","[c]"
"In post","2022","No function","London","Female","29960","28450","40470","34260"
"In post","2022","No function","London","Male","22960","22565","43650","37930"
"In post","2022","No function","Outside London","Female","128495","113880","28400","27130"
"In post","2022","No function","Outside London","Male","90460","86555","30610","27570"
"In post","2022","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Overseas","Female","690","685","51550","52400"
"In post","2022","No function","Overseas","Male","1065","1060","54050","54470"
"In post","2022","No function","Unknown","Female","525","490","30670","29250"
"In post","2022","No function","Unknown","Male","370","360","32770","29250"
"In post","2022","Project Delivery","London","Female","2355","2240","51100","48790"
"In post","2022","Project Delivery","London","Male","2065","2015","55430","54270"
"In post","2022","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Outside London","Female","9200","8585","38010","35180"
"In post","2022","Project Delivery","Outside London","Male","12320","12060","40710","39770"
"In post","2022","Project Delivery","Overseas","Female","275","275","55950","55620"
"In post","2022","Project Delivery","Overseas","Male","320","320","54580","55060"
"In post","2022","Project Delivery","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Property","London","Female","715","675","41510","36720"
"In post","2022","Property","London","Male","980","960","44370","39080"
"In post","2022","Property","Outside London","Female","3380","3150","33260","30450"
"In post","2022","Property","Outside London","Male","4255","4145","36730","33300"
"In post","2022","Property","Overseas","Female","20","20","[c]","[c]"
"In post","2022","Property","Overseas","Male","155","155","40110","40000"
"In post","2022","Property","Unknown","Female","20","20","[c]","[c]"
"In post","2022","Property","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Security","London","Female","705","685","40560","37560"
"In post","2022","Security","London","Male","1240","1225","41710","39030"
"In post","2022","Security","Outside London","Female","1995","1910","30450","27570"
"In post","2022","Security","Outside London","Male","6475","6350","31000","27680"
"In post","2022","Security","Overseas","Female","35","35","42320","37590"
"In post","2022","Security","Overseas","Male","125","125","39380","34350"
"In post","2022","Security","Unknown","Female","20","20","[c]","[c]"
"In post","2022","Security","Unknown","Male","90","90","29470","27370"
"In post","2022","Unknown","London","Female","8625","8075","40070","35070"
"In post","2022","Unknown","London","Male","7500","7340","42270","36550"
"In post","2022","Unknown","Outside London","Female","32200","29720","32710","27230"
"In post","2022","Unknown","Outside London","Male","28600","27750","33640","28980"
"In post","2022","Unknown","Overseas","Female","405","400","42500","40170"
"In post","2022","Unknown","Overseas","Male","380","375","41420","38690"
"In post","2022","Unknown","Unknown","Female","285","275","34200","32700"
"In post","2022","Unknown","Unknown","Male","1660","1660","37990","34460"
"Leaver CS","2022","Analysis","London","Female","120","[c]","38590","34120"
"Leaver CS","2022","Analysis","London","Male","155","[c]","42510","37290"
"Leaver CS","2022","Analysis","Outside London","Female","105","[c]","31950","29540"
"Leaver CS","2022","Analysis","Outside London","Male","145","[c]","35710","30680"
"Leaver CS","2022","Analysis","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","London","Female","70","[c]","61730","54700"
"Leaver CS","2022","Commercial","London","Male","90","[c]","68470","63510"
"Leaver CS","2022","Commercial","Outside London","Female","140","[c]","42160","36480"
"Leaver CS","2022","Commercial","Outside London","Male","160","[c]","45780","38350"
"Leaver CS","2022","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","Female","160","[c]","42890","40050"
"Leaver CS","2022","Communications","London","Male","115","[c]","45630","40600"
"Leaver CS","2022","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Outside London","Female","80","[c]","35810","33300"
"Leaver CS","2022","Communications","Outside London","Male","50","[c]","35460","33300"
"Leaver CS","2022","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","Male","30","[c]","36380","31880"
"Leaver CS","2022","Counter Fraud","Outside London","Female","160","[c]","26700","27570"
"Leaver CS","2022","Counter Fraud","Outside London","Male","125","[c]","29890","27570"
"Leaver CS","2022","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Outside London","Female","135","[c]","22390","21260"
"Leaver CS","2022","Debt","Outside London","Male","85","[c]","22300","21260"
"Leaver CS","2022","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","Female","150","[c]","48880","46170"
"Leaver CS","2022","Digital, Data & Technology","London","Male","235","[c]","48790","47110"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Female","280","[c]","35770","33300"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Male","675","[c]","40240","37910"
"Leaver CS","2022","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Male","45","[c]","41720","39280"
"Leaver CS","2022","Finance","London","Female","75","[c]","42160","37820"
"Leaver CS","2022","Finance","London","Male","85","[c]","48960","40450"
"Leaver CS","2022","Finance","Outside London","Female","160","[c]","35860","33150"
"Leaver CS","2022","Finance","Outside London","Male","170","[c]","39080","36560"
"Leaver CS","2022","Finance","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Outside London","Female","80","[c]","24630","21300"
"Leaver CS","2022","Grants Management","Outside London","Male","75","[c]","23780","21300"
"Leaver CS","2022","Human Resources","London","Female","160","[c]","42320","37300"
"Leaver CS","2022","Human Resources","London","Male","80","[c]","43350","36330"
"Leaver CS","2022","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Outside London","Female","280","[c]","31210","27570"
"Leaver CS","2022","Human Resources","Outside London","Male","125","[c]","32500","27570"
"Leaver CS","2022","Human Resources","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Female","215","[c]","49030","51250"
"Leaver CS","2022","Legal","London","Male","135","[c]","53740","53050"
"Leaver CS","2022","Legal","Outside London","Female","240","[c]","40220","38000"
"Leaver CS","2022","Legal","Outside London","Male","155","[c]","45860","48830"
"Leaver CS","2022","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","London","Female","3255","[c]","38300","31060"
"Leaver CS","2022","No function","London","Male","2275","[c]","41450","33570"
"Leaver CS","2022","No function","Outside London","Female","10130","[c]","28310","26710"
"Leaver CS","2022","No function","Outside London","Male","8100","[c]","29640","27570"
"Leaver CS","2022","No function","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Female","455","[c]","22940","21840"
"Leaver CS","2022","No function","Unknown","Male","220","[c]","26420","21840"
"Leaver CS","2022","Project Delivery","London","Female","100","[c]","51170","45200"
"Leaver CS","2022","Project Delivery","London","Male","100","[c]","57330","53970"
"Leaver CS","2022","Project Delivery","Outside London","Female","355","[c]","34670","32540"
"Leaver CS","2022","Project Delivery","Outside London","Male","705","[c]","37280","35510"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Male","45","[c]","47280","42370"
"Leaver CS","2022","Property","Outside London","Female","230","[c]","27820","22040"
"Leaver CS","2022","Property","Outside London","Male","300","[c]","32410","27000"
"Leaver CS","2022","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Male","75","[c]","34310","31510"
"Leaver CS","2022","Security","Outside London","Female","145","[c]","30300","26670"
"Leaver CS","2022","Security","Outside London","Male","555","[c]","32150","28890"
"Leaver CS","2022","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Female","945","[c]","35590","31060"
"Leaver CS","2022","Unknown","London","Male","875","[c]","41620","35050"
"Leaver CS","2022","Unknown","Outside London","Female","4875","[c]","28710","24890"
"Leaver CS","2022","Unknown","Outside London","Male","4345","[c]","31110","26930"
"Leaver CS","2022","Unknown","Overseas","Female","45","[c]","38750","38860"
"Leaver CS","2022","Unknown","Overseas","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","70","[c]","30880","28680"
"Leaver CS","2022","Unknown","Unknown","Male","270","[c]","36130","33270"
"Leaver Dept.","2022","Analysis","London","Female","155","[c]","43300","40640"
"Leaver Dept.","2022","Analysis","London","Male","185","[c]","44180","38310"
"Leaver Dept.","2022","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","Female","80","[c]","36540","35590"
"Leaver Dept.","2022","Analysis","Outside London","Male","90","[c]","38890","36070"
"Leaver Dept.","2022","Analysis","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Female","80","[c]","46310","42070"
"Leaver Dept.","2022","Commercial","London","Male","95","[c]","52810","53860"
"Leaver Dept.","2022","Commercial","Outside London","Female","140","[c]","40170","38790"
"Leaver Dept.","2022","Commercial","Outside London","Male","95","[c]","43020","40580"
"Leaver Dept.","2022","Commercial","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Female","185","[c]","43110","38600"
"Leaver Dept.","2022","Communications","London","Male","145","[c]","45200","40600"
"Leaver Dept.","2022","Communications","Outside London","Female","75","[c]","38030","35300"
"Leaver Dept.","2022","Communications","Outside London","Male","45","[c]","35610","36330"
"Leaver Dept.","2022","Communications","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Female","50","[c]","28710","27570"
"Leaver Dept.","2022","Counter Fraud","Outside London","Male","55","[c]","30010","27570"
"Leaver Dept.","2022","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Female","35","[c]","23180","21260"
"Leaver Dept.","2022","Debt","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","Female","145","[c]","46430","40270"
"Leaver Dept.","2022","Digital, Data & Technology","London","Male","160","[c]","46840","41990"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Female","165","[c]","38340","36330"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Male","250","[c]","40590","37100"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Female","120","[c]","47050","42050"
"Leaver Dept.","2022","Finance","London","Male","110","[c]","47010","40570"
"Leaver Dept.","2022","Finance","Outside London","Female","165","[c]","35740","33930"
"Leaver Dept.","2022","Finance","Outside London","Male","160","[c]","40850","37030"
"Leaver Dept.","2022","Finance","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Female","35","[c]","24540","21300"
"Leaver Dept.","2022","Grants Management","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Female","255","[c]","42080","34550"
"Leaver Dept.","2022","Human Resources","London","Male","95","[c]","41220","34410"
"Leaver Dept.","2022","Human Resources","Outside London","Female","260","[c]","35180","30290"
"Leaver Dept.","2022","Human Resources","Outside London","Male","100","[c]","34390","29290"
"Leaver Dept.","2022","Human Resources","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","Female","110","[c]","48070","51250"
"Leaver Dept.","2022","Legal","London","Male","60","[c]","47810","50500"
"Leaver Dept.","2022","Legal","Outside London","Female","40","[c]","33230","25560"
"Leaver Dept.","2022","Legal","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","London","Female","4130","[c]","42580","36330"
"Leaver Dept.","2022","No function","London","Male","2565","[c]","45110","40050"
"Leaver Dept.","2022","No function","Outside London","Female","4820","[c]","33740","27570"
"Leaver Dept.","2022","No function","Outside London","Male","2820","[c]","36030","27570"
"Leaver Dept.","2022","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Female","250","[c]","36400","32000"
"Leaver Dept.","2022","No function","Unknown","Male","190","[c]","37920","32000"
"Leaver Dept.","2022","Project Delivery","London","Female","85","[c]","47520","39920"
"Leaver Dept.","2022","Project Delivery","London","Male","70","[c]","50870","42200"
"Leaver Dept.","2022","Project Delivery","Outside London","Female","220","[c]","36690","35310"
"Leaver Dept.","2022","Project Delivery","Outside London","Male","290","[c]","37360","34070"
"Leaver Dept.","2022","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Overseas","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Outside London","Female","65","[c]","28950","26270"
"Leaver Dept.","2022","Property","Outside London","Male","55","[c]","38310","36500"
"Leaver Dept.","2022","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","Female","30","[c]","42670","35390"
"Leaver Dept.","2022","Security","London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Outside London","Female","35","[c]","35430","33300"
"Leaver Dept.","2022","Security","Outside London","Male","60","[c]","32080","33000"
"Leaver Dept.","2022","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Female","735","[c]","43010","37570"
"Leaver Dept.","2022","Unknown","London","Male","635","[c]","46090","41970"
"Leaver Dept.","2022","Unknown","Outside London","Female","1235","[c]","29920","25220"
"Leaver Dept.","2022","Unknown","Outside London","Male","1060","[c]","29990","25650"
"Leaver Dept.","2022","Unknown","Overseas","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","London","Female","280","[c]","35730","33400"
"New entrant CS","2022","Analysis","London","Male","325","[c]","38880","34260"
"New entrant CS","2022","Analysis","Outside London","Female","430","[c]","31340","30710"
"New entrant CS","2022","Analysis","Outside London","Male","440","[c]","31320","30710"
"New entrant CS","2022","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","London","Female","160","[c]","45750","40050"
"New entrant CS","2022","Commercial","London","Male","120","[c]","51210","42470"
"New entrant CS","2022","Commercial","Outside London","Female","360","[c]","36930","31530"
"New entrant CS","2022","Commercial","Outside London","Male","315","[c]","42800","35000"
"New entrant CS","2022","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Communications","London","Female","280","[c]","37480","34550"
"New entrant CS","2022","Communications","London","Male","160","[c]","36890","34550"
"New entrant CS","2022","Communications","Outside London","Female","530","[c]","28530","26590"
"New entrant CS","2022","Communications","Outside London","Male","530","[c]","28020","26590"
"New entrant CS","2022","Communications","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","Female","160","[c]","29740","30750"
"New entrant CS","2022","Counter Fraud","London","Male","155","[c]","31910","30750"
"New entrant CS","2022","Counter Fraud","Outside London","Female","665","[c]","25920","26590"
"New entrant CS","2022","Counter Fraud","Outside London","Male","605","[c]","26690","26590"
"New entrant CS","2022","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","Female","615","[c]","21580","21250"
"New entrant CS","2022","Debt","Outside London","Male","405","[c]","21540","21250"
"New entrant CS","2022","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","Female","325","[c]","41740","38870"
"New entrant CS","2022","Digital, Data & Technology","London","Male","395","[c]","44470","41140"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Female","770","[c]","34200","33080"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Male","1365","[c]","36540","33080"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","Female","150","[c]","41030","38470"
"New entrant CS","2022","Finance","London","Male","120","[c]","41620","37610"
"New entrant CS","2022","Finance","Outside London","Female","490","[c]","31700","28970"
