"Status","Year","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Female","Heterosexual / straight","2620","2320","28320","27570"
"In post","2022","Counter Fraud","Female","LGBO","120","115","28780","27570"
"In post","2022","Counter Fraud","Female","Undeclared","355","305","27660","27570"
"In post","2022","Counter Fraud","Female","Unknown","810","675","28670","27570"
"In post","2022","Counter Fraud","Male","Heterosexual / straight","1750","1655","30600","27570"
"In post","2022","Counter Fraud","Male","LGBO","105","100","29290","27570"
"In post","2022","Counter Fraud","Male","Undeclared","240","225","29990","27570"
"In post","2022","Counter Fraud","Male","Unknown","585","540","30620","27570"
"In post","2022","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Female","Heterosexual / straight","4750","4510","40910","37590"
"In post","2022","Digital, Data and Technology","Female","LGBO","365","360","39410","36120"
"In post","2022","Digital, Data and Technology","Female","Undeclared","640","615","41350","38450"
"In post","2022","Digital, Data and Technology","Female","Unknown","1240","1185","41260","37930"
"In post","2022","Digital, Data and Technology","Male","Heterosexual / straight","8465","8345","43050","40000"
"In post","2022","Digital, Data and Technology","Male","LGBO","480","475","41670","37400"
"In post","2022","Digital, Data and Technology","Male","Undeclared","1345","1320","42090","38710"
"In post","2022","Digital, Data and Technology","Male","Unknown","2720","2685","42330","38450"
"In post","2022","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Female","Heterosexual / straight","540","515","48240","45260"
"In post","2022","Economics","Female","LGBO","55","55","42430","37810"
"In post","2022","Economics","Female","Undeclared","65","65","44490","40650"
"In post","2022","Economics","Female","Unknown","105","105","43150","37160"
"In post","2022","Economics","Male","Heterosexual / straight","880","870","48540","49530"
"In post","2022","Economics","Male","LGBO","85","85","46060","40540"
"In post","2022","Economics","Male","Undeclared","115","110","49470","51120"
"In post","2022","Economics","Male","Unknown","240","235","45660","37610"
"In post","2022","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Heterosexual / straight","5210","4920","38780","34290"
"In post","2022","Finance","Female","LGBO","170","165","39120","34670"
"In post","2022","Finance","Female","Undeclared","720","685","38190","33370"
"In post","2022","Finance","Female","Unknown","790","730","37970","34290"
"In post","2022","Finance","Male","Heterosexual / straight","3900","3840","43030","39360"
"In post","2022","Finance","Male","LGBO","220","220","43410","40000"
"In post","2022","Finance","Male","Undeclared","580","570","43410","40520"
"In post","2022","Finance","Male","Unknown","735","720","40580","37470"
"In post","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Female","Heterosexual / straight","105","100","31310","33000"
"In post","2022","Geography","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Geography","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Geography","Female","Unknown","35","30","28550","26740"
"In post","2022","Geography","Male","Heterosexual / straight","205","200","32270","33290"
"In post","2022","Geography","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Geography","Male","Unknown","85","85","31150","29290"
"In post","2022","Geography","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Heterosexual / straight","5365","5025","39070","34710"
"In post","2022","Human Resources","Female","LGBO","225","220","37920","33290"
"In post","2022","Human Resources","Female","Undeclared","475","450","35480","32790"
"In post","2022","Human Resources","Female","Unknown","710","670","36500","32290"
"In post","2022","Human Resources","Male","Heterosexual / straight","1965","1925","40260","36650"
"In post","2022","Human Resources","Male","LGBO","280","275","41850","37230"
"In post","2022","Human Resources","Male","Undeclared","265","255","38340","34770"
"In post","2022","Human Resources","Male","Unknown","320","315","37950","33370"
"In post","2022","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Female","Heterosexual / straight","590","575","62630","51360"
"In post","2022","Inspector of Education and Training","Female","LGBO","30","30","[c]","[c]"
"In post","2022","Inspector of Education and Training","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Inspector of Education and Training","Female","Unknown","30","25","[c]","[c]"
"In post","2022","Inspector of Education and Training","Male","Heterosexual / straight","215","210","73060","75500"
"In post","2022","Inspector of Education and Training","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Inspector of Education and Training","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Female","Heterosexual / straight","1100","1030","31920","28990"
"In post","2022","Intelligence Analysis","Female","LGBO","65","65","31410","29250"
"In post","2022","Intelligence Analysis","Female","Undeclared","175","165","33460","30500"
"In post","2022","Intelligence Analysis","Female","Unknown","145","135","33170","29680"
"In post","2022","Intelligence Analysis","Male","Heterosexual / straight","1275","1245","35070","31960"
"In post","2022","Intelligence Analysis","Male","LGBO","50","50","39180","33950"
"In post","2022","Intelligence Analysis","Male","Undeclared","235","230","36050","33300"
"In post","2022","Intelligence Analysis","Male","Unknown","190","185","34740","33080"
"In post","2022","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","Heterosexual / straight","310","290","44500","42510"
"In post","2022","Internal Audit","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Internal Audit","Female","Undeclared","50","50","46770","43070"
"In post","2022","Internal Audit","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Internal Audit","Male","Heterosexual / straight","290","285","48430","46350"
"In post","2022","Internal Audit","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Internal Audit","Male","Undeclared","40","40","47070","43250"
"In post","2022","Internal Audit","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Female","Heterosexual / straight","455","450","47630","47240"
"In post","2022","International Trade","Female","LGBO","30","30","46270","51710"
"In post","2022","International Trade","Female","Undeclared","40","40","45750","39740"
"In post","2022","International Trade","Female","Unknown","220","220","44260","39210"
"In post","2022","International Trade","Male","Heterosexual / straight","510","505","48210","48220"
"In post","2022","International Trade","Male","LGBO","75","75","49120","43840"
"In post","2022","International Trade","Male","Undeclared","55","55","48930","51710"
"In post","2022","International Trade","Male","Unknown","250","250","46700","40520"
"In post","2022","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Female","Heterosexual / straight","925","870","34320","31840"
"In post","2022","Knowledge and Information Management","Female","LGBO","55","50","31700","28050"
"In post","2022","Knowledge and Information Management","Female","Undeclared","150","140","33230","31860"
"In post","2022","Knowledge and Information Management","Female","Unknown","180","170","36560","33080"
"In post","2022","Knowledge and Information Management","Male","Heterosexual / straight","690","685","37030","33300"
"In post","2022","Knowledge and Information Management","Male","LGBO","55","55","37760","35850"
"In post","2022","Knowledge and Information Management","Male","Undeclared","150","150","36720","33300"
"In post","2022","Knowledge and Information Management","Male","Unknown","165","165","36450","33080"
"In post","2022","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Heterosexual / straight","5090","4665","49550","50500"
"In post","2022","Legal","Female","LGBO","210","200","47050","48440"
"In post","2022","Legal","Female","Undeclared","510","460","48870","47100"
"In post","2022","Legal","Female","Unknown","1645","1485","48980","51470"
"In post","2022","Legal","Male","Heterosexual / straight","3230","3135","48450","48080"
"In post","2022","Legal","Male","LGBO","285","280","52850","52520"
"In post","2022","Legal","Male","Undeclared","465","445","47810","44780"
"In post","2022","Legal","Male","Unknown","1245","1205","46870","41750"
"In post","2022","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Female","Heterosexual / straight","1245","1090","49700","39630"
"In post","2022","Medicine","Female","LGBO","35","35","51080","37280"
"In post","2022","Medicine","Female","Undeclared","160","140","63190","54340"
"In post","2022","Medicine","Female","Unknown","325","280","53300","40730"
"In post","2022","Medicine","Male","Heterosexual / straight","490","455","64080","63430"
"In post","2022","Medicine","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Medicine","Male","Undeclared","90","80","71600","70330"
"In post","2022","Medicine","Male","Unknown","145","130","65240","54280"
"In post","2022","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Female","Heterosexual / straight","101245","90125","28250","27130"
"In post","2022","Operational Delivery","Female","LGBO","5695","5445","28500","27120"
"In post","2022","Operational Delivery","Female","Undeclared","12135","10500","28160","26820"
"In post","2022","Operational Delivery","Female","Unknown","31035","26955","26710","24920"
"In post","2022","Operational Delivery","Male","Heterosexual / straight","68095","65440","30210","27570"
"In post","2022","Operational Delivery","Male","LGBO","4690","4550","29030","27570"
"In post","2022","Operational Delivery","Male","Undeclared","9205","8700","30480","27570"
"In post","2022","Operational Delivery","Male","Unknown","22905","21690","28490","26820"
"In post","2022","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Heterosexual / straight","240","220","45320","42470"
"In post","2022","Operational Research","Female","LGBO","30","25","[c]","[c]"
"In post","2022","Operational Research","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Operational Research","Female","Unknown","150","140","41850","38070"
"In post","2022","Operational Research","Male","Heterosexual / straight","305","295","47400","47010"
"In post","2022","Operational Research","Male","LGBO","40","40","41990","39470"
"In post","2022","Operational Research","Male","Undeclared","40","40","48870","43520"
"In post","2022","Operational Research","Male","Unknown","310","300","44750","47010"
"In post","2022","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other","Female","Heterosexual / straight","11935","10985","29040","26670"
"In post","2022","Other","Female","LGBO","490","470","29290","26950"
"In post","2022","Other","Female","Undeclared","1395","1290","29270","26670"
"In post","2022","Other","Female","Unknown","2255","2055","31310","27570"
"In post","2022","Other","Male","Heterosexual / straight","9180","8980","31350","27570"
"In post","2022","Other","Male","LGBO","530","525","30970","27570"
"In post","2022","Other","Male","Undeclared","1300","1260","31720","27570"
"In post","2022","Other","Male","Unknown","3295","3250","35700","32700"
"In post","2022","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Female","Heterosexual / straight","80","75","45650","41650"
"In post","2022","Planning","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Planning","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Planning","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Planning","Male","Heterosexual / straight","90","85","45810","41020"
"In post","2022","Planning","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Planning","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Planning","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Female","Heterosexual / straight","110","95","55090","58810"
"In post","2022","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Planning Inspectors","Female","Unknown","15","10","[c]","[c]"
"In post","2022","Planning Inspectors","Male","Heterosexual / straight","170","160","56990","58810"
"In post","2022","Planning Inspectors","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Planning Inspectors","Male","Undeclared","25","20","[c]","[c]"
"In post","2022","Planning Inspectors","Male","Unknown","35","30","56790","58810"
"In post","2022","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Female","Heterosexual / straight","12935","12360","46460","41970"
"In post","2022","Policy","Female","LGBO","1060","1035","43880","40050"
"In post","2022","Policy","Female","Undeclared","1610","1550","45680","41100"
"In post","2022","Policy","Female","Unknown","2325","2230","46250","41950"
"In post","2022","Policy","Male","Heterosexual / straight","10195","10075","48970","47470"
"In post","2022","Policy","Male","LGBO","1315","1305","48870","48500"
"In post","2022","Policy","Male","Undeclared","1530","1510","48660","47200"
"In post","2022","Policy","Male","Unknown","1985","1960","46950","42890"
"In post","2022","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Heterosexual / straight","5935","5610","41960","39600"
"In post","2022","Project Delivery","Female","LGBO","275","270","41010","37280"
"In post","2022","Project Delivery","Female","Undeclared","630","590","40990","39420"
"In post","2022","Project Delivery","Female","Unknown","1305","1215","40260","38070"
"In post","2022","Project Delivery","Male","Heterosexual / straight","5540","5435","45690","41000"
"In post","2022","Project Delivery","Male","LGBO","340","335","44500","40520"
"In post","2022","Project Delivery","Male","Undeclared","730","705","47200","42700"
"In post","2022","Project Delivery","Male","Unknown","1130","1110","43530","40520"
"In post","2022","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Female","Heterosexual / straight","2230","2090","36560","33300"
"In post","2022","Property","Female","LGBO","100","95","35940","33300"
"In post","2022","Property","Female","Undeclared","280","260","37740","33370"
"In post","2022","Property","Female","Unknown","510","470","32500","29750"
"In post","2022","Property","Male","Heterosexual / straight","3145","3065","39870","36390"
"In post","2022","Property","Male","LGBO","130","125","40260","35840"
"In post","2022","Property","Male","Undeclared","430","410","39650","36450"
"In post","2022","Property","Male","Unknown","785","765","37280","33370"
"In post","2022","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Female","Heterosexual / straight","1010","970","35900","30790"
"In post","2022","Psychology","Female","LGBO","60","60","30870","28380"
"In post","2022","Psychology","Female","Undeclared","60","60","34940","31180"
"In post","2022","Psychology","Female","Unknown","200","190","35850","34340"
"In post","2022","Psychology","Male","Heterosexual / straight","125","120","36900","31180"
"In post","2022","Psychology","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Psychology","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Psychology","Male","Unknown","30","30","37690","35500"
"In post","2022","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Female","Heterosexual / straight","2635","2465","38410","36330"
"In post","2022","Science and Engineering","Female","LGBO","205","200","34060","30930"
"In post","2022","Science and Engineering","Female","Undeclared","435","405","39680","38680"
"In post","2022","Science and Engineering","Female","Unknown","1085","1015","39530","38070"
"In post","2022","Science and Engineering","Male","Heterosexual / straight","5775","5650","38890","37420"
"In post","2022","Science and Engineering","Male","LGBO","265","260","36980","32910"
"In post","2022","Science and Engineering","Male","Undeclared","1110","1065","39760","38330"
"In post","2022","Science and Engineering","Male","Unknown","2435","2375","41090","38600"
"In post","2022","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Female","Heterosexual / straight","1485","1425","32920","30860"
"In post","2022","Security","Female","LGBO","140","140","33090","30810"
"In post","2022","Security","Female","Undeclared","200","190","33240","31020"
"In post","2022","Security","Female","Unknown","315","310","34060","31600"
"In post","2022","Security","Male","Heterosexual / straight","5120","5025","31410","27680"
"In post","2022","Security","Male","LGBO","160","160","34650","33630"
"In post","2022","Security","Male","Undeclared","755","735","35800","39070"
"In post","2022","Security","Male","Unknown","1100","1090","33190","30690"
"In post","2022","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","Heterosexual / straight","660","620","42520","38340"
"In post","2022","Social Research","Female","LGBO","85","85","40970","37490"
"In post","2022","Social Research","Female","Undeclared","55","55","43070","38340"
"In post","2022","Social Research","Female","Unknown","125","120","40200","38340"
"In post","2022","Social Research","Male","Heterosexual / straight","280","275","44010","39840"
"In post","2022","Social Research","Male","LGBO","30","30","39640","37610"
"In post","2022","Social Research","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Social Research","Male","Unknown","65","65","41420","38340"
"In post","2022","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Heterosexual / straight","785","735","45340","41340"
"In post","2022","Statistics","Female","LGBO","85","85","40410","38340"
"In post","2022","Statistics","Female","Undeclared","75","70","41440","38340"
"In post","2022","Statistics","Female","Unknown","160","150","38820","36840"
"In post","2022","Statistics","Male","Heterosexual / straight","910","890","44500","40200"
"In post","2022","Statistics","Male","LGBO","90","90","41350","37930"
"In post","2022","Statistics","Male","Undeclared","90","90","43300","38500"
"In post","2022","Statistics","Male","Unknown","200","200","41740","38020"
"In post","2022","Statistics","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Female","Heterosexual / straight","5620","5225","35590","33370"
"In post","2022","Tax","Female","LGBO","350","335","34150","33080"
"In post","2022","Tax","Female","Undeclared","600","545","37760","33370"
"In post","2022","Tax","Female","Unknown","2725","2530","30050","26820"
"In post","2022","Tax","Male","Heterosexual / straight","5880","5705","37830","33370"
"In post","2022","Tax","Male","LGBO","530","520","34080","33020"
"In post","2022","Tax","Male","Undeclared","755","720","40860","35980"
"In post","2022","Tax","Male","Unknown","3140","3040","32420","30750"
"In post","2022","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Heterosexual / straight","9985","9505","41800","36130"
"In post","2022","Unknown","Female","LGBO","785","770","38290","33720"
"In post","2022","Unknown","Female","Undeclared","760","730","43070","39660"
"In post","2022","Unknown","Female","Unknown","5745","5495","39270","32000"
"In post","2022","Unknown","Male","Heterosexual / straight","7805","7710","43810","37610"
"In post","2022","Unknown","Male","LGBO","900","890","41520","34640"
"In post","2022","Unknown","Male","Undeclared","770","760","45710","40600"
"In post","2022","Unknown","Male","Unknown","5490","5405","41750","33250"
"In post","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","Heterosexual / straight","155","150","43520","38390"
"In post","2022","Veterinarian","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Veterinarian","Female","Undeclared","35","35","44290","41980"
"In post","2022","Veterinarian","Female","Unknown","30","30","45050","42810"
"In post","2022","Veterinarian","Male","Heterosexual / straight","120","120","44060","40440"
"In post","2022","Veterinarian","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Veterinarian","Male","Undeclared","35","30","49320","51560"
"In post","2022","Veterinarian","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Heterosexual / straight","125","[c]","36710","34650"
"Leaver CS","2022","Commercial","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Heterosexual / straight","135","[c]","41560","37680"
"Leaver CS","2022","Commercial","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Unknown","35","[c]","39440","36360"
"Leaver CS","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Heterosexual / straight","135","[c]","39730","37320"
"Leaver CS","2022","Communications","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Unknown","60","[c]","38000","30730"
"Leaver CS","2022","Communications","Male","Heterosexual / straight","75","[c]","37090","36480"
"Leaver CS","2022","Communications","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Unknown","35","[c]","41980","37460"
"Leaver CS","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Heterosexual / straight","80","[c]","27710","27570"
"Leaver CS","2022","Counter Fraud","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Unknown","40","[c]","28630","27570"
"Leaver CS","2022","Counter Fraud","Male","Heterosexual / straight","70","[c]","29920","27570"
"Leaver CS","2022","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Unknown","35","[c]","30340","27570"
"Leaver CS","2022","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Female","Heterosexual / straight","235","[c]","38950","36060"
"Leaver CS","2022","Digital, Data and Technology","Female","LGBO","35","[c]","41990","36050"
"Leaver CS","2022","Digital, Data and Technology","Female","Undeclared","50","[c]","39360","37310"
"Leaver CS","2022","Digital, Data and Technology","Female","Unknown","95","[c]","41190","36840"
"Leaver CS","2022","Digital, Data and Technology","Male","Heterosexual / straight","555","[c]","43180","40000"
"Leaver CS","2022","Digital, Data and Technology","Male","LGBO","35","[c]","36440","36530"
"Leaver CS","2022","Digital, Data and Technology","Male","Undeclared","125","[c]","40880","39050"
"Leaver CS","2022","Digital, Data and Technology","Male","Unknown","250","[c]","41180","38000"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
