"Status","Year","Age","Disability","Ethnicity","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Unknown","Asian","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Asian","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Black","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Black","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Mixed","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","London","50","50","26410","25630"
"In post","2022","16-19","Unknown","Unknown","Outside London","390","375","21190","21250"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","White","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","White","Outside London","55","50","21590","21640"
"In post","2022","16-19","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","London","185","185","34890","33210"
"In post","2022","20-29","Declared disabled","Asian","Outside London","210","205","26190","26590"
"In post","2022","20-29","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","London","155","155","32140","31060"
"In post","2022","20-29","Declared disabled","Black","Outside London","55","55","26290","26590"
"In post","2022","20-29","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","London","110","110","34820","33570"
"In post","2022","20-29","Declared disabled","Mixed","Outside London","140","135","26120","25120"
"In post","2022","20-29","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","London","35","30","34290","32940"
"In post","2022","20-29","Declared disabled","Other ethnicity","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","London","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","Outside London","80","75","28210","27570"
"In post","2022","20-29","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","London","40","40","34760","31850"
"In post","2022","20-29","Declared disabled","Unknown","Outside London","90","85","26400","25680"
"In post","2022","20-29","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","White","London","1135","1125","36850","34100"
"In post","2022","20-29","Declared disabled","White","Outside London","3475","3400","26940","26030"
"In post","2022","20-29","Declared disabled","White","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","White","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Asian","London","2295","2275","34330","31060"
"In post","2022","20-29","Declared non-disabled","Asian","Outside London","3210","3120","26260","26590"
"In post","2022","20-29","Declared non-disabled","Asian","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Asian","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Black","London","1180","1170","32210","31060"
"In post","2022","20-29","Declared non-disabled","Black","Outside London","660","645","26820","26700"
"In post","2022","20-29","Declared non-disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Black","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Mixed","London","800","790","36270","33570"
"In post","2022","20-29","Declared non-disabled","Mixed","Outside London","1020","995","27070","26590"
"In post","2022","20-29","Declared non-disabled","Mixed","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Mixed","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","London","225","220","34900","31880"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","Outside London","155","150","26710","26010"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Undeclared","London","180","180","37040","33570"
"In post","2022","20-29","Declared non-disabled","Undeclared","Outside London","420","410","28580","27570"
"In post","2022","20-29","Declared non-disabled","Undeclared","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","London","170","170","35990","32850"
"In post","2022","20-29","Declared non-disabled","Unknown","Outside London","1055","1035","26110","24920"
"In post","2022","20-29","Declared non-disabled","Unknown","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","White","London","8470","8430","38790","35530"
"In post","2022","20-29","Declared non-disabled","White","Outside London","30165","29740","27190","26370"
"In post","2022","20-29","Declared non-disabled","White","Overseas","170","170","34000","33100"
"In post","2022","20-29","Declared non-disabled","White","Unknown","120","120","30240","27890"
"In post","2022","20-29","Undeclared","Asian","London","100","100","35340","33210"
"In post","2022","20-29","Undeclared","Asian","Outside London","125","120","26940","26590"
"In post","2022","20-29","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","London","55","50","33140","32320"
"In post","2022","20-29","Undeclared","Black","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","London","40","40","34870","34020"
"In post","2022","20-29","Undeclared","Mixed","Outside London","45","45","27230","27570"
"In post","2022","20-29","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","London","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","London","150","150","38070","35070"
"In post","2022","20-29","Undeclared","Undeclared","Outside London","275","270","29420","27570"
"In post","2022","20-29","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","London","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Outside London","55","50","28110","27120"
"In post","2022","20-29","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","White","London","425","420","38740","35490"
"In post","2022","20-29","Undeclared","White","Outside London","1095","1080","26890","26590"
"In post","2022","20-29","Undeclared","White","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","London","340","335","34500","33010"
"In post","2022","20-29","Unknown","Asian","Outside London","400","395","27750","26590"
"In post","2022","20-29","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Black","London","160","155","33640","32710"
"In post","2022","20-29","Unknown","Black","Outside London","75","75","28830","26590"
"In post","2022","20-29","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","London","135","135","37750","34550"
"In post","2022","20-29","Unknown","Mixed","Outside London","115","110","28740","28140"
"In post","2022","20-29","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","London","45","45","35650","32290"
"In post","2022","20-29","Unknown","Other ethnicity","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","London","60","60","36490","36200"
"In post","2022","20-29","Unknown","Undeclared","Outside London","135","130","29870","29270"
"In post","2022","20-29","Unknown","Undeclared","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","London","6065","6040","35410","32560"
"In post","2022","20-29","Unknown","Unknown","Outside London","13110","12860","26050","24880"
"In post","2022","20-29","Unknown","Unknown","Overseas","45","45","38040","37880"
"In post","2022","20-29","Unknown","Unknown","Unknown","605","605","29100","28980"
"In post","2022","20-29","Unknown","White","London","1345","1340","38270","36200"
"In post","2022","20-29","Unknown","White","Outside London","3280","3235","28700","27120"
"In post","2022","20-29","Unknown","White","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","White","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","London","225","215","39920","36650"
"In post","2022","30-39","Declared disabled","Asian","Outside London","360","340","29640","27570"
"In post","2022","30-39","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","London","210","200","36680","33080"
"In post","2022","30-39","Declared disabled","Black","Outside London","110","105","30120","27570"
"In post","2022","30-39","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","London","120","115","41180","35230"
"In post","2022","30-39","Declared disabled","Mixed","Outside London","195","185","30680","27570"
"In post","2022","30-39","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","London","30","30","46810","50500"
"In post","2022","30-39","Declared disabled","Other ethnicity","Outside London","25","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","London","50","45","45990","41750"
"In post","2022","30-39","Declared disabled","Undeclared","Outside London","200","190","30460","27570"
"In post","2022","30-39","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","London","55","50","42210","36420"
"In post","2022","30-39","Declared disabled","Unknown","Outside London","175","165","30450","27570"
"In post","2022","30-39","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","White","London","1205","1170","47350","44610"
"In post","2022","30-39","Declared disabled","White","Outside London","5845","5520","30440","27570"
"In post","2022","30-39","Declared disabled","White","Overseas","60","60","49350","51740"
"In post","2022","30-39","Declared disabled","White","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Asian","London","3005","2885","40540","35590"
"In post","2022","30-39","Declared non-disabled","Asian","Outside London","4410","4130","29520","27570"
"In post","2022","30-39","Declared non-disabled","Asian","Overseas","40","40","44760","41070"
"In post","2022","30-39","Declared non-disabled","Asian","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Black","London","1485","1450","35930","33470"
"In post","2022","30-39","Declared non-disabled","Black","Outside London","1310","1255","29440","27570"
"In post","2022","30-39","Declared non-disabled","Black","Overseas","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Black","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Mixed","London","800","780","44560","41750"
"In post","2022","30-39","Declared non-disabled","Mixed","Outside London","1100","1040","31750","28000"
"In post","2022","30-39","Declared non-disabled","Mixed","Overseas","25","25","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Mixed","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Other ethnicity","London","255","250","43120","37930"
"In post","2022","30-39","Declared non-disabled","Other ethnicity","Outside London","215","205","31570","27570"
"In post","2022","30-39","Declared non-disabled","Other ethnicity","Overseas","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Undeclared","London","380","370","44120","40000"
"In post","2022","30-39","Declared non-disabled","Undeclared","Outside London","1150","1095","32550","29290"
"In post","2022","30-39","Declared non-disabled","Undeclared","Overseas","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","London","335","320","43140","37600"
"In post","2022","30-39","Declared non-disabled","Unknown","Outside London","1815","1675","29870","27570"
"In post","2022","30-39","Declared non-disabled","Unknown","Overseas","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","White","London","10165","9880","49870","52040"
"In post","2022","30-39","Declared non-disabled","White","Outside London","46195","43655","32150","28990"
"In post","2022","30-39","Declared non-disabled","White","Overseas","520","515","45790","46550"
"In post","2022","30-39","Declared non-disabled","White","Unknown","100","100","35160","31060"
"In post","2022","30-39","Undeclared","Asian","London","135","135","40740","36650"
"In post","2022","30-39","Undeclared","Asian","Outside London","260","240","29170","27570"
"In post","2022","30-39","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Black","London","75","70","34790","31790"
"In post","2022","30-39","Undeclared","Black","Outside London","45","40","31640","27570"
"In post","2022","30-39","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Mixed","London","45","40","44560","39510"
"In post","2022","30-39","Undeclared","Mixed","Outside London","75","70","29270","27570"
"In post","2022","30-39","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Other ethnicity","London","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Other ethnicity","Outside London","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Undeclared","London","340","335","47250","44140"
"In post","2022","30-39","Undeclared","Undeclared","Outside London","870","845","33680","31180"
"In post","2022","30-39","Undeclared","Undeclared","Overseas","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","London","65","65","42770","39550"
"In post","2022","30-39","Undeclared","Unknown","Outside London","160","150","30600","27570"
"In post","2022","30-39","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","White","London","505","490","47870","46650"
"In post","2022","30-39","Undeclared","White","Outside London","2520","2375","30820","27570"
"In post","2022","30-39","Undeclared","White","Overseas","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Asian","London","315","310","42130","39840"
"In post","2022","30-39","Unknown","Asian","Outside London","430","410","33880","32770"
"In post","2022","30-39","Unknown","Asian","Overseas","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Black","London","135","135","40540","38600"
"In post","2022","30-39","Unknown","Black","Outside London","130","125","32740","30210"
"In post","2022","30-39","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Mixed","London","100","95","48920","51730"
"In post","2022","30-39","Unknown","Mixed","Outside London","135","130","34580","31160"
"In post","2022","30-39","Unknown","Mixed","Overseas","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Other ethnicity","London","35","35","42240","39630"
"In post","2022","30-39","Unknown","Other ethnicity","Outside London","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Undeclared","London","75","70","46910","42030"
"In post","2022","30-39","Unknown","Undeclared","Outside London","310","300","34210","33080"
"In post","2022","30-39","Unknown","Undeclared","Overseas","30","30","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","London","3945","3870","46670","43080"
"In post","2022","30-39","Unknown","Unknown","Outside London","11935","11390","30460","26900"
"In post","2022","30-39","Unknown","Unknown","Overseas","165","165","48760","51500"
"In post","2022","30-39","Unknown","Unknown","Unknown","480","475","37640","34360"
"In post","2022","30-39","Unknown","White","London","1105","1075","48660","48900"
"In post","2022","30-39","Unknown","White","Outside London","4605","4410","34860","33080"
"In post","2022","30-39","Unknown","White","Overseas","80","80","47640","49260"
"In post","2022","30-39","Unknown","White","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","Asian","London","390","360","37840","33280"
"In post","2022","40-49","Declared disabled","Asian","Outside London","545","485","29210","27570"
"In post","2022","40-49","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Asian","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","Black","London","240","225","35090","31060"
"In post","2022","40-49","Declared disabled","Black","Outside London","150","140","30650","27570"
"In post","2022","40-49","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Mixed","London","105","100","44500","39870"
"In post","2022","40-49","Declared disabled","Mixed","Outside London","240","220","32260","28070"
"In post","2022","40-49","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Other ethnicity","London","45","45","40350","34260"
"In post","2022","40-49","Declared disabled","Other ethnicity","Outside London","50","45","31570","28160"
"In post","2022","40-49","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Undeclared","London","80","75","39370","33790"
"In post","2022","40-49","Declared disabled","Undeclared","Outside London","390","370","30830","27570"
"In post","2022","40-49","Declared disabled","Undeclared","Overseas","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","London","50","45","42910","41370"
"In post","2022","40-49","Declared disabled","Unknown","Outside London","190","175","32420","27640"
"In post","2022","40-49","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","White","London","1235","1180","49090","43810"
"In post","2022","40-49","Declared disabled","White","Outside London","8665","8000","31550","27570"
"In post","2022","40-49","Declared disabled","White","Overseas","50","50","47760","53000"
"In post","2022","40-49","Declared disabled","White","Unknown","25","25","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Asian","London","2995","2805","40770","35150"
"In post","2022","40-49","Declared non-disabled","Asian","Outside London","3880","3530","31320","27570"
"In post","2022","40-49","Declared non-disabled","Asian","Overseas","40","40","48750","52410"
"In post","2022","40-49","Declared non-disabled","Asian","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Black","London","1690","1630","37310","33550"
"In post","2022","40-49","Declared non-disabled","Black","Outside London","1315","1265","30780","27570"
"In post","2022","40-49","Declared non-disabled","Black","Overseas","25","25","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Black","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Mixed","London","505","480","48080","43810"
"In post","2022","40-49","Declared non-disabled","Mixed","Outside London","830","775","34390","29290"
"In post","2022","40-49","Declared non-disabled","Mixed","Overseas","30","30","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Other ethnicity","London","210","200","43550","37560"
"In post","2022","40-49","Declared non-disabled","Other ethnicity","Outside London","240","225","33380","27570"
"In post","2022","40-49","Declared non-disabled","Other ethnicity","Overseas","15","15","[c]","[c]"
