"Status","Year","Organisation","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Accountant in Bankruptcy","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","HEO","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","HEO","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","HEO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AO","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AO","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AO","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Female","Heterosexual / straight","125","115","25360","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Female","Undeclared","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Female","Unknown","40","40","24320","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Male","Heterosexual / straight","70","70","25130","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Male","Unknown","40","40","24640","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G7","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G7","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","HEO","Female","Heterosexual / straight","205","185","33000","31640"
"In post","2022","Advisory, Conciliation and Arbitration Service","HEO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","HEO","Female","Undeclared","35","30","34210","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","HEO","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","HEO","Male","Heterosexual / straight","110","105","33400","34420"
"In post","2022","Advisory, Conciliation and Arbitration Service","HEO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","HEO","Male","Undeclared","30","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","HEO","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO","Female","Heterosexual / straight","55","55","42570","43440"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO","Male","Heterosexual / straight","65","60","43090","43440"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AO","Female","Heterosexual / straight","420","380","21980","21300"
"In post","2022","Animal and Plant Health Agency","AO","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AO","Female","Undeclared","55","50","21810","21300"
"In post","2022","Animal and Plant Health Agency","AO","Female","Unknown","65","60","22410","21300"
"In post","2022","Animal and Plant Health Agency","AO","Male","Heterosexual / straight","185","180","22200","21300"
"In post","2022","Animal and Plant Health Agency","AO","Male","LGBO","40","40","22290","21300"
"In post","2022","Animal and Plant Health Agency","AO","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AO","Male","Unknown","45","40","22530","21300"
"In post","2022","Animal and Plant Health Agency","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","EO","Female","Heterosexual / straight","380","365","26270","25190"
"In post","2022","Animal and Plant Health Agency","EO","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","EO","Female","Undeclared","35","30","26330","25320"
"In post","2022","Animal and Plant Health Agency","EO","Female","Unknown","45","40","26220","25980"
"In post","2022","Animal and Plant Health Agency","EO","Male","Heterosexual / straight","230","225","26570","25600"
"In post","2022","Animal and Plant Health Agency","EO","Male","LGBO","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","EO","Male","Undeclared","45","40","26610","25730"
"In post","2022","Animal and Plant Health Agency","EO","Male","Unknown","40","40","26460","26520"
"In post","2022","Animal and Plant Health Agency","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G7","Female","Heterosexual / straight","65","65","50860","49810"
"In post","2022","Animal and Plant Health Agency","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G7","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G7","Male","Heterosexual / straight","60","55","52020","52290"
"In post","2022","Animal and Plant Health Agency","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G7","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G7","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","HEO","Female","Heterosexual / straight","210","200","30830","30040"
"In post","2022","Animal and Plant Health Agency","HEO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","HEO","Female","Undeclared","35","30","31230","30610"
"In post","2022","Animal and Plant Health Agency","HEO","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","HEO","Male","Heterosexual / straight","140","140","31280","30710"
"In post","2022","Animal and Plant Health Agency","HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","HEO","Male","Undeclared","30","30","31460","31490"
"In post","2022","Animal and Plant Health Agency","HEO","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SEO","Female","Heterosexual / straight","195","180","38930","37690"
"In post","2022","Animal and Plant Health Agency","SEO","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SEO","Female","Undeclared","45","40","39670","37580"
"In post","2022","Animal and Plant Health Agency","SEO","Female","Unknown","35","30","40830","37900"
"In post","2022","Animal and Plant Health Agency","SEO","Male","Heterosexual / straight","160","160","39430","37910"
"In post","2022","Animal and Plant Health Agency","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SEO","Male","Undeclared","35","30","40550","38390"
"In post","2022","Animal and Plant Health Agency","SEO","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G7","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
