"Status","Year","Age","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","White","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Department for Work and Pensions","35","30","23940","21260"
"In post","2022","16-19","Declared non-disabled","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","HM Revenue and Customs","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
