"Status","Year","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Ministry of Defence","Outside London","705","675","39460","38070"
"In post","2022","Analysis","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","London","460","445","48520","43810"
"In post","2022","Analysis","Ministry of Justice","Outside London","100","95","37490","36050"
"In post","2022","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","25","25","46900","42850"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","105","100","38940","32010"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","120","115","46210","39080"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","60","60","39570","35000"
"In post","2022","Analysis","Office of Rail and Road","London","25","25","56150","55430"
"In post","2022","Analysis","Office of Rail and Road","Outside London","20","20","46710","44910"
"In post","2022","Analysis","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Outside London","30","30","38790","37710"
"In post","2022","Analysis","UK Export Finance","London","30","30","49920","44750"
"In post","2022","Analysis","UK Statistics Authority","London","210","210","43700","39840"
"In post","2022","Analysis","UK Statistics Authority","Outside London","1765","1690","37460","36840"
"In post","2022","Analysis","Water Services Regulation Authority","London","30","30","62630","54800"
"In post","2022","Analysis","Water Services Regulation Authority","Outside London","15","10","55030","51630"
"In post","2022","Analysis","Welsh Government","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","London","10","10","38800","34500"
"In post","2022","Commercial","Attorney General's Departments","Outside London","35","30","38910","38180"
"In post","2022","Commercial","Cabinet Office","London","845","835","72590","65000"
"In post","2022","Commercial","Cabinet Office","Outside London","1110","1095","57190","52560"
"In post","2022","Commercial","Cabinet Office","Unknown","65","60","53190","53110"
"In post","2022","Commercial","Chancellor's other departments","London","15","15","57880","49700"
"In post","2022","Commercial","Chancellor's other departments","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","London","45","40","46330","40680"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","235","225","43780","45150"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","London","25","25","43940","39020"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Education","London","15","15","53450","54170"
"In post","2022","Commercial","Department for Education","Outside London","255","245","37680","36500"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","London","15","15","35470","36910"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Outside London","200","190","36100","35900"
"In post","2022","Commercial","Department for International Trade","London","30","30","37490","38160"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","London","25","25","42800","40620"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","Outside London","10","10","34970","36340"
"In post","2022","Commercial","Department for Transport","London","125","120","50700","45200"
"In post","2022","Commercial","Department for Transport","Outside London","275","255","33740","30730"
"In post","2022","Commercial","Department for Work and Pensions","Outside London","45","45","40360","36350"
"In post","2022","Commercial","Department of Health and Social Care","London","280","275","50380","53360"
"In post","2022","Commercial","Department of Health and Social Care","Outside London","150","145","45230","39400"
"In post","2022","Commercial","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Outside London","15","10","37280","37350"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","London","15","15","67230","63000"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Outside London","140","135","39530","38500"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","5","5","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Outside London","15","15","39680","38550"
"In post","2022","Commercial","HM Revenue and Customs","London","10","5","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","Outside London","140","135","37770","33880"
"In post","2022","Commercial","HM Treasury","London","10","10","59220","39430"
"In post","2022","Commercial","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","London","50","50","39870","37000"
"In post","2022","Commercial","Ministry of Defence","Outside London","1645","1590","38140","35110"
"In post","2022","Commercial","Ministry of Defence","Overseas","35","35","48640","42170"
"In post","2022","Commercial","Ministry of Justice","London","95","95","41170","41750"
"In post","2022","Commercial","Ministry of Justice","Outside London","155","155","31290","30450"
"In post","2022","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","London","5","5","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Outside London","15","15","45900","45480"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","15","15","37610","35930"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Outside London","105","100","32850","26900"
"In post","2022","Commercial","The National Archives","London","40","35","30070","24150"
"In post","2022","Commercial","UK Export Finance","London","190","190","53260","49470"
"In post","2022","Commercial","UK Export Finance","Outside London","25","25","45110","42920"
"In post","2022","Commercial","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","Outside London","35","35","43890","37210"
"In post","2022","Commercial","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","London","65","65","42650","38010"
"In post","2022","Communications","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office","London","330","325","49000","42740"
"In post","2022","Communications","Cabinet Office","Outside London","40","40","36890","33630"
"In post","2022","Communications","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Chancellor's other departments","London","20","20","44220","43930"
"In post","2022","Communications","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","London","10","10","50820","51070"
"In post","2022","Communications","Charity Commission","Outside London","10","10","33760","29160"
"In post","2022","Communications","Competition and Markets Authority","London","35","30","49220","41670"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","London","130","125","47980","45100"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","Outside London","110","105","38100","37080"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","London","35","35","50620","43000"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Education","London","125","120","44550","40430"
"In post","2022","Communications","Department for Education","Outside London","115","110","34870","30320"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","London","125","120","42960","38750"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","Outside London","175","160","37110","36970"
"In post","2022","Communications","Department for International Trade","London","105","105","43970","38480"
"In post","2022","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","London","100","95","46370","40590"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","Outside London","15","15","36510","35600"
"In post","2022","Communications","Department for Transport","London","80","80","49140","42890"
"In post","2022","Communications","Department for Transport","Outside London","150","140","33540","30730"
"In post","2022","Communications","Department for Work and Pensions","London","115","110","42700","41880"
"In post","2022","Communications","Department for Work and Pensions","Outside London","90","80","41370","39390"
"In post","2022","Communications","Department of Health and Social Care","London","400","390","45380","40650"
"In post","2022","Communications","Department of Health and Social Care","Outside London","80","80","49000","49530"
"In post","2022","Communications","Department of Health and Social Care","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","20","20","48460","40960"
"In post","2022","Communications","Food Standards Agency","Outside London","35","30","37180","37350"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","London","95","90","50560","47340"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","Outside London","10","10","39420","39630"
"In post","2022","Communications","HM Land Registry","London","20","20","41640","37290"
"In post","2022","Communications","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs","London","140","140","53150","46450"
"In post","2022","Communications","HM Revenue and Customs","Outside London","4500","4350","29750","26820"
"In post","2022","Communications","HM Treasury","London","45","40","48920","43290"
"In post","2022","Communications","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Defence","London","100","100","50040","47500"
"In post","2022","Communications","Ministry of Defence","Outside London","505","485","33220","33000"
"In post","2022","Communications","Ministry of Defence","Overseas","10","10","[c]","[c]"
"In post","2022","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ministry of Justice","London","130","130","46180","41750"
"In post","2022","Communications","Ministry of Justice","Outside London","45","45","40130","39130"
"In post","2022","Communications","National Crime Agency","London","15","15","46250","47370"
"In post","2022","Communications","National Crime Agency","Outside London","10","10","41520","41110"
"In post","2022","Communications","Northern Ireland Office","London","10","10","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","Outside London","15","15","45620","36720"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","London","20","15","47640","42850"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","20","15","38930","39460"
"In post","2022","Communications","Office of Gas and Electricity Markets","London","30","30","49080","44960"
"In post","2022","Communications","Office of Gas and Electricity Markets","Outside London","15","15","37400","33530"
"In post","2022","Communications","Office of Qualifications and Examinations Regulation","Outside London","10","10","44270","39910"
"In post","2022","Communications","Office of Rail and Road","London","15","15","47110","38180"
"In post","2022","Communications","Office of Rail and Road","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Communications","Scottish Government","Outside London","40","40","38940","37710"
"In post","2022","Communications","The National Archives","London","20","15","33960","29780"
"In post","2022","Communications","UK Export Finance","London","65","65","56560","52500"
"In post","2022","Communications","UK Statistics Authority","London","10","10","[c]","[c]"
"In post","2022","Communications","UK Statistics Authority","Outside London","55","55","37100","36840"
"In post","2022","Communications","UK Supreme Court","London","5","5","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","London","5","5","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2022","Communications","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Attorney General's Departments","London","240","235","46740","40270"
"In post","2022","Counter Fraud","Cabinet Office","London","105","105","48040","49700"
"In post","2022","Counter Fraud","Cabinet Office","Outside London","15","15","37770","32000"
"In post","2022","Counter Fraud","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","40","40","42860","43150"
"In post","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","375","350","32500","33720"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","London","20","15","47390","45870"
"In post","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","London","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Department for Transport","Outside London","45","45","30870","30730"
"In post","2022","Counter Fraud","Department for Work and Pensions","London","1020","915","29570","30330"
"In post","2022","Counter Fraud","Department for Work and Pensions","Outside London","5355","4775","27190","27570"
"In post","2022","Counter Fraud","Department for Work and Pensions","Unknown","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Food Standards Agency","London","10","10","38660","34510"
"In post","2022","Counter Fraud","Food Standards Agency","Outside London","45","45","38160","37350"
"In post","2022","Counter Fraud","HM Revenue and Customs","London","2145","2060","39710","37930"
"In post","2022","Counter Fraud","HM Revenue and Customs","Outside London","7535","7080","33810","33080"
"In post","2022","Counter Fraud","HM Treasury","London","10","10","[c]","[c]"
"In post","2022","Counter Fraud","HM Treasury","Outside London","25","25","38520","34350"
"In post","2022","Counter Fraud","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Department for Work and Pensions","London","10","10","[c]","[c]"
"In post","2022","Debt","Department for Work and Pensions","Outside London","2430","2075","22520","21260"
"In post","2022","Debt","Department for Work and Pensions","Unknown","70","55","25610","25110"
"In post","2022","Debt","HM Revenue and Customs","London","475","420","29050","26400"
"In post","2022","Debt","HM Revenue and Customs","Outside London","3815","3470","23760","21250"
"In post","2022","Debt","HM Treasury","London","15","15","59190","49590"
"In post","2022","Debt","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","London","90","90","43760","40170"
"In post","2022","Digital, Data & Technology","Attorney General's Departments","Outside London","105","105","37470","32860"
"In post","2022","Digital, Data & Technology","Cabinet Office","London","940","925","52370","54700"
"In post","2022","Digital, Data & Technology","Cabinet Office","Outside London","295","290","43230","39360"
"In post","2022","Digital, Data & Technology","Cabinet Office","Unknown","35","35","40270","37300"
"In post","2022","Digital, Data & Technology","Chancellor's other departments","London","10","10","52750","47500"
"In post","2022","Digital, Data & Technology","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Charity Commission","Outside London","50","50","34430","29160"
"In post","2022","Digital, Data & Technology","Competition and Markets Authority","London","70","70","57770","58030"
"In post","2022","Digital, Data & Technology","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","200","195","45710","41560"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","1850","1770","39680","39650"
"In post","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Overseas","25","25","34420","37420"
"In post","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","10","10","60860","58600"
"In post","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Department for Education","London","255","250","48070","53420"
"In post","2022","Digital, Data & Technology","Department for Education","Outside London","735","715","39790","36500"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","115","110","47450","42170"
"In post","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","810","790","41840","40600"
"In post","2022","Digital, Data & Technology","Department for International Trade","London","150","150","48110","47000"
"In post","2022","Digital, Data & Technology","Department for International Trade","Outside London","15","15","43140","47980"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","95","90","49960","53130"
"In post","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Outside London","85","80","40380","40720"
"In post","2022","Digital, Data & Technology","Department for Transport","London","85","80","45440","42470"
"In post","2022","Digital, Data & Technology","Department for Transport","Outside London","1195","1175","39140","36040"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","London","240","240","47660","41820"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","Outside London","3870","3710","41750","36490"
"In post","2022","Digital, Data & Technology","Department for Work and Pensions","Unknown","15","15","48760","52000"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","London","345","340","44610","40650"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","Outside London","115","110","40170","36820"
"In post","2022","Digital, Data & Technology","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","London","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Food Standards Agency","Outside London","50","50","45810","41520"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","35","30","44020","41740"
"In post","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","310","305","42160","38760"
"In post","2022","Digital, Data & Technology","HM Land Registry","London","40","40","41300","37290"
"In post","2022","Digital, Data & Technology","HM Land Registry","Outside London","665","630","37650","38450"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","London","310","300","50720","43810"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","Outside London","2710","2620","40850","40180"
"In post","2022","Digital, Data & Technology","HM Treasury","London","60","60","50730","45770"
"In post","2022","Digital, Data & Technology","HM Treasury","Outside London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Defence","London","235","230","39060","34640"
"In post","2022","Digital, Data & Technology","Ministry of Defence","Outside London","2930","2860","34180","33290"
"In post","2022","Digital, Data & Technology","Ministry of Defence","Overseas","45","45","30910","33000"
"In post","2022","Digital, Data & Technology","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ministry of Justice","London","655","645","51190","50430"
"In post","2022","Digital, Data & Technology","Ministry of Justice","Outside London","615","610","41480","36050"
"In post","2022","Digital, Data & Technology","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","London","95","95","49290","48900"
"In post","2022","Digital, Data & Technology","National Crime Agency","Outside London","175","165","39180","36740"
"In post","2022","Digital, Data & Technology","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","20","20","51320","42850"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","55","55","44480","39660"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","London","40","40","55160","50540"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","35","35","52410","52000"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","20","20","41830","39540"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","London","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","Outside London","245","240","39460","36360"
"In post","2022","Digital, Data & Technology","The National Archives","London","130","130","40430","40000"
"In post","2022","Digital, Data & Technology","UK Export Finance","London","30","30","56420","52940"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","London","30","30","47320","41320"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","Outside London","635","620","41640","37500"
"In post","2022","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","Outside London","20","20","47210","46180"
"In post","2022","Digital, Data & Technology","Welsh Government","Outside London","10","10","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","London","70","70","41940","35520"
"In post","2022","Finance","Attorney General's Departments","Outside London","75","70","29250","25480"
"In post","2022","Finance","Cabinet Office","London","95","90","47730","42760"
"In post","2022","Finance","Cabinet Office","Outside London","45","45","47360","46090"
"In post","2022","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","London","35","30","48610","45860"
"In post","2022","Finance","Charity Commission","Outside London","10","10","36620","33810"
"In post","2022","Finance","Competition and Markets Authority","London","15","15","46330","38060"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","London","150","145","52610","53290"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","Outside London","190","180","38070","34170"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","London","60","60","52100","55860"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Outside London","10","10","52390","56360"
"In post","2022","Finance","Department for Education","London","170","165","49320","46510"
"In post","2022","Finance","Department for Education","Outside London","1105","1070","39360","36500"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","London","60","60","47450","41110"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","Outside London","395","380","40460","37080"
"In post","2022","Finance","Department for International Trade","London","90","90","47800","44720"
"In post","2022","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","London","80","75","53090","53130"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","Outside London","60","60","45210","40720"
"In post","2022","Finance","Department for Transport","London","150","150","52640","54110"
"In post","2022","Finance","Department for Transport","Outside London","325","305","35470","31380"
"In post","2022","Finance","Department for Work and Pensions","London","280","270","44720","39960"
"In post","2022","Finance","Department for Work and Pensions","Outside London","1675","1560","37090","34290"
"In post","2022","Finance","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","London","320","320","44970","40650"
"In post","2022","Finance","Department of Health and Social Care","Outside London","320","305","39490","36820"
"In post","2022","Finance","Department of Health and Social Care","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Outside London","45","45","42770","38760"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","London","125","125","51230","49400"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Outside London","190","180","40030","38300"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","London","35","35","49650","44260"
"In post","2022","Finance","HM Land Registry","Outside London","15","15","48060","49110"
"In post","2022","Finance","HM Revenue and Customs","London","505","485","49020","43810"
"In post","2022","Finance","HM Revenue and Customs","Outside London","2260","2015","31350","26820"
"In post","2022","Finance","HM Treasury","London","105","100","53150","55840"
"In post","2022","Finance","HM Treasury","Outside London","20","20","41260","39980"
"In post","2022","Finance","Ministry of Defence","London","200","195","48950","44500"
"In post","2022","Finance","Ministry of Defence","Outside London","1840","1765","37030","33300"
"In post","2022","Finance","Ministry of Defence","Overseas","35","35","34830","33300"
"In post","2022","Finance","Ministry of Justice","London","330","320","47500","42410"
"In post","2022","Finance","Ministry of Justice","Outside London","380","370","38070","36050"
"In post","2022","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","National Crime Agency","London","10","10","[c]","[c]"
"In post","2022","Finance","National Crime Agency","Outside London","50","45","36430","36740"
"In post","2022","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland Office","Outside London","10","10","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","30","30","40590","32010"
"In post","2022","Finance","Office of Gas and Electricity Markets","London","15","15","43920","43850"
"In post","2022","Finance","Office of Gas and Electricity Markets","Outside London","20","15","46760","42200"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","Outside London","10","10","31960","23720"
"In post","2022","Finance","Office of Rail and Road","London","5","5","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Scottish Government","Outside London","150","145","35880","32380"
"In post","2022","Finance","The National Archives","London","10","10","43840","45000"
