"Status","Year","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Liverpool","380","360","37230","30130"
"In post","2022","Attorney General's Departments","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Manchester","375","345","40470","38000"
"In post","2022","Attorney General's Departments","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Kent","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Mid Lancashire","180","170","39820","38000"
"In post","2022","Attorney General's Departments","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Norwich and East Norfolk","80","70","35210","27260"
"In post","2022","Attorney General's Departments","Nottingham","300","280","37830","30930"
"In post","2022","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Portsmouth","110","105","42130","33290"
"In post","2022","Attorney General's Departments","Redbridge and Waltham Forest","15","15","34400","24590"
"In post","2022","Attorney General's Departments","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Sheffield","140","125","35150","28430"
"In post","2022","Attorney General's Departments","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Hampshire","155","145","43390","39750"
"In post","2022","Attorney General's Departments","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Teesside","90","80","38730","32370"
"In post","2022","Attorney General's Departments","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Stoke-on-Trent","60","55","42740","48080"
"In post","2022","Attorney General's Departments","Suffolk CC","35","30","40170","34480"
"In post","2022","Attorney General's Departments","Swansea","80","75","41380","38180"
"In post","2022","Attorney General's Departments","Swindon","10","10","36050","34480"
"In post","2022","Attorney General's Departments","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tyneside","255","235","39120","34480"
"In post","2022","Attorney General's Departments","Wakefield","70","70","35890","30130"
"In post","2022","Attorney General's Departments","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warrington","25","25","48780","43750"
"In post","2022","Attorney General's Departments","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Cumbria","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","15","15","43510","48080"
"In post","2022","Attorney General's Departments","West Surrey","65","65","45130","40800"
"In post","2022","Attorney General's Departments","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Westminster","4660","4385","50300","51250"
"In post","2022","Attorney General's Departments","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Worcestershire CC","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","York","170","165","41790","38180"
"In post","2022","Cabinet Office","Ards and North Down","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","55","55","55340","49700"
"In post","2022","Cabinet Office","Belfast","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire","35","35","39550","30630"
"In post","2022","Cabinet Office","Birmingham","205","205","48400","38310"
"In post","2022","Cabinet Office","Blackpool","40","35","56170","58210"
"In post","2022","Cabinet Office","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bristol, City of","135","130","50770","49700"
"In post","2022","Cabinet Office","Buckinghamshire","10","10","52830","60920"
"In post","2022","Cabinet Office","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cambridgeshire CC","15","15","47460","33300"
"In post","2022","Cabinet Office","Camden and City of London","70","70","56280","54700"
"In post","2022","Cabinet Office","Cardiff and Vale of Glamorgan","50","45","43110","37300"
"In post","2022","Cabinet Office","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Central Hampshire","45","40","64070","64750"
"In post","2022","Cabinet Office","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","City of Edinburgh","30","30","35390","32000"
"In post","2022","Cabinet Office","Coventry","10","10","66610","63110"
"In post","2022","Cabinet Office","Croydon","20","20","62640","65320"
"In post","2022","Cabinet Office","Darlington","15","15","62900","62010"
"In post","2022","Cabinet Office","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Dorset","10","10","37040","33630"
"In post","2022","Cabinet Office","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Glasgow City","250","245","42310","33130"
"In post","2022","Cabinet Office","Gloucestershire CC","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester South West","245","240","43730","37300"
"In post","2022","Cabinet Office","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Hertfordshire CC","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Leeds","270","260","47800","49700"
"In post","2022","Cabinet Office","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Lewisham and Southwark","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Liverpool","470","465","40210","38330"
"In post","2022","Cabinet Office","Manchester","165","160","48080","49700"
"In post","2022","Cabinet Office","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Milton Keynes","90","85","34410","33300"
"In post","2022","Cabinet Office","Monmouthshire and Newport","150","150","36680","31250"
"In post","2022","Cabinet Office","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North Hampshire","25","25","45390","40600"
"In post","2022","Cabinet Office","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North Yorkshire CC","20","20","46000","45420"
"In post","2022","Cabinet Office","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Norwich and East Norfolk","225","215","41950","38980"
"In post","2022","Cabinet Office","Nottingham","55","50","52060","49700"
"In post","2022","Cabinet Office","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Peterborough","10","10","63300","68150"
"In post","2022","Cabinet Office","Plymouth","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Portsmouth","15","15","44500","33300"
"In post","2022","Cabinet Office","Sefton","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Sheffield","85","80","50370","49700"
"In post","2022","Cabinet Office","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Solihull","5","5","[c]","[c]"
"In post","2022","Cabinet Office","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South Hampshire","10","10","[c]","[c]"
"In post","2022","Cabinet Office","South Lanarkshire","10","10","70310","64860"
"In post","2022","Cabinet Office","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Swindon","15","15","44730","37300"
"In post","2022","Cabinet Office","Telford and Wrekin","20","20","69660","64500"
"In post","2022","Cabinet Office","Tower Hamlets","1085","1065","52140","54700"
"In post","2022","Cabinet Office","Tyneside","460","435","29460","25550"
"In post","2022","Cabinet Office","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office","Wakefield","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Cumbria","5","5","[c]","[c]"
"In post","2022","Cabinet Office","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Surrey","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Westminster","5405","5340","49590","40600"
"In post","2022","Cabinet Office","Wiltshire","60","60","66690","63750"
"In post","2022","Cabinet Office","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Wolverhampton","5","5","[c]","[c]"
"In post","2022","Cabinet Office","York","545","520","32540","32000"
"In post","2022","Chancellor's other departments","Camden and City of London","210","195","65470","57250"
"In post","2022","Chancellor's other departments","City of Edinburgh","10","10","73790","69690"
"In post","2022","Chancellor's other departments","Durham","20","20","47120","47870"
"In post","2022","Chancellor's other departments","Glasgow City","15","15","42130","41310"
"In post","2022","Chancellor's other departments","Mid Lancashire","20","20","43160","40290"
"In post","2022","Chancellor's other departments","Westminster","145","145","53320","47940"
"In post","2022","Charity Commission","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2022","Charity Commission","Sefton","345","325","31850","29160"
"In post","2022","Charity Commission","Somerset CC","35","35","31780","29540"
"In post","2022","Charity Commission","Westminster","80","80","44120","37910"
"In post","2022","Competition and Markets Authority","Belfast","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","City of Edinburgh","55","55","58200","55860"
"In post","2022","Competition and Markets Authority","Tower Hamlets","795","770","61480","57060"
"In post","2022","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","140","135","46810","37990"
"In post","2022","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","20","20","35040","33130"
"In post","2022","Department for Business, Energy and Industrial Strategy","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Bedford","10","10","36430","36190"
"In post","2022","Department for Business, Energy and Industrial Strategy","Belfast","25","25","26720","24500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Berkshire","50","45","41240","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Birmingham","715","685","34940","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","Blackpool","40","35","34880","32170"
"In post","2022","Department for Business, Energy and Industrial Strategy","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Brighton and Hove","15","15","33030","28280"
"In post","2022","Department for Business, Energy and Industrial Strategy","Bristol, City of","100","95","38090","34390"
"In post","2022","Department for Business, Energy and Industrial Strategy","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","25","25","37240","36770"
"In post","2022","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","1320","1225","31280","27070"
"In post","2022","Department for Business, Energy and Industrial Strategy","Central Hampshire","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","City of Edinburgh","160","150","30270","24500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Croydon","65","60","34210","28010"
"In post","2022","Department for Business, Energy and Industrial Strategy","Darlington","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Devon CC","1810","1720","40230","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Glasgow City","95","85","31950","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","245","240","41020","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy","Hackney and Newham","230","220","42460","38510"
"In post","2022","Department for Business, Energy and Industrial Strategy","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","25","25","35890","34260"
"In post","2022","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Hertfordshire CC","35","35","40870","38510"
"In post","2022","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","90","90","43030","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","15","33600","32730"
"In post","2022","Department for Business, Energy and Industrial Strategy","Isle of Anglesey","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Leeds","190","180","32600","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","35","35","33920","33050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Manchester","315","300","32370","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","Medway","50","50","27460","25010"
"In post","2022","Department for Business, Energy and Industrial Strategy","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","1655","1565","37990","31300"
"In post","2022","Department for Business, Energy and Industrial Strategy","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","North Hampshire","40","35","34880","34500"
"In post","2022","Department for Business, Energy and Industrial Strategy","North Yorkshire CC","10","10","32820","32730"
"In post","2022","Department for Business, Energy and Industrial Strategy","Nottingham","180","170","30530","29260"
"In post","2022","Department for Business, Energy and Industrial Strategy","Overseas","30","30","36040","37420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Oxfordshire CC","45","40","37170","33130"
"In post","2022","Department for Business, Energy and Industrial Strategy","Plymouth","55","55","29570","27720"
"In post","2022","Department for Business, Energy and Industrial Strategy","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Shetland Islands","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Shropshire","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South Hampshire","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South Nottinghamshire","10","10","35020","35010"
"In post","2022","Department for Business, Energy and Industrial Strategy","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","South West Wales","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Southampton","35","30","33580","34390"
"In post","2022","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","25","25","31790","31000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Suffolk CC","110","105","30390","29940"
"In post","2022","Department for Business, Energy and Industrial Strategy","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Swindon","110","105","44590","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Tyneside","215","200","32230","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","Wandsworth","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Westminster","5540","5420","49460","52300"
"In post","2022","Department for Business, Energy and Industrial Strategy","Wiltshire","15","15","32880","32770"
"In post","2022","Department for Business, Energy and Industrial Strategy","Wirral","45","45","33270","33720"
"In post","2022","Department for Business, Energy and Industrial Strategy","York","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Birmingham","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Bristol, City of","15","15","45280","47070"
"In post","2022","Department for Digital, Culture, Media and Sport","Cardiff and Vale of Glamorgan","15","15","46060","47070"
"In post","2022","Department for Digital, Culture, Media and Sport","City of Edinburgh","15","15","35570","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Glasgow City","10","10","43130","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Leeds","15","15","42040","38020"
"In post","2022","Department for Digital, Culture, Media and Sport","Liverpool","10","10","38430","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Manchester","110","110","41700","34960"
"In post","2022","Department for Digital, Culture, Media and Sport","Nottingham","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Tyneside","20","20","39160","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Westminster","1785","1755","47680","51730"
"In post","2022","Department for Education","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2022","Department for Education","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Berkshire","[c]","[c]","[c]","[c]"
