"Status","Year","Age","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Undeclared","Male","865","860","32230","30210"
"In post","2022","20-29","Unknown","Female","11130","10905","28710","27060"
"In post","2022","20-29","Unknown","Male","10140","10060","29210","27230"
"In post","2022","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Female","28235","27725","29700","27570"
"In post","2022","20-29","White","Male","21490","21385","30160","27570"
"In post","2022","20-29","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Female","4760","4360","34000","30450"
"In post","2022","30-39","Asian","Male","4460","4380","34520","31060"
"In post","2022","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Female","2280","2175","33340","31060"
"In post","2022","30-39","Black","Male","1250","1235","33460","31060"
"In post","2022","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Female","1545","1455","36360","32330"
"In post","2022","30-39","Mixed","Male","1065","1055","38420","33900"
"In post","2022","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Female","360","340","37960","33430"
"In post","2022","30-39","Other ethnicity","Male","265","265","38220","34550"
"In post","2022","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Female","1270","1165","34950","31060"
"In post","2022","30-39","Undeclared","Male","2180","2155","37180","33370"
"In post","2022","30-39","Unknown","Female","9540","8835","33860","29230"
"In post","2022","30-39","Unknown","Male","9615","9515","34920","31060"
"In post","2022","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Female","40065","36745","34680","30830"
"In post","2022","30-39","White","Male","32880","32620","36160","32760"
"In post","2022","30-39","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Female","5150","4550","35200","30540"
"In post","2022","40-49","Asian","Male","3845","3745","36160","31060"
"In post","2022","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Black","Female","2350","2215","34590","31060"
"In post","2022","40-49","Black","Male","1495","1480","35180","31880"
"In post","2022","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Mixed","Female","1140","1045","38650","33300"
"In post","2022","40-49","Mixed","Male","775","760","40200","35300"
"In post","2022","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Other ethnicity","Female","340","310","37420","31880"
"In post","2022","40-49","Other ethnicity","Male","295","295","40380","34750"
"In post","2022","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Female","1970","1775","34940","30860"
"In post","2022","40-49","Undeclared","Male","2860","2820","38150","33520"
"In post","2022","40-49","Unknown","Female","7155","6510","36210","30210"
"In post","2022","40-49","Unknown","Male","6505","6395","38960","33290"
"In post","2022","40-49","White","Female","47200","42450","36140","30950"
"In post","2022","40-49","White","Male","35410","35025","39170","33520"
"In post","2022","40-49","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Asian","Female","3600","3275","33640","29500"
"In post","2022","50-59","Asian","Male","2460","2405","35520","30810"
"In post","2022","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Black","Female","3515","3355","33690","31020"
"In post","2022","50-59","Black","Male","1990","1955","35250","31650"
"In post","2022","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Mixed","Female","935","870","35350","30620"
"In post","2022","50-59","Mixed","Male","715","695","38600","33520"
"In post","2022","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Other ethnicity","Female","295","275","37350","31090"
"In post","2022","50-59","Other ethnicity","Male","320","315","38310","33370"
"In post","2022","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Undeclared","Female","3315","3005","32800","28670"
"In post","2022","50-59","Undeclared","Male","4355","4235","37330","33370"
"In post","2022","50-59","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Female","6410","5850","34210","27570"
"In post","2022","50-59","Unknown","Male","6825","6585","38410","33370"
"In post","2022","50-59","White","Female","59650","54180","33370","27570"
"In post","2022","50-59","White","Male","48645","47420","38180","33300"
"In post","2022","50-59","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Female","960","795","30550","27770"
"In post","2022","60-64","Asian","Male","645","595","34580","29500"
"In post","2022","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Female","880","790","30670","28760"
"In post","2022","60-64","Black","Male","540","510","33420","31020"
"In post","2022","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Female","230","195","31000","27570"
"In post","2022","60-64","Mixed","Male","170","155","38930","33580"
"In post","2022","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Female","90","75","32910","30390"
"In post","2022","60-64","Other ethnicity","Male","95","85","40940","33370"
"In post","2022","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Female","975","785","30880","27570"
"In post","2022","60-64","Undeclared","Male","1220","1035","35580","32320"
"In post","2022","60-64","Unknown","Female","1685","1380","29620","24900"
"In post","2022","60-64","Unknown","Male","1845","1610","34900","31000"
"In post","2022","60-64","White","Female","16795","13250","29500","26990"
"In post","2022","60-64","White","Male","14430","12365","35140","30780"
"In post","2022","60-64","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","Female","395","295","28680","26400"
"In post","2022","65+","Asian","Male","365","305","32880","28920"
"In post","2022","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Black","Female","225","190","29910","26400"
"In post","2022","65+","Black","Male","180","160","30650","28540"
"In post","2022","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Mixed","Female","60","50","28510","27120"
"In post","2022","65+","Mixed","Male","65","55","35380","30840"
"In post","2022","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Female","30","25","30660","27650"
"In post","2022","65+","Other ethnicity","Male","35","30","37930","29400"
"In post","2022","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Female","285","210","28470","26950"
"In post","2022","65+","Undeclared","Male","420","325","35960","31880"
"In post","2022","65+","Unknown","Female","485","365","30740","26130"
"In post","2022","65+","Unknown","Male","660","510","33790","29080"
"In post","2022","65+","White","Female","4420","3260","28250","25260"
"In post","2022","65+","White","Male","4955","3915","33390","27930"
"In post","2022","65+","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Female","15","10","[c]","[c]"
"In post","2022","Unknown","White","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Male","50","[c]","19360","18650"
"Leaver CS","2022","16-19","White","Female","50","[c]","21090","21260"
"Leaver CS","2022","16-19","White","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Female","435","[c]","27570","27400"
"Leaver CS","2022","20-29","Asian","Male","390","[c]","27020","26270"
"Leaver CS","2022","20-29","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Female","310","[c]","28420","27760"
"Leaver CS","2022","20-29","Black","Male","135","[c]","28630","27570"
"Leaver CS","2022","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Female","210","[c]","26300","26100"
"Leaver CS","2022","20-29","Mixed","Male","145","[c]","28040","26350"
"Leaver CS","2022","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Female","45","[c]","29750","28050"
"Leaver CS","2022","20-29","Other ethnicity","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Female","90","[c]","27020","24000"
"Leaver CS","2022","20-29","Undeclared","Male","140","[c]","27990","26360"
"Leaver CS","2022","20-29","Unknown","Female","1810","[c]","25170","22680"
"Leaver CS","2022","20-29","Unknown","Male","1590","[c]","26380","24180"
"Leaver CS","2022","20-29","White","Female","2865","[c]","26310","24610"
"Leaver CS","2022","20-29","White","Male","2485","[c]","26960","25000"
"Leaver CS","2022","20-29","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","Female","335","[c]","33090","28970"
"Leaver CS","2022","30-39","Asian","Male","275","[c]","35900","31060"
"Leaver CS","2022","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Female","210","[c]","32480","31060"
"Leaver CS","2022","30-39","Black","Male","140","[c]","33510","31060"
"Leaver CS","2022","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Female","140","[c]","33020","31060"
"Leaver CS","2022","30-39","Mixed","Male","80","[c]","35960","31060"
"Leaver CS","2022","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Female","125","[c]","35190","32330"
"Leaver CS","2022","30-39","Undeclared","Male","150","[c]","38290","36840"
"Leaver CS","2022","30-39","Unknown","Female","970","[c]","32600","27570"
"Leaver CS","2022","30-39","Unknown","Male","1065","[c]","34880","30770"
"Leaver CS","2022","30-39","White","Female","2315","[c]","33240","28890"
"Leaver CS","2022","30-39","White","Male","2195","[c]","35040","30570"
"Leaver CS","2022","30-39","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Female","210","[c]","37780","31060"
"Leaver CS","2022","40-49","Asian","Male","180","[c]","39410","31060"
"Leaver CS","2022","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Female","160","[c]","35990","31060"
"Leaver CS","2022","40-49","Black","Male","95","[c]","38460","35970"
"Leaver CS","2022","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","Female","60","[c]","39470","32510"
"Leaver CS","2022","40-49","Mixed","Male","50","[c]","35190","28430"
"Leaver CS","2022","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Female","85","[c]","32950","28650"
"Leaver CS","2022","40-49","Undeclared","Male","125","[c]","40360","34460"
"Leaver CS","2022","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Female","700","[c]","37230","28650"
"Leaver CS","2022","40-49","Unknown","Male","595","[c]","40250","31530"
"Leaver CS","2022","40-49","White","Female","2100","[c]","36410","28810"
"Leaver CS","2022","40-49","White","Male","1510","[c]","38720","31880"
"Leaver CS","2022","40-49","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","Female","150","[c]","37260","29290"
"Leaver CS","2022","50-59","Asian","Male","105","[c]","42640","31060"
"Leaver CS","2022","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","Female","140","[c]","33540","29920"
"Leaver CS","2022","50-59","Black","Male","95","[c]","36360","30760"
"Leaver CS","2022","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","Female","60","[c]","38170","28710"
"Leaver CS","2022","50-59","Mixed","Male","45","[c]","38210","30810"
"Leaver CS","2022","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Female","175","[c]","34070","27570"
"Leaver CS","2022","50-59","Undeclared","Male","230","[c]","39340","34290"
"Leaver CS","2022","50-59","Unknown","Female","620","[c]","37460","27570"
"Leaver CS","2022","50-59","Unknown","Male","660","[c]","38520","31540"
"Leaver CS","2022","50-59","White","Female","3290","[c]","34590","27570"
"Leaver CS","2022","50-59","White","Male","2605","[c]","37910","31800"
"Leaver CS","2022","50-59","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Female","80","[c]","34220","29080"
"Leaver CS","2022","60-64","Asian","Male","65","[c]","41340","34260"
"Leaver CS","2022","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Female","75","[c]","33350","30330"
"Leaver CS","2022","60-64","Black","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Female","155","[c]","30560","27570"
"Leaver CS","2022","60-64","Undeclared","Male","250","[c]","35170","32860"
"Leaver CS","2022","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Female","295","[c]","30720","25280"
"Leaver CS","2022","60-64","Unknown","Male","400","[c]","39910","35000"
"Leaver CS","2022","60-64","White","Female","2555","[c]","33060","27570"
"Leaver CS","2022","60-64","White","Male","2255","[c]","39740","34290"
"Leaver CS","2022","60-64","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Female","85","[c]","31430","25630"
"Leaver CS","2022","65+","Asian","Male","80","[c]","32950","27900"
"Leaver CS","2022","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Female","110","[c]","27660","26120"
"Leaver CS","2022","65+","Undeclared","Male","145","[c]","32590","28340"
"Leaver CS","2022","65+","Unknown","Female","195","[c]","30270","23780"
"Leaver CS","2022","65+","Unknown","Male","260","[c]","35150","30220"
"Leaver CS","2022","65+","White","Female","1945","[c]","27560","25110"
"Leaver CS","2022","65+","White","Male","1905","[c]","32890","27570"
"Leaver CS","2022","65+","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Female","470","[c]","29630","28110"
"Leaver Dept.","2022","20-29","Asian","Male","335","[c]","29320","27930"
"Leaver Dept.","2022","20-29","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Female","235","[c]","29850","28590"
"Leaver Dept.","2022","20-29","Black","Male","65","[c]","28510","27500"
"Leaver Dept.","2022","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Female","155","[c]","30890","29500"
"Leaver Dept.","2022","20-29","Mixed","Male","95","[c]","32820","30200"
"Leaver Dept.","2022","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other ethnicity","Female","40","[c]","29650","28570"
"Leaver Dept.","2022","20-29","Other ethnicity","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Female","85","[c]","31630","29540"
"Leaver Dept.","2022","20-29","Undeclared","Male","105","[c]","32060","29630"
"Leaver Dept.","2022","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Female","995","[c]","30660","32000"
"Leaver Dept.","2022","20-29","Unknown","Male","820","[c]","32580","32000"
"Leaver Dept.","2022","20-29","White","Female","2295","[c]","30530","28520"
"Leaver Dept.","2022","20-29","White","Male","1460","[c]","30920","28560"
"Leaver Dept.","2022","20-29","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Asian","Female","405","[c]","34850","31060"
"Leaver Dept.","2022","30-39","Asian","Male","365","[c]","35230","31060"
"Leaver Dept.","2022","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Black","Female","260","[c]","35080","32000"
"Leaver Dept.","2022","30-39","Black","Male","105","[c]","34830","31520"
"Leaver Dept.","2022","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Mixed","Female","140","[c]","37970","33960"
"Leaver Dept.","2022","30-39","Mixed","Male","80","[c]","40370","37660"
"Leaver Dept.","2022","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other ethnicity","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other ethnicity","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Female","155","[c]","39340","37140"
"Leaver Dept.","2022","30-39","Undeclared","Male","135","[c]","38220","36660"
"Leaver Dept.","2022","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Female","630","[c]","38490","33210"
"Leaver Dept.","2022","30-39","Unknown","Male","605","[c]","39330","33590"
"Leaver Dept.","2022","30-39","White","Female","2190","[c]","38500","35400"
"Leaver Dept.","2022","30-39","White","Male","1660","[c]","38620","35070"
"Leaver Dept.","2022","30-39","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Female","325","[c]","41280","33000"
"Leaver Dept.","2022","40-49","Asian","Male","225","[c]","41440","37260"
"Leaver Dept.","2022","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Female","210","[c]","36580","33480"
"Leaver Dept.","2022","40-49","Black","Male","120","[c]","39770","34550"
"Leaver Dept.","2022","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Female","65","[c]","41960","40470"
"Leaver Dept.","2022","40-49","Mixed","Male","35","[c]","49710","52990"
"Leaver Dept.","2022","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
