"Status","Year","Disability","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Female","Heterosexual / straight","310","295","32610","31060"
"In post","2022","Undeclared","Black","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Black","Female","Undeclared","70","65","33080","31060"
"In post","2022","Undeclared","Black","Female","Unknown","70","60","31360","31060"
"In post","2022","Undeclared","Black","Male","Heterosexual / straight","200","195","34750","31930"
"In post","2022","Undeclared","Black","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Black","Male","Undeclared","35","30","34620","31550"
"In post","2022","Undeclared","Black","Male","Unknown","65","60","31190","31650"
"In post","2022","Undeclared","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Female","Heterosexual / straight","135","130","36140","31060"
"In post","2022","Undeclared","Mixed","Female","LGBO","30","25","[c]","[c]"
"In post","2022","Undeclared","Mixed","Female","Undeclared","45","40","32790","29870"
"In post","2022","Undeclared","Mixed","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Mixed","Male","Heterosexual / straight","125","120","35550","31650"
"In post","2022","Undeclared","Mixed","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Undeclared","Mixed","Male","Undeclared","50","45","35050","31980"
"In post","2022","Undeclared","Mixed","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Female","Undeclared","15","10","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Male","Heterosexual / straight","30","30","32920","29700"
"In post","2022","Undeclared","Other ethnicity","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Male","Undeclared","30","30","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Female","Heterosexual / straight","160","150","32690","29160"
"In post","2022","Undeclared","Undeclared","Female","LGBO","20","15","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Female","Undeclared","2085","1905","35030","31650"
"In post","2022","Undeclared","Undeclared","Female","Unknown","150","130","33530","27570"
"In post","2022","Undeclared","Undeclared","Male","Heterosexual / straight","225","220","34670","30930"
"In post","2022","Undeclared","Undeclared","Male","LGBO","60","55","35940","31650"
"In post","2022","Undeclared","Undeclared","Male","Undeclared","4155","4015","37750","33510"
"In post","2022","Undeclared","Undeclared","Male","Unknown","215","205","36160","33370"
"In post","2022","Undeclared","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","Heterosexual / straight","80","70","30180","26820"
"In post","2022","Undeclared","Unknown","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","Undeclared","210","185","32340","28750"
"In post","2022","Undeclared","Unknown","Female","Unknown","195","175","30980","27570"
"In post","2022","Undeclared","Unknown","Male","Heterosexual / straight","70","70","36910","33250"
"In post","2022","Undeclared","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","Undeclared","265","255","35450","32040"
"In post","2022","Undeclared","Unknown","Male","Unknown","275","255","33140","31650"
"In post","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Female","Heterosexual / straight","5250","4775","31740","27570"
"In post","2022","Undeclared","White","Female","LGBO","500","490","32250","28200"
"In post","2022","Undeclared","White","Female","Undeclared","1645","1485","32190","27850"
"In post","2022","Undeclared","White","Female","Unknown","855","730","29010","27570"
"In post","2022","Undeclared","White","Male","Heterosexual / straight","4940","4745","34150","31650"
"In post","2022","Undeclared","White","Male","LGBO","415","405","34720","30830"
"In post","2022","Undeclared","White","Male","Undeclared","1740","1660","35530","32460"
"In post","2022","Undeclared","White","Male","Unknown","1265","1140","32040","31650"
"In post","2022","Undeclared","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Female","Heterosexual / straight","1010","970","36720","32960"
"In post","2022","Unknown","Asian","Female","LGBO","30","30","38350","33330"
"In post","2022","Unknown","Asian","Female","Undeclared","65","60","41350","34970"
"In post","2022","Unknown","Asian","Female","Unknown","460","425","37040","32330"
"In post","2022","Unknown","Asian","Male","Heterosexual / straight","785","775","36980","33060"
"In post","2022","Unknown","Asian","Male","LGBO","30","25","[c]","[c]"
"In post","2022","Unknown","Asian","Male","Undeclared","45","45","38260","36500"
"In post","2022","Unknown","Asian","Male","Unknown","405","395","37330","33190"
"In post","2022","Unknown","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Female","Heterosexual / straight","475","465","36700","33030"
"In post","2022","Unknown","Black","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Female","Undeclared","35","30","37460","34710"
"In post","2022","Unknown","Black","Female","Unknown","185","175","35700","31020"
"In post","2022","Unknown","Black","Male","Heterosexual / straight","270","265","37910","33760"
"In post","2022","Unknown","Black","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Male","Unknown","115","115","38350","33370"
"In post","2022","Unknown","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Female","Heterosexual / straight","285","270","36770","32790"
"In post","2022","Unknown","Mixed","Female","LGBO","30","25","[c]","[c]"
"In post","2022","Unknown","Mixed","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Female","Unknown","80","75","38790","33190"
"In post","2022","Unknown","Mixed","Male","Heterosexual / straight","205","205","40700","37560"
"In post","2022","Unknown","Mixed","Male","LGBO","30","30","[c]","[c]"
"In post","2022","Unknown","Mixed","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Male","Unknown","65","65","38680","33460"
"In post","2022","Unknown","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Female","Heterosexual / straight","70","70","35890","32770"
"In post","2022","Unknown","Other ethnicity","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Female","Unknown","35","35","43870","37320"
"In post","2022","Unknown","Other ethnicity","Male","Heterosexual / straight","55","55","40450","35780"
"In post","2022","Unknown","Other ethnicity","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Male","Unknown","30","30","46920","42850"
"In post","2022","Unknown","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Female","Heterosexual / straight","90","85","35180","35000"
"In post","2022","Unknown","Undeclared","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Female","Undeclared","325","300","39020","34140"
"In post","2022","Unknown","Undeclared","Female","Unknown","390","355","38510","35000"
"In post","2022","Unknown","Undeclared","Male","Heterosexual / straight","130","120","38400","35000"
"In post","2022","Unknown","Undeclared","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","Male","Undeclared","530","520","40890","37000"
"In post","2022","Unknown","Undeclared","Male","Unknown","505","480","39070","35000"
"In post","2022","Unknown","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Heterosexual / straight","465","420","33180","29290"
"In post","2022","Unknown","Unknown","Female","LGBO","40","35","34270","28120"
"In post","2022","Unknown","Unknown","Female","Undeclared","905","865","44080","40650"
"In post","2022","Unknown","Unknown","Female","Unknown","29095","27310","32420","27570"
"In post","2022","Unknown","Unknown","Male","Heterosexual / straight","380","370","37030","31060"
"In post","2022","Unknown","Unknown","Male","LGBO","50","50","34180","31770"
"In post","2022","Unknown","Unknown","Male","Undeclared","610","600","47020","43220"
"In post","2022","Unknown","Unknown","Male","Unknown","29390","28690","34300","29670"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Female","Heterosexual / straight","8725","8120","36730","32940"
"In post","2022","Unknown","White","Female","LGBO","615","605","34670","31540"
"In post","2022","Unknown","White","Female","Undeclared","715","660","38060","34020"
"In post","2022","Unknown","White","Female","Unknown","3015","2635","34780","29160"
"In post","2022","Unknown","White","Male","Heterosexual / straight","8440","8215","38370","35000"
"In post","2022","Unknown","White","Male","LGBO","625","615","37350","33290"
"In post","2022","Unknown","White","Male","Undeclared","620","605","39740","36410"
"In post","2022","Unknown","White","Male","Unknown","2680","2575","37820","33370"
"In post","2022","Unknown","White","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
