"Status","Year","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","EO","Heterosexual / straight","2480","2370","27570","27130"
"In post","2022","Digital, Data & Technology","EO","LGBO","180","175","27220","27040"
"In post","2022","Digital, Data & Technology","EO","Undeclared","380","365","27830","27130"
"In post","2022","Digital, Data & Technology","EO","Unknown","755","720","27780","27570"
"In post","2022","Digital, Data & Technology","G6/G7","Heterosexual / straight","4090","4005","57560","55210"
"In post","2022","Digital, Data & Technology","G6/G7","LGBO","280","275","57400","54880"
"In post","2022","Digital, Data & Technology","G6/G7","Undeclared","590","575","58210","55210"
"In post","2022","Digital, Data & Technology","G6/G7","Unknown","1040","1025","58330","55470"
"In post","2022","Digital, Data & Technology","SCS level","Heterosexual / straight","250","245","92060","85000"
"In post","2022","Digital, Data & Technology","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS level","Unknown","55","55","94670","89270"
"In post","2022","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","7250","7040","37390","36840"
"In post","2022","Digital, Data & Technology","SEO/HEO","LGBO","480","470","36540","36050"
"In post","2022","Digital, Data & Technology","SEO/HEO","Undeclared","1240","1195","37640","37300"
"In post","2022","Digital, Data & Technology","SEO/HEO","Unknown","1940","1900","37610","36840"
"In post","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","60","55","34760","32020"
"In post","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","AA/AO","Heterosexual / straight","960","825","21730","21260"
"In post","2022","Finance","AA/AO","LGBO","35","35","21580","21250"
"In post","2022","Finance","AA/AO","Undeclared","155","130","21790","21830"
"In post","2022","Finance","AA/AO","Unknown","570","475","21850","21250"
"In post","2022","Finance","EO","Heterosexual / straight","1480","1400","26820","26750"
"In post","2022","Finance","EO","LGBO","80","80","26310","26770"
"In post","2022","Finance","EO","Undeclared","225","210","27040","26840"
"In post","2022","Finance","EO","Unknown","315","300","27140","26820"
"In post","2022","Finance","G6/G7","Heterosexual / straight","1995","1950","58260","56780"
"In post","2022","Finance","G6/G7","LGBO","95","95","57940","57460"
"In post","2022","Finance","G6/G7","Undeclared","285","280","58170","55340"
"In post","2022","Finance","G6/G7","Unknown","390","380","59060","56660"
"In post","2022","Finance","SCS level","Heterosexual / straight","225","220","87340","79950"
"In post","2022","Finance","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","SCS level","Undeclared","30","30","86680","77090"
"In post","2022","Finance","SCS level","Unknown","35","35","89010","82670"
"In post","2022","Finance","SEO/HEO","Heterosexual / straight","3835","3690","37190","36500"
"In post","2022","Finance","SEO/HEO","LGBO","190","185","35890","35310"
"In post","2022","Finance","SEO/HEO","Undeclared","525","505","37680","36820"
"In post","2022","Finance","SEO/HEO","Unknown","875","850","37400","36840"
"In post","2022","Finance","Unknown","Heterosexual / straight","50","45","52320","45510"
"In post","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Heterosexual / straight","485","430","21280","21300"
"In post","2022","Grants Management","AA/AO","LGBO","40","35","21240","21300"
"In post","2022","Grants Management","AA/AO","Undeclared","45","40","21300","21300"
"In post","2022","Grants Management","AA/AO","Unknown","715","660","21270","21300"
"In post","2022","Grants Management","EO","Heterosexual / straight","300","270","25560","25190"
"In post","2022","Grants Management","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Grants Management","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","Grants Management","EO","Unknown","260","240","25270","24920"
"In post","2022","Grants Management","G6/G7","Heterosexual / straight","35","35","51790","49370"
"In post","2022","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2022","Grants Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SEO/HEO","Heterosexual / straight","210","195","32930","31360"
"In post","2022","Grants Management","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Grants Management","SEO/HEO","Undeclared","20","15","[c]","[c]"
"In post","2022","Grants Management","SEO/HEO","Unknown","115","110","32230","30760"
"In post","2022","Human Resources","AA/AO","Heterosexual / straight","1160","1045","21730","21260"
"In post","2022","Human Resources","AA/AO","LGBO","70","70","21540","21250"
"In post","2022","Human Resources","AA/AO","Undeclared","155","140","21660","21380"
"In post","2022","Human Resources","AA/AO","Unknown","245","225","21740","21250"
"In post","2022","Human Resources","EO","Heterosexual / straight","1830","1715","27250","27270"
"In post","2022","Human Resources","EO","LGBO","135","130","27020","27450"
"In post","2022","Human Resources","EO","Undeclared","220","205","27750","27570"
"In post","2022","Human Resources","EO","Unknown","400","375","27270","26830"
"In post","2022","Human Resources","G6/G7","Heterosexual / straight","1850","1790","57650","55460"
"In post","2022","Human Resources","G6/G7","LGBO","150","145","57850","55730"
"In post","2022","Human Resources","G6/G7","Undeclared","120","120","58880","57870"
"In post","2022","Human Resources","G6/G7","Unknown","220","215","57260","55430"
"In post","2022","Human Resources","SCS level","Heterosexual / straight","205","200","87830","79960"
"In post","2022","Human Resources","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","Human Resources","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Human Resources","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Heterosexual / straight","3735","3560","36370","35590"
"In post","2022","Human Resources","SEO/HEO","LGBO","270","265","35500","34020"
"In post","2022","Human Resources","SEO/HEO","Undeclared","305","290","36680","36140"
"In post","2022","Human Resources","SEO/HEO","Unknown","545","520","35730","35120"
"In post","2022","Human Resources","Unknown","Heterosexual / straight","35","35","44790","46180"
"In post","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","EO","Heterosexual / straight","35","35","27880","26930"
"In post","2022","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Heterosexual / straight","170","160","58520","58510"
"In post","2022","Internal Audit","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Heterosexual / straight","355","335","40720","40580"
"In post","2022","Internal Audit","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Undeclared","50","50","40620","39980"
"In post","2022","Internal Audit","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Legal","AA/AO","Heterosexual / straight","1120","1040","22760","22200"
"In post","2022","Legal","AA/AO","LGBO","75","70","22300","22200"
"In post","2022","Legal","AA/AO","Undeclared","65","65","22320","22200"
"In post","2022","Legal","AA/AO","Unknown","360","315","23010","22200"
"In post","2022","Legal","EO","Heterosexual / straight","1470","1380","27900","27460"
"In post","2022","Legal","EO","LGBO","110","110","27830","27230"
"In post","2022","Legal","EO","Undeclared","115","105","28260","27580"
"In post","2022","Legal","EO","Unknown","435","395","28370","28430"
"In post","2022","Legal","G6/G7","Heterosexual / straight","4055","3765","58650","55640"
"In post","2022","Legal","G6/G7","LGBO","245","235","59880","58040"
"In post","2022","Legal","G6/G7","Undeclared","325","300","61810","62120"
"In post","2022","Legal","G6/G7","Unknown","1375","1240","61010","60520"
"In post","2022","Legal","SCS level","Heterosexual / straight","305","295","88580","82870"
"In post","2022","Legal","SCS level","LGBO","30","30","86530","79660"
"In post","2022","Legal","SCS level","Undeclared","35","35","82820","79820"
"In post","2022","Legal","SCS level","Unknown","85","85","87950","82500"
"In post","2022","Legal","SEO/HEO","Heterosexual / straight","1580","1515","39620","38180"
"In post","2022","Legal","SEO/HEO","LGBO","95","95","39350","38180"
"In post","2022","Legal","SEO/HEO","Undeclared","120","115","40070","38000"
"In post","2022","Legal","SEO/HEO","Unknown","400","380","38820","37730"
"In post","2022","No function","AA/AO","Heterosexual / straight","57570","51720","23070","21260"
"In post","2022","No function","AA/AO","LGBO","3955","3780","23370","21260"
"In post","2022","No function","AA/AO","Undeclared","7495","6520","22790","21260"
"In post","2022","No function","AA/AO","Unknown","24770","21895","22990","21260"
"In post","2022","No function","EO","Heterosexual / straight","51365","47495","28330","27570"
"In post","2022","No function","EO","LGBO","3395","3285","28210","27570"
"In post","2022","No function","EO","Undeclared","6445","5865","28350","27570"
"In post","2022","No function","EO","Unknown","15600","14150","28580","27570"
"In post","2022","No function","G6/G7","Heterosexual / straight","16415","15880","58760","55410"
"In post","2022","No function","G6/G7","LGBO","1410","1390","57930","55200"
"In post","2022","No function","G6/G7","Undeclared","2340","2255","59000","55670"
"In post","2022","No function","G6/G7","Unknown","4505","4355","57390","55210"
"In post","2022","No function","SCS level","Heterosexual / straight","2345","2255","89100","80290"
"In post","2022","No function","SCS level","LGBO","185","180","87440","78300"
"In post","2022","No function","SCS level","Undeclared","265","250","89970","83360"
"In post","2022","No function","SCS level","Unknown","535","515","93840","84400"
"In post","2022","No function","SEO/HEO","Heterosexual / straight","37280","35730","37260","36050"
"In post","2022","No function","SEO/HEO","LGBO","2855","2800","36510","35080"
"In post","2022","No function","SEO/HEO","Undeclared","4880","4645","37620","36360"
"In post","2022","No function","SEO/HEO","Unknown","11735","11310","35610","33840"
"In post","2022","No function","Unknown","Heterosexual / straight","13560","12610","30430","28200"
"In post","2022","No function","Unknown","LGBO","955","925","29770","26810"
"In post","2022","No function","Unknown","Undeclared","1125","1040","32270","32090"
"In post","2022","No function","Unknown","Unknown","3555","3195","28230","26310"
"In post","2022","Project Delivery","AA/AO","Heterosexual / straight","355","310","22000","21260"
"In post","2022","Project Delivery","AA/AO","LGBO","30","30","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","Undeclared","50","45","22020","21260"
"In post","2022","Project Delivery","AA/AO","Unknown","195","170","22110","21740"
"In post","2022","Project Delivery","EO","Heterosexual / straight","2490","2355","24750","25750"
"In post","2022","Project Delivery","EO","LGBO","130","125","25240","25940"
"In post","2022","Project Delivery","EO","Undeclared","240","230","25070","25740"
"In post","2022","Project Delivery","EO","Unknown","575","540","25150","26120"
"In post","2022","Project Delivery","G6/G7","Heterosexual / straight","4970","4835","58290","55620"
"In post","2022","Project Delivery","G6/G7","LGBO","280","275","57890","55210"
"In post","2022","Project Delivery","G6/G7","Undeclared","565","545","58070","55740"
"In post","2022","Project Delivery","G6/G7","Unknown","1425","1385","57390","55210"
"In post","2022","Project Delivery","SCS level","Heterosexual / straight","445","435","92610","85430"
"In post","2022","Project Delivery","SCS level","LGBO","30","30","87010","77370"
"In post","2022","Project Delivery","SCS level","Undeclared","50","45","95070","84700"
"In post","2022","Project Delivery","SCS level","Unknown","70","70","92040","79300"
"In post","2022","Project Delivery","SEO/HEO","Heterosexual / straight","9380","9015","36660","36890"
"In post","2022","Project Delivery","SEO/HEO","LGBO","455","445","35980","35630"
"In post","2022","Project Delivery","SEO/HEO","Undeclared","1265","1200","37440","37930"
"In post","2022","Project Delivery","SEO/HEO","Unknown","1950","1860","36710","37930"
"In post","2022","Project Delivery","Unknown","Heterosexual / straight","1275","1245","41290","39860"
"In post","2022","Project Delivery","Unknown","LGBO","45","45","33350","31600"
"In post","2022","Project Delivery","Unknown","Undeclared","160","155","44760","42680"
"In post","2022","Project Delivery","Unknown","Unknown","125","125","36930","33180"
"In post","2022","Property","AA/AO","Heterosexual / straight","1015","955","21020","21750"
"In post","2022","Property","AA/AO","LGBO","50","45","21560","22010"
"In post","2022","Property","AA/AO","Undeclared","135","125","21150","21840"
"In post","2022","Property","AA/AO","Unknown","630","590","22310","22010"
"In post","2022","Property","EO","Heterosexual / straight","1280","1210","26540","26670"
"In post","2022","Property","EO","LGBO","55","55","26500","26350"
"In post","2022","Property","EO","Undeclared","155","140","27170","27000"
"In post","2022","Property","EO","Unknown","425","405","27340","26880"
"In post","2022","Property","G6/G7","Heterosexual / straight","1300","1270","58350","57150"
"In post","2022","Property","G6/G7","LGBO","55","55","57850","56220"
"In post","2022","Property","G6/G7","Undeclared","160","155","59160","57930"
"In post","2022","Property","G6/G7","Unknown","220","215","58440","57080"
"In post","2022","Property","SCS level","Heterosexual / straight","90","90","89880","84770"
"In post","2022","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Property","SEO/HEO","Heterosexual / straight","2825","2720","37430","36380"
"In post","2022","Property","SEO/HEO","LGBO","110","110","36850","36180"
"In post","2022","Property","SEO/HEO","Undeclared","370","350","38260","36990"
"In post","2022","Property","SEO/HEO","Unknown","595","575","38050","37730"
"In post","2022","Property","Unknown","Heterosexual / straight","40","40","22470","22960"
"In post","2022","Property","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","AA/AO","Heterosexual / straight","4005","3900","26310","21850"
"In post","2022","Security","AA/AO","LGBO","170","170","27670","25000"
"In post","2022","Security","AA/AO","Undeclared","525","510","29600","25740"
"In post","2022","Security","AA/AO","Unknown","950","940","27940","25000"
"In post","2022","Security","EO","Heterosexual / straight","1060","1025","31820","28670"
"In post","2022","Security","EO","LGBO","60","60","31660","29090"
"In post","2022","Security","EO","Undeclared","160","155","34860","31760"
"In post","2022","Security","EO","Unknown","235","225","29290","26820"
"In post","2022","Security","G6/G7","Heterosexual / straight","410","405","59080","57960"
"In post","2022","Security","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","Security","G6/G7","Undeclared","75","75","59540","57680"
"In post","2022","Security","G6/G7","Unknown","95","95","59720","56760"
"In post","2022","Security","SCS level","Heterosexual / straight","40","40","92220","87680"
"In post","2022","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Security","SEO/HEO","Heterosexual / straight","1860","1820","38840","37000"
"In post","2022","Security","SEO/HEO","LGBO","100","100","37430","36140"
"In post","2022","Security","SEO/HEO","Undeclared","315","305","40160","38160"
"In post","2022","Security","SEO/HEO","Unknown","395","385","38310","37000"
"In post","2022","Security","Unknown","Heterosexual / straight","145","145","32470","29680"
"In post","2022","Security","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Security","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","AA/AO","Heterosexual / straight","13765","12680","22050","21680"
"In post","2022","Unknown","AA/AO","LGBO","550","525","22080","21680"
"In post","2022","Unknown","AA/AO","Undeclared","1645","1500","22160","21680"
"In post","2022","Unknown","AA/AO","Unknown","3070","2930","22890","21780"
"In post","2022","Unknown","EO","Heterosexual / straight","16570","15520","27410","26930"
"In post","2022","Unknown","EO","LGBO","785","760","27090","26820"
"In post","2022","Unknown","EO","Undeclared","2280","2095","27740","27370"
"In post","2022","Unknown","EO","Unknown","3430","3260","27770","27230"
"In post","2022","Unknown","G6/G7","Heterosexual / straight","7230","6960","62230","61440"
"In post","2022","Unknown","G6/G7","LGBO","445","435","60890","58550"
"In post","2022","Unknown","G6/G7","Undeclared","940","910","62110","61440"
"In post","2022","Unknown","G6/G7","Unknown","1570","1505","62130","60740"
"In post","2022","Unknown","SCS level","Heterosexual / straight","750","725","89390","83230"
"In post","2022","Unknown","SCS level","LGBO","45","45","89100","81880"
"In post","2022","Unknown","SCS level","Undeclared","80","75","86680","81430"
"In post","2022","Unknown","SCS level","Unknown","140","135","92190","83230"
"In post","2022","Unknown","SEO/HEO","Heterosexual / straight","17675","17060","38020","37450"
"In post","2022","Unknown","SEO/HEO","LGBO","975","955","37400","37000"
"In post","2022","Unknown","SEO/HEO","Undeclared","2335","2255","38200","37640"
"In post","2022","Unknown","SEO/HEO","Unknown","3310","3205","38770","38180"
"In post","2022","Unknown","Unknown","Heterosexual / straight","210","205","40710","35710"
"In post","2022","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","50","45","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","1800","1795","37340","34020"
"Leaver CS","2022","Analysis","AA/AO","Heterosexual / straight","70","[c]","21820","21510"
"Leaver CS","2022","Analysis","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Unknown","35","[c]","20210","19610"
"Leaver CS","2022","Analysis","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Heterosexual / straight","55","[c]","60390","56840"
"Leaver CS","2022","Analysis","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Heterosexual / straight","105","[c]","36460","36580"
"Leaver CS","2022","Analysis","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Unknown","60","[c]","34630","33390"
