"Status","Year","Organisation","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Cheshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","AO","Female","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","EO","Female","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","EO","Male","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","HEO","Female","30","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","HEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Devon","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Devon","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Devon","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Devon","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","EO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","HEO","Female","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","HEO","Male","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","EO","Female","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","EO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","HEO","Female","25","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","HEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","SEO","Male","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Essex","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Essex","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Essex","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Essex","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Female","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","AO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","EO","Female","35","30","24690","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","EO","Male","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","HEO","Female","35","30","32890","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","HEO","Male","25","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","SEO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","SEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","HEO","Male","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","SEO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","AO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","EO","Female","20","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","EO","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","G7","Female","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","G7","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","HEO","Female","40","40","37310","38470"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","HEO","Male","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","SEO","Female","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","SEO","Male","30","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Lancashire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Lancashire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","EO","Female","40","35","24430","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","EO","Male","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","HEO","Female","40","35","32040","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","HEO","Male","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","SEO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","SEO","Male","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","EO","Female","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","EO","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","HEO","Female","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","HEO","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","SEO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","SEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","EO","Female","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","EO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","HEO","Female","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","HEO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","SEO","Female","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","SEO","Male","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","EO","Female","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","EO","Male","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","HEO","Female","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","HEO","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","SEO","Female","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","EO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","EO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","HEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","SEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","AO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","AO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","HEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","HEO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","AO","Female","65","55","21470","21300"
"In post","2022","Animal and Plant Health Agency","Cumbria","AO","Male","40","40","21370","21300"
"In post","2022","Animal and Plant Health Agency","Cumbria","EO","Female","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","EO","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","HEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","SEO","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","SEO","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","AO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","EO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","HEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","SEO","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","AO","Female","65","60","21310","21300"
"In post","2022","Animal and Plant Health Agency","Devon","AO","Male","35","35","21320","21300"
